date,level,people,holding_shares,percent
2015-01-30,"1,000-5,000",2824,6640537,9.21
2015-01-30,1-999,5808,669012,0.92
2015-01-30,"10,001-15,000",253,3174356,4.4
2015-01-30,"100,001-200,000",41,5746784,7.97
2015-01-30,"15,001-20,000",182,3310257,4.59
2015-01-30,"20,001-30,000",174,4397650,6.1
2015-01-30,"200,001-400,000",29,8209629,11.39
2015-01-30,"30,001-40,000",78,2747329,3.81
2015-01-30,"40,001-50,000",44,2015481,2.79
2015-01-30,"400,001-600,000",10,5081302,7.05
2015-01-30,"5,001-10,000",694,5482810,7.61
2015-01-30,"50,001-100,000",81,5806184,8.06
2015-01-30,"600,001-800,000",5,3481657,4.83
2015-01-30,"800,001-1,000,000",5,4555663,6.32
2015-01-30,"more than 1,000,001",7,10713379,14.87
2015-01-30,total,10235,72032030,100.0
2015-02-26,"1,000-5,000",2716,6315230,8.76
2015-02-26,1-999,5842,665491,0.92
2015-02-26,"10,001-15,000",264,3312497,4.59
2015-02-26,"100,001-200,000",42,6077784,8.43
2015-02-26,"15,001-20,000",172,3142145,4.36
2015-02-26,"20,001-30,000",163,4132823,5.73
2015-02-26,"200,001-400,000",23,6520629,9.05
2015-02-26,"30,001-40,000",82,2884975,4.0
2015-02-26,"40,001-50,000",43,1976404,2.74
2015-02-26,"400,001-600,000",12,5897302,8.18
2015-02-26,"5,001-10,000",700,5482867,7.61
2015-02-26,"50,001-100,000",84,5929184,8.23
2015-02-26,"600,001-800,000",6,4121657,5.72
2015-02-26,"800,001-1,000,000",4,3652663,5.07
2015-02-26,"more than 1,000,001",7,11920379,16.54
2015-02-26,total,10160,72032030,100.0
2015-03-31,"1,000-5,000",2638,6275928,8.71
2015-03-31,1-999,6459,663381,0.92
2015-03-31,"10,001-15,000",261,3275402,4.54
2015-03-31,"100,001-200,000",38,5425296,7.53
2015-03-31,"15,001-20,000",175,3194091,4.43
2015-03-31,"20,001-30,000",159,4026099,5.58
2015-03-31,"200,001-400,000",24,6592541,9.15
2015-03-31,"30,001-40,000",78,2763884,3.83
2015-03-31,"40,001-50,000",54,2480420,3.44
2015-03-31,"400,001-600,000",16,7666408,10.64
2015-03-31,"5,001-10,000",675,5201992,7.22
2015-03-31,"50,001-100,000",93,6637419,9.21
2015-03-31,"600,001-800,000",3,2219551,3.08
2015-03-31,"800,001-1,000,000",4,3722239,5.16
2015-03-31,"more than 1,000,001",7,11887379,16.5
2015-03-31,total,10684,72032030,100.0
2015-04-30,"1,000-5,000",2758,6513741,9.04
2015-04-30,1-999,6966,657416,0.91
2015-04-30,"10,001-15,000",264,3326585,4.61
2015-04-30,"100,001-200,000",41,5798697,8.05
2015-04-30,"15,001-20,000",176,3228394,4.48
2015-04-30,"20,001-30,000",155,3912747,5.43
2015-04-30,"200,001-400,000",25,7110541,9.87
2015-04-30,"30,001-40,000",74,2612889,3.62
2015-04-30,"40,001-50,000",51,2343580,3.25
2015-04-30,"400,001-600,000",14,6905408,9.58
2015-04-30,"5,001-10,000",709,5498845,7.63
2015-04-30,"50,001-100,000",93,6684018,9.27
2015-04-30,"600,001-800,000",2,1434551,1.99
2015-04-30,"800,001-1,000,000",5,4581451,6.36
2015-04-30,"more than 1,000,001",7,11423167,15.85
2015-04-30,total,11340,72032030,100.0
2015-05-08,"1,000-5,000",2760,6541443,9.08
2015-05-08,1-999,6978,657914,0.91
2015-05-08,"10,001-15,000",273,3435629,4.76
2015-05-08,"100,001-200,000",44,6188697,8.59
2015-05-08,"15,001-20,000",176,3233695,4.48
2015-05-08,"20,001-30,000",153,3857803,5.35
2015-05-08,"200,001-400,000",22,6098225,8.46
2015-05-08,"30,001-40,000",76,2677166,3.71
2015-05-08,"40,001-50,000",55,2532580,3.51
2015-05-08,"400,001-600,000",14,6699724,9.3
2015-05-08,"5,001-10,000",720,5571967,7.73
2015-05-08,"50,001-100,000",88,6319018,8.77
2015-05-08,"600,001-800,000",3,2054551,2.85
2015-05-08,"800,001-1,000,000",4,3624451,5.03
2015-05-08,"more than 1,000,001",8,12539167,17.4
2015-05-08,total,11374,72032030,100.0
2015-05-15,"1,000-5,000",2738,6498329,9.02
2015-05-15,1-999,7019,656801,0.91
2015-05-15,"10,001-15,000",276,3470169,4.81
2015-05-15,"100,001-200,000",44,6146108,8.53
2015-05-15,"15,001-20,000",178,3266695,4.53
2015-05-15,"20,001-30,000",159,4028343,5.59
2015-05-15,"200,001-400,000",23,6408225,8.89
2015-05-15,"30,001-40,000",80,2820166,3.91
2015-05-15,"40,001-50,000",52,2403580,3.33
2015-05-15,"400,001-600,000",13,6247724,8.67
2015-05-15,"5,001-10,000",726,5616703,7.79
2015-05-15,"50,001-100,000",89,6344018,8.8
2015-05-15,"600,001-800,000",4,2861551,3.97
2015-05-15,"800,001-1,000,000",3,2743451,3.8
2015-05-15,"more than 1,000,001",8,12520167,17.38
2015-05-15,total,11412,72032030,100.0
2015-05-22,"1,000-5,000",2747,6513578,9.04
2015-05-22,1-999,7139,655050,0.9
2015-05-22,"10,001-15,000",280,3532178,4.9
2015-05-22,"100,001-200,000",45,6317108,8.76
2015-05-22,"15,001-20,000",180,3306695,4.59
2015-05-22,"20,001-30,000",155,3919620,5.44
2015-05-22,"200,001-400,000",22,6117225,8.49
2015-05-22,"30,001-40,000",86,3032381,4.2
2015-05-22,"40,001-50,000",51,2362303,3.27
2015-05-22,"400,001-600,000",13,6256724,8.68
2015-05-22,"5,001-10,000",718,5559981,7.71
2015-05-22,"50,001-100,000",90,6387018,8.86
2015-05-22,"600,001-800,000",3,2084551,2.89
2015-05-22,"800,001-1,000,000",5,4587451,6.36
2015-05-22,"more than 1,000,001",7,11400167,15.82
2015-05-22,total,11541,72032030,100.0
2015-05-29,"1,000-5,000",2745,6520795,9.05
2015-05-29,1-999,7141,654205,0.9
2015-05-29,"10,001-15,000",275,3457178,4.79
2015-05-29,"100,001-200,000",46,6579108,9.13
2015-05-29,"15,001-20,000",178,3270695,4.54
2015-05-29,"20,001-30,000",160,4067620,5.64
2015-05-29,"200,001-400,000",19,5298225,7.35
2015-05-29,"30,001-40,000",86,3022104,4.19
2015-05-29,"40,001-50,000",53,2441580,3.38
2015-05-29,"400,001-600,000",13,6266724,8.69
2015-05-29,"5,001-10,000",735,5688609,7.89
