date,TotalExchangeMarginMaintenance
2020-03-25,155.977
2020-03-26,158.015
2020-03-27,157.075
2020-03-30,157.144
2020-03-31,158.048
2020-04-01,159.159
2020-04-06,162.509
2020-04-07,165.749
2020-04-08,168.742
2020-04-09,167.482
2020-04-10,168.476
2020-04-13,167.244
2020-04-14,170.77
2020-04-15,171.966
2020-04-16,171.977
2020-04-17,171.971
2020-04-20,172.739
2020-04-21,167.54
2020-04-22,169.274
2020-04-23,170.396
2020-04-24,170.622
2020-04-27,174.565
2020-04-28,174.91
2020-04-29,176.621
2020-04-30,178.952
2020-05-04,176.359
2020-05-05,177.193
2020-05-06,177.078
2020-05-07,178.479
2020-05-08,177.393
2020-05-11,178.378
2020-05-12,176.831
2020-05-13,177.472
2020-05-14,172.788
2020-05-15,173.11
2020-05-18,171.23
2020-05-19,172.667
2020-05-20,173.892
2020-05-21,175.401
2020-05-22,172.703
2020-05-25,174.71
2020-05-26,175.219
2020-05-27,175.054
2020-05-28,174.076
2020-05-29,174.767
2020-06-01,177.617
2020-06-02,177.181
2020-06-03,179.6
2020-06-04,180.133
2020-06-05,180.665
2020-06-08,180.72
2020-06-09,180.58
2020-06-10,181.225
2020-06-11,176.664
2020-06-12,176.841
2020-06-15,175.453
2020-06-16,178.92
2020-06-17,179.305
2020-06-18,178.769
2020-06-19,180.248
2020-06-22,180.37
2020-06-23,180.103
2020-06-24,180.581
2020-06-29,178.632
2020-06-30,179.549
2020-07-01,180.886
2020-07-02,182.551
2020-07-03,183.24
2020-07-06,186.196
2020-07-07,184.402
2020-07-08,185.637
2020-07-09,184.561
2020-07-10,179.932
2020-07-13,181.763
2020-07-14,179.295
2020-07-15,177.516
2020-07-16,177.518
2020-07-17,174.961
2020-07-20,175.936
2020-07-21,178.304
2020-07-22,179.683
2020-07-23,179.203
2020-07-24,175.303
2020-07-27,175.05
2020-07-28,171.789
2020-07-29,173.506
2020-07-30,175.383
2020-07-31,175.928
2020-08-03,175.752
2020-08-04,177.787
2020-08-05,179.34
2020-08-06,178.589
2020-08-07,177.198
2020-08-10,176.603
2020-08-11,174.67
2020-08-12,174.356
2020-08-13,172.677
2020-08-14,175.997
2020-08-17,177.877
2020-08-18,173.573
2020-08-19,174.02
2020-08-20,165.872
2020-08-21,170.456
2020-08-24,171.349
2020-08-25,172.463
2020-08-26,173.197
2020-08-27,172.604
2020-08-28,172.624
2020-08-31,172.022
2020-09-01,173.436
2020-09-02,174.29
2020-09-03,175.019
2020-09-04,173.872
2020-09-07,171.728
2020-09-08,170.767
2020-09-09,171.759
2020-09-10,171.021
2020-09-11,169.351
2020-09-14,171.793
2020-09-15,172.633
2020-09-16,173.072
2020-09-17,173.093
2020-09-18,173.571
2020-09-21,172.094
2020-09-22,170.082
2020-09-23,169.448
2020-09-24,165.068
2020-09-25,161.986
2020-09-28,165.377
2020-09-29,165.31
2020-09-30,166.741
2020-10-05,168.402
2020-10-06,170.007
2020-10-07,170.15
2020-10-08,171.063
2020-10-12,170.077
2020-10-13,170.458
2020-10-14,170.834
2020-10-15,169.629
2020-10-16,168.271
2020-10-19,170.494
2020-10-20,170.575
2020-10-21,170.83
2020-10-22,170.825
2020-10-23,171.599
2020-10-26,171.491
2020-10-27,171.444
2020-10-28,169.703
2020-10-29,169.385
2020-10-30,167.038
2020-11-02,166.283
2020-11-03,169.284
2020-11-04,170.784
2020-11-05,171.357
2020-11-06,171.669
2020-11-09,174.13
2020-11-10,171.894
2020-11-11,172.785
2020-11-12,171.881
2020-11-13,172.717
2020-11-16,174.045
2020-11-17,174.199
2020-11-18,175.992
2020-11-19,175.283
2020-11-20,175.742
2020-11-23,177.405
2020-11-24,176.976
2020-11-25,176.011
2020-11-26,177.782
2020-11-27,179.007
2020-11-30,179.821
2020-12-01,180.213
2020-12-02,180.425
2020-12-03,179.848
2020-12-04,180.409
2020-12-07,180.149
2020-12-08,180.91
2020-12-09,182.258
2020-12-10,179.851
2020-12-11,177.249
2020-12-14,178.097
2020-12-15,174.228
2020-12-16,177.223
2020-12-17,177.371
2020-12-18,177.152
2020-12-21,177.584
2020-12-22,173.942
2020-12-23,175.829
2020-12-24,174.716
2020-12-25,175.558
2020-12-28,177.549
2020-12-29,176.416
2020-12-30,177.585
2020-12-31,177.862
2021-01-04,180.563
2021-01-05,181.11
2021-01-06,178.723
2021-01-07,179.621
2021-01-08,180.104
2021-01-11,181.665
2021-01-12,177.968
2021-01-13,180.61
2021-01-14,181.467
2021-01-15,177.676
2021-01-18,177.992
2021-01-19,178.872
2021-01-20,174.178
2021-01-21,176.76
2021-01-22,179.453
2021-01-25,179.31
2021-01-26,175.187
2021-01-27,176.247
2021-01-28,173.453
2021-01-29,170.349
2021-02-01,171.578
2021-02-02,175.125
2021-02-03,175.354
2021-02-04,174.809
2021-02-05,175.686
2021-02-17,181.323
2021-02-18,183.482
2021-02-19,183.379
2021-02-22,185.539
2021-02-23,184.791
2021-02-24,181.662
2021-02-25,183.138
2021-02-26,179.911
2021-03-02,177.708
2021-03-03,180.114
2021-03-04,177.008
2021-03-05,175.696
2021-03-08,174.254
2021-03-09,174.568
2021-03-10,175.084
2021-03-11,178.896
2021-03-12,179.582
2021-03-15,180.07
2021-03-16,180.373
2021-03-17,180.129
2021-03-18,181.442
2021-03-19,179.914
2021-03-22,180.857
2021-03-23,179.006
2021-03-24,178.562
2021-03-25,177.655
2021-03-26,180.708
2021-03-29,181.973
2021-03-30,183.282
2021-03-31,181.977
2021-04-01,182.831
2021-04-06,185.138
2021-04-07,186.444
2021-04-08,188.439
2021-04-09,185.483
2021-04-12,184.785
2021-04-13,181.916
2021-04-14,180.309
2021-04-15,182.108
2021-04-16,184.373
2021-04-19,185.227
2021-04-20,185.669
2021-04-21,185.821
2021-04-22,181.014
2021-04-23,183.043
2021-04-26,186.274
2021-04-27,186.178
2021-04-28,186.267
2021-04-29,185.373
2021-05-03,179.301
2021-05-04,172.588
2021-05-05,171.2
2021-05-06,171.276
2021-05-07,177.359
2021-05-10,177.178
2021-05-11,168.497
2021-05-12,160.74
2021-05-13,158.893
2021-05-14,158.369
2021-05-17,153.022
2021-05-18,164.131
2021-05-19,167.17
2021-05-20,164.282
2021-05-21,168.986
2021-05-24,171.898
2021-05-25,173.436
2021-05-26,174.42
2021-05-27,175.141
2021-05-28,178.989
2021-05-31,180.196
2021-06-01,182.527
2021-06-02,180.652
2021-06-03,182.767
2021-06-04,180.477
2021-06-07,178.627
2021-06-08,179.224
2021-06-09,177.869
2021-06-10,178.147
2021-06-11,179.646
2021-06-15,183.396
2021-06-16,180.24
2021-06-17,183.415
2021-06-18,183.323
2021-06-21,182.829
2021-06-22,182.288
2021-06-23,180.747
2021-06-24,183.767
2021-06-25,185.212
2021-06-28,188.985
2021-06-29,186.982
2021-06-30,187.632
2021-07-01,191.189
2021-07-02,189.327
2021-07-05,190.883
2021-07-06,190.744
2021-07-07,186.952
2021-07-08,188.718
2021-07-09,182.932
2021-07-12,184.28
2021-07-13,178.775
2021-07-14,175.891
2021-07-15,181.228
2021-07-16,182.366
2021-07-19,182.425
2021-07-20,176.572
2021-07-21,172.981
2021-07-22,174.139
2021-07-23,175.641
2021-07-26,174.428
2021-07-27,170.17
2021-07-28,167.792
2021-07-29,173.556
2021-07-30,169.522
2021-08-02,173.101
2021-08-03,173.649
2021-08-04,174.508
2021-08-05,173.421
2021-08-06,173.053
2021-08-09,171.243
2021-08-10,168.999
2021-08-11,165.707
2021-08-12,168.469
2021-08-13,164.461
2021-08-16,162.575
2021-08-17,159.074
2021-08-18,166.184
2021-08-19,159.171
2021-08-20,160.895
2021-08-23,167.457
2021-08-24,166.201
2021-08-25,169.52
2021-08-26,168.806
2021-08-27,168.236
2021-08-30,168.936
2021-08-31,168.648
2021-09-01,168.615
2021-09-02,166.213
2021-09-03,166.434
2021-09-06,163.464
2021-09-07,163.974
2021-09-08,161.365
2021-09-09,163.082
2021-09-10,165.752
2021-09-13,165.317
2021-09-14,163.239
2021-09-15,162.624
2021-09-16,162.125
2021-09-17,164.281
2021-09-22,160.586
2021-09-23,162.296
2021-09-24,164.772
2021-09-27,164.977
2021-09-28,162.58
2021-09-29,159.175
2021-09-30,161.407
2021-10-01,154.952
2021-10-04,151.728
2021-10-05,154.938
2021-10-06,152.595
2021-10-07,155.65
2021-10-08,155.029
2021-10-12,151.735
2021-10-13,150.18
2021-10-14,151.695
2021-10-15,154.336
2021-10-18,155.948
2021-10-19,158.065
2021-10-20,158.49
2021-10-21,158.788
2021-10-22,158.779
2021-10-25,161.141
2021-10-26,161.106
2021-10-27,162.674
2021-10-28,163.4
2021-10-29,164.39
2021-11-01,166.434
2021-11-02,165.103
2021-11-03,167.386
2021-11-04,166.405
2021-11-05,168.372
2021-11-08,170.877
2021-11-09,171.451
2021-11-10,171.119
2021-11-11,168.696
2021-11-12,169.692
2021-11-15,171.043
2021-11-16,171.837
2021-11-17,172.942
2021-11-18,173.136
2021-11-19,172.446
2021-11-22,173.574
2021-11-23,171.177
2021-11-24,172.435
2021-11-25,172.212
2021-11-26,167.855
2021-11-29,168.223
2021-11-30,170.853
2021-12-01,172.442
2021-12-02,172.075
2021-12-03,173.641
2021-12-06,175.143
2021-12-07,175.863
2021-12-08,176.346
2021-12-09,176.363
2021-12-10,174.434
2021-12-13,174.276
2021-12-14,169.891
2021-12-15,172.673
2021-12-16,174.289
2021-12-17,173.402
2021-12-20,172.611
2021-12-21,174.431
2021-12-22,174.529
2021-12-23,175.242
2021-12-24,174.877
2021-12-27,175.737
2021-12-28,176.289
2021-12-29,176.378
2021-12-30,176.144
2022-01-03,174.342
2022-01-04,175.152
2022-01-05,174.152
2022-01-06,172.817
2022-01-07,169.829
2022-01-10,169.797
2022-01-11,167.48
2022-01-12,166.685
2022-01-13,166.057
2022-01-14,165.548
2022-01-17,166.845
2022-01-18,166.688
2022-01-19,164.894
2022-01-20,166.042
2022-01-21,161.353
2022-01-24,161.206
2022-01-25,157.615
2022-01-26,158.053
2022-02-07,162.562
2022-02-08,165.21
2022-02-09,167.74
2022-02-10,168.143
2022-02-11,167.722
2022-02-14,164.097
2022-02-15,164.381
2022-02-16,167.071
2022-02-17,167.211
2022-02-18,168.834
2022-02-21,169.053
2022-02-22,162.608
2022-02-23,167.528
2022-02-24,162.19
2022-02-25,164.0
2022-03-01,167.699
2022-03-02,167.759
2022-03-03,169.238
2022-03-04,167.586
2022-03-07,161.121
2022-03-08,157.298
2022-03-09,160.765
2022-03-10,163.947
2022-03-11,163.611
2022-03-14,164.817
2022-03-15,160.076
2022-03-16,159.0
2022-03-17,164.578
2022-03-18,164.046
2022-03-21,164.949
2022-03-22,165.252
2022-03-23,166.589
2022-03-24,165.894
2022-03-25,163.9
2022-03-28,163.512
2022-03-29,163.849
2022-03-30,164.968
2022-03-31,163.903
2022-04-01,164.319
2022-04-06,163.0
2022-04-07,158.492
2022-04-08,160.94
2022-04-11,157.894
2022-04-12,157.626
2022-04-13,160.545
2022-04-14,160.739
2022-04-15,158.773
2022-04-18,157.248
2022-04-19,158.959
2022-04-20,160.169
2022-04-21,160.807
2022-04-22,159.612
2022-04-25,154.198
2022-04-26,153.745
2022-04-27,152.85
2022-04-28,153.809
2022-04-29,155.952
2022-05-03,156.392
2022-05-04,157.694
2022-05-05,159.582
2022-05-06,157.382
2022-05-09,152.873
2022-05-10,154.603
2022-05-11,153.062
2022-05-12,149.925
2022-05-13,153.206
2022-05-16,152.695
2022-05-17,154.19
2022-05-18,156.017
2022-05-19,154.716
2022-05-20,155.299
2022-05-23,157.0
2022-05-24,154.396
2022-05-25,156.512
2022-05-26,155.081
2022-05-27,157.272
2022-05-30,160.072
2022-05-31,160.438
2022-06-01,161.161
2022-06-02,160.33
2022-06-06,160.418
2022-06-07,160.4
2022-06-08,161.049
2022-06-09,160.378
2022-06-10,159.407
2022-06-13,154.836
2022-06-14,154.857
2022-06-15,154.083
2022-06-16,150.403
2022-06-17,149.74
2022-06-20,145.56
2022-06-21,150.461
2022-06-22,145.983
2022-06-23,145.447
2022-06-24,147.792
2022-06-27,151.641
2022-06-28,150.105
2022-06-29,147.813
2022-06-30,144.208
2022-07-01,139.69
2022-07-04,141.265
2022-07-05,144.677
2022-07-06,141.038
2022-07-07,145.442
2022-07-08,147.6
2022-07-11,146.774
2022-07-12,141.852
2022-07-13,145.746
2022-07-14,148.325
2022-07-15,149.047
2022-07-18,151.279
2022-07-19,151.833
2022-07-20,152.082
2022-07-21,154.943
2022-07-22,154.775
2022-07-25,154.26
2022-07-26,151.977
2022-07-27,153.415
2022-07-28,151.877
2022-07-29,153.431
2022-08-01,153.741
2022-08-02,150.646
2022-08-03,149.589
2022-08-04,148.964
2022-08-05,152.903
2022-08-08,153.114
2022-08-09,153.594
2022-08-10,152.826
2022-08-11,154.442
2022-08-12,156.12
2022-08-15,157.514
2022-08-16,156.987
2022-08-17,157.434
2022-08-18,157.985
2022-08-19,158.634
2022-08-22,156.761
2022-08-23,155.711
2022-08-24,155.61
2022-08-25,157.65
2022-08-26,158.643
2022-08-29,154.611
2022-08-30,156.17
2022-08-31,157.729
2022-09-01,154.875
2022-09-02,154.052
2022-09-05,152.193
2022-09-06,150.739
2022-09-07,143.921
2022-09-08,146.302
2022-09-12,148.647
2022-09-13,148.987
2022-09-14,148.224
2022-09-15,148.283
2022-09-16,147.138
2022-09-19,150.322
2022-09-20,151.532
2022-09-21,150.424
2022-09-22,150.042
2022-09-23,148.04
2022-09-26,143.052
2022-09-27,145.345
2022-09-28,140.006
2022-09-29,139.532
2022-09-30,141.044
2022-10-03,140.749
2022-10-04,144.771
2022-10-05,146.147
2022-10-06,147.491
2022-10-07,146.064
2022-10-11,142.746
2022-10-12,142.635
2022-10-13,138.396
2022-10-14,143.865
2022-10-17,143.188
2022-10-18,144.739
2022-10-19,144.246
2022-10-20,142.129
2022-10-21,140.289
2022-10-24,141.597
2022-10-25,140.102
2022-10-26,139.831
2022-10-27,143.228
2022-10-28,140.749
2022-10-31,144.317
2022-11-01,145.943
2022-11-02,147.409
2022-11-03,147.824
2022-11-04,149.332
2022-11-07,151.244
2022-11-08,151.706
2022-11-09,154.341
2022-11-10,153.33
2022-11-11,156.087
2022-11-14,158.184
2022-11-15,160.022
2022-11-16,159.963
2022-11-17,160.675
2022-11-18,159.328
2022-11-21,158.78
2022-11-22,158.637
2022-11-23,159.541
2022-11-24,161.815
2022-11-25,160.635
2022-11-28,160.326
2022-11-29,161.451
2022-11-30,163.57
2022-12-01,165.052
2022-12-02,165.751
2022-12-05,166.917
2022-12-06,163.381
2022-12-07,160.558
2022-12-08,161.057
2022-12-09,161.969
2022-12-12,161.415
2022-12-13,160.705
2022-12-14,162.854
2022-12-15,163.282
2022-12-16,161.388
2022-12-19,160.095
2022-12-20,155.777
2022-12-21,156.77
2022-12-22,158.932
2022-12-23,158.326
2022-12-26,157.919
2022-12-27,158.805
2022-12-28,156.08
2022-12-29,156.197
2022-12-30,156.585
2023-01-03,158.32
2023-01-04,158.45
2023-01-05,158.53
2023-01-06,159.968
2023-01-09,162.207
2023-01-10,162.008
2023-01-11,161.799
2023-01-12,161.133
2023-01-13,160.191
2023-01-16,161.656
2023-01-17,162.219
2023-01-30,166.518
2023-01-31,167.375
2023-02-01,169.212
2023-02-02,171.041
2023-02-03,169.922
2023-02-06,168.687
2023-02-07,169.21
2023-02-08,171.137
2023-02-09,170.55
2023-02-10,168.48
2023-02-13,167.636
2023-02-14,168.753
2023-02-15,168.782
2023-02-16,171.18
2023-02-17,170.929
2023-02-20,172.498
2023-02-21,173.478
2023-02-22,171.128
2023-02-23,173.804
2023-02-24,172.016
2023-03-01,172.346
2023-03-02,172.838
2023-03-03,173.111
2023-03-06,175.262
2023-03-07,175.51
2023-03-08,175.391
2023-03-09,174.628
2023-03-10,170.988
2023-03-13,171.13
2023-03-14,169.141
2023-03-15,169.846
2023-03-16,167.523
2023-03-17,170.222
2023-03-20,171.04
2023-03-21,171.548
2023-03-22,172.815
2023-03-23,173.414
2023-03-24,173.633
2023-03-27,173.081
2023-03-28,170.381
2023-03-29,170.729
2023-03-30,171.903
2023-03-31,172.782
2023-04-06,172.968
2023-04-07,173.844
2023-04-10,174.962
2023-04-11,175.385
2023-04-12,176.103
2023-04-13,174.38
2023-04-14,175.681
2023-04-17,176.691
2023-04-18,174.893
2023-04-19,174.252
2023-04-20,171.632
2023-04-21,168.218
2023-04-24,169.611
2023-04-25,165.321
2023-04-26,165.883
2023-04-27,166.851
2023-04-28,169.185
2023-05-02,171.208
2023-05-03,169.512
2023-05-04,170.312
2023-05-05,170.511
2023-05-08,170.746
2023-05-09,169.145
2023-05-10,169.525
2023-05-11,166.279
2023-05-12,168.323
2023-05-15,167.142
2023-05-16,168.915
2023-05-17,171.104
2023-05-18,172.721
2023-05-19,173.336
2023-05-22,174.144
2023-05-23,174.526
2023-05-24,174.382
2023-05-25,174.44
2023-05-26,174.04
2023-05-29,176.885
2023-05-30,175.772
2023-05-31,176.247
2023-06-01,177.071
2023-06-02,177.785
2023-06-05,178.434
2023-06-06,177.478
2023-06-07,178.391
2023-06-08,176.019
2023-06-09,177.865
2023-06-12,177.275
2023-06-13,179.253
2023-06-14,180.057
2023-06-15,181.686
2023-06-16,181.516
2023-06-19,181.065
2023-06-20,180.159
2023-06-21,180.882
2023-06-26,179.356
2023-06-27,176.124
2023-06-28,176.918
2023-06-29,178.735
2023-06-30,179.28
2023-07-03,182.083
2023-07-04,182.845
2023-07-05,181.321
2023-07-06,179.945
2023-07-07,178.345
2023-07-10,177.936
2023-07-11,179.816
2023-07-12,180.686
2023-07-13,180.985
2023-07-14,183.856
2023-07-17,183.877
2023-07-18,181.688
2023-07-19,180.365
2023-07-20,182.213
2023-07-21,184.216
2023-07-24,184.423
2023-07-25,184.762
2023-07-26,182.974
2023-07-27,183.714
2023-07-28,184.891
2023-07-31,180.183
2023-08-01,178.267
2023-08-02,173.428
2023-08-04,174.223
2023-08-07,178.152
2023-08-08,177.181
2023-08-09,175.187
2023-08-10,168.686
2023-08-11,169.535
2023-08-14,166.952
2023-08-15,170.305
2023-08-16,172.626
2023-08-17,173.973
2023-08-18,170.429
2023-08-21,170.831
2023-08-22,171.368
2023-08-23,172.606
2023-08-24,172.71
2023-08-25,169.98
2023-08-28,169.717
2023-08-29,172.099
2023-08-30,173.47
2023-08-31,174.334
2023-09-01,172.951
2023-09-04,173.833
2023-09-05,175.019
2023-09-06,174.759
2023-09-07,173.359
2023-09-08,171.948
2023-09-11,168.76
2023-09-12,168.999
2023-09-13,170.057
2023-09-14,172.692
2023-09-15,173.313
2023-09-18,171.874
2023-09-19,170.161
2023-09-20,168.428
2023-09-21,166.607
2023-09-22,168.986
2023-09-25,170.816
2023-09-26,169.121
2023-09-27,169.936
2023-09-28,170.673
2023-10-02,173.535
2023-10-03,171.347
2023-10-04,170.328
2023-10-05,172.189
2023-10-06,172.315
2023-10-11,169.877
2023-10-12,172.907
2023-10-13,170.948
2023-10-16,169.051
2023-10-17,167.852
2023-10-18,164.688
2023-10-19,165.239
2023-10-20,164.091
2023-10-23,163.146
2023-10-24,165.574
2023-10-25,166.364
2023-10-26,162.719
2023-10-27,163.391
2023-10-30,164.411
2023-10-31,160.114
2023-11-01,161.644
2023-11-02,165.503
2023-11-03,165.893
2023-11-06,168.593
2023-11-07,168.454
2023-11-08,169.395
2023-11-09,168.985
2023-11-10,167.649
2023-11-13,168.46
2023-11-14,169.723
2023-11-15,170.623
2023-11-16,170.987
2023-11-17,172.526
2023-11-20,172.81
2023-11-21,173.703
2023-11-22,173.17
2023-11-23,172.098
2023-11-24,172.066
2023-11-27,169.564
2023-11-28,172.548
2023-11-29,173.316
2023-11-30,173.586
2023-12-01,173.84
2023-12-04,173.104
2023-12-05,171.994
2023-12-06,172.437
2023-12-07,172.166
2023-12-08,173.161
2023-12-11,172.998
2023-12-12,172.622
2023-12-13,172.925
2023-12-14,173.718
2023-12-15,172.569
2023-12-18,171.929
2023-12-19,168.849
2023-12-20,170.154
2023-12-21,170.021
2023-12-22,170.474
2023-12-25,170.195
2023-12-26,171.565
2023-12-27,172.079
2023-12-28,171.718
2023-12-29,172.295
2024-01-02,171.087
2024-01-03,169.532
2024-01-04,168.803
2024-01-05,169.348
2024-01-08,169.16
2024-01-09,168.687
2024-01-10,168.386
2024-01-11,170.485
2024-01-12,169.867
2024-01-15,170.862
2024-01-16,167.709
2024-01-17,166.802
2024-01-18,166.539
2024-01-19,168.857
2024-01-22,171.759
2024-01-23,172.158
2024-01-24,171.258
2024-01-25,169.598
2024-01-26,168.96
2024-01-29,170.834
2024-01-30,171.103
2024-01-31,170.065
2024-02-01,170.836
2024-02-02,171.776
2024-02-05,170.823
2024-02-15,173.894
2024-02-16,174.716
2024-02-19,174.222
2024-02-20,174.064
2024-02-21,173.526
2024-02-22,174.409
2024-02-23,173.548
2024-02-26,174.992
2024-02-27,173.044
2024-02-29,176.008
2024-03-01,176.883
2024-03-04,177.055
2024-03-05,177.809
2024-03-06,177.24
2024-03-07,174.622
2024-03-08,171.064
2024-03-11,172.523
2024-03-12,174.037
2024-03-13,170.634
2024-03-14,169.748
2024-03-15,169.157
2024-03-18,171.764
2024-03-19,171.104
2024-03-20,170.123
2024-03-21,172.412
2024-03-22,173.358
2024-03-25,173.929
2024-03-26,171.056
2024-03-27,171.851
2024-03-28,172.175
2024-03-29,172.567
2024-04-01,173.6
2024-04-02,174.594
2024-04-03,174.607
2024-04-08,174.574
2024-04-09,174.526
2024-04-10,174.117
2024-04-11,173.171
2024-04-12,174.062
2024-04-15,170.601
2024-04-16,165.884
2024-04-17,169.27
2024-04-18,170.32
2024-04-19,165.569
2024-04-22,161.779
2024-04-23,163.873
2024-04-24,169.313
2024-04-25,167.697
2024-04-26,169.861
2024-04-29,172.322
2024-04-30,172.023
2024-05-02,171.5
2024-05-03,170.832
2024-05-06,171.228
2024-05-07,170.889
2024-05-08,171.639
2024-05-09,169.629
2024-05-10,169.661
2024-05-13,169.427
2024-05-14,171.111
2024-05-15,171.331
2024-05-16,172.498
2024-05-17,173.044
2024-05-20,172.476
2024-05-21,172.545
2024-05-22,173.742
2024-05-23,172.308
2024-05-24,173.738
2024-05-27,176.146
2024-05-28,177.22
2024-05-29,175.953
2024-05-30,173.508
2024-05-31,172.164
2024-06-03,174.514
2024-06-04,172.999
2024-06-05,172.533
2024-06-06,172.902
2024-06-07,174.305
2024-06-11,172.214
2024-06-12,173.151
2024-06-13,175.597
2024-06-14,177.492
2024-06-17,177.482
2024-06-18,177.465
2024-06-19,177.103
2024-06-20,179.633
2024-06-21,178.463
2024-06-24,175.187
2024-06-25,175.735
2024-06-26,176.821
2024-06-27,175.387
2024-06-28,176.45
2024-07-01,175.9
2024-07-02,174.809
2024-07-03,176.325
2024-07-04,178.231
2024-07-05,178.848
2024-07-08,177.4
2024-07-09,176.883
2024-07-10,178.192
2024-07-11,178.535
2024-07-12,176.48
2024-07-15,176.019
2024-07-16,176.448
2024-07-17,175.885
2024-07-18,172.949
2024-07-19,168.6
2024-07-22,163.795
2024-07-23,167.142
2024-07-26,163.069
2024-07-29,160.593
2024-07-30,163.457
2024-07-31,163.385
2024-08-01,167.027
2024-08-02,159.66
2024-08-05,148.336
2024-08-06,149.481
2024-08-07,158.92
2024-08-08,156.586
2024-08-09,160.42
2024-08-12,163.609
2024-08-13,164.442
2024-08-14,165.645
2024-08-15,164.564
2024-08-16,167.447
2024-08-19,168.255
2024-08-20,168.542
2024-08-21,167.408
2024-08-22,165.369
2024-08-23,168.077
2024-08-26,168.448
2024-08-27,168.646
2024-08-28,169.879
2024-08-29,169.856
2024-08-30,170.151
2024-09-02,168.741
2024-09-03,167.421
2024-09-04,159.831
2024-09-05,159.913
2024-09-06,161.334
2024-09-09,160.939
2024-09-10,158.208
2024-09-11,158.843
2024-09-12,163.023
2024-09-13,163.929
2024-09-16,164.744
2024-09-18,162.91
2024-09-19,166.289
2024-09-20,165.771
2024-09-23,166.706
2024-09-24,166.73
2024-09-25,169.172
2024-09-26,168.646
2024-09-27,169.003
2024-09-30,166.256
2024-10-01,166.736
2024-10-04,165.263
2024-10-07,167.785
2024-10-08,165.909
2024-10-09,164.746
2024-10-11,165.132
2024-10-14,166.878
2024-10-15,166.901
2024-10-16,166.645
2024-10-17,167.933
2024-10-18,167.145
2024-10-21,169.587
2024-10-22,170.186
2024-10-23,170.41
2024-10-24,167.119
2024-10-25,167.99
2024-10-28,165.99
2024-10-29,164.027
2024-10-30,163.905
2024-11-01,164.886
2024-11-04,165.231
2024-11-05,166.405
2024-11-06,167.503
2024-11-07,169.592
2024-11-08,168.753
2024-11-11,169.028
2024-11-12,165.379
2024-11-13,165.081
2024-11-14,163.443
2024-11-15,163.767
2024-11-18,160.695
2024-11-19,164.029
2024-11-20,163.167
2024-11-21,163.802
2024-11-22,165.386
2024-11-25,166.933
2024-11-26,165.151
2024-11-27,161.448
2024-11-28,160.101
2024-11-29,162.01
2024-12-02,163.527
2024-12-03,165.162
2024-12-04,166.573
2024-12-05,166.715
2024-12-06,166.348
2024-12-09,166.056
2024-12-10,164.622
2024-12-11,164.685
2024-12-12,164.752
2024-12-13,163.41
2024-12-16,160.911
2024-12-17,163.188
2024-12-18,164.122
2024-12-19,163.167
2024-12-20,161.593
2024-12-23,164.137
2024-12-24,164.01
2024-12-25,165.663
2024-12-26,165.779
2024-12-27,165.459
2024-12-30,164.336
2024-12-31,164.937
2025-01-02,162.958
2025-01-03,162.613
2025-01-06,165.482
2025-01-07,165.973
2025-01-08,165.446
2025-01-09,161.363
2025-01-10,160.35
2025-01-13,155.953
2025-01-14,158.433
2025-01-15,157.124
2025-01-16,160.163
2025-01-17,159.693
2025-01-20,162.343
2025-01-21,162.423
2025-01-22,163.679
2025-02-03,158.803
2025-02-04,158.546
2025-02-05,162.028
2025-02-06,163.525
2025-02-07,165.5
2025-02-10,164.299
2025-02-11,165.513
2025-02-12,165.279
2025-02-13,167.016
2025-02-14,166.621
2025-02-17,168.206
2025-02-18,169.125
2025-02-19,169.21
2025-02-20,168.449
2025-02-21,169.894
2025-02-24,169.683
2025-02-25,167.13
2025-02-26,167.733
2025-02-27,164.976
2025-03-03,161.881
2025-03-04,163.046
2025-03-05,164.87
2025-03-06,164.087
2025-03-07,162.326
2025-03-10,161.628
2025-03-11,159.466
2025-03-12,160.706
2025-03-13,158.775
2025-03-14,159.673
2025-03-17,160.197
2025-03-18,161.743
2025-03-19,159.676
2025-03-20,161.594
2025-03-21,160.866
2025-03-24,158.947
2025-03-25,159.446
2025-03-26,160.067
2025-03-27,158.043
2025-03-28,154.405
2025-03-31,147.515
2025-04-01,151.337
2025-04-02,152.567
2025-04-07,139.754
2025-04-08,135.378
2025-04-09,130.362
2025-04-10,144.293
2025-04-11,148.209
2025-04-14,151.016
2025-04-15,156.03
2025-04-16,152.068
2025-04-17,152.439
2025-04-18,152.642
2025-04-21,148.816
2025-04-22,147.113
2025-04-23,153.034
2025-04-24,152.725
2025-04-25,155.727
2025-04-28,157.3
2025-04-29,159.662
2025-04-30,157.936
2025-05-02,161.65
2025-05-05,158.284
2025-05-06,159.623
2025-05-07,158.952
2025-05-08,160.853
2025-05-09,162.293
2025-05-12,165.099
2025-05-13,166.319
2025-05-14,169.382
2025-05-15,168.618
2025-05-16,168.826
2025-05-19,165.561
2025-05-20,166.422
2025-05-21,168.57
2025-05-22,167.493
2025-05-23,167.072
2025-05-26,166.197
2025-05-27,164.946
2025-05-28,164.685
2025-05-29,165.074
2025-06-02,162.185
2025-06-03,163.193
2025-06-04,166.317
2025-06-05,166.431
2025-06-06,165.787
2025-06-09,165.868
2025-06-10,167.768
2025-06-11,168.897
2025-06-12,167.28
2025-06-13,164.866
2025-06-16,165.317
