futures_id,date,institutional_investors,long_deal_volume,long_deal_amount,short_deal_volume,short_deal_amount,long_open_interest_balance_volume,long_open_interest_balance_amount,short_open_interest_balance_volume,short_open_interest_balance_amount
TX,2022-01-24,自營商,10825,38627963,10195,36378684,19074,68426549,2925,10479524
MTX,2022-01-25,外資,181691,160799130,192316,170271234,762,674012,9788,8648736
MTX,2022-01-25,投信,0,0,0,0,233,205902,0,0
MTX,2022-01-25,自營商,23036,20382909,22459,19860658,18841,16627717,20836,18369292
TX,2022-01-25,外資,124831,441889971,128902,456379872,17523,61931981,50251,177518005
TX,2022-01-25,投信,102,360054,717,2532750,16768,59271526,15760,55708448
TX,2022-01-25,自營商,15191,53723457,14005,49532895,20838,73574638,3635,12821291
MTX,2022-01-26,外資,127617,112543635,123790,109164896,1841,1622253,7428,6544713
MTX,2022-01-26,投信,2,1762,0,0,235,207082,0,0
MTX,2022-01-26,自營商,16762,14778271,16949,14946515,18501,16275670,20168,17724420
TX,2022-01-26,外資,84366,297639402,83432,294332828,17849,62904012,49630,174813770
TX,2022-01-26,投信,472,1665094,30,105737,17240,60767552,15790,55656592
TX,2022-01-26,自營商,10526,37153778,11059,39035940,20361,71671899,3784,13307274
MTX,2022-02-07,外資,114259,101308002,109125,96743732,4930,4411220,5127,4587421
MTX,2022-02-07,投信,0,0,0,0,235,210278,0,0
MTX,2022-02-07,自營商,19046,16893563,18551,16451920,18770,16765368,19493,17397134
TX,2022-02-07,外資,77333,274446690,75811,269044097,18470,66099072,48730,174298753
TX,2022-02-07,投信,607,2170977,414,1481354,16977,60763338,15334,54883453
TX,2022-02-07,自營商,12514,44495840,11241,39946778,21511,76897531,3772,13469362
MTX,2022-02-08,外資,79983,71879135,79329,71287102,5637,5056853,5104,4578679
MTX,2022-02-08,投信,0,0,0,0,235,210819,0,0
MTX,2022-02-08,自營商,12938,11611355,14239,12789689,18735,16771849,20763,18581081
TX,2022-02-08,外資,52773,189736940,52028,187049258,18868,67696514,48402,173558784
TX,2022-02-08,投信,369,1324147,0,0,17122,61439786,15110,54220724
TX,2022-02-08,自營商,9991,35923061,10506,37776200,21339,76465268,4114,14727386
MTX,2022-02-09,外資,64502,58243869,59309,53556750,3278,2976158,2617,2376529
MTX,2022-02-09,投信,0,0,0,0,235,213427,0,0
MTX,2022-02-09,自營商,13663,12337261,11176,10094034,18140,16432726,17289,15660085
TX,2022-02-09,外資,41976,151653136,39246,141806917,20349,73913903,45801,166254580
TX,2022-02-09,投信,321,1165992,0,0,17213,62530558,14880,54056064
TX,2022-02-09,自營商,9806,35449070,9356,33825969,21816,79130876,4215,15276675
MTX,2022-02-10,外資,75174,68434110,70987,64607918,5678,5203838,846,775271
MTX,2022-02-10,投信,0,0,3,2729,235,215425,3,2742
MTX,2022-02-10,自營商,11448,10413034,11052,10056091,18430,16847891,17023,15564629
TX,2022-02-10,外資,52434,191020995,47545,173190560,21723,79641687,42282,154905856
TX,2022-02-10,投信,124,452559,1462,5355923,15808,57963946,14813,54315984
TX,2022-02-10,自營商,10023,36497832,10677,38907133,21462,78561855,4555,16663464
MTX,2022-02-11,外資,91868,83948433,96815,88463331,3179,2903358,3294,3009282
MTX,2022-02-11,投信,18,16407,13,11872,239,218332,2,1823
MTX,2022-02-11,自營商,13773,12565686,12893,11761499,19932,18171931,17649,16085450
TX,2022-02-11,外資,66594,243355389,65057,237757780,22969,83908158,41991,153332741
TX,2022-02-11,投信,591,2158144,1891,6907123,14010,51199433,14315,52315326
TX,2022-02-11,自營商,9663,35288281,10809,39477721,21317,77792981,5555,20255195
MTX,2022-02-14,外資,115485,104485526,118815,107518582,2399,2156051,5844,5250651
MTX,2022-02-14,投信,9,8074,9,8093,239,214776,2,1793
MTX,2022-02-14,自營商,23942,21639024,24910,22476262,21538,19319873,21123,18935773
TX,2022-02-14,外資,93484,337763317,95607,345356625,20915,75109608,42060,150991851
TX,2022-02-14,投信,15379,55259857,16374,58814504,13382,48053757,14682,52705349
TX,2022-02-14,自營商,20955,75588782,20210,72935427,21858,78441763,5126,18387150
MTX,2022-02-15,外資,121063,108770303,118916,106827213,2770,2486409,4088,3668560
MTX,2022-02-15,投信,208,186332,209,187579,238,213262,2,1792
MTX,2022-02-15,自營商,26330,23632860,26304,23614329,21988,19705163,21507,19262409
TX,2022-02-15,外資,101645,365419951,96896,348273788,23195,83179772,39586,141891919
TX,2022-02-15,投信,11544,41559025,11752,42306741,13328,47772081,14836,53172385
TX,2022-02-15,自營商,18636,66962651,21152,76035861,19424,69614968,5218,18699031
MTX,2022-02-16,外資,87946,79777634,83843,76084541,3421,3115676,468,426043
MTX,2022-02-16,投信,8,7277,8,7289,238,216759,2,1822
MTX,2022-02-16,自營商,25975,23549404,25416,23064665,15846,14414330,14360,13064218
TX,2022-02-16,外資,61884,224609284,60558,219776668,19729,71872184,35153,127999508
TX,2022-02-16,投信,705,2567475,71,258330,12815,46685045,14316,52153188
TX,2022-02-16,自營商,20502,74414197,22612,82139529,17473,63616574,3469,12620939
MTX,2022-02-17,外資,103190,94128765,108377,98853932,2670,2435615,4864,4434831
MTX,2022-02-17,投信,0,0,0,0,238,217104,2,1824
MTX,2022-02-17,自營商,12049,10979391,12001,10941926,15522,14137673,14040,12790634
TX,2022-02-17,外資,62768,229016979,63781,232732509,21116,77047809,37563,136991550
TX,2022-02-17,投信,85,310228,109,397750,12848,46879782,14373,52444202
TX,2022-02-17,自營商,9026,32935128,8867,32352772,18005,65654867,3829,13951843
MTX,2022-02-18,外資,88263,80227168,90003,81817693,2826,2575458,6768,6165348
MTX,2022-02-18,投信,0,0,0,0,238,216901,2,1823
MTX,2022-02-18,自營商,11324,10275249,12347,11206638,15647,14237340,15116,13759763
TX,2022-02-18,外資,55200,200720691,55964,203531746,22185,80872674,39394,143533981
TX,2022-02-18,投信,112,408232,156,568641,12849,46839745,14418,52559377
TX,2022-02-18,自營商,7812,28391996,7634,27748664,18298,66659446,3962,14424786
MTX,2022-02-21,外資,103056,93537243,103903,94303309,1940,1766576,6697,6095712
MTX,2022-02-21,投信,0,0,0,0,238,216723,2,1821
MTX,2022-02-21,自營商,11363,10295604,12187,11043273,15313,13921401,15782,14355112
TX,2022-02-21,外資,61462,223120728,63729,231371629,20971,76384111,40455,147275517
TX,2022-02-21,投信,72,262281,26,93973,12909,47019742,14432,52567117
TX,2022-02-21,自營商,8103,29389441,7609,27618412,18627,67800034,3753,13650248
MTX,2022-02-22,外資,122292,109861855,129775,116648331,1054,942505,13334,11917688
MTX,2022-02-22,投信,5,4471,0,0,243,217242,2,1788
MTX,2022-02-22,自營商,20882,18745975,19467,17461446,15204,13575135,14530,12970812
TX,2022-02-22,外資,78541,282142173,78870,283377674,19132,68415096,38935,139148677
TX,2022-02-22,投信,142,508101,1108,3964545,12559,44910984,15048,53811648
TX,2022-02-22,自營商,14088,50541847,13568,48681328,19180,68546804,3718,13277181
MTX,2022-02-23,外資,111001,99638160,106025,95162276,2003,1806930,9044,8155574
MTX,2022-02-23,投信,2,1804,4,3594,239,215602,0,0
MTX,2022-02-23,自營商,16860,15123558,16001,14358602,14914,13426286,13907,12524236
TX,2022-02-23,外資,65970,236887290,63284,227222212,19592,70694621,36711,132375298
TX,2022-02-23,投信,375,1352864,27,97424,12623,45548833,14764,53274418
TX,2022-02-23,自營商,9731,34952149,10461,37592014,18820,67855392,4023,14492338
MTX,2022-02-24,外資,173855,154502315,184943,164414091,1860,1628811,15281,13377524
MTX,2022-02-24,投信,0,0,3,2627,239,209280,3,2627
MTX,2022-02-24,自營商,22795,20218788,25951,23011885,16575,14488799,18632,16283086
TX,2022-02-24,外資,108559,385649842,110232,391709279,20706,72523567,40675,142366901
TX,2022-02-24,投信,55,192751,1186,4158975,12288,43039949,15560,54500456
TX,2022-02-24,自營商,14439,51193297,13747,48742552,19997,69985789,4531,15844415
MTX,2022-02-25,外資,196464,171689314,190199,166178679,3143,2767520,10203,8980523
MTX,2022-02-25,投信,5,4406,0,0,243,213962,2,1761
MTX,2022-02-25,自營商,23777,20788589,22963,20067273,15664,13764672,17019,14952104
TX,2022-02-25,外資,114247,399562028,114620,400823605,17834,62810077,38200,134433016
TX,2022-02-25,投信,403,1419551,654,2303500,11836,41686392,15359,54094398
TX,2022-02-25,自營商,12367,43347983,13120,45997843,19835,69801137,5094,17913399
MTX,2022-03-01,外資,133268,118319569,125870,111737969,7336,6570161,6886,6164265
MTX,2022-03-01,投信,0,0,4,3580,239,214048,2,1791
MTX,2022-03-01,自營商,18801,16700024,19626,17448223,15477,13826763,17865,15970413
TX,2022-03-01,外資,83911,298220241,81604,290039097,21000,75229385,39087,139915836
TX,2022-03-01,投信,803,2875789,159,569773,11852,42458605,14731,52772334
TX,2022-03-01,自營商,10383,36965518,11537,41090091,19798,70863099,6159,22036543
MTX,2022-03-02,外資,110032,98085854,121496,108304041,1856,1655483,12482,11129437
MTX,2022-03-02,投信,0,0,0,0,239,213164,2,1784
MTX,2022-03-02,自營商,23894,21277107,21971,19563939,16512,14692884,17350,15443131
TX,2022-03-02,外資,69083,246322996,71232,253989934,19703,70291354,39938,142363403
TX,2022-03-02,投信,11,39245,183,653270,11784,42040598,14835,52925346
TX,2022-03-02,自營商,12622,44988281,11604,41362786,19938,71065688,5277,18798356
MTX,2022-03-03,外資,118435,105719078,114953,102592472,1979,1774087,9143,8193161
MTX,2022-03-03,投信,1,896,0,0,240,215148,2,1793
MTX,2022-03-03,自營商,14952,13334211,15480,13811117,16472,14727232,17782,15906660
TX,2022-03-03,外資,65207,232855508,64442,230142057,18155,65099051,37620,134769222
TX,2022-03-03,投信,178,637924,8,28685,11850,42491730,14731,52822420
TX,2022-03-03,自營商,7501,26792925,8120,29003792,19707,70590204,5679,20332277
MTX,2022-03-04,外資,132476,117630481,133625,118692508,3833,3386237,12150,10729867
MTX,2022-03-04,投信,0,0,3,2650,240,212016,5,4417
MTX,2022-03-04,自營商,17433,15451441,17672,15652890,16232,14302365,18137,15984019
TX,2022-03-04,外資,82001,291109211,80054,284263023,20535,72561132,38052,134312847
TX,2022-03-04,投信,40,141361,497,1756836,11744,41498598,15082,53293755
TX,2022-03-04,自營商,10007,35469685,10419,36947818,19450,68646283,5745,20275184
MTX,2022-03-07,外資,164257,142386284,178577,154831722,325,277220,17922,15282010
MTX,2022-03-07,投信,1,854,0,0,241,205549,5,4265
MTX,2022-03-07,自營商,27256,23552954,25532,22029632,17360,14772893,19181,16310394
TX,2022-03-07,外資,102974,356627831,103666,359115376,18593,63430159,38062,129686715
TX,2022-03-07,投信,145,495049,1871,6389445,11105,37885818,16169,55162160
TX,2022-03-07,自營商,18431,63510457,17434,60084053,20401,69506980,5289,18018481
MTX,2022-03-08,外資,199932,169262075,198163,167744073,2724,2275586,14240,11890942
MTX,2022-03-08,投信,0,0,2,1672,241,201319,7,5847
MTX,2022-03-08,自營商,31877,26944702,30095,25448404,17071,14222396,16538,13761187
TX,2022-03-08,外資,118367,400468999,113676,384742771,19913,66534760,35769,119337275
TX,2022-03-08,投信,168,561875,2599,8687718,9045,30222963,16540,55266756
TX,2022-03-08,自營商,19455,65709667,19555,66044016,20287,67677468,5418,18073882
MTX,2022-03-09,外資,172248,145196951,166025,139927228,5110,4330470,9980,8452524
MTX,2022-03-09,投信,0,0,0,0,241,204235,7,5932
MTX,2022-03-09,自營商,29635,25003022,29581,24981163,15551,13126154,14805,12490889
TX,2022-03-09,外資,103965,350708500,100804,340006648,21673,73463706,34393,116370416
TX,2022-03-09,投信,491,1664039,6,20339,9128,30942094,16138,54704592
TX,2022-03-09,自營商,17697,59779255,19431,65687172,18943,64068728,5950,20136082
MTX,2022-03-10,外資,120417,103970601,110849,95735719,4247,3702224,5145,4480921
MTX,2022-03-10,投信,11,9588,5,4347,245,213591,5,4350
MTX,2022-03-10,自營商,17360,14986627,16903,14615002,18547,16109105,17272,15001925
TX,2022-03-10,外資,76771,265274900,72511,250586782,22470,78352204,29531,102748897
TX,2022-03-10,投信,1109,3864460,31,107799,9355,32622756,15287,53308597
TX,2022-03-10,自營商,11641,40297948,12596,43641960,19251,66966066,7231,25179616
MTX,2022-03-11,外資,137542,118954439,141996,122821406,2947,2538150,8299,7143132
MTX,2022-03-11,投信,0,0,3,2580,245,211019,8,6879
MTX,2022-03-11,自營商,18206,15725975,19061,16457545,15958,13697673,15558,13345079
TX,2022-03-11,外資,79414,274665956,82906,286767052,22289,76780597,32842,112924274
TX,2022-03-11,投信,69,240214,494,1701643,9277,31961120,15634,53862077
TX,2022-03-11,自營商,13894,48017959,11780,40692020,19726,67812642,5587,19212879
MTX,2022-03-14,外資,138478,119538126,139350,120295334,1734,1494587,8034,6919416
MTX,2022-03-14,投信,26,22341,27,23250,244,210284,8,6882
MTX,2022-03-14,自營商,17156,14788752,16954,14614080,17089,14679971,15375,13197836
TX,2022-03-14,外資,95625,330107316,95758,330571685,21658,74619835,32325,111186642
TX,2022-03-14,投信,14669,50519895,14780,50869073,9207,31713307,15675,53980474
TX,2022-03-14,自營商,15240,52552841,16351,56399607,19802,68104255,7052,24276317
MTX,2022-03-15,外資,147522,125782101,153696,131047135,591,498765,13077,11026384
MTX,2022-03-15,投信,291,244997,215,181585,321,270133,9,7574
MTX,2022-03-15,自營商,27135,23063285,27668,23505134,15758,13248507,14521,12195519
TX,2022-03-15,外資,108520,369357751,111691,380198266,24853,83764635,38688,130173163
TX,2022-03-15,投信,10185,34431518,11006,37186692,9105,30647441,16393,55179476
TX,2022-03-15,自營商,24194,82120151,23631,80244923,20775,69881180,7476,25187988
MTX,2022-03-16,外資,155420,131258014,149338,126112859,1059,896558,3936,3329408
MTX,2022-03-16,投信,9,7595,4,3387,325,275145,8,6773
MTX,2022-03-16,自營商,30723,25936558,28731,24252266,12713,10741009,9538,8034096
TX,2022-03-16,外資,102917,347559413,97171,328260239,15691,53135917,28014,94720053
TX,2022-03-16,投信,212,717566,75,253059,9135,30934764,16286,55150910
TX,2022-03-16,自營商,18959,64064266,21411,72295101,19307,65315061,5332,18032585
MTX,2022-03-17,外資,152748,131712652,144014,124259093,6467,5640278,662,574583
MTX,2022-03-17,投信,10,8722,4,3466,331,288698,8,6978
MTX,2022-03-17,自營商,17547,15115717,17892,15442414,13567,11801870,10841,9416242
TX,2022-03-17,外資,94546,326506046,94851,327724887,19262,67201176,31877,111061152
TX,2022-03-17,投信,2023,7049415,0,0,9898,34532142,15026,52422709
TX,2022-03-17,自營商,11517,39841381,11294,39083839,19908,69379787,5684,19801934
MTX,2022-03-18,外資,122026,106035701,126054,109528629,3160,2747895,1391,1206812
MTX,2022-03-18,投信,4,3478,0,0,335,291333,8,6957
MTX,2022-03-18,自營商,13768,11957798,15074,13088019,13521,11727447,12241,10602446
TX,2022-03-18,外資,68504,238102297,72863,253273162,17190,59797039,34162,118682631
TX,2022-03-18,投信,1659,5776546,197,684730,11472,39906499,15138,52659047
TX,2022-03-18,自營商,10111,35131308,9678,33620254,20028,69587727,5336,18526089
MTX,2022-03-21,外資,105757,92362580,102067,89145963,6968,6093377,1509,1316770
MTX,2022-03-21,投信,1,875,20,17500,315,275483,7,6122
MTX,2022-03-21,自營商,10521,9182774,12081,10549003,13587,11846827,13879,12093732
TX,2022-03-21,外資,58078,202926936,55497,193902472,19251,67343753,33642,117529181
TX,2022-03-21,投信,132,462854,192,671593,11584,40523149,15310,53557442
TX,2022-03-21,自營商,8056,28175149,8846,30930741,20129,70326557,6224,21730713
MTX,2022-03-22,外資,85660,74988130,85073,74465052,8307,7277137,2261,1978124
MTX,2022-03-22,投信,0,0,0,0,315,275972,7,6133
MTX,2022-03-22,自營商,8027,7018406,7926,6931367,13943,12180479,14134,12340215
TX,2022-03-22,外資,50317,176196886,48918,171292852,20407,71514207,33399,116890732
TX,2022-03-22,投信,7,24535,65,227615,11532,40412741,15316,53673390
TX,2022-03-22,自營商,6191,21669269,6560,22963255,19709,68981794,6173,21592415
MTX,2022-03-23,外資,79502,70144250,76537,67534101,10667,9438871,1359,1199678
MTX,2022-03-23,投信,14,12390,0,0,326,288494,4,3540
MTX,2022-03-23,自營商,16980,14975263,18560,16376693,13893,12252923,15665,13818142
TX,2022-03-23,外資,48366,170748667,47403,167365828,23125,81857781,35181,124376597
TX,2022-03-23,投信,306,1083013,8,28298,11699,41412120,15185,53751863
TX,2022-03-23,自營商,11775,41587455,10914,38549671,20411,72159429,6013,21243533
MTX,2022-03-24,外資,88038,77560000,90597,79825348,9011,7959848,2286,2016842
MTX,2022-03-24,投信,4,3534,4,3522,326,288005,4,3534
MTX,2022-03-24,自營商,9600,8452263,9104,8012480,14643,12894818,15923,14021526
TX,2022-03-24,外資,49716,175235925,48610,171335007,22061,77959067,33005,116474435
TX,2022-03-24,投信,12,42390,1534,5419973,10180,35974084,15188,53671354
TX,2022-03-24,自營商,6562,23128190,7478,26354146,19915,70281221,6432,22685337
MTX,2022-03-25,外資,85401,75389680,90317,79730989,5359,4720783,3394,2987920
MTX,2022-03-25,投信,0,0,0,0,326,287222,4,3524
MTX,2022-03-25,自營商,8435,7442080,8863,7817085,14404,12651673,16124,14159189
TX,2022-03-25,外資,50658,178866416,51753,182753346,20533,72359643,32611,114771473
TX,2022-03-25,投信,11,38772,24,84581,10172,35848162,15193,53543171
TX,2022-03-25,自營商,5913,20872424,5337,18830713,20136,70871948,6074,21361097
MTX,2022-03-28,外資,122487,106954851,117265,102401710,3174,2766996,1411,1227507
MTX,2022-03-28,投信,8,6975,3,2615,334,291198,7,6103
MTX,2022-03-28,自營商,16564,14446744,18240,15902900,14518,12621591,17882,15542558
TX,2022-03-28,外資,68458,239054523,66212,231206945,20211,70481132,28687,99889720
TX,2022-03-28,投信,81,282737,837,2917978,9813,34221856,15590,54368566
TX,2022-03-28,自營商,10343,36066663,11086,38651678,20057,69858119,6746,23476445
MTX,2022-03-29,外資,86775,76005105,83487,73126052,6221,5457308,1130,988574
MTX,2022-03-29,投信,4,3511,0,0,338,296527,7,6141
MTX,2022-03-29,自營商,11915,10430564,12745,11160959,13573,11870177,17839,15603613
TX,2022-03-29,外資,48518,170000492,45389,159037977,23628,82911525,28985,101559952
TX,2022-03-29,投信,173,607126,3,10516,9875,34653350,15482,54329434
TX,2022-03-29,自營商,7192,25201853,7592,26603967,19926,69835720,6997,24504410
MTX,2022-03-30,外資,98365,86968340,94381,83445041,9813,8703454,467,411241
MTX,2022-03-30,投信,0,0,4,3542,334,296258,7,6209
MTX,2022-03-30,自營商,18286,16156394,17576,15536312,13353,11796502,16543,14628815
TX,2022-03-30,外資,55975,198020426,55538,196462764,26585,94319670,31542,111752103
TX,2022-03-30,投信,563,1996761,98,347645,9960,35338080,15102,53581896
TX,2022-03-30,自營商,10890,38525333,11205,39647633,19603,69452288,7071,25036099
MTX,2022-03-31,外資,73367,64950045,82213,72768642,3926,3461266,3466,3052925
MTX,2022-03-31,投信,0,0,1,882,334,294488,8,7054
MTX,2022-03-31,自營商,10812,9558653,9945,8788197,13826,12146072,16149,14192867
TX,2022-03-31,外資,43870,155325694,48139,170438823,22986,81063184,32202,113414903
TX,2022-03-31,投信,0,0,203,716005,9921,34989383,15266,53840129
TX,2022-03-31,自營商,6575,23264096,6385,22593206,19522,68755401,6800,23931565
MTX,2022-04-01,外資,94061,82420040,90837,79609566,4865,4270265,1589,1391658
MTX,2022-04-01,投信,0,0,1,878,334,293202,9,7901
MTX,2022-04-01,自營商,12939,11327192,13102,11465450,14956,13085431,17862,15630954
TX,2022-04-01,外資,56188,196929463,53306,186842521,24334,85442492,30566,107169513
TX,2022-04-01,投信,10,35117,291,1021363,9863,34632938,15489,54388075
TX,2022-04-01,自營商,6910,24205273,7580,26543838,19588,68681857,7431,26038510
MTX,2022-04-06,外資,93355,81517517,94598,82613714,4478,3918972,2230,1948540
MTX,2022-04-06,投信,0,0,2,1750,334,292334,11,9628
MTX,2022-04-06,自營商,15841,13819454,15559,13567437,15011,13097178,18060,15758223
TX,2022-04-06,外資,56022,195642671,55378,193423709,24328,85165615,29893,104497018
TX,2022-04-06,投信,2,7003,37,128800,9850,34484850,15511,54304011
TX,2022-04-06,自營商,8923,31127783,8910,31075207,19510,68204222,7314,25548327
MTX,2022-04-07,外資,107365,93051875,116706,101165630,1903,1631120,9152,7840644
MTX,2022-04-07,投信,0,0,0,0,334,286271,11,9428
MTX,2022-04-07,自營商,15325,13264230,17246,14910158,13951,11920413,20153,17217285
TX,2022-04-07,外資,69802,241823587,70835,245505565,25322,86806570,31881,109138499
TX,2022-04-07,投信,20,68567,986,3381963,9609,32943496,16236,55663502
TX,2022-04-07,自營商,9807,33927648,10332,35720711,19647,67257423,7668,26227847
MTX,2022-04-08,外資,100839,86773797,92210,79341944,3922,3393294,2542,2195956
MTX,2022-04-08,投信,1,865,0,0,334,288977,10,8652
MTX,2022-04-08,自營商,13600,11701656,11382,9791609,14860,12815873,18520,15970418
TX,2022-04-08,外資,61666,212296203,57788,198946166,27652,95689391,30333,104807932
TX,2022-04-08,投信,336,1161852,97,334115,9631,33330965,16019,55438555
TX,2022-04-08,自營商,8150,28067804,9207,31722676,18754,64796491,7913,27324445
MTX,2022-04-11,外資,115167,98845925,124282,106670898,2180,1857100,9915,8441956
MTX,2022-04-11,投信,2,1703,0,0,336,286222,10,8519
MTX,2022-04-11,自營商,18570,15912954,20085,17185307,15399,13080713,20702,17574512
TX,2022-04-11,外資,73441,251882923,71183,244229279,28599,97433155,29022,98711338
TX,2022-04-11,投信,67,231964,688,2342341,9512,32411189,16521,56293655
TX,2022-04-11,自營商,12900,44155327,12125,41498995,19759,67211457,8111,27573950
MTX,2022-04-12,外資,113745,96721701,114715,97546992,2787,2368973,7140,6064543
MTX,2022-04-12,投信,0,0,4,3403,332,282200,10,8500
MTX,2022-04-12,自營商,19558,16613188,18683,15871661,15229,12904249,18941,16039991
TX,2022-04-12,外資,68496,232979487,68848,234186996,29694,100943992,31557,107101005
TX,2022-04-12,投信,3,10201,94,320542,9485,32249000,16585,56389000
TX,2022-04-12,自營商,12131,41231578,11621,39510929,20137,68333461,8158,27670786
MTX,2022-04-13,外資,110648,94880797,103139,88433007,6695,5796531,3344,2891113
MTX,2022-04-13,投信,13,11257,0,0,340,294372,5,4329
MTX,2022-04-13,自營商,25366,21758212,23142,19852947,15468,13337103,17191,14825107
TX,2022-04-13,外資,68255,234322938,69633,239112637,30611,105996143,33869,117066429
TX,2022-04-13,投信,1175,4067965,0,0,10357,35868362,16282,56387822
TX,2022-04-13,自營商,17900,61558642,17261,59341574,20226,69872804,7579,26178177
MTX,2022-04-14,外資,77220,66756641,81168,70170531,3889,3363006,4478,3867672
MTX,2022-04-14,投信,5,4324,6,5175,340,294015,6,5175
MTX,2022-04-14,自營商,10406,8989027,12246,10574488,14439,12429771,17506,15075214
TX,2022-04-14,外資,47835,165428050,49749,172041958,28448,98385019,33622,116052314
TX,2022-04-14,投信,278,961765,81,279895,10534,36437106,16262,56249985
TX,2022-04-14,自營商,8485,29327563,7522,26005752,20235,69802259,6749,23275563
MTX,2022-04-15,外資,95470,81684342,102085,87362731,1506,1278589,9294,7885796
MTX,2022-04-15,投信,0,0,5,4255,336,285264,7,5931
MTX,2022-04-15,自營商,19620,16760462,23597,20138066,12909,10913074,19217,16241360
TX,2022-04-15,外資,64055,219141222,67448,230733832,26897,91309629,35318,119712294
TX,2022-04-15,投信,281,954036,674,2284716,10766,36561336,16887,57344411
TX,2022-04-15,自營商,13275,45330286,14016,47831159,20088,68060551,7527,25476149
MTX,2022-04-18,外資,84856,71722394,80936,68413469,3122,2635406,7186,6060725
MTX,2022-04-18,投信,30,25326,26,21981,340,286973,7,5896
MTX,2022-04-18,自營商,15639,13212081,16042,13546398,12674,10651062,20641,17345159
TX,2022-04-18,外資,67360,227650976,66040,223175668,27311,92147619,34363,115756173
TX,2022-04-18,投信,15578,52596671,15855,53497636,10775,36343898,17173,57909289
TX,2022-04-18,自營商,16266,54940528,17466,59015085,19597,65989707,7922,26662466
MTX,2022-04-19,外資,95590,81380286,97260,82800477,3389,2880680,9123,7751049
MTX,2022-04-19,投信,320,271590,310,263611,349,296179,6,5092
MTX,2022-04-19,自營商,21053,17899877,18833,16023375,14807,12539146,20686,17512924
TX,2022-04-19,外資,80012,272521511,80314,273547859,30139,102369110,37493,127187940
TX,2022-04-19,投信,11616,39579438,11311,38533596,10855,36848668,16948,57531706
TX,2022-04-19,自營商,20508,69808699,20465,69702354,19033,64543848,7282,24681500
MTX,2022-04-20,外資,91369,77777046,89052,75804073,2081,1776342,2317,1975031
MTX,2022-04-20,投信,22,18783,0,0,369,314978,4,3414
MTX,2022-04-20,自營商,23202,19758473,21255,18095763,10297,8753265,14566,12381532
TX,2022-04-20,外資,68024,231603411,65973,224583654,21804,74436154,31777,108358635
TX,2022-04-20,投信,441,1504051,90,307190,10961,37425238,16703,57030723
TX,2022-04-20,自營商,16665,56761603,17115,58314436,17946,61195789,3654,12414570
MTX,2022-04-21,外資,83725,71775821,84903,72790142,2396,2051643,3746,3205028
MTX,2022-04-21,投信,0,0,2,1712,367,314262,4,3425
MTX,2022-04-21,自營商,10257,8783229,10551,9037137,10238,8728451,14697,12533304
TX,2022-04-21,外資,51288,175886626,51303,175932879,22780,78014767,32779,112134715
TX,2022-04-21,投信,218,746717,6,20593,11061,37886137,16591,56827493
TX,2022-04-21,自營商,7322,25094027,7986,27364996,18039,61698513,4437,15125343
MTX,2022-04-22,外資,94632,80341803,98332,83512244,1887,1603047,6917,5874058
MTX,2022-04-22,投信,0,0,2,1699,367,311803,6,5098
MTX,2022-04-22,自營商,12438,10549305,13626,11555843,10635,9001804,15394,13023522
TX,2022-04-22,外資,63115,214293035,61108,207545770,22650,76962440,30647,104000495
TX,2022-04-22,投信,24,81553,370,1256522,11005,37399392,16881,57368390
TX,2022-04-22,自營商,8857,30034002,8511,28860453,18421,62510177,4695,15882644
MTX,2022-04-25,外資,125485,104850937,132642,110855545,649,537758,12836,10633424
MTX,2022-04-25,投信,3,2485,12,9943,360,298296,8,6629
MTX,2022-04-25,自營商,18283,15235924,18561,15439162,11143,9203106,15784,13015547
TX,2022-04-25,外資,80909,270168505,81608,272526680,20744,68742687,29440,97420816
TX,2022-04-25,投信,191,632980,1087,3601913,10986,36411998,17758,58857115
TX,2022-04-25,自營商,13029,43365182,12745,42412401,18964,62762412,5053,16672301
MTX,2022-04-26,外資,113248,93885149,113184,93827294,1777,1473554,9600,7958195
MTX,2022-04-26,投信,0,0,0,0,360,298530,8,6634
MTX,2022-04-26,自營商,15436,12781099,15451,12797313,10857,8969841,15517,12801043
TX,2022-04-26,外資,71816,238179385,71756,237973843,20729,68746639,30440,100806832
TX,2022-04-26,投信,1,3327,511,1695404,10740,35624580,18022,59778974
TX,2022-04-26,自營商,9118,30234069,8804,29189520,19279,63849117,5053,16681980
MTX,2022-04-27,外資,150752,123026313,154328,125958603,3072,2501708,13982,11383127
MTX,2022-04-27,投信,4,3254,7,5684,359,292352,10,8144
MTX,2022-04-27,自營商,33310,27123770,34183,27828711,11213,9095566,17376,14077515
TX,2022-04-27,外資,91105,297330877,94345,307891467,22046,71801137,34990,113805648
TX,2022-04-27,投信,373,1218738,1106,3602000,10917,35561036,18932,61669097
TX,2022-04-27,自營商,18567,60500629,18181,59227571,19715,64112333,5132,16631951
MTX,2022-04-28,外資,142665,116334394,138123,112605588,3073,2517873,9457,7746269
MTX,2022-04-28,投信,2,1639,0,0,359,294165,8,6555
MTX,2022-04-28,自營商,18305,14910996,17510,14263587,11680,9530004,17072,13918290
TX,2022-04-28,外資,88612,289079198,87404,285061719,23534,77123473,35266,115413747
TX,2022-04-28,投信,292,957108,211,689073,10985,36004436,18919,62008914
TX,2022-04-28,自營商,9058,29558732,9514,31052841,19965,65321848,5832,19026924
