date,market,MarginPreviousDayBalance,MarginBuy,MarginSell,MarginCashRedemption,MarginCurrentDayBalance,MarginNextDayQuota,SecuritiesFirmLoanPreviousDayBalance,SecuritiesFirmLoanBuy,SecuritiesFirmLoanSell,SecuritiesFirmLoanCashRedemption,SecuritiesFirmLoanReplacement,SecuritiesFirmLoanCurrentDayBalance,SecuritiesFirmLoanNextDayQuota,UnrestrictedLoanPreviousDayBalance,UnrestrictedLoanBuy,UnrestrictedLoanSell,UnrestrictedLoanCashRedemption,UnrestrictedLoanReplacement,UnrestrictedLoanCurrentDayBalance,UnrestrictedLoanNextDayQuota,SecuritiesFinanceSecuredLoanPreviousDayBalance,SecuritiesFinanceSecuredLoanBuy,SecuritiesFinanceSecuredLoanSell,SecuritiesFinanceSecuredLoanCashRedemption,SecuritiesFinanceSecuredLoanReplacement,SecuritiesFinanceSecuredLoanCurrentDayBalance,SecuritiesFinanceSecuredLoanNextDayQuota,SettlementMarginPreviousDayBalance,SettlementMarginBuy,SettlementMarginSell,SettlementMarginCashRedemption,SettlementMarginReplacement,SettlementMarginCurrentDayBalance,SettlementMarginNextDayQuota
2017-09-25,櫃檯買賣中心,0,0,0,0,0,8210,0,0,0,0,0,0,1642,0,0,0,0,0,0,3284,0,0,0,0,0,0,0,0,0,0,0,0,0,1642
2018-09-07,櫃檯買賣中心,0,0,0,0,0,8210,0,0,0,0,0,0,1642,1000,200,0,0,0,1200,3284,0,0,0,0,0,0,0,0,0,0,0,0,0,1642
2018-09-10,櫃檯買賣中心,0,8,0,0,8,8210,0,0,0,0,0,0,1642,1200,0,0,0,0,1200,3284,0,0,0,0,0,0,0,0,0,0,0,0,0,1642
2018-09-11,櫃檯買賣中心,8,0,0,0,8,8210,0,0,0,0,0,0,1642,1200,80,0,0,0,1280,3284,0,0,0,0,0,0,0,0,0,0,0,0,0,1642
2018-09-12,櫃檯買賣中心,8,13,0,0,21,8210,0,0,0,0,0,0,1642,1280,0,0,0,0,1280,3284,0,0,0,0,0,0,0,0,0,0,0,0,0,1642
2018-09-13,櫃檯買賣中心,21,1,0,0,22,8210,0,0,0,0,0,0,1642,1280,0,0,0,0,1280,3284,0,0,0,0,0,0,0,0,0,0,0,0,0,1642
2018-09-14,櫃檯買賣中心,22,0,1,0,21,8210,0,0,0,0,0,0,1642,1280,0,0,0,0,1280,3284,0,0,0,0,0,0,0,0,0,0,0,0,0,1642
2018-09-17,櫃檯買賣中心,21,1,0,0,22,8210,0,0,0,0,0,0,1642,1280,0,0,0,0,1280,3284,0,0,0,0,0,0,0,0,0,0,0,0,0,1642
2018-09-18,櫃檯買賣中心,22,0,1,0,21,8210,0,0,0,0,0,0,1642,1280,0,0,0,0,1280,3284,0,0,0,0,0,0,0,0,0,0,0,0,0,1642
2018-09-19,櫃檯買賣中心,21,1,0,0,22,8210,0,0,0,0,0,0,1642,1280,0,0,0,0,1280,3284,0,0,0,0,0,0,0,0,0,0,0,0,0,1642
2018-09-20,櫃檯買賣中心,22,1,0,0,23,8210,0,0,0,0,0,0,1642,1280,0,0,0,0,1280,3284,0,0,0,0,0,0,0,0,0,0,0,0,0,1642
2018-09-21,櫃檯買賣中心,23,3,0,0,26,8210,0,0,0,0,0,0,1642,1280,0,0,0,0,1280,3284,0,0,0,0,0,0,0,0,0,0,0,0,0,1642
2018-09-25,櫃檯買賣中心,26,0,0,0,26,8210,0,0,0,0,0,0,1642,1280,0,0,0,0,1280,3284,0,0,0,0,0,0,0,0,0,0,0,0,0,1642
2018-09-26,櫃檯買賣中心,26,0,0,0,26,8210,0,0,0,0,0,0,1642,1280,0,0,0,0,1280,3284,0,0,0,0,0,0,0,0,0,0,0,0,0,1642
2018-09-27,櫃檯買賣中心,26,0,0,0,26,8210,0,0,0,0,0,0,1642,1280,0,0,0,0,1280,3284,0,0,0,0,0,0,0,0,0,0,0,0,0,1642
2018-09-28,櫃檯買賣中心,26,0,0,0,26,8210,0,0,0,0,0,0,1642,1280,0,0,0,0,1280,3284,0,0,0,0,0,0,0,0,0,0,0,0,0,1642
