date,market,MarginPreviousDayBalance,MarginBuy,MarginSell,MarginCashRedemption,MarginCurrentDayBalance,MarginNextDayQuota,SecuritiesFirmLoanPreviousDayBalance,SecuritiesFirmLoanBuy,SecuritiesFirmLoanSell,SecuritiesFirmLoanCashRedemption,SecuritiesFirmLoanReplacement,SecuritiesFirmLoanCurrentDayBalance,SecuritiesFirmLoanNextDayQuota,UnrestrictedLoanPreviousDayBalance,UnrestrictedLoanBuy,UnrestrictedLoanSell,UnrestrictedLoanCashRedemption,UnrestrictedLoanReplacement,UnrestrictedLoanCurrentDayBalance,UnrestrictedLoanNextDayQuota,SecuritiesFinanceSecuredLoanPreviousDayBalance,SecuritiesFinanceSecuredLoanBuy,SecuritiesFinanceSecuredLoanSell,SecuritiesFinanceSecuredLoanCashRedemption,SecuritiesFinanceSecuredLoanReplacement,SecuritiesFinanceSecuredLoanCurrentDayBalance,SecuritiesFinanceSecuredLoanNextDayQuota,SettlementMarginPreviousDayBalance,SettlementMarginBuy,SettlementMarginSell,SettlementMarginCashRedemption,SettlementMarginReplacement,SettlementMarginCurrentDayBalance,SettlementMarginNextDayQuota
2015-11-02,櫃檯買賣中心,0,0,0,0,0,10616,0,0,0,0,0,0,2123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2123
2015-11-03,櫃檯買賣中心,0,103,0,0,103,10616,0,0,0,0,0,0,2123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2123
2015-11-04,櫃檯買賣中心,103,118,24,0,197,10616,0,0,0,0,0,0,2123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2123
2015-11-05,櫃檯買賣中心,197,48,13,0,232,10616,0,0,0,0,0,0,2123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2123
2015-11-06,櫃檯買賣中心,232,84,13,0,303,10616,0,0,0,0,0,0,2123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2123
2015-11-09,櫃檯買賣中心,303,33,20,0,316,10616,0,0,0,0,0,0,2123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2123
2015-11-10,櫃檯買賣中心,316,32,7,0,341,10616,0,0,0,0,0,0,2123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2123
2015-11-11,櫃檯買賣中心,341,49,22,0,368,10616,0,0,0,0,0,0,2123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2123
2015-11-12,櫃檯買賣中心,368,105,70,0,403,10616,0,0,0,0,0,0,2123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2123
2015-11-13,櫃檯買賣中心,403,480,133,0,750,10616,0,0,0,0,0,0,2123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2123
2015-11-16,櫃檯買賣中心,750,52,71,0,731,10616,0,0,0,0,0,0,2123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2123
2015-11-17,櫃檯買賣中心,731,189,148,0,772,10616,0,0,0,0,0,0,2123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2123
2015-11-18,櫃檯買賣中心,772,44,69,0,747,10616,0,0,0,0,0,0,2123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2123
2015-11-19,櫃檯買賣中心,747,59,52,0,754,10616,0,0,0,0,0,0,2123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2123
2015-11-20,櫃檯買賣中心,754,50,24,0,780,10616,0,0,0,0,0,0,2123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2123
2015-11-23,櫃檯買賣中心,780,131,112,0,799,10616,0,0,0,0,0,0,2123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2123
2015-11-24,櫃檯買賣中心,799,70,65,0,804,10616,0,0,0,0,0,0,2123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2123
2015-11-25,櫃檯買賣中心,804,45,20,0,829,10616,0,0,0,0,0,0,2123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2123
2015-11-26,櫃檯買賣中心,829,33,22,0,840,10616,0,0,0,0,0,0,2123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2123
2015-11-27,櫃檯買賣中心,840,30,34,0,836,10616,0,0,0,0,0,0,2123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2123
2015-11-30,櫃檯買賣中心,836,54,79,0,811,10616,0,0,0,0,0,0,2123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2123
2015-12-01,櫃檯買賣中心,811,425,125,0,1111,10616,0,0,0,0,0,0,2123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2123
2015-12-02,櫃檯買賣中心,1111,641,415,0,1337,10616,0,0,0,0,0,0,2123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2123
2015-12-03,櫃檯買賣中心,1337,862,519,0,1680,10616,0,0,0,0,0,0,2123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2123
2015-12-04,櫃檯買賣中心,1680,660,349,0,1991,10616,0,0,0,0,0,0,2123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2123
2015-12-07,櫃檯買賣中心,1991,395,372,0,2014,10616,0,0,0,0,0,0,2123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2123
2015-12-08,櫃檯買賣中心,2014,257,201,0,2070,10616,0,0,0,0,0,0,2123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2123
2015-12-09,櫃檯買賣中心,2070,601,546,0,2125,10616,0,0,0,0,0,0,2123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2123
2015-12-10,櫃檯買賣中心,2125,175,197,0,2103,10616,0,0,0,0,0,0,2123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2123
2015-12-11,櫃檯買賣中心,2103,134,170,0,2067,10616,0,0,0,0,0,0,2123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2123
2015-12-14,櫃檯買賣中心,2067,125,96,0,2096,10682,0,0,0,0,0,0,2136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2136
2015-12-15,櫃檯買賣中心,2096,68,67,0,2097,10682,0,0,0,0,0,0,2136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2136
2015-12-16,櫃檯買賣中心,2097,980,360,0,2717,10682,0,0,0,0,0,0,2136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2136
2015-12-17,櫃檯買賣中心,2717,987,855,0,2849,10682,0,0,0,0,0,0,2136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2136
2015-12-18,櫃檯買賣中心,2849,504,374,0,2979,10682,0,0,0,0,0,0,2136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2136
2015-12-21,櫃檯買賣中心,2979,322,346,0,2955,10682,0,0,0,0,0,0,2136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2136
2015-12-22,櫃檯買賣中心,2955,235,179,0,3011,10682,0,0,0,0,0,0,2136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2136
2015-12-23,櫃檯買賣中心,3011,561,541,0,3031,10682,0,0,0,0,0,0,2136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2136
2015-12-24,櫃檯買賣中心,3031,201,184,2,3046,10682,0,0,0,0,0,0,2136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2136
2015-12-25,櫃檯買賣中心,3046,447,260,0,3233,10682,0,0,0,0,0,0,2136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2136
2015-12-28,櫃檯買賣中心,3233,670,517,0,3386,10682,0,0,0,0,0,0,2136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2136
2015-12-29,櫃檯買賣中心,3386,156,151,0,3391,10682,0,0,0,0,0,0,2136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2136
2015-12-30,櫃檯買賣中心,3391,338,238,3,3488,10682,0,0,0,0,0,0,2136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2136
2015-12-31,櫃檯買賣中心,3488,163,340,0,3311,10682,0,0,0,0,0,0,2136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2136
2016-01-04,櫃檯買賣中心,3311,240,249,0,3302,10682,0,0,0,0,0,0,2136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2136
2016-01-05,櫃檯買賣中心,3302,174,213,0,3263,10682,0,0,0,0,0,0,2136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2136
2016-01-06,櫃檯買賣中心,3263,194,457,0,3000,10682,0,0,0,0,0,0,2136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2136
2016-01-07,櫃檯買賣中心,3000,287,408,0,2879,10682,0,0,0,0,0,0,2136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2136
2016-01-08,櫃檯買賣中心,2879,256,195,6,2934,10682,0,0,0,0,0,0,2136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2136
2016-01-11,櫃檯買賣中心,2934,116,108,0,2942,10682,0,0,0,0,0,0,2136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2136
2016-01-12,櫃檯買賣中心,2942,92,100,0,2934,10682,0,0,0,0,0,0,2136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2136
2016-01-13,櫃檯買賣中心,2934,27,88,1,2872,10682,0,0,0,0,0,0,2136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2136
2016-01-14,櫃檯買賣中心,2872,297,170,24,2975,10682,0,0,0,0,0,0,2136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2136
2016-01-15,櫃檯買賣中心,2975,74,87,1,2961,10682,0,0,0,0,0,0,2136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2136
2016-01-18,櫃檯買賣中心,2961,88,90,0,2959,10682,0,0,0,0,0,0,2136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2136
2016-01-19,櫃檯買賣中心,2959,191,113,0,3037,10682,0,0,0,0,0,0,2136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2136
2016-01-20,櫃檯買賣中心,3037,171,239,0,2969,10682,0,0,0,0,0,0,2136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2136
2016-01-21,櫃檯買賣中心,2969,74,101,47,2895,10682,0,0,0,0,0,0,2136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2136
2016-01-22,櫃檯買賣中心,2895,95,54,0,2936,10682,0,0,0,0,0,0,2136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2136
2016-01-25,櫃檯買賣中心,2936,120,48,0,3008,10682,0,0,0,0,0,0,2136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2136
2016-01-26,櫃檯買賣中心,3008,51,71,0,2988,10682,0,0,0,0,0,0,2136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2136
2016-01-27,櫃檯買賣中心,2988,90,82,0,2996,10682,0,0,0,0,0,0,2136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2136
2016-01-28,櫃檯買賣中心,2996,102,39,0,3059,10682,0,0,0,0,0,0,2136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2136
2016-01-29,櫃檯買賣中心,3059,364,252,0,3171,10682,0,0,0,0,0,0,2136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2136
2016-01-30,櫃檯買賣中心,3171,326,233,0,3264,10682,0,0,0,0,0,0,2136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2136
2016-02-01,櫃檯買賣中心,3269,557,488,0,3338,10682,0,0,0,0,0,0,2136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2136
2016-02-02,櫃檯買賣中心,3338,103,132,0,3309,10682,0,0,0,0,0,0,2136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2136
2016-02-03,櫃檯買賣中心,3309,96,222,0,3183,10682,0,0,0,0,0,0,2136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2136
2016-02-04,櫃檯買賣中心,3309,96,222,0,3183,10682,0,0,0,0,0,0,2136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2136
2016-02-05,櫃檯買賣中心,3309,96,222,0,3183,10682,0,0,0,0,0,0,2136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2136
2016-02-15,櫃檯買賣中心,3182,89,18,0,3253,10682,0,0,0,0,0,0,2136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2136
2016-02-16,櫃檯買賣中心,3253,69,83,0,3239,10682,0,0,0,0,0,0,2136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2136
2016-02-17,櫃檯買賣中心,3239,40,50,0,3229,10682,0,0,0,0,0,0,2136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2136
2016-02-18,櫃檯買賣中心,3229,43,41,0,3231,10682,0,0,0,0,0,0,2136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2136
2016-02-19,櫃檯買賣中心,3231,640,362,0,3509,10682,0,0,0,0,0,0,2136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2136
2016-02-22,櫃檯買賣中心,3509,574,697,0,3386,10682,0,0,0,0,0,0,2136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2136
2016-02-23,櫃檯買賣中心,3386,186,166,0,3406,10682,0,0,0,0,0,0,2136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2136
2016-02-24,櫃檯買賣中心,3406,264,235,1,3434,10682,0,0,0,0,0,0,2136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2136
2016-02-25,櫃檯買賣中心,3434,225,104,5,3550,10682,0,0,0,0,0,0,2136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2136
2016-02-26,櫃檯買賣中心,3550,67,103,4,3510,10682,0,0,0,0,0,0,2136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2136
2016-03-01,櫃檯買賣中心,3510,707,436,0,3781,10682,0,0,0,0,0,0,2136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2136
2016-03-02,櫃檯買賣中心,3781,1366,885,1,4261,10682,0,0,0,0,0,0,2136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2136
2016-03-03,櫃檯買賣中心,4261,1364,1035,0,4590,10682,0,0,0,0,0,0,2136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2136
2016-03-04,櫃檯買賣中心,4590,1128,739,0,4979,10682,0,0,0,0,0,0,2136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2136
2016-03-07,櫃檯買賣中心,4979,759,665,0,5073,10682,0,0,0,0,0,0,2136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2136
2016-03-08,櫃檯買賣中心,5073,521,519,0,5075,10682,0,0,0,0,0,0,2136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2136
2016-03-09,櫃檯買賣中心,5075,682,552,0,5205,10682,0,0,0,0,0,0,2136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2136
2016-03-10,櫃檯買賣中心,5205,486,431,0,5260,10682,0,0,0,0,0,0,2136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2136
2016-03-11,櫃檯買賣中心,5260,475,308,0,5427,10682,0,0,0,0,0,0,2136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2136
2016-03-14,櫃檯買賣中心,5427,1154,723,0,5858,10682,0,0,0,0,0,0,2136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2136
2016-03-15,櫃檯買賣中心,5858,601,721,0,5738,10682,0,0,0,0,0,0,2136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2136
2016-03-16,櫃檯買賣中心,5738,585,440,0,5883,10682,0,0,0,0,0,0,2136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2136
2016-03-17,櫃檯買賣中心,5883,466,373,0,5976,10682,0,0,0,0,0,0,2136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2136
2016-03-18,櫃檯買賣中心,5976,390,414,0,5952,10682,0,0,0,0,0,0,2136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2136
2016-03-21,櫃檯買賣中心,5952,372,219,0,6105,10682,0,0,0,0,0,0,2136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2136
2016-03-22,櫃檯買賣中心,6105,416,396,0,6125,10682,0,0,0,0,0,0,2136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2136
2016-03-23,櫃檯買賣中心,6125,128,189,0,6064,10682,0,0,0,0,0,0,2136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2136
2016-03-24,櫃檯買賣中心,6064,227,252,0,6039,10682,0,0,0,0,0,0,2136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2136
2016-03-25,櫃檯買賣中心,6039,629,580,0,6088,10682,0,0,0,0,0,0,2136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2136
2016-03-28,櫃檯買賣中心,6088,284,273,0,6099,10682,0,0,0,0,0,0,2136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2136
2016-03-29,櫃檯買賣中心,6099,412,222,0,6289,10682,0,0,0,0,0,0,2136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2136
2016-03-30,櫃檯買賣中心,6289,171,267,1,6192,10682,0,0,0,0,0,0,2136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2136
2016-03-31,櫃檯買賣中心,6192,1253,655,0,6790,10682,0,0,0,0,0,0,2136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2136
2016-04-01,櫃檯買賣中心,6790,829,696,0,6923,10682,0,0,0,0,0,0,2136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2136
2016-04-06,櫃檯買賣中心,6923,278,498,0,6703,10682,0,0,0,0,0,0,2136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2136
2016-04-07,櫃檯買賣中心,6703,445,534,0,6614,10682,0,0,0,0,0,0,2136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2136
2016-04-08,櫃檯買賣中心,6622,522,353,0,6791,10682,0,0,0,0,0,0,2136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2136
2016-04-11,櫃檯買賣中心,6791,331,373,0,6749,10682,0,0,0,0,0,0,2136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2136
2016-04-12,櫃檯買賣中心,6749,267,505,1,6510,10682,0,0,0,0,0,0,2136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2136
2016-04-13,櫃檯買賣中心,6510,383,468,0,6425,10964,0,0,0,0,0,0,2193,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2193
2016-04-14,櫃檯買賣中心,6425,164,153,0,6436,10964,0,0,0,0,0,0,2193,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2193
2016-04-15,櫃檯買賣中心,6436,162,107,0,6491,10964,0,0,0,0,0,0,2193,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2193
2016-04-18,櫃檯買賣中心,6491,270,551,0,6210,10964,0,0,0,0,0,0,2193,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2193
2016-04-19,櫃檯買賣中心,6210,138,93,0,6255,10964,0,0,0,0,0,0,2193,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2193
2016-04-20,櫃檯買賣中心,6255,154,184,0,6225,10964,0,0,0,0,0,0,2193,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2193
2016-04-21,櫃檯買賣中心,6225,222,222,0,6225,10964,0,0,0,0,0,0,2193,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2193
2016-04-22,櫃檯買賣中心,6225,298,296,0,6227,10964,0,0,0,0,0,0,2193,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2193
2016-04-25,櫃檯買賣中心,6227,303,448,2,6080,10964,0,0,0,0,0,0,2193,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2193
2016-04-26,櫃檯買賣中心,6080,168,208,0,6040,10964,0,0,0,0,0,0,2193,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2193
