date,market,MarginPreviousDayBalance,MarginBuy,MarginSell,MarginCashRedemption,MarginCurrentDayBalance,MarginNextDayQuota,SecuritiesFirmLoanPreviousDayBalance,SecuritiesFirmLoanBuy,SecuritiesFirmLoanSell,SecuritiesFirmLoanCashRedemption,SecuritiesFirmLoanReplacement,SecuritiesFirmLoanCurrentDayBalance,SecuritiesFirmLoanNextDayQuota,UnrestrictedLoanPreviousDayBalance,UnrestrictedLoanBuy,UnrestrictedLoanSell,UnrestrictedLoanCashRedemption,UnrestrictedLoanReplacement,UnrestrictedLoanCurrentDayBalance,UnrestrictedLoanNextDayQuota,SecuritiesFinanceSecuredLoanPreviousDayBalance,SecuritiesFinanceSecuredLoanBuy,SecuritiesFinanceSecuredLoanSell,SecuritiesFinanceSecuredLoanCashRedemption,SecuritiesFinanceSecuredLoanReplacement,SecuritiesFinanceSecuredLoanCurrentDayBalance,SecuritiesFinanceSecuredLoanNextDayQuota,SettlementMarginPreviousDayBalance,SettlementMarginBuy,SettlementMarginSell,SettlementMarginCashRedemption,SettlementMarginReplacement,SettlementMarginCurrentDayBalance,SettlementMarginNextDayQuota
2022-03-15,集中市場,0,0,0,0,0,16511,0,0,0,0,0,0,3302,47,0,0,0,0,47,6604,0,0,0,0,0,0,0,0,0,0,0,0,0,3302
2022-03-16,集中市場,0,4,0,0,4,16511,0,0,0,0,0,0,3302,47,1,0,0,0,48,6604,0,0,0,0,0,0,0,0,0,0,0,0,0,3302
2022-03-17,集中市場,4,167,0,0,171,16511,0,0,0,0,0,0,3302,48,18,0,0,0,66,6604,0,0,0,0,0,0,0,0,0,0,0,0,0,3302
2022-03-18,集中市場,171,48,0,0,219,16511,0,0,0,0,0,0,3302,66,1,0,0,0,67,6604,0,0,0,0,0,0,0,0,0,0,0,0,0,3302
2022-03-21,集中市場,219,67,1,0,285,16511,0,0,0,0,0,0,3302,67,0,0,0,0,67,6604,0,0,0,0,0,0,0,0,0,0,0,0,0,3302
2022-03-22,集中市場,285,34,0,0,319,16511,0,0,0,0,0,0,3302,67,0,0,0,0,67,6604,0,0,0,0,0,0,0,0,0,0,0,0,0,3302
2022-03-23,集中市場,319,34,1,0,352,16511,0,0,0,0,0,0,3302,67,0,0,0,0,67,6604,0,0,0,0,0,0,0,0,0,0,0,0,0,3302
2022-03-24,集中市場,352,15,1,0,366,16511,0,0,0,0,0,0,3302,67,0,0,0,0,67,6604,0,0,0,0,0,0,0,0,0,0,0,0,0,3302
2022-03-25,集中市場,366,30,4,0,392,16511,0,0,0,0,0,0,3302,67,0,0,0,0,67,6604,0,0,0,0,0,0,0,0,0,0,0,0,0,3302
2022-03-28,集中市場,392,308,27,0,673,16511,0,0,0,0,0,0,3302,67,0,0,0,0,67,6604,0,0,0,0,0,0,0,0,0,0,0,0,0,3302
