date,market,MarginPreviousDayBalance,MarginBuy,MarginSell,MarginCashRedemption,MarginCurrentDayBalance,MarginNextDayQuota,SecuritiesFirmLoanPreviousDayBalance,SecuritiesFirmLoanBuy,SecuritiesFirmLoanSell,SecuritiesFirmLoanCashRedemption,SecuritiesFirmLoanReplacement,SecuritiesFirmLoanCurrentDayBalance,SecuritiesFirmLoanNextDayQuota,UnrestrictedLoanPreviousDayBalance,UnrestrictedLoanBuy,UnrestrictedLoanSell,UnrestrictedLoanCashRedemption,UnrestrictedLoanReplacement,UnrestrictedLoanCurrentDayBalance,UnrestrictedLoanNextDayQuota,SecuritiesFinanceSecuredLoanPreviousDayBalance,SecuritiesFinanceSecuredLoanBuy,SecuritiesFinanceSecuredLoanSell,SecuritiesFinanceSecuredLoanCashRedemption,SecuritiesFinanceSecuredLoanReplacement,SecuritiesFinanceSecuredLoanCurrentDayBalance,SecuritiesFinanceSecuredLoanNextDayQuota,SettlementMarginPreviousDayBalance,SettlementMarginBuy,SettlementMarginSell,SettlementMarginCashRedemption,SettlementMarginReplacement,SettlementMarginCurrentDayBalance,SettlementMarginNextDayQuota
2015-01-05,集中市場,35999,121,111,4,36005,43550,1,0,0,0,0,1,8710,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8710
2015-01-06,集中市場,36005,532,470,7,36060,43550,1,0,0,0,0,1,8710,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8710
2015-01-07,集中市場,36060,261,251,26,36044,43550,1,0,0,0,0,1,8710,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8710
2015-01-08,集中市場,36044,292,406,0,35930,43550,1,0,0,0,0,1,8710,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8710
2015-01-09,集中市場,35930,601,541,0,35990,43550,1,0,0,0,0,1,8710,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8710
2015-01-12,集中市場,35990,240,276,17,35937,43550,1,0,0,0,0,1,8710,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8710
2015-01-13,集中市場,35937,190,108,0,36019,43550,1,0,0,0,0,1,8710,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8710
2015-01-14,集中市場,36019,217,139,25,36072,43550,1,0,0,0,0,1,8710,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8710
2015-01-15,集中市場,36072,258,908,17,35405,43550,1,0,0,0,0,1,8710,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8710
2015-01-16,集中市場,35405,1490,923,22,35950,43550,1,0,0,0,0,1,8710,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8710
2015-01-19,集中市場,35950,1067,990,16,36011,43550,1,0,0,0,0,1,8710,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8710
2015-01-20,集中市場,36011,266,272,0,36005,43550,1,0,0,0,0,1,8710,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8710
2015-01-21,集中市場,36005,430,403,2,36030,43550,1,0,0,0,0,1,8710,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8710
2015-01-22,集中市場,36030,255,231,18,36036,43550,1,0,0,0,0,1,8710,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8710
2015-01-23,集中市場,36036,300,245,2,36089,43550,1,0,0,0,0,1,8710,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8710
2015-01-26,集中市場,36089,81,195,3,35972,43550,1,0,0,0,0,1,8710,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8710
2015-01-27,集中市場,35972,189,241,11,35909,43550,1,0,0,0,0,1,8710,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8710
2015-01-28,集中市場,35909,189,218,13,35867,43550,1,0,0,0,0,1,8710,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8710
2015-01-29,集中市場,35867,110,117,14,35846,43550,1,0,0,0,0,1,8710,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8710
2015-01-30,集中市場,35846,61,143,1,35763,43550,1,0,0,0,0,1,8710,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8710
2015-02-02,集中市場,35763,814,977,0,35600,43550,1,0,0,0,0,1,8710,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8710
2015-02-03,集中市場,35600,484,616,4,35464,43550,1,0,0,0,0,1,8710,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8710
2015-02-04,集中市場,35464,178,288,5,35349,43550,1,0,0,0,0,1,8710,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8710
2015-02-05,集中市場,35349,698,419,34,35594,43550,1,0,0,0,0,1,8710,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8710
2015-02-06,集中市場,35594,456,410,35,35605,43550,1,0,0,0,0,1,8710,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8710
2015-02-09,集中市場,35605,404,463,17,35529,43550,1,0,0,0,0,1,8710,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8710
2015-02-10,集中市場,35529,468,417,34,35546,43550,1,0,0,0,0,1,8710,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8710
2015-02-11,集中市場,35546,554,380,40,35680,43550,1,0,0,0,0,1,8710,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8710
