date,market,MarginPreviousDayBalance,MarginBuy,MarginSell,MarginCashRedemption,MarginCurrentDayBalance,MarginNextDayQuota,SecuritiesFirmLoanPreviousDayBalance,SecuritiesFirmLoanBuy,SecuritiesFirmLoanSell,SecuritiesFirmLoanCashRedemption,SecuritiesFirmLoanReplacement,SecuritiesFirmLoanCurrentDayBalance,SecuritiesFirmLoanNextDayQuota,UnrestrictedLoanPreviousDayBalance,UnrestrictedLoanBuy,UnrestrictedLoanSell,UnrestrictedLoanCashRedemption,UnrestrictedLoanReplacement,UnrestrictedLoanCurrentDayBalance,UnrestrictedLoanNextDayQuota,SecuritiesFinanceSecuredLoanPreviousDayBalance,SecuritiesFinanceSecuredLoanBuy,SecuritiesFinanceSecuredLoanSell,SecuritiesFinanceSecuredLoanCashRedemption,SecuritiesFinanceSecuredLoanReplacement,SecuritiesFinanceSecuredLoanCurrentDayBalance,SecuritiesFinanceSecuredLoanNextDayQuota,SettlementMarginPreviousDayBalance,SettlementMarginBuy,SettlementMarginSell,SettlementMarginCashRedemption,SettlementMarginReplacement,SettlementMarginCurrentDayBalance,SettlementMarginNextDayQuota
2015-01-05,集中市場,18714,421,238,10,18887,344181,2,0,0,0,0,2,68836,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68836
2015-01-06,集中市場,18887,1011,504,1,19393,344181,2,0,0,0,0,2,68836,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68836
2015-01-07,集中市場,19393,590,258,0,19725,344181,2,0,0,0,0,2,68836,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68836
2015-01-08,集中市場,19725,729,659,0,19795,344181,2,0,0,0,0,2,68836,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68836
2015-01-09,集中市場,19795,1422,1843,3,19371,344181,2,0,0,0,0,2,68836,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68836
2015-01-12,集中市場,19371,1264,1563,1,19071,344181,2,0,0,0,0,2,68836,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68836
2015-01-13,集中市場,19071,446,1161,15,18341,344181,2,0,0,0,0,2,68836,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68836
2015-01-14,集中市場,18341,700,560,1,18480,344181,2,0,0,0,0,2,68836,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68836
2015-01-15,集中市場,18480,359,320,0,18519,344181,2,0,0,0,0,2,68836,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68836
2015-01-16,集中市場,18519,736,806,10,18439,344181,2,0,0,0,0,2,68836,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68836
2015-01-19,集中市場,18439,554,1003,4,17986,344181,2,0,0,0,0,2,68836,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68836
2015-01-20,集中市場,17986,340,284,5,18037,344181,2,0,0,0,0,2,68836,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68836
2015-01-21,集中市場,18037,376,368,5,18040,344181,2,0,0,0,0,2,68836,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68836
2015-01-22,集中市場,18040,721,808,13,17940,344181,2,0,0,0,0,2,68836,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68836
2015-01-23,集中市場,17940,1444,652,0,18732,344181,2,0,0,0,0,2,68836,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68836
2015-01-26,集中市場,18732,306,802,1,18235,344181,2,0,0,0,0,2,68836,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68836
2015-01-27,集中市場,18235,474,734,0,17975,344181,2,0,0,0,0,2,68836,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68836
2015-01-28,集中市場,17975,136,435,1,17675,344181,2,0,0,0,0,2,68836,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68836
2015-01-29,集中市場,17675,190,282,1,17582,344181,2,0,0,0,0,2,68836,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68836
2015-01-30,集中市場,17582,175,332,2,17423,344181,2,0,0,0,0,2,68836,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68836
2015-02-02,集中市場,17423,324,273,6,17468,344181,2,0,0,0,0,2,68836,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68836
2015-02-03,集中市場,17468,970,614,31,17793,344181,2,0,0,0,0,2,68836,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68836
2015-02-04,集中市場,17793,458,757,4,17490,344181,2,0,0,0,0,2,68836,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68836
2015-02-05,集中市場,17490,194,247,0,17437,344181,2,0,0,0,0,2,68836,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68836
2015-02-06,集中市場,17437,528,571,15,17379,344181,2,0,0,0,0,2,68836,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68836
2015-02-09,集中市場,17379,849,529,3,17696,344181,2,0,0,0,0,2,68836,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68836
2015-02-10,集中市場,17696,214,289,1,17620,344181,2,0,0,0,0,2,68836,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68836
2015-02-11,集中市場,17620,1075,767,13,17915,344181,2,0,0,0,0,2,68836,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68836
2015-02-12,集中市場,17915,742,507,10,18140,344181,2,0,0,0,0,2,68836,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68836
2015-02-13,集中市場,18140,272,655,44,17713,344181,2,0,0,0,0,2,68836,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68836
2015-02-16,集中市場,18140,272,655,44,17713,344181,2,0,0,0,0,2,68836,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68836
2015-02-17,集中市場,18140,272,655,44,17713,344181,2,0,0,0,0,2,68836,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68836
2015-02-24,集中市場,17683,465,428,2,17718,344181,2,0,0,0,0,2,68836,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68836
2015-02-25,集中市場,17718,346,197,0,17867,344181,2,0,0,0,0,2,68836,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68836
2015-02-26,集中市場,17867,214,250,3,17828,344181,2,0,0,0,0,2,68836,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68836
2015-03-02,集中市場,17828,548,185,6,18185,344181,2,0,0,0,0,2,68836,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68836
2015-03-03,集中市場,18185,590,397,5,18373,344181,2,0,0,0,0,2,68836,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68836
2015-03-04,集中市場,18373,854,444,14,18769,344181,2,0,0,0,0,2,68836,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68836
2015-03-05,集中市場,18769,634,891,3,18509,344181,2,0,0,0,0,2,68836,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68836
2015-03-06,集中市場,18509,526,890,16,18129,344181,2,0,0,0,0,2,68836,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68836
2015-03-09,集中市場,18129,305,175,189,18070,344181,2,0,0,0,0,2,68836,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68836
2015-03-10,集中市場,18070,395,290,1,18174,344181,2,0,0,0,0,2,68836,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68836
2015-03-11,集中市場,18174,1274,208,8,19232,344181,2,0,0,0,0,2,68836,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68836
2015-03-12,集中市場,19232,521,358,10,19385,344181,2,0,0,0,0,2,68836,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68836
2015-03-13,集中市場,19385,686,193,0,19878,344181,2,0,0,0,0,2,68836,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68836
2015-03-16,集中市場,19878,619,293,0,20204,344181,2,0,0,0,0,2,68836,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68836
2015-03-17,集中市場,20204,830,484,0,20550,344181,2,0,0,0,0,2,68836,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68836
2015-03-18,集中市場,20550,727,170,90,21017,344181,2,0,0,0,0,2,68836,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68836
2015-03-19,集中市場,21017,1660,1054,0,21623,344181,2,0,0,0,0,2,68836,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68836
2015-03-20,集中市場,21623,1882,2577,1,20927,344181,2,0,0,0,0,2,68836,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68836
2015-03-23,集中市場,20927,2721,1379,3,22266,344181,2,0,0,0,0,2,68836,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68836
2015-03-24,集中市場,22266,754,949,1,22070,344181,2,0,0,0,0,2,68836,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68836
2015-03-25,集中市場,22070,987,559,0,22498,344181,2,0,0,0,0,2,68836,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68836
2015-03-26,集中市場,22498,1532,555,0,23475,344181,2,0,0,0,0,2,68836,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68836
2015-03-27,集中市場,23475,1658,380,1,24752,344181,2,0,0,0,0,2,68836,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68836
2015-03-30,集中市場,24752,2581,4477,108,22748,344181,2,0,0,0,0,2,68836,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68836
2015-03-31,集中市場,22748,1193,2879,1,21061,344181,2,0,0,0,0,2,68836,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68836
