date,market,MarginPreviousDayBalance,MarginBuy,MarginSell,MarginCashRedemption,MarginCurrentDayBalance,MarginNextDayQuota,SecuritiesFirmLoanPreviousDayBalance,SecuritiesFirmLoanBuy,SecuritiesFirmLoanSell,SecuritiesFirmLoanCashRedemption,SecuritiesFirmLoanReplacement,SecuritiesFirmLoanCurrentDayBalance,SecuritiesFirmLoanNextDayQuota,UnrestrictedLoanPreviousDayBalance,UnrestrictedLoanBuy,UnrestrictedLoanSell,UnrestrictedLoanCashRedemption,UnrestrictedLoanReplacement,UnrestrictedLoanCurrentDayBalance,UnrestrictedLoanNextDayQuota,SecuritiesFinanceSecuredLoanPreviousDayBalance,SecuritiesFinanceSecuredLoanBuy,SecuritiesFinanceSecuredLoanSell,SecuritiesFinanceSecuredLoanCashRedemption,SecuritiesFinanceSecuredLoanReplacement,SecuritiesFinanceSecuredLoanCurrentDayBalance,SecuritiesFinanceSecuredLoanNextDayQuota,SettlementMarginPreviousDayBalance,SettlementMarginBuy,SettlementMarginSell,SettlementMarginCashRedemption,SettlementMarginReplacement,SettlementMarginCurrentDayBalance,SettlementMarginNextDayQuota
2015-05-29,櫃檯買賣中心,3549,385,481,0,3453,9564,0,0,0,0,0,0,1913,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1913
2015-06-01,櫃檯買賣中心,3453,150,143,0,3460,9564,0,0,0,0,0,0,1913,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1913
2015-06-02,櫃檯買賣中心,3460,162,158,0,3464,9564,0,0,0,0,0,0,1913,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1913
2015-06-03,櫃檯買賣中心,3464,127,97,2,3492,9564,0,0,0,0,0,0,1913,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1913
2015-06-04,櫃檯買賣中心,3492,225,239,1,3477,9564,0,0,0,0,0,0,1913,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1913
2015-06-05,櫃檯買賣中心,3477,74,129,2,3420,9564,0,0,0,0,0,0,1913,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1913
2015-06-08,櫃檯買賣中心,3420,67,86,0,3401,9564,0,0,0,0,0,0,1913,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1913
2015-06-09,櫃檯買賣中心,3401,62,56,7,3400,9564,0,0,0,0,0,0,1913,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1913
2015-06-10,櫃檯買賣中心,3400,480,839,20,3021,9564,0,0,0,0,0,0,1913,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1913
2015-06-11,櫃檯買賣中心,3021,129,157,1,2992,9564,0,0,0,0,0,0,1913,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1913
2015-06-12,櫃檯買賣中心,2992,125,216,0,2901,9564,0,0,0,0,0,0,1913,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1913
2015-06-15,櫃檯買賣中心,2901,60,81,1,2879,9564,0,0,0,0,0,0,1913,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1913
2015-06-16,櫃檯買賣中心,2879,39,96,6,2816,9564,0,0,0,0,0,0,1913,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1913
2015-06-17,櫃檯買賣中心,2816,75,89,2,2800,9564,0,0,0,0,0,0,1913,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1913
2015-06-18,櫃檯買賣中心,2800,60,45,0,2815,9564,0,0,0,0,0,0,1913,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1913
2015-06-22,櫃檯買賣中心,2815,129,115,0,2829,9564,0,0,0,0,0,0,1913,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1913
2015-06-23,櫃檯買賣中心,2829,133,148,0,2814,9564,0,0,0,0,0,0,1913,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1913
2015-06-24,櫃檯買賣中心,2814,45,57,0,2802,9564,0,0,0,0,0,0,1913,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1913
2015-06-25,櫃檯買賣中心,2802,236,391,0,2647,9564,0,0,0,0,0,0,1913,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1913
2015-06-26,櫃檯買賣中心,2647,37,61,2,2621,9564,0,0,0,0,0,0,1913,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1913
2015-06-29,櫃檯買賣中心,2621,56,50,0,2627,9564,0,0,0,0,0,0,1913,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1913
2015-06-30,櫃檯買賣中心,2627,45,44,2,2626,9564,0,0,0,0,0,0,1913,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1913
2015-07-01,櫃檯買賣中心,2626,82,46,0,2662,9564,0,0,0,0,0,0,1913,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1913
2015-07-02,櫃檯買賣中心,2662,56,58,0,2660,9564,0,0,0,0,0,0,1913,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1913
2015-07-03,櫃檯買賣中心,2660,79,52,1,2686,9564,0,0,0,0,0,0,1913,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1913
2015-07-06,櫃檯買賣中心,2686,380,404,0,2662,9564,0,0,0,0,0,0,1913,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1913
2015-07-07,櫃檯買賣中心,2662,233,267,2,2626,9564,0,0,0,0,0,0,1913,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1913
2015-07-08,櫃檯買賣中心,2626,154,165,0,2615,9564,0,0,0,0,0,0,1913,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1913
2015-07-09,櫃檯買賣中心,2615,173,159,2,2627,9564,0,0,0,0,0,0,1913,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1913
2015-07-13,櫃檯買賣中心,2627,65,137,0,2555,9564,0,0,0,0,0,0,1913,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1913
2015-07-14,櫃檯買賣中心,2555,117,133,0,2539,9564,0,0,0,0,0,0,1913,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1913
2015-07-15,櫃檯買賣中心,2539,95,39,1,2594,9564,0,0,0,0,0,0,1913,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1913
2015-07-16,櫃檯買賣中心,2594,52,68,2,2576,9564,0,0,0,0,0,0,1913,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1913
2015-07-17,櫃檯買賣中心,2576,50,40,0,2586,9564,0,0,0,0,0,0,1913,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1913
2015-07-20,櫃檯買賣中心,2586,36,61,0,2561,9564,0,0,0,0,0,0,1913,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1913
2015-07-21,櫃檯買賣中心,2561,114,109,1,2565,9564,0,0,0,0,0,0,1913,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1913
2015-07-22,櫃檯買賣中心,2565,28,50,0,2543,9564,0,0,0,0,0,0,1913,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1913
2015-07-23,櫃檯買賣中心,2543,72,110,6,2499,9564,0,0,0,0,0,0,1913,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1913
2015-07-24,櫃檯買賣中心,2499,28,43,0,2484,9564,0,0,0,0,0,0,1913,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1913
2015-07-27,櫃檯買賣中心,2484,85,195,2,2372,9564,0,0,0,0,0,0,1913,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1913
2015-07-28,櫃檯買賣中心,2372,46,108,8,2302,9564,0,0,0,0,0,0,1913,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1913
2015-07-29,櫃檯買賣中心,2302,43,30,1,2314,9564,0,0,0,0,0,0,1913,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1913
2015-07-30,櫃檯買賣中心,2314,131,83,0,2362,9564,0,0,0,0,0,0,1913,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1913
2015-07-31,櫃檯買賣中心,2362,17,56,0,2323,9564,0,0,0,0,0,0,1913,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1913
2015-08-03,櫃檯買賣中心,2323,21,34,0,2310,9564,0,0,0,0,0,0,1913,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1913
2015-08-04,櫃檯買賣中心,2310,78,201,0,2187,9564,0,0,0,0,0,0,1913,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1913
2015-08-05,櫃檯買賣中心,2187,64,59,24,2168,9564,0,0,0,0,0,0,1913,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1913
2015-08-06,櫃檯買賣中心,2168,16,74,0,2110,9564,0,0,0,0,0,0,1913,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1913
