date,market,MarginPreviousDayBalance,MarginBuy,MarginSell,MarginCashRedemption,MarginCurrentDayBalance,MarginNextDayQuota,SecuritiesFirmLoanPreviousDayBalance,SecuritiesFirmLoanBuy,SecuritiesFirmLoanSell,SecuritiesFirmLoanCashRedemption,SecuritiesFirmLoanReplacement,SecuritiesFirmLoanCurrentDayBalance,SecuritiesFirmLoanNextDayQuota,UnrestrictedLoanPreviousDayBalance,UnrestrictedLoanBuy,UnrestrictedLoanSell,UnrestrictedLoanCashRedemption,UnrestrictedLoanReplacement,UnrestrictedLoanCurrentDayBalance,UnrestrictedLoanNextDayQuota,SecuritiesFinanceSecuredLoanPreviousDayBalance,SecuritiesFinanceSecuredLoanBuy,SecuritiesFinanceSecuredLoanSell,SecuritiesFinanceSecuredLoanCashRedemption,SecuritiesFinanceSecuredLoanReplacement,SecuritiesFinanceSecuredLoanCurrentDayBalance,SecuritiesFinanceSecuredLoanNextDayQuota,SettlementMarginPreviousDayBalance,SettlementMarginBuy,SettlementMarginSell,SettlementMarginCashRedemption,SettlementMarginReplacement,SettlementMarginCurrentDayBalance,SettlementMarginNextDayQuota
2015-05-29,櫃檯買賣中心,6872,127,67,0,6932,16149,0,0,0,0,0,0,3230,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3230
2015-06-01,櫃檯買賣中心,6932,795,479,390,6858,16149,0,0,0,0,0,0,3230,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3230
2015-06-02,櫃檯買賣中心,6858,421,231,0,7048,16149,0,0,0,0,0,0,3230,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3230
2015-06-03,櫃檯買賣中心,7048,99,123,0,7024,16149,0,0,0,0,0,0,3230,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3230
2015-06-04,櫃檯買賣中心,7024,152,197,0,6979,16149,0,0,0,0,0,0,3230,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3230
2015-06-05,櫃檯買賣中心,6979,115,126,0,6968,16149,0,0,0,0,0,0,3230,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3230
2015-06-08,櫃檯買賣中心,6968,101,114,2,6953,16149,0,0,0,0,0,0,3230,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3230
2015-06-09,櫃檯買賣中心,6953,90,229,0,6814,16149,0,0,0,0,0,0,3230,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3230
2015-06-10,櫃檯買賣中心,6814,32,37,0,6809,16149,0,0,0,0,0,0,3230,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3230
2015-06-11,櫃檯買賣中心,6809,20,41,0,6788,16149,0,0,0,0,0,0,3230,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3230
2015-06-12,櫃檯買賣中心,6788,194,154,0,6828,16149,0,0,0,0,0,0,3230,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3230
2015-06-15,櫃檯買賣中心,6828,429,201,0,7056,16149,0,0,0,0,0,0,3230,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3230
2015-06-16,櫃檯買賣中心,7056,110,105,0,7061,16149,0,0,0,0,0,0,3230,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3230
2015-06-17,櫃檯買賣中心,7061,75,64,0,7072,16149,0,0,0,0,0,0,3230,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3230
2015-06-18,櫃檯買賣中心,7072,58,76,5,7049,16149,0,0,0,0,0,0,3230,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3230
2015-06-22,櫃檯買賣中心,7049,145,156,20,7018,16149,0,0,0,0,0,0,3230,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3230
2015-06-23,櫃檯買賣中心,7018,285,159,5,7139,16149,0,0,0,0,0,0,3230,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3230
2015-06-24,櫃檯買賣中心,7139,67,55,0,7151,16149,0,0,0,0,0,0,3230,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3230
2015-06-25,櫃檯買賣中心,7151,115,72,2,7192,16149,0,0,0,0,0,0,3230,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3230
2015-06-26,櫃檯買賣中心,7192,76,52,0,7216,16149,0,0,0,0,0,0,3230,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3230
2015-06-29,櫃檯買賣中心,7216,94,117,0,7193,16149,0,0,0,0,0,0,3230,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3230
2015-06-30,櫃檯買賣中心,7193,55,52,3,7193,16149,0,0,0,0,0,0,3230,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3230
2015-07-01,櫃檯買賣中心,7193,112,95,0,7210,16149,0,0,0,0,0,0,3230,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3230
2015-07-02,櫃檯買賣中心,7210,110,75,0,7245,16149,0,0,0,0,0,0,3230,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3230
2015-07-03,櫃檯買賣中心,7245,54,48,0,7251,16149,0,0,0,0,0,0,3230,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3230
2015-07-06,櫃檯買賣中心,7251,36,39,8,7240,16149,0,0,0,0,0,0,3230,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3230
2015-07-07,櫃檯買賣中心,7240,49,38,0,7251,16149,0,0,0,0,0,0,3230,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3230
2015-07-08,櫃檯買賣中心,7251,95,143,0,7203,16149,0,0,0,0,0,0,3230,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3230
2015-07-09,櫃檯買賣中心,7203,49,42,0,7210,16149,0,0,0,0,0,0,3230,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3230
2015-07-13,櫃檯買賣中心,7210,94,63,0,7241,16149,0,0,0,0,0,0,3230,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3230
2015-07-14,櫃檯買賣中心,7241,107,85,5,7258,16149,0,0,0,0,0,0,3230,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3230
2015-07-15,櫃檯買賣中心,7258,1014,311,0,7961,16149,0,0,0,0,0,0,3230,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3230
2015-07-16,櫃檯買賣中心,7961,279,231,0,8009,16149,0,0,0,0,0,0,3230,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3230
2015-07-17,櫃檯買賣中心,8009,375,450,0,7934,16149,0,0,0,0,0,0,3230,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3230
2015-07-20,櫃檯買賣中心,7934,262,235,2,7959,16149,0,0,0,0,0,0,3230,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3230
