date,market,MarginPreviousDayBalance,MarginBuy,MarginSell,MarginCashRedemption,MarginCurrentDayBalance,MarginNextDayQuota,SecuritiesFirmLoanPreviousDayBalance,SecuritiesFirmLoanBuy,SecuritiesFirmLoanSell,SecuritiesFirmLoanCashRedemption,SecuritiesFirmLoanReplacement,SecuritiesFirmLoanCurrentDayBalance,SecuritiesFirmLoanNextDayQuota,UnrestrictedLoanPreviousDayBalance,UnrestrictedLoanBuy,UnrestrictedLoanSell,UnrestrictedLoanCashRedemption,UnrestrictedLoanReplacement,UnrestrictedLoanCurrentDayBalance,UnrestrictedLoanNextDayQuota,SecuritiesFinanceSecuredLoanPreviousDayBalance,SecuritiesFinanceSecuredLoanBuy,SecuritiesFinanceSecuredLoanSell,SecuritiesFinanceSecuredLoanCashRedemption,SecuritiesFinanceSecuredLoanReplacement,SecuritiesFinanceSecuredLoanCurrentDayBalance,SecuritiesFinanceSecuredLoanNextDayQuota,SettlementMarginPreviousDayBalance,SettlementMarginBuy,SettlementMarginSell,SettlementMarginCashRedemption,SettlementMarginReplacement,SettlementMarginCurrentDayBalance,SettlementMarginNextDayQuota
2019-04-16,集中市場,0,0,0,0,0,17664,0,0,0,0,0,0,3533,0,0,0,0,0,0,7065,0,0,0,0,0,0,0,0,0,0,0,0,0,3533
2019-10-22,集中市場,0,0,0,0,0,17664,0,0,0,0,0,0,3533,8,0,0,0,0,8,7065,0,0,0,0,0,0,0,0,0,0,0,0,0,3533
2019-10-23,集中市場,0,973,0,0,973,17664,0,0,0,0,0,0,3533,8,11,0,0,0,19,7065,0,0,0,0,0,0,0,0,0,0,0,0,0,3533
2019-10-24,集中市場,973,340,329,0,984,17664,0,0,0,0,0,0,3533,19,976,0,0,0,995,7065,0,0,0,0,0,0,0,0,0,0,0,0,0,3533
2019-10-25,集中市場,984,533,193,0,1324,17664,0,0,0,0,0,0,3533,995,0,0,0,0,995,7065,0,0,0,0,0,0,0,0,0,0,0,0,0,3533
2019-10-28,集中市場,1324,258,200,0,1382,17664,0,0,0,0,0,0,3533,995,64,1,0,0,1058,7065,0,0,0,0,0,0,0,0,0,0,0,0,0,3533
2019-10-29,集中市場,1382,310,155,0,1537,17664,0,0,0,0,0,0,3533,1058,0,0,0,0,1058,7065,0,0,0,0,0,0,0,0,0,0,0,0,0,3533
2019-10-30,集中市場,1537,113,258,0,1392,17664,0,0,0,0,0,0,3533,1058,6,0,0,0,1064,7065,0,0,0,0,0,0,0,0,0,0,0,0,0,3533
2019-10-31,集中市場,1392,301,188,3,1502,17664,0,0,0,0,0,0,3533,1064,0,0,0,0,1064,7065,0,0,0,0,0,0,0,0,0,0,0,0,0,3533
2019-11-01,集中市場,1502,78,51,0,1529,17664,0,0,0,0,0,0,3533,1064,0,0,0,0,1064,7065,0,0,0,0,0,0,0,0,0,0,0,0,0,3533
