date,market,MarginPreviousDayBalance,MarginBuy,MarginSell,MarginCashRedemption,MarginCurrentDayBalance,MarginNextDayQuota,SecuritiesFirmLoanPreviousDayBalance,SecuritiesFirmLoanBuy,SecuritiesFirmLoanSell,SecuritiesFirmLoanCashRedemption,SecuritiesFirmLoanReplacement,SecuritiesFirmLoanCurrentDayBalance,SecuritiesFirmLoanNextDayQuota,UnrestrictedLoanPreviousDayBalance,UnrestrictedLoanBuy,UnrestrictedLoanSell,UnrestrictedLoanCashRedemption,UnrestrictedLoanReplacement,UnrestrictedLoanCurrentDayBalance,UnrestrictedLoanNextDayQuota,SecuritiesFinanceSecuredLoanPreviousDayBalance,SecuritiesFinanceSecuredLoanBuy,SecuritiesFinanceSecuredLoanSell,SecuritiesFinanceSecuredLoanCashRedemption,SecuritiesFinanceSecuredLoanReplacement,SecuritiesFinanceSecuredLoanCurrentDayBalance,SecuritiesFinanceSecuredLoanNextDayQuota,SettlementMarginPreviousDayBalance,SettlementMarginBuy,SettlementMarginSell,SettlementMarginCashRedemption,SettlementMarginReplacement,SettlementMarginCurrentDayBalance,SettlementMarginNextDayQuota
2026-04-13,櫃檯買賣中心,0,0,0,0,0,9667,0,0,0,0,0,0,1933,0,2,0,0,0,2,3867,0,0,0,0,0,0,0,0,0,0,0,0,0,1933
2026-04-14,櫃檯買賣中心,0,5,0,0,5,9667,0,0,0,0,0,0,1933,2,0,0,0,0,2,3867,0,0,0,0,0,0,0,0,0,0,0,0,0,1933
2026-04-15,櫃檯買賣中心,5,0,0,0,5,9667,0,0,0,0,0,0,1933,2,12,0,0,2,12,3867,0,0,0,0,0,0,0,0,0,0,0,0,0,1933
2026-04-16,櫃檯買賣中心,5,3,4,0,4,9667,0,0,0,0,0,0,1933,12,0,0,0,0,12,3867,0,0,0,0,0,0,0,0,0,0,0,0,0,1933
2026-04-17,櫃檯買賣中心,4,8,0,0,12,9667,0,0,0,0,0,0,1933,12,0,0,0,0,12,3867,0,0,0,0,0,0,0,0,0,0,0,0,0,1933
2026-04-20,櫃檯買賣中心,12,0,0,0,12,9667,0,0,0,0,0,0,1933,12,0,0,0,0,12,3867,0,0,0,0,0,0,0,0,0,0,0,0,0,1933
2026-04-21,櫃檯買賣中心,12,1,0,0,13,9667,0,0,0,0,0,0,1933,12,1,0,0,0,13,3867,0,0,0,0,0,0,0,0,0,0,0,0,0,1933
2026-04-22,櫃檯買賣中心,13,1,0,0,14,9667,0,0,0,0,0,0,1933,13,0,0,0,0,13,3867,0,0,0,0,0,0,0,0,0,0,0,0,0,1933
2026-04-23,櫃檯買賣中心,14,5,5,0,14,9667,0,0,0,0,0,0,1933,13,0,0,0,0,13,3867,0,0,0,0,0,0,0,0,0,0,0,0,0,1933
2026-04-24,櫃檯買賣中心,14,10,0,0,24,9667,0,0,0,0,0,0,1933,13,0,0,0,0,13,3867,0,0,0,0,0,0,0,0,0,0,0,0,0,1933
2026-04-27,櫃檯買賣中心,24,0,0,0,24,9667,0,0,0,0,0,0,1933,13,1,0,0,0,14,3867,0,0,0,0,0,0,0,0,0,0,0,0,0,1933
2026-04-28,櫃檯買賣中心,24,0,0,1,23,9667,0,0,0,0,0,0,1933,14,0,0,0,0,14,3867,0,0,0,0,0,0,0,0,0,0,0,0,0,1933
2026-04-29,櫃檯買賣中心,23,7,0,0,30,9667,0,0,0,0,0,0,1933,14,0,0,0,0,14,3867,0,0,0,0,0,0,0,0,0,0,0,0,0,1933
2026-04-30,櫃檯買賣中心,30,0,8,0,22,9667,0,0,0,0,0,0,1933,14,0,0,0,0,14,3867,0,0,0,0,0,0,0,0,0,0,0,0,0,1933
2026-05-04,櫃檯買賣中心,22,0,1,0,21,9667,0,0,0,0,0,0,1933,14,0,0,0,0,14,3867,0,0,0,0,0,0,0,0,0,0,0,0,0,1933
2026-05-05,櫃檯買賣中心,21,0,0,0,21,9667,0,0,0,0,0,0,1933,14,0,0,0,0,14,3867,0,0,0,0,0,0,0,0,0,0,0,0,0,1933
2026-05-06,櫃檯買賣中心,21,0,0,0,21,9667,0,0,0,0,0,0,1933,14,0,0,0,0,14,3867,0,0,0,0,0,0,0,0,0,0,0,0,0,1933
2026-05-07,櫃檯買賣中心,21,0,0,0,21,9667,0,0,0,0,0,0,1933,14,0,0,0,0,14,3867,0,0,0,0,0,0,0,0,0,0,0,0,0,1933
2026-05-08,櫃檯買賣中心,21,1,0,0,22,9667,0,0,0,0,0,0,1933,14,0,0,0,0,14,3867,0,0,0,0,0,0,0,0,0,0,0,0,0,1933
2026-05-11,櫃檯買賣中心,22,1,0,0,23,9667,0,0,0,0,0,0,1933,14,0,0,0,0,14,3867,0,0,0,0,0,0,0,0,0,0,0,0,0,1933
2026-05-12,櫃檯買賣中心,23,1,0,0,24,9667,0,0,0,0,0,0,1933,14,0,0,0,0,14,3867,0,0,0,0,0,0,0,0,0,0,0,0,0,1933
2026-05-13,櫃檯買賣中心,24,10,0,0,34,9667,0,0,0,0,0,0,1933,14,0,0,0,0,14,3867,0,0,0,0,0,0,0,0,0,0,0,0,0,1933
2026-05-14,櫃檯買賣中心,34,18,0,0,52,9667,0,0,0,0,0,0,1933,14,0,0,0,0,14,3867,0,0,0,0,0,0,0,0,0,0,0,0,0,1933
2026-05-15,櫃檯買賣中心,52,2,0,0,54,9667,0,0,0,0,0,0,1933,14,0,0,0,0,14,3867,0,0,0,0,0,0,0,0,0,0,0,0,0,1933
2026-05-18,櫃檯買賣中心,54,4,3,0,55,9667,0,0,0,0,0,0,1933,14,0,0,0,0,14,3867,0,0,0,0,0,0,0,0,0,0,0,0,0,1933
2026-05-19,櫃檯買賣中心,55,0,0,23,32,9667,0,0,0,0,0,0,1933,14,0,0,0,0,14,3867,0,0,0,0,0,0,0,0,0,0,0,0,0,1933
2026-05-20,櫃檯買賣中心,32,0,0,0,32,9667,0,0,0,0,0,0,1933,14,0,0,0,0,14,3867,0,0,0,0,0,0,0,0,0,0,0,0,0,1933
2026-05-21,櫃檯買賣中心,32,0,0,0,32,9667,0,0,0,0,0,0,1933,14,0,0,0,0,14,3867,0,0,0,0,0,0,0,0,0,0,0,0,0,1933
2026-05-22,櫃檯買賣中心,32,1,0,0,33,9667,0,0,0,0,0,0,1933,14,0,0,0,0,14,3867,0,0,0,0,0,0,0,0,0,0,0,0,0,1933
2026-05-25,櫃檯買賣中心,33,0,0,0,33,9667,0,0,0,0,0,0,1933,14,0,0,0,0,14,3867,0,0,0,0,0,0,0,0,0,0,0,0,0,1933
2026-05-26,櫃檯買賣中心,33,0,0,0,33,9667,0,0,0,0,0,0,1933,14,0,0,0,0,14,3867,0,0,0,0,0,0,0,0,0,0,0,0,0,1933
2026-05-27,櫃檯買賣中心,33,0,0,0,33,9667,0,0,0,0,0,0,1933,14,0,0,0,10,4,3867,0,0,0,0,0,0,0,0,0,0,0,0,0,1933
2026-05-28,櫃檯買賣中心,33,1,0,0,34,9667,0,0,0,0,0,0,1933,4,0,0,0,0,4,3867,0,0,0,0,0,0,0,0,0,0,0,0,0,1933
2026-05-29,櫃檯買賣中心,34,1,0,0,35,9667,0,0,0,0,0,0,1933,4,0,0,0,0,4,3867,0,0,0,0,0,0,0,0,0,0,0,0,0,1933
2026-06-01,櫃檯買賣中心,35,2,1,0,36,9667,0,0,0,0,0,0,1933,4,0,0,0,0,4,3867,0,0,0,0,0,0,0,0,0,0,0,0,0,1933
2026-06-02,櫃檯買賣中心,36,0,0,0,36,9667,0,0,0,0,0,0,1933,4,0,0,0,0,4,3867,0,0,0,0,0,0,0,0,0,0,0,0,0,1933
2026-06-03,櫃檯買賣中心,36,5,0,0,41,9667,0,0,0,0,0,0,1933,4,0,0,0,0,4,3867,0,0,0,0,0,0,0,0,0,0,0,0,0,1933
2026-06-04,櫃檯買賣中心,41,0,0,0,41,9667,0,0,0,0,0,0,1933,4,0,0,0,0,4,3867,0,0,0,0,0,0,0,0,0,0,0,0,0,1933
2026-06-05,櫃檯買賣中心,41,0,0,0,41,9667,0,0,0,0,0,0,1933,4,0,0,0,0,4,3867,0,0,0,0,0,0,0,0,0,0,0,0,0,1933
2026-06-08,櫃檯買賣中心,41,0,0,0,41,9667,0,0,0,0,0,0,1933,4,0,0,0,0,4,3867,0,0,0,0,0,0,0,0,0,0,0,0,0,1933
2026-06-09,櫃檯買賣中心,41,0,0,0,41,9667,0,0,0,0,0,0,1933,4,0,0,0,0,4,3867,0,0,0,0,0,0,0,0,0,0,0,0,0,1933
2026-06-10,櫃檯買賣中心,41,0,0,0,41,9667,0,0,0,0,0,0,1933,4,0,0,0,0,4,3867,0,0,0,0,0,0,0,0,0,0,0,0,0,1933
2026-06-11,櫃檯買賣中心,41,0,0,0,41,9667,0,0,0,0,0,0,1933,4,0,0,0,0,4,3867,0,0,0,0,0,0,0,0,0,0,0,0,0,1933
2026-06-12,櫃檯買賣中心,41,1,0,0,42,9667,0,0,0,0,0,0,1933,4,0,0,0,0,4,3867,0,0,0,0,0,0,0,0,0,0,0,0,0,1933
2026-06-15,櫃檯買賣中心,42,1,1,0,42,9667,0,0,0,0,0,0,1933,4,0,0,0,0,4,3867,0,0,0,0,0,0,0,0,0,0,0,0,0,1933
2026-06-16,櫃檯買賣中心,42,0,0,0,42,9667,0,0,0,0,0,0,1933,4,0,0,0,0,4,3867,0,0,0,0,0,0,0,0,0,0,0,0,0,1933
2026-06-17,櫃檯買賣中心,42,0,1,0,41,9667,0,0,0,0,0,0,1933,4,0,0,0,0,4,3867,0,0,0,0,0,0,0,0,0,0,0,0,0,1933
2026-06-18,櫃檯買賣中心,41,5,16,0,30,9667,0,0,0,0,0,0,1933,4,0,0,0,0,4,3867,0,0,0,0,0,0,0,0,0,0,0,0,0,1933
2026-06-22,櫃檯買賣中心,30,9,8,0,31,9667,0,0,0,0,0,0,1933,4,0,0,0,0,4,3867,0,0,0,0,0,0,0,0,0,0,0,0,0,1933
2026-06-23,櫃檯買賣中心,31,7,1,0,37,9667,0,0,0,0,0,0,1933,4,0,0,0,0,4,3867,0,0,0,0,0,0,0,0,0,0,0,0,0,1933
2026-06-24,櫃檯買賣中心,37,4,0,0,41,9667,0,0,0,0,0,0,1933,4,0,0,0,0,4,3867,0,0,0,0,0,0,0,0,0,0,0,0,0,1933
2026-06-25,櫃檯買賣中心,41,5,16,0,30,9667,0,0,0,0,0,0,1933,4,0,0,0,0,4,3867,0,0,0,0,0,0,0,0,0,0,0,0,0,1933
2026-06-26,櫃檯買賣中心,44,10,0,0,54,9667,0,0,0,0,0,0,1933,4,0,0,0,0,4,3867,0,0,0,0,0,0,0,0,0,0,0,0,0,1933
2026-06-29,櫃檯買賣中心,54,3,0,0,57,9667,0,0,0,0,0,0,1933,4,0,0,0,0,4,3867,0,0,0,0,0,0,0,0,0,0,0,0,0,1933
2026-06-30,櫃檯買賣中心,57,0,3,0,54,9667,0,0,0,0,0,0,1933,4,0,0,0,0,4,3867,0,0,0,0,0,0,0,0,0,0,0,0,0,1933
2026-07-01,櫃檯買賣中心,54,1,1,0,54,9667,0,0,0,0,0,0,1933,4,0,0,0,0,4,3867,0,0,0,0,0,0,0,0,0,0,0,0,0,1933
2026-07-02,櫃檯買賣中心,54,1,0,0,55,9667,0,0,0,0,0,0,1933,4,0,0,0,0,4,3867,0,0,0,0,0,0,0,0,0,0,0,0,0,1933
2026-07-03,櫃檯買賣中心,55,2,1,0,56,9667,0,0,0,0,0,0,1933,4,0,0,0,0,4,3867,0,0,0,0,0,0,0,0,0,0,0,0,0,1933
2026-07-06,櫃檯買賣中心,56,2,0,0,58,9667,0,0,0,0,0,0,1933,4,0,0,0,0,4,3867,0,0,0,0,0,0,0,0,0,0,0,0,0,1933
2026-07-07,櫃檯買賣中心,58,0,0,0,58,9667,0,0,0,0,0,0,1933,4,0,0,0,0,4,3867,0,0,0,0,0,0,0,0,0,0,0,0,0,1933
2026-07-08,櫃檯買賣中心,58,0,0,0,58,9667,0,0,0,0,0,0,1933,4,0,0,0,0,4,3867,0,0,0,0,0,0,0,0,0,0,0,0,0,1933
2026-07-09,櫃檯買賣中心,58,1,0,0,59,9667,0,0,0,0,0,0,1933,4,0,0,0,0,4,3867,0,0,0,0,0,0,0,0,0,0,0,0,0,1933
2026-07-13,櫃檯買賣中心,59,0,0,0,59,9667,0,0,0,0,0,0,1933,4,0,0,0,0,4,3867,0,0,0,0,0,0,0,0,0,0,0,0,0,1933
2026-07-14,櫃檯買賣中心,59,0,0,0,59,9667,0,0,0,0,0,0,1933,4,0,0,0,0,4,3867,0,0,0,0,0,0,0,0,0,0,0,0,0,1933
2026-07-15,櫃檯買賣中心,59,10,2,0,67,9667,0,0,0,0,0,0,1933,4,0,0,0,0,4,3867,0,0,0,0,0,0,0,0,0,0,0,0,0,1933
2026-07-16,櫃檯買賣中心,67,3,0,0,70,9667,0,0,0,0,0,0,1933,4,0,0,0,0,4,3867,0,0,0,0,0,0,0,0,0,0,0,0,0,1933
2026-07-17,櫃檯買賣中心,70,0,1,0,69,9667,0,0,0,0,0,0,1933,4,0,0,0,0,4,3867,0,0,0,0,0,0,0,0,0,0,0,0,0,1933
2026-07-20,櫃檯買賣中心,69,0,1,0,68,9667,0,0,0,0,0,0,1933,4,0,0,0,0,4,3867,0,0,0,0,0,0,0,0,0,0,0,0,0,1933
