date,market,MarginPreviousDayBalance,MarginBuy,MarginSell,MarginCashRedemption,MarginCurrentDayBalance,MarginNextDayQuota,SecuritiesFirmLoanPreviousDayBalance,SecuritiesFirmLoanBuy,SecuritiesFirmLoanSell,SecuritiesFirmLoanCashRedemption,SecuritiesFirmLoanReplacement,SecuritiesFirmLoanCurrentDayBalance,SecuritiesFirmLoanNextDayQuota,UnrestrictedLoanPreviousDayBalance,UnrestrictedLoanBuy,UnrestrictedLoanSell,UnrestrictedLoanCashRedemption,UnrestrictedLoanReplacement,UnrestrictedLoanCurrentDayBalance,UnrestrictedLoanNextDayQuota,SecuritiesFinanceSecuredLoanPreviousDayBalance,SecuritiesFinanceSecuredLoanBuy,SecuritiesFinanceSecuredLoanSell,SecuritiesFinanceSecuredLoanCashRedemption,SecuritiesFinanceSecuredLoanReplacement,SecuritiesFinanceSecuredLoanCurrentDayBalance,SecuritiesFinanceSecuredLoanNextDayQuota,SettlementMarginPreviousDayBalance,SettlementMarginBuy,SettlementMarginSell,SettlementMarginCashRedemption,SettlementMarginReplacement,SettlementMarginCurrentDayBalance,SettlementMarginNextDayQuota
2015-05-29,櫃檯買賣中心,163,12,8,0,167,13536,0,0,0,0,0,0,2707,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2707
2015-06-01,櫃檯買賣中心,167,8,11,0,164,13536,0,0,0,0,0,0,2707,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2707
2015-06-02,櫃檯買賣中心,164,5,5,0,164,13536,0,0,0,0,0,0,2707,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2707
2015-06-03,櫃檯買賣中心,164,6,9,0,161,13536,0,0,0,0,0,0,2707,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2707
2015-06-04,櫃檯買賣中心,161,1,0,0,162,13536,0,0,0,0,0,0,2707,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2707
2015-06-05,櫃檯買賣中心,162,4,2,0,164,13536,0,0,0,0,0,0,2707,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2707
2015-06-08,櫃檯買賣中心,164,5,2,0,167,13536,0,0,0,0,0,0,2707,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2707
2015-06-09,櫃檯買賣中心,167,1,18,0,150,13536,0,0,0,0,0,0,2707,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2707
2015-06-10,櫃檯買賣中心,150,2,4,0,148,13536,0,0,0,0,0,0,2707,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2707
2015-06-11,櫃檯買賣中心,148,8,4,0,152,13536,0,0,0,0,0,0,2707,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2707
2015-06-12,櫃檯買賣中心,152,1,7,0,146,13536,0,0,0,0,0,0,2707,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2707
2015-06-15,櫃檯買賣中心,146,6,0,0,152,13536,0,0,0,0,0,0,2707,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2707
2015-06-16,櫃檯買賣中心,152,4,4,0,152,13536,0,0,0,0,0,0,2707,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2707
2015-06-17,櫃檯買賣中心,152,0,3,0,149,13536,0,0,0,0,0,0,2707,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2707
2015-06-18,櫃檯買賣中心,149,0,0,0,149,13536,0,0,0,0,0,0,2707,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2707
2015-06-22,櫃檯買賣中心,149,72,7,0,214,13536,0,0,0,0,0,0,2707,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2707
2015-06-23,櫃檯買賣中心,215,196,38,0,373,13536,0,0,0,0,0,0,2707,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2707
2015-06-24,櫃檯買賣中心,373,349,80,0,642,13536,0,0,0,0,0,0,2707,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2707
2015-06-25,櫃檯買賣中心,642,170,96,0,716,13536,0,0,0,0,0,0,2707,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2707
2015-06-26,櫃檯買賣中心,716,95,68,0,743,13536,0,0,0,0,0,0,2707,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2707
2015-06-29,櫃檯買賣中心,743,87,79,0,751,13536,0,0,0,0,0,0,2707,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2707
2015-06-30,櫃檯買賣中心,751,28,45,0,734,13536,0,0,0,0,0,0,2707,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2707
2015-07-01,櫃檯買賣中心,734,46,117,0,663,13536,0,0,0,0,0,0,2707,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2707
2015-07-02,櫃檯買賣中心,663,19,16,0,666,13536,0,0,0,0,0,0,2707,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2707
2015-07-03,櫃檯買賣中心,666,39,16,0,689,13536,0,0,0,0,0,0,2707,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2707
2015-07-06,櫃檯買賣中心,689,11,14,0,686,13536,0,0,0,0,0,0,2707,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2707
2015-07-07,櫃檯買賣中心,686,20,49,0,657,13536,0,0,0,0,0,0,2707,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2707
2015-07-08,櫃檯買賣中心,657,15,56,0,616,13536,0,0,0,0,0,0,2707,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2707
2015-07-09,櫃檯買賣中心,616,15,116,0,515,13536,0,0,0,0,0,0,2707,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2707
2015-07-13,櫃檯買賣中心,515,7,45,0,477,13536,0,0,0,0,0,0,2707,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2707
2015-07-14,櫃檯買賣中心,477,44,83,0,438,13536,0,0,0,0,0,0,2707,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2707
2015-07-15,櫃檯買賣中心,438,130,54,0,514,13536,0,0,0,0,0,0,2707,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2707
2015-07-16,櫃檯買賣中心,514,55,13,0,556,13536,0,0,0,0,0,0,2707,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2707
2015-07-17,櫃檯買賣中心,556,113,64,0,605,13536,0,0,0,0,0,0,2707,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2707
2015-07-20,櫃檯買賣中心,605,3,21,0,587,13536,0,0,0,0,0,0,2707,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2707
2015-07-21,櫃檯買賣中心,587,0,15,0,572,13536,0,0,0,0,0,0,2707,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2707
2015-07-22,櫃檯買賣中心,572,3,4,0,571,13536,0,0,0,0,0,0,2707,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2707
2015-07-23,櫃檯買賣中心,571,0,14,0,557,13536,0,0,0,0,0,0,2707,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2707
2015-07-24,櫃檯買賣中心,557,1,17,0,541,13536,0,0,0,0,0,0,2707,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2707
2015-07-27,櫃檯買賣中心,541,4,30,4,511,13536,0,0,0,0,0,0,2707,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2707
2015-07-28,櫃檯買賣中心,511,3,15,0,499,13536,0,0,0,0,0,0,2707,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2707
2015-07-29,櫃檯買賣中心,499,6,14,0,491,13536,0,0,0,0,0,0,2707,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2707
2015-07-30,櫃檯買賣中心,491,2,2,0,491,13536,0,0,0,0,0,0,2707,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2707
2015-07-31,櫃檯買賣中心,491,1,6,0,486,13536,0,0,0,0,0,0,2707,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2707
