date,broker_id,broker_name,buy_shares,sell_shares,net_shares,avg_buy_price,avg_sell_price
2025-07-17,126i,宏遠光隆,0,17000,-17000,,48.9912
2025-07-17,1440,美林證券,59000,10000,49000,49.1186,49.045
2025-07-17,1480,美商高盛亞,20000,119000,-99000,49.0675,49.1063
2025-07-17,1560,港商野村,35000,0,35000,49.1657,
2025-07-17,1650,星洲瑞銀,83000,54000,29000,49.1542,49.0204
2025-07-17,538Y,第一金中壢,4000,4000,0,48.875,49.2
2025-07-17,5850,統一,0,1000,-1000,,49.2
2025-07-17,5854,統一城中,0,1000,-1000,,49.15
2025-07-17,5857,統一新竹,1000,1000,0,48.8,49.1
2025-07-17,5920,元富,2000,2000,0,49.125,49.4
2025-07-17,5925,元富台中,0,1000,-1000,,49.25
2025-07-17,592D,元富大昌,0,8000,-8000,,48.55
2025-07-17,592H,元富信義,1006,0,1006,48.9998,
2025-07-17,592a,元富松德,2739,2724,15,49.3049,48.9782
2025-07-17,700X,兆豐永和,0,1000,-1000,,49.5
2025-07-17,779J,國票北高雄,0,1000,-1000,,49.15
2025-07-17,779X,國票中和,2000,0,2000,49.175,
2025-07-17,779Z,國票安和,1000,0,1000,49.3,
2025-07-17,8150,台新,29000,15000,14000,49.1103,49.22
2025-07-17,815H,台新屏東,170,0,170,48.7,
2025-07-17,845B,康和永和,0,1000,-1000,,49.45
2025-07-17,845U,康和台北,4000,4000,0,48.45,49.2
2025-07-17,8560,新光,15000,16000,-1000,48.9967,48.9719
2025-07-17,8561,新光台中,10004,63000,-52996,48.9298,48.9365
2025-07-17,8881,國泰高雄,33074,3143,29931,49.1064,49.2455
2025-07-17,8882,國泰台中,4300,20100,-15800,49.0977,49.196
2025-07-17,8884,國泰台南,13000,0,13000,49.0,
2025-07-17,8888,國泰敦南,26536,33113,-6577,49.0831,49.1339
2025-07-17,888K,國泰板橋,13060,30000,-16940,48.8378,49.35
2025-07-17,9100,群益,5000,5000,0,48.82,49.32
2025-07-17,9138,群益中港,5000,5000,0,48.77,49.11
2025-07-17,913g,群益三重,0,1000,-1000,,49.5
2025-07-17,918B,群益板橋,5000,50000,-45000,49.12,48.781
2025-07-17,918D,群益東門,16000,2,15998,49.0906,49.15
