date,broker_id,broker_name,buy_shares,sell_shares,net_shares,avg_buy_price,avg_sell_price
2024-01-09,1040,臺銀證券,0,10000,-10000,,75.6
2024-01-09,1440,美林證券,4000,20000,-16000,74.95,75.675
2024-01-09,1560,港商野村,11000,2000,9000,75.0273,75.95
2024-01-09,5850,統一,3050,0,3050,74.9902,
2024-01-09,5854,統一城中,0,2000,-2000,,74.9
2024-01-09,585A,統一基隆,1000,1000,0,76.0,75.3
2024-01-09,592Q,元富敦南,66000,0,66000,75.097,
2024-01-09,700r,兆豐寶成,21000,0,21000,75.3095,
2024-01-09,700s,兆豐岡山,5000,0,5000,75.0,
2024-01-09,779J,國票北高雄,3000,3000,0,75.0,75.2667
2024-01-09,779X,國票中和,0,1000,-1000,,75.9
2024-01-09,779Z,國票安和,0,1000,-1000,,75.9
2024-01-09,779u,國票長城,0,1000,-1000,,75.3
2024-01-09,8150,台新,7000,1000,6000,75.1429,74.8
2024-01-09,8450,康和,35000,0,35000,75.7714,
2024-01-09,8560,新光,1000,1000,0,74.8,76.5
2024-01-09,8561,新光台中,0,1000,-1000,,75.3
2024-01-09,884H,玉山新竹,10000,0,10000,75.0,
2024-01-09,8881,國泰高雄,187,0,187,74.9797,
2024-01-09,8882,國泰台中,1000,2000,-1000,74.8,75.05
2024-01-09,8883,國泰松江,8000,0,8000,75.2,
2024-01-09,8886,國泰新莊,9000,0,9000,75.1556,
2024-01-09,8888,國泰敦南,4030,2000,2030,75.1804,75.05
2024-01-09,9100,群益,50,0,50,74.4,
2024-01-09,9131,群益民權,0,1000,-1000,,74.6
2024-01-09,9200,凱基,25000,0,25000,75.14,
2024-01-09,9209,凱基岡山,0,11000,-11000,,74.8455
2024-01-09,920F,凱基站前,7000,0,7000,75.3714,
2024-01-09,9216,凱基信義,0,291697,-291697,,75.1631
2024-01-09,9227,凱基城中,3000,3000,0,75.0,74.8
2024-01-09,9239,凱基市政,1000,0,1000,74.8,
2024-01-09,9268,凱基台北,40000,29000,11000,75.095,75.5655
2024-01-09,9359,永昌中正,8000,0,8000,74.925,
