date,broker_id,broker_name,buy_shares,sell_shares,net_shares,avg_buy_price,avg_sell_price
2024-08-21,1260,宏遠,12000,4000,8000,128.4167,130.625
2024-08-21,1440,美林,395000,97000,298000,130.6747,129.7216
2024-08-21,1480,美商高盛,186000,391000,-205000,129.793,132.3747
2024-08-21,1560,港商野村,112000,227000,-115000,128.0089,131.7753
2024-08-21,1570,港商法興,306000,0,306000,130.4967,
2024-08-21,1650,瑞銀,1748000,1054000,694000,131.2469,130.4801
2024-08-21,5269,美好台中,2000,70000,-68000,132.75,128.5714
2024-08-21,5850,統一,119000,215000,-96000,131.8319,128.5837
2024-08-21,5854,統一城中,5000,4000,1000,130.2,128.25
2024-08-21,5857,統一新竹,3035,1200,1835,130.1746,132.0208
2024-08-21,585A,統一基隆,0,2000,-2000,,129.0
2024-08-21,585c,統一仁愛,3000,0,3000,130.0,
2024-08-21,5920,元富,18000,18000,0,131.9444,129.0278
2024-08-21,5925,元富台中,16160,18000,-1840,132.5569,130.3889
2024-08-21,592D,元富大昌,6000,8000,-2000,129.5,131.0625
2024-08-21,592H,元富信義,36100,39000,-2900,130.3421,132.0128
2024-08-21,592a,元富松德,18274,38000,-19726,130.3449,130.5789
2024-08-21,6162,中信託忠,22026,79000,-56974,129.8614,130.8797
2024-08-21,700N,兆豐埔墘,19000,6000,13000,129.0,133.0
2024-08-21,700V,兆豐新竹,72020,20200,51820,131.4436,130.4356
2024-08-21,700a,兆豐忠孝,7000,3000,4000,129.6429,132.5
2024-08-21,700b,兆豐中壢,6000,2000,4000,129.3333,128.75
2024-08-21,779X,國票中和,42000,28030,13970,129.7857,130.8973
2024-08-21,779Z,國票安和,43400,31000,12400,130.0323,128.9677
2024-08-21,779c,國票敦北,11000,11000,0,130.7273,129.5909
2024-08-21,779u,國票長城,8700,6120,2580,130.2529,130.8987
2024-08-21,8150,台新,86300,67650,18650,131.1419,131.1726
2024-08-21,8158,台新松江,150000,0,150000,130.3333,
2024-08-21,815H,台新屏東,3000,1000,2000,131.1667,129.0
2024-08-21,8440,摩根大通,281000,345000,-64000,131.21,130.6116
