date,broker_id,broker_name,buy_shares,sell_shares,net_shares,avg_buy_price,avg_sell_price
2026-04-10,104C,臺銀高雄,3000,42002,-39002,36.15,36.9643
2026-04-10,1260,宏遠,0,3,-3,,36.7
2026-04-10,1470,台灣摩根,81000,41000,40000,37.163,36.5098
2026-04-10,1650,瑞銀,359000,66000,293000,37.1485,36.6053
2026-04-10,5260,美好,0,35000,-35000,,36.7429
2026-04-10,5850,統一,1000,3000,-2000,35.65,36.1833
2026-04-10,5853,統一中壢,63000,1000,62000,36.4413,37.75
2026-04-10,5854,統一城中,0,2000,-2000,,37.9
2026-04-10,5857,統一新竹,0,1000,-1000,,36.7
2026-04-10,585c,統一仁愛,1000,3000,-2000,37.5,36.4333
2026-04-10,6162,中信託忠,44000,6450,37550,37.8739,37.2736
2026-04-10,616K,中信託高,121000,48000,73000,37.2455,37.8146
2026-04-10,700Z,兆豐高雄,200,93000,-92800,36.65,37.5215
2026-04-10,700a,兆豐忠孝,0,1000,-1000,,36.5
2026-04-10,700b,兆豐中壢,2000,0,2000,37.775,
2026-04-10,779X,國票中和,0,16000,-16000,,36.5625
2026-04-10,779Z,國票安和,2000,5000,-3000,37.15,37.01
2026-04-10,779u,國票長城,5000,0,5000,37.05,
2026-04-10,8440,摩根大通,187000,105000,82000,36.8246,37.6352
2026-04-10,8450,康和,0,3000,-3000,,36.2167
2026-04-10,8459,康和嘉義,85000,2000,83000,36.58,36.65
2026-04-10,845U,康和台北,0,290,-290,,37.75
2026-04-10,8560,新光,36001,35237,764,37.2653,37.2786
2026-04-10,8561,新光台中,5543,7000,-1457,37.207,36.5214
2026-04-10,8565,新光桃園,3000,39101,-36101,37.2,36.531
2026-04-10,884J,玉山大里,385,56151,-55766,37.5752,37.8012
2026-04-10,8881,國泰高雄,20050,18356,1694,37.1271,37.3733
2026-04-10,8882,國泰台中,3258,11446,-8188,37.2504,37.4356
2026-04-10,8888,國泰敦南,62278,81325,-19047,37.2646,36.9829
2026-04-10,9100,群益,69000,22000,47000,36.9167,36.5841
2026-04-10,9101,群益敦南,47000,11000,36000,37.4543,36.3545
2026-04-10,9131,群益民權,0,1000,-1000,,36.1
2026-04-10,9138,群益中港,0,1000,-1000,,36.3
2026-04-10,913g,群益三重,0,6000,-6000,,37.4417
2026-04-10,9186,群益新竹,2000,1000,1000,36.35,37.8
2026-04-10,918E,群益南京,61000,1000,60000,37.8213,37.7
2026-04-10,918M,群益嘉義,0,2001,-2001,,37.6992
2026-04-10,918e,群益大安,0,10000,-10000,,37.1
2026-04-10,918i,群益竹南,0,2000,-2000,,36.55
2026-04-10,9205,凱基三重,1000,1000,0,37.45,37.3
2026-04-10,9207,凱基永和,0,2100,-2100,,37.6738
2026-04-10,920A,凱基板橋,15000,4000,11000,36.38,37.0625
2026-04-10,9227,凱基城中,61000,700,60300,37.8262,37.05
2026-04-10,9229,凱基中山,0,2000,-2000,,37.9
2026-04-10,9236,凱基虎尾,5000,0,5000,37.43,
2026-04-10,9239,凱基市政,1000,0,1000,37.2,
2026-04-10,9257,凱基林口,2000,2000,0,36.425,35.9
2026-04-10,9268,凱基台北,494002,136000,358002,37.1718,37.1618
2026-04-10,9312,華南民權,33000,0,33000,37.7636,
2026-04-10,9334,華南世貿,43000,23000,20000,37.6756,37.0609
2026-04-10,9604,富邦陽明,5050,11010,-5960,36.798,36.9915
2026-04-10,9623,富邦台北,39050,10142,28908,37.7672,37.1612
2026-04-10,962D,富邦新莊,0,28,-28,,36.9214
2026-04-10,9647,富邦新竹,10001,20172,-10171,36.6001,37.4224
2026-04-10,9658,富邦建國,4000,10000,-6000,36.6,36.735
2026-04-10,9666,富邦南屯,4000,13000,-9000,36.675,36.7462
2026-04-10,966F,富邦左營,3000,3000,0,37.7333,36.3167
2026-04-10,9676,富邦仁愛,2000,1000,1000,36.65,37.7
2026-04-10,9692,富邦嘉義,2000,1000,1000,36.7,37.65
2026-04-10,9697,富邦虎尾,0,4000,-4000,,37.625
2026-04-10,969C,富邦北港,1000,2000,-1000,37.65,37.15
2026-04-10,9800,元大,184000,139745,44255,36.578,36.9818
2026-04-10,980K,元大竹科,5050,8000,-2950,37.7485,36.1
2026-04-10,9812,元大台中,0,2000,-2000,,37.65
2026-04-10,981j,元大士林,3000,3200,-200,37.2,37.625
2026-04-10,9833,元大敦化,10000,4000,6000,36.3,37.575
2026-04-10,983B,元大林森,2000,14000,-12000,36.5,36.375
2026-04-10,9857,元大蘆洲,264,43000,-42736,37.9,36.6814
2026-04-10,9859,元大經國,2000,1001,999,36.3,36.5995
2026-04-10,9863,元大和平,11000,1000,10000,37.7682,37.7
2026-04-10,9867,元大民權,16000,51495,-35495,37.3781,36.5743
2026-04-10,9875,元大永寧,2000,2000,0,36.825,36.475
2026-04-10,988B,元大桃園,1000,2000,-1000,37.65,36.975
2026-04-10,989Q,元大汐止,101,34000,-33899,37.7748,37.4
2026-04-10,9A9R,永豐信義,200000,20000,180000,36.9248,37.85
2026-04-10,9A9S,永豐南京,39000,1000,38000,37.4615,37.3
2026-04-10,9A9X,永豐竹科,3000,7000,-4000,36.4,37.3929
2026-04-10,9A9d,永豐古亭,70000,1000,69000,37.8436,37.35
2026-04-10,9A9g,永豐內湖,1000,3079,-2079,36.45,36.691
2026-04-10,9A9h,永豐台南,10000,4509,5491,36.915,37.2556
2026-04-10,9A9x,永豐桃園,7000,1019,5981,37.4714,36.7416
2026-04-10,9B1n,台新屏東,0,2000,-2000,,37.9
2026-04-13,1260,宏遠,41000,40000,1000,38.7915,39.085
2026-04-13,1440,美林,5000,470000,-465000,38.3,38.7882
2026-04-13,1470,台灣摩根,92000,724000,-632000,39.0984,38.9684
2026-04-13,1480,美商高盛,136000,426000,-290000,38.9511,38.8911
2026-04-13,1560,港商野村,5000,115000,-110000,38.95,38.3504
2026-04-13,1650,瑞銀,51000,508000,-457000,38.9941,38.9758
2026-04-13,526K,美好富順,3100,81100,-78000,39.1661,39.4792
2026-04-13,5850,統一,6001,6700,-699,39.475,39.5955
2026-04-13,5853,統一中壢,21000,70000,-49000,39.4333,38.6771
2026-04-13,5854,統一城中,6000,6000,0,38.9,38.9833
2026-04-13,5857,統一新竹,2000,10,1990,39.4,39.5
2026-04-13,585A,統一基隆,1000,2000,-1000,38.4,39.175
2026-04-13,585W,統一金門,2000,51000,-49000,39.575,39.5245
2026-04-13,585c,統一仁愛,4000,1000,3000,39.575,39.9
