date,broker_id,broker_name,buy_shares,sell_shares,net_shares,avg_buy_price,avg_sell_price
2026-04-23,102C,合庫自強,35000,0,35000,24.0186,
2026-04-23,104D,臺銀金山,34000,14000,20000,25.5338,23.2286
2026-04-23,1470,台灣摩根,21000,114000,-93000,24.2429,24.5246
2026-04-23,1480,美商高盛,132000,282000,-150000,24.9928,24.5362
2026-04-23,1560,港商野村,39000,80000,-41000,24.7987,25.3594
2026-04-23,5850,統一,40,1001,-961,23.8,23.3023
2026-04-23,5854,統一城中,4000,0,4000,23.7,
2026-04-23,5857,統一新竹,0,2000,-2000,,24.25
2026-04-23,585A,統一基隆,0,2000,-2000,,25.5
2026-04-23,585c,統一仁愛,0,4000,-4000,,25.85
2026-04-23,700a,兆豐忠孝,0,16000,-16000,,23.5531
2026-04-23,700b,兆豐中壢,10000,0,10000,25.05,
2026-04-23,779P,國票九鼎,22000,1000,21000,23.4682,25.2
2026-04-23,779X,國票中和,2000,2000,0,23.575,25.5
2026-04-23,779e,國票南科,0,60000,-60000,,25.5
2026-04-23,8450,康和,0,40000,-40000,,23.3263
2026-04-23,845B,康和永和,3000,3000,0,25.9,25.1667
2026-04-23,845J,康和高雄,20000,0,20000,23.695,
2026-04-23,845U,康和台北,6000,8000,-2000,24.6333,25.6875
2026-04-23,8560,新光,33001,62000,-28999,25.0742,24.1016
2026-04-23,8561,新光台中,14005,4120,9885,24.6465,25.0102
2026-04-23,884M,玉山數位,102010,0,102010,25.811,
2026-04-23,8881,國泰高雄,3103,5930,-2827,24.5143,24.0787
2026-04-23,8882,國泰台中,14460,17001,-2541,25.4655,24.1852
2026-04-23,8888,國泰敦南,120941,117684,3257,25.4404,23.862
2026-04-23,9100,群益,24170,25000,-830,23.8312,25.056
2026-04-23,9108,群益海山,0,60000,-60000,,25.0108
2026-04-23,9131,群益民權,1000,6000,-5000,25.6,26.2
2026-04-23,9138,群益中港,5000,1000,4000,24.0,23.4
2026-04-23,918M,群益嘉義,2000,1000,1000,23.1,24.95
2026-04-23,918i,群益竹南,0,3000,-3000,,24.8833
2026-04-23,9205,凱基三重,6050,8000,-1950,25.1694,24.2
2026-04-23,9207,凱基永和,1100,2000,-900,23.1091,23.45
2026-04-23,9208,凱基桃園,73000,11000,62000,25.0089,24.0182
2026-04-23,920A,凱基板橋,2000,0,2000,23.65,
2026-04-23,920D,凱基市府,1,0,1,23.7,
2026-04-23,9211,凱基台南,47000,26000,21000,23.3777,24.1038
2026-04-23,9217,凱基松山,14000,4000,10000,23.4964,23.7625
2026-04-23,9227,凱基城中,1000,2000,-1000,25.45,24.375
2026-04-23,9229,凱基中山,50,0,50,23.55,
2026-04-23,9236,凱基虎尾,0,1000,-1000,,25.45
2026-04-23,9239,凱基市政,5000,1000,4000,23.6,25.2
2026-04-23,9257,凱基林口,5000,3000,2000,24.34,24.35
2026-04-23,9268,凱基台北,224027,124000,100027,24.452,25.2185
2026-04-23,9278,凱基永康,22000,0,22000,24.0227,
2026-04-23,9302,華南台中,1001,34000,-32999,24.2514,24.575
2026-04-23,9334,華南世貿,5000,0,5000,23.0,
2026-04-23,9600,富邦,60004,60000,4,23.6275,25.7375
2026-04-23,9604,富邦陽明,4000,23000,-19000,24.8375,24.8957
2026-04-23,9623,富邦台北,10260,20800,-10540,24.0065,24.3678
2026-04-23,962D,富邦新莊,1000,0,1000,23.4,
2026-04-23,9647,富邦新竹,4000,9000,-5000,24.8875,25.1611
2026-04-23,9658,富邦建國,30000,31000,-1000,24.06,23.9387
2026-04-23,9666,富邦南屯,8535,7000,1535,24.4455,24.9214
2026-04-23,966F,富邦左營,1000,0,1000,25.6,
2026-04-23,9676,富邦仁愛,3197,5000,-1803,23.6507,24.35
2026-04-23,9692,富邦嘉義,1000,1000,0,25.35,25.4
2026-04-23,9697,富邦虎尾,3000,3200,-200,25.1,23.7875
2026-04-23,969C,富邦北港,9000,9000,0,24.7889,24.9444
2026-04-23,9800,元大,275020,265159,9861,24.6851,24.8897
2026-04-23,980K,元大竹科,0,52000,-52000,,25.3788
2026-04-23,9814,元大大益,6000,31000,-25000,25.2333,25.6113
2026-04-23,981j,元大士林,4000,0,4000,24.4375,
2026-04-23,983B,元大林森,13000,7000,6000,25.15,24.1071
2026-04-23,983U,元大頭份,38000,0,38000,23.9526,
2026-04-23,9859,元大經國,1000,3150,-2150,25.3,25.9879
2026-04-23,9875,元大永寧,7000,2000,5000,23.9571,23.65
2026-04-23,9888,元大鑫永,1000,51000,-50000,25.45,25.2716
2026-04-23,988B,元大桃園,2000,6000,-4000,24.125,24.4833
2026-04-23,9A00,永豐金,15175,41700,-26525,24.0297,24.4325
2026-04-23,9A9X,永豐竹科,3000,14000,-11000,23.5333,24.0607
2026-04-23,9A9g,永豐內湖,1000,248,752,25.7,25.5
2026-04-23,9A9h,永豐台南,13060,5000,8060,24.5186,25.14
2026-04-23,9A9x,永豐桃園,24001,13000,11001,23.8584,23.9654
2026-04-23,9B00,台新證券,22001,44597,-22596,24.3432,25.0764
2026-04-23,9B1n,台新屏東,2000,0,2000,25.8,
2026-04-23,9B2b,台新板橋,20400,66000,-45600,23.9559,24.0667
2026-04-23,9B2w,台新佳里,2000,33000,-31000,23.775,23.1545
2026-04-24,104C,臺銀高雄,48001,12000,36001,25.6417,24.9583
2026-04-24,1480,美商高盛,215000,145000,70000,25.0847,25.19
2026-04-24,526A,美好中和,65000,106000,-41000,25.3731,25.0939
2026-04-24,538N,第一豐原,22000,0,22000,24.9477,
2026-04-24,5850,統一,1301,2040,-739,25.2541,25.1902
2026-04-24,5854,統一城中,3000,13000,-10000,24.9833,24.9654
2026-04-24,585A,統一基隆,1000,2000,-1000,24.7,25.35
2026-04-24,6164,中信託文,42000,0,42000,24.981,
2026-04-24,700X,兆豐永和,0,20000,-20000,,25.0
2026-04-24,700a,兆豐忠孝,1000,0,1000,25.1,
2026-04-24,700b,兆豐中壢,0,10000,-10000,,25.35
2026-04-24,779P,國票九鼎,10000,38002,-28002,24.9,25.0316
2026-04-24,779X,國票中和,100,5000,-4900,25.1,25.14
2026-04-24,779Z,國票安和,2000,2000,0,25.2,24.65
2026-04-24,779c,國票敦北,2000,2000,0,24.7,25.4
2026-04-24,779u,國票長城,3000,0,3000,25.7,
2026-04-24,845B,康和永和,4000,4000,0,25.1375,25.1
2026-04-24,845U,康和台北,1000,1000,0,24.95,24.75
2026-04-24,8560,新光,84371,81000,3371,25.2222,25.229
2026-04-24,8561,新光台中,2003,16627,-14624,25.3745,25.1938
2026-04-24,8881,國泰高雄,101,519,-418,25.201,25.4304
