date,broker_id,broker_name,buy_shares,sell_shares,net_shares,avg_buy_price,avg_sell_price
2025-08-01,1260,宏遠,25000,12000,13000,87.964,88.6667
2025-08-01,1440,美林,206000,307000,-101000,89.2583,89.4476
2025-08-01,1470,台灣摩根,305000,153000,152000,89.7623,88.502
2025-08-01,1480,美商高盛,786000,734000,52000,89.6095,89.0484
2025-08-01,1560,港商野村,47000,477000,-430000,89.2936,89.6782
2025-08-01,1650,瑞銀,314000,831000,-517000,89.093,89.1792
2025-08-01,5850,統一,23174,11026,12148,88.7439,89.0463
2025-08-01,5854,統一城中,1000,1000,0,89.5,90.7
2025-08-01,5857,統一新竹,4000,7000,-3000,88.925,88.1286
2025-08-01,585A,統一基隆,4000,5000,-1000,89.925,89.66
2025-08-01,585c,統一仁愛,9000,6000,3000,89.5889,89.15
2025-08-01,5920,元富,4000,75012,-71012,89.375,89.272
2025-08-01,5925,元富台中,204000,5000,199000,89.3324,88.7
2025-08-01,592D,元富大昌,16000,14000,2000,90.0688,89.9929
2025-08-01,592H,元富信義,56000,54000,2000,89.2036,89.987
2025-08-01,592a,元富松德,93500,8938,84562,89.2041,89.6929
2025-08-01,6165,中信託新,1000,144000,-143000,91.5,87.6903
2025-08-01,700N,兆豐埔墘,22000,15000,7000,89.3045,89.7867
2025-08-01,700X,兆豐永和,2000,27000,-25000,89.6,89.4444
2025-08-01,700a,兆豐忠孝,15000,23000,-8000,89.2933,89.6304
2025-08-01,700b,兆豐中壢,4000,4000,0,89.225,89.425
2025-08-01,700d,兆豐彰化,67000,17000,50000,89.2373,90.0941
2025-08-01,779V,國票天祥,266000,7000,259000,88.6113,90.3571
2025-08-01,779X,國票中和,16000,13000,3000,89.7,88.7154
2025-08-01,779Z,國票安和,3000,2001,999,89.5333,90.599
2025-08-01,779c,國票敦北,120000,0,120000,88.8783,
2025-08-01,779u,國票長城,16000,25000,-9000,88.7875,88.632
2025-08-01,8150,台新,213651,152660,60991,89.4591,88.9562
2025-08-01,8151,台新建北,88000,27000,61000,89.5614,88.9296
2025-08-01,815H,台新屏東,5000,4000,1000,89.62,89.975
2025-08-01,8440,摩根大通,136000,427000,-291000,88.4522,89.1923
2025-08-01,8450,康和,8000,3000,5000,90.45,89.5667
2025-08-01,845B,康和永和,11000,5000,6000,89.7455,87.6
2025-08-01,8560,新光,109136,101185,7951,89.4502,89.0368
2025-08-01,8561,新光台中,46000,57000,-11000,89.0348,88.7281
2025-08-01,8881,國泰高雄,74424,74133,291,89.3117,88.6387
2025-08-01,8882,國泰台中,61000,48000,13000,89.9557,89.5146
2025-08-01,8888,國泰敦南,448331,455876,-7545,89.193,89.0578
2025-08-01,9100,群益,63101,54000,9101,89.6033,88.3796
2025-08-01,9131,群益民權,33010,32000,1010,89.9545,89.2219
2025-08-01,9137,群益士林,4050,151000,-146950,88.7605,87.6821
2025-08-01,9138,群益中港,2000,1000,1000,88.85,91.1
2025-08-01,913g,群益三重,2000,7000,-5000,89.4,89.8857
2025-08-01,918M,群益嘉義,3000,3000,0,88.5333,88.2333
2025-08-01,918X,群益台北,1000,1000,0,89.7,88.8
2025-08-01,918e,群益大安,3000,2000,1000,89.4667,88.8
2025-08-01,918i,群益竹南,21000,24000,-3000,89.0905,88.4792
2025-08-01,9200,凱基,105000,15000,90000,88.9695,88.48
2025-08-01,9205,凱基三重,10000,11000,-1000,89.31,90.0364
2025-08-01,920A,凱基板橋,10000,9002,998,88.34,89.2442
2025-08-01,920D,凱基市府,5000,3000,2000,88.94,89.1667
2025-08-01,9216,凱基信義,171000,71000,100000,89.5889,90.2169
2025-08-01,9217,凱基松山,16000,13000,3000,89.8125,90.2692
2025-08-01,9227,凱基城中,5000,5000,0,89.36,90.4
2025-08-01,9229,凱基中山,11000,1000,10000,89.0182,87.5
2025-08-01,9236,凱基虎尾,6000,6000,0,89.6167,87.5167
2025-08-01,9239,凱基市政,10000,201000,-191000,90.2,90.5711
2025-08-01,9257,凱基林口,2000,1000,1000,89.65,91.2
2025-08-01,9268,凱基台北,1409100,1615000,-205900,89.2617,89.3471
2025-08-01,9289,凱基興隆,52000,2000,50000,90.4019,87.85
2025-08-01,9326,華南南京,340003,393000,-52997,88.4291,90.4364
2025-08-01,9334,華南世貿,6000,6000,0,89.5167,90.0667
2025-08-01,9600,富邦,156000,0,156000,88.6353,
2025-08-01,9604,富邦陽明,31430,28017,3413,90.091,88.711
2025-08-01,9623,富邦台北,11300,24100,-12800,89.0903,89.3635
2025-08-01,962D,富邦新莊,1,400,-399,88.9,89.3
2025-08-01,9647,富邦新竹,46000,33000,13000,89.0435,89.1939
2025-08-01,9658,富邦建國,15000,12000,3000,88.4867,89.4167
2025-08-01,9666,富邦南屯,37000,33000,4000,88.6108,88.8182
2025-08-01,966F,富邦左營,44000,28000,16000,89.1227,88.9286
2025-08-01,9676,富邦仁愛,45005,52199,-7194,89.2177,89.874
2025-08-01,9692,富邦嘉義,17000,4000,13000,89.5882,88.925
2025-08-01,9697,富邦虎尾,0,1000,-1000,,89.3
2025-08-01,969C,富邦北港,55000,25000,30000,89.5909,89.076
2025-08-01,9800,元大,483000,468906,14094,89.1046,89.5513
2025-08-01,980K,元大竹科,16000,18000,-2000,88.8938,89.0889
2025-08-01,9812,元大台中,50,100,-50,91.5,88.4
2025-08-01,981j,元大士林,16000,16070,-70,88.9688,88.7512
2025-08-01,9833,元大敦化,180,766,-586,89.9,88.9922
2025-08-01,983B,元大林森,13000,9000,4000,89.4538,88.0889
2025-08-01,984K,元大館前,144075,56000,88075,89.2812,88.6821
2025-08-01,9859,元大經國,3000,1000,2000,89.3667,89.8
2025-08-01,9863,元大和平,24025,25,24000,89.9235,89.4
2025-08-01,9875,元大永寧,40000,10000,30000,88.905,89.0
2025-08-01,988B,元大桃園,22000,11000,11000,89.5636,89.1
2025-08-01,9A91,永豐松山,61100,130000,-68900,89.5845,89.8008
2025-08-01,9A9X,永豐竹科,7000,13148,-6148,88.5714,88.8456
2025-08-01,9A9g,永豐內湖,47000,4000,43000,89.0213,88.9
2025-08-01,9A9h,永豐台南,29960,24000,5960,89.775,88.6417
