date,broker_id,broker_name,buy_shares,sell_shares,net_shares,avg_buy_price,avg_sell_price
2024-01-24,1024,合庫嘉義,0,30000,-30000,,43.6267
2024-01-24,103A,土銀建國,0,20000,-20000,,43.825
2024-01-24,1113,企銀九如,20000,0,20000,44.05,
2024-01-24,1440,美林,125000,159000,-34000,43.672,43.7965
2024-01-24,2186,亞東高雄,21000,0,21000,43.7857,
2024-01-24,5850,統一,4000,8796,-4796,43.4875,43.8154
2024-01-24,5854,統一城中,2000,0,2000,43.25,
2024-01-24,5857,統一新竹,1000,0,1000,43.7,
2024-01-24,585A,統一基隆,0,6000,-6000,,43.65
2024-01-24,585U,統一南京,0,30000,-30000,,43.7783
2024-01-24,585g,統一平鎮,20000,0,20000,43.8375,
2024-01-24,5920,元富,10000,0,10000,43.65,
2024-01-24,5925,元富台中,2000,1000,1000,43.95,43.65
2024-01-24,592H,元富信義,5000,0,5000,43.65,
2024-01-24,592a,元富松德,1000,540,460,43.7,43.9281
2024-01-24,700C,兆豐來福,18000,0,18000,43.3472,
2024-01-24,700N,兆豐埔墘,5000,0,5000,43.95,
2024-01-24,700a,兆豐忠孝,1000,0,1000,43.6,
2024-01-24,779X,國票中和,3000,2000,1000,43.3833,44.3
2024-01-24,779Z,國票安和,5000,0,5000,43.47,
2024-01-24,779c,國票敦北,4000,3000,1000,43.825,43.25
2024-01-24,8150,台新,43009,9000,34009,43.7384,43.6444
2024-01-24,815H,台新屏東,0,2000,-2000,,43.5
2024-01-24,8450,康和,0,8000,-8000,,43.85
2024-01-24,845F,康和仁愛,7000,25000,-18000,43.7857,43.528
2024-01-24,8490,京城,0,30000,-30000,,43.5333
2024-01-24,8560,新光,29110,48000,-18890,43.766,43.5938
2024-01-24,8561,新光台中,20000,4000,16000,43.615,44.1
2024-01-24,8881,國泰高雄,8000,4020,3980,43.625,43.4643
2024-01-24,8882,國泰台中,6300,3000,3300,43.5817,43.8
2024-01-24,8888,國泰敦南,51580,32061,19519,43.6705,43.6269
2024-01-24,9100,群益,5000,5000,0,43.36,43.7
2024-01-24,9131,群益民權,1015,5950,-4935,43.8007,43.6305
2024-01-24,9134,群益開元,1010,30000,-28990,43.502,43.6183
2024-01-24,9135,群益東大,0,20000,-20000,,43.5
2024-01-24,9186,群益新竹,3000,0,3000,43.6833,
2024-01-24,918M,群益嘉義,2000,0,2000,43.75,
2024-01-24,918e,群益大安,0,8000,-8000,,43.75
2024-01-24,918i,群益竹南,1000,1000,0,43.6,44.4
2024-01-24,9207,凱基永和,2000,1000,1000,43.5,43.5
2024-01-24,920A,凱基板橋,0,2000,-2000,,43.5
2024-01-24,9217,凱基松山,7000,7000,0,44.0214,43.6429
2024-01-24,9229,凱基中山,6000,1000,5000,43.7,43.8
2024-01-24,9236,凱基虎尾,1000,0,1000,43.65,
2024-01-24,9239,凱基市政,0,1000,-1000,,43.85
2024-01-24,9257,凱基林口,7000,0,7000,43.6929,
2024-01-24,9268,凱基台北,18024,114000,-95976,43.2646,43.9697
2024-01-24,9291,凱基大安,21000,0,21000,43.5667,
2024-01-24,9600,富邦,0,1000,-1000,,43.25
2024-01-24,9604,富邦陽明,26000,28000,-2000,43.7942,43.3357
2024-01-24,9623,富邦台北,6000,5430,570,43.7083,43.6855
2024-01-24,962B,富邦二林,3000,51000,-48000,43.7,43.502
2024-01-24,962D,富邦新莊,1000,3000,-2000,43.9,43.5833
2024-01-24,9647,富邦新竹,6000,1000,5000,43.6667,43.6
2024-01-24,9654,富邦永和,20000,1300,18700,43.775,43.7
2024-01-24,9658,富邦建國,12495,7000,5495,43.6601,43.6
2024-01-24,9665,富邦桃園,0,121000,-121000,,43.25
2024-01-24,9666,富邦南屯,4000,2000,2000,43.95,43.675
2024-01-24,966F,富邦左營,100,0,100,43.7,
2024-01-24,9676,富邦仁愛,1000,2000,-1000,43.6,43.45
2024-01-24,9697,富邦虎尾,0,2000,-2000,,43.75
2024-01-24,969C,富邦北港,1000,0,1000,44.3,
2024-01-24,9800,元大,14000,14000,0,43.7929,43.8
