date,broker_id,broker_name,buy_shares,sell_shares,net_shares,avg_buy_price,avg_sell_price
2024-07-18,1360,港麥格理,8000,0,8000,186.6875,
2024-07-18,1470,台灣摩根,1000,3000,-2000,186.5,186.1667
2024-07-18,2184,亞東新竹,0,5000,-5000,,186.0
2024-07-18,5850,統一,9,0,9,187.5,
2024-07-18,585D,統一新台中,3000,9000,-6000,185.6667,186.2222
2024-07-18,585U,統一南京,0,5000,-5000,,186.5
2024-07-18,592Q,元富敦南,0,6000,-6000,,186.1667
2024-07-18,6380,光和,5000,0,5000,186.0,
2024-07-18,6461,大昌樹林,0,2000,-2000,,186.0
2024-07-18,700P,兆豐南京,2000,0,2000,186.25,
2024-07-18,779P,國票九鼎,1001,0,1001,186.4995,
2024-07-18,779X,國票中和,0,1000,-1000,,186.0
2024-07-18,779j,國票和平,3000,0,3000,186.5,
2024-07-18,8150,台新,1,0,1,186.5,
2024-07-18,8440,摩根大通,1000,4000,-3000,186.0,186.875
2024-07-18,8562,新光高雄,1012,0,1012,186.5,
2024-07-18,8841,玉山雙和,1000,4000,-3000,186.0,185.5
2024-07-18,8888,國泰敦南,3,1000,-997,187.0,187.0
2024-07-18,9200,凱基,0,2000,-2000,,186.5
2024-07-18,920D,凱基市府,1000,0,1000,186.5,
2024-07-18,9216,凱基信義,10000,0,10000,186.95,
2024-07-18,9217,凱基松山,1000,1000,0,185.5,187.0
2024-07-18,921E,凱基三峽,0,2000,-2000,,186.25
2024-07-18,9268,凱基台北,1000,7000,-6000,186.0,186.8571
2024-07-18,9309,華南古亭,1060,0,1060,186.5566,
2024-07-18,9326,華南南京,6000,8000,-2000,187.0,186.0
2024-07-18,9658,富邦建國,12,3000,-2988,186.5,187.0
2024-07-18,9676,富邦仁愛,0,1000,-1000,,187.0
2024-07-18,9692,富邦嘉義,0,300,-300,,186.6667
2024-07-18,9697,富邦虎尾,0,1000,-1000,,186.5
2024-07-18,9800,元大,3000,1000,2000,186.0,187.5
2024-07-18,980K,元大竹科,0,1000,-1000,,187.0
2024-07-18,981S,元大崇德,2000,0,2000,186.0,
2024-07-18,9834,元大中壢,100,2000,-1900,187.64,186.25
2024-07-18,984C,元大新中,9000,0,9000,186.0,
2024-07-18,9859,元大經國,324,0,324,186.0,
2024-07-18,9875,元大永寧,27,0,27,187.0,
2024-07-19,1032,土銀台南,0,5000,-5000,,184.5
2024-07-19,1440,美林,0,5000,-5000,,184.8
2024-07-19,1470,台灣摩根,0,5000,-5000,,184.1
2024-07-19,1480,美商高盛,3000,12000,-9000,184.1667,185.0417
2024-07-19,1590,花旗環球,0,3000,-3000,,183.5
2024-07-19,1650,瑞銀,0,13000,-13000,,184.1923
2024-07-19,592H,元富信義,8,1000,-992,184.0,185.0
2024-07-19,6164,中信託文,7000,0,7000,184.5,
2024-07-19,7790,國票綜合,0,2978,-2978,,184.8459
2024-07-19,779c,國票敦北,1050,0,1050,183.5238,
2024-07-19,8150,台新,0,1000,-1000,,184.0
2024-07-19,8440,摩根大通,2000,15000,-13000,184.75,184.9667
2024-07-19,8560,新光,1000,0,1000,184.0,
2024-07-19,8561,新光台中,4000,0,4000,184.0,
2024-07-19,8880,國泰綜合,0,3000,-3000,,183.8333
2024-07-19,8882,國泰台中,200,10,190,184.0,184.4
2024-07-19,8888,國泰敦南,1101,3005,-1904,184.9087,183.9992
2024-07-19,9131,群益民權,6000,0,6000,184.5833,
2024-07-19,9138,群益中港,1000,0,1000,185.5,
2024-07-19,918A,群益中壢,3005,0,3005,184.1656,
2024-07-19,918M,群益嘉義,1000,0,1000,184.5,
2024-07-19,920D,凱基市府,0,1000,-1000,,183.5
2024-07-19,9217,凱基松山,2000,0,2000,185.25,
2024-07-19,9268,凱基台北,0,22000,-22000,,184.6364
2024-07-19,9273,凱基竹東,0,3000,-3000,,185.0
2024-07-19,9300,華南永昌,0,4000,-4000,,184.5
2024-07-19,9600,富邦,1000,0,1000,184.5,
2024-07-19,9661,富邦新店,4000,0,4000,184.625,
2024-07-19,966F,富邦左營,1000,0,1000,184.0,
2024-07-19,9676,富邦仁愛,3000,0,3000,184.6667,
2024-07-19,9692,富邦嘉義,20,0,20,184.5,
2024-07-19,9800,元大,2000,1000,1000,185.5,184.0
2024-07-19,980K,元大竹科,0,3000,-3000,,184.1667
2024-07-19,981h,元大屏生,5200,0,5200,184.6923,
2024-07-19,9837,元大北港,7000,0,7000,184.2143,
2024-07-19,983B,元大林森,112,0,112,184.5,
2024-07-19,9859,元大經國,326,0,326,184.0,
2024-07-19,9875,元大永寧,1027,0,1027,184.0263,
2024-07-19,989B,元大中港,5000,1000,4000,184.2,186.0
2024-07-19,9A00,永豐金,4020,10,4010,184.6281,184.0
2024-07-19,9A9W,永豐市政,7000,200,6800,184.4286,184.25
2024-07-19,9A9c,永豐永康,50,6000,-5950,186.0,184.0
2024-07-22,1440,美林,0,5000,-5000,,181.6
2024-07-22,1480,美商高盛,9000,12000,-3000,180.7222,181.7083
2024-07-22,1650,瑞銀,0,8000,-8000,,181.75
2024-07-22,5850,統一,0,328,-328,,181.3399
2024-07-22,592H,元富信義,8,0,8,180.0,
2024-07-22,6012,?亞網路,16000,0,16000,180.3438,
2024-07-22,6160,中國信託,7081,0,7081,179.9886,
2024-07-22,616K,中信託高,5000,0,5000,180.0,
2024-07-22,6380,光和,10000,0,10000,181.75,
2024-07-22,638D,光和高雄,0,4000,-4000,,183.0
2024-07-22,6451,永全南崁,0,5000,-5000,,180.0
2024-07-22,6461,大昌樹林,0,4000,-4000,,181.0
2024-07-22,700P,兆豐南京,4000,0,4000,180.375,
2024-07-22,8490,京城,0,27000,-27000,,180.037
2024-07-22,8561,新光台中,1000,0,1000,180.5,
2024-07-22,8882,國泰台中,50,4000,-3950,180.0,179.0
2024-07-22,8888,國泰敦南,10,1000,-990,179.5,180.5
2024-07-22,9131,群益民權,1000,0,1000,179.5,
2024-07-22,9138,群益中港,1000,0,1000,180.0,
2024-07-22,9184,群益台中,0,5000,-5000,,181.0
2024-07-22,918L,群益建成,10000,0,10000,180.75,
2024-07-22,920A,凱基板橋,0,1000,-1000,,181.5
2024-07-22,9227,凱基城中,100,0,100,180.5,
2024-07-22,9268,凱基台北,6500,15000,-8500,180.2692,181.1
2024-07-22,9297,凱基文心,2000,8000,-6000,181.75,180.0625
2024-07-22,9334,華南世貿,2000,0,2000,180.0,
2024-07-22,961C,富邦南京,0,3000,-3000,,180.0
2024-07-22,962D,富邦新莊,1000,0,1000,179.5,
2024-07-22,9636,富邦中壢,3000,0,3000,181.3333,
2024-07-22,9658,富邦建國,0,150,-150,,181.5
2024-07-22,9676,富邦仁愛,1000,1000,0,180.0,180.0
2024-07-22,9692,富邦嘉義,60,1012,-952,180.1667,180.5237
2024-07-22,9697,富邦虎尾,1000,1000,0,179.0,180.0
2024-07-22,9800,元大,5000,0,5000,180.7,
2024-07-22,980K,元大竹科,7,0,7,182.5,
2024-07-22,9812,元大台中,8000,0,8000,181.4375,
2024-07-22,981j,元大士林,0,350,-350,,179.0
2024-07-22,9859,元大經國,1000,0,1000,179.5,
2024-07-22,9872,元大復北,0,9000,-9000,,179.3889
2024-07-22,9875,元大永寧,0,1054,-1054,,181.9231
2024-07-22,9A00,永豐金,8244,410,7834,180.3678,180.7317
2024-07-22,9A9U,永豐中正,0,5000,-5000,,179.5
2024-07-22,9A9W,永豐市政,10100,1000,9100,180.6931,181.0
2024-07-22,9A9g,永豐內湖,28,0,28,182.4286,
2024-07-22,9A9x,永豐桃園,0,1000,-1000,,181.5
2024-07-23,1021,合庫台中,2000,0,2000,180.25,
2024-07-23,1111,企銀台中,2000,0,2000,181.0,
2024-07-23,1118,企銀豐原,0,3000,-3000,,182.0
2024-07-23,1440,美林,2000,0,2000,181.25,
2024-07-23,1480,美商高盛,10000,0,10000,181.2,
2024-07-23,1650,瑞銀,8000,2000,6000,180.875,181.0
2024-07-23,5850,統一,0,1100,-1100,,180.6364
2024-07-23,5856,統一台中,0,1000,-1000,,181.5
2024-07-23,5922,元富新店,0,6000,-6000,,180.5
2024-07-23,6012,?亞網路,4000,0,4000,180.25,
2024-07-23,7003,兆豐台中,0,4000,-4000,,181.0
2024-07-23,779Z,國票安和,1000,0,1000,181.0,
2024-07-23,8150,台新,1000,0,1000,180.5,
2024-07-23,8490,京城,0,25000,-25000,,180.4
2024-07-23,8560,新光,0,1000,-1000,,180.5
2024-07-23,8561,新光台中,2000,0,2000,180.5,
2024-07-23,8880,國泰綜合,7000,0,7000,181.7143,
2024-07-23,9100,群益,1000,0,1000,181.0,
2024-07-23,9131,群益民權,2000,3000,-1000,180.5,181.6667
2024-07-23,913N,群益土城,0,2000,-2000,,181.0
2024-07-23,920D,凱基市府,1000,0,1000,181.0,
2024-07-23,9268,凱基台北,10000,7000,3000,181.05,181.3571
2024-07-23,9297,凱基文心,0,2000,-2000,,181.0
2024-07-23,9302,華南台中,10,4000,-3990,181.5,181.625
2024-07-23,9303,華南高雄,0,1020,-1020,,180.9902
2024-07-23,9366,華南豐原,2000,0,2000,180.5,
2024-07-23,9623,富邦台北,1000,0,1000,181.0,
2024-07-23,9636,富邦中壢,2000,0,2000,180.25,
2024-07-23,9654,富邦永和,0,2000,-2000,,180.0
