date,broker_id,broker_name,buy_shares,sell_shares,net_shares,avg_buy_price,avg_sell_price
2024-03-12,1260,宏遠,2000,0,2000,700.0,
2024-03-12,1440,美林,42000,21000,21000,707.0238,705.8095
2024-03-12,1470,台灣摩根,17000,3000,14000,704.1765,701.3333
2024-03-12,1480,美商高盛,41000,13000,28000,705.3415,706.8462
2024-03-12,1560,港商野村,29000,0,29000,708.7241,
2024-03-12,1650,瑞銀,50000,19000,31000,706.26,704.8947
2024-03-12,5850,統一,13268,312000,-298732,702.5828,702.5994
2024-03-12,5851,統一高雄,6000,0,6000,706.5,
2024-03-12,5854,統一城中,2000,0,2000,702.0,
2024-03-12,585A,統一基隆,1000,0,1000,703.0,
2024-03-12,585D,統一新台中,9000,3000,6000,702.2222,708.3333
2024-03-12,585b,統一內湖,5000,0,5000,700.0,
2024-03-12,585c,統一仁愛,2000,2000,0,701.5,705.5
2024-03-12,5920,元富,6000,1000,5000,700.1667,712.0
2024-03-12,5925,元富台中,1002,1000,2,703.994,710.0
2024-03-12,592D,元富大昌,100,22,78,703.0,705.0
2024-03-12,592H,元富信義,2000,2,1998,708.0,717.0
2024-03-12,592a,元富松德,21,0,21,702.4286,
2024-03-12,700a,兆豐忠孝,0,1000,-1000,,708.0
2024-03-12,7790,國票綜合,10000,0,10000,700.6,
2024-03-12,8150,台新,2435,3000,-565,703.9803,702.0
2024-03-12,815H,台新屏東,35,20,15,714.0,714.0
2024-03-12,8440,摩根大通,4000,42600,-38600,700.75,703.4554
2024-03-12,8450,康和,1000,7000,-6000,699.0,703.4286
2024-03-12,845B,康和永和,2003,2000,3,700.5037,704.5
2024-03-12,8560,新光,8242,20001,-11759,704.7712,705.6506
2024-03-12,8561,新光台中,2226,1000,1226,706.4852,706.0
2024-03-12,8843,玉山高雄,150,9050,-8900,704.6,712.0055
2024-03-12,8880,國泰綜合,28000,0,28000,705.2857,
2024-03-12,8881,國泰高雄,2358,1002,1356,701.4601,699.0339
2024-03-12,8882,國泰台中,3065,100,2965,702.0848,700.0
2024-03-12,8888,國泰敦南,5268,6102,-834,702.9193,700.5911
2024-03-12,9100,群益,1003,4000,-2997,700.0299,700.5
2024-03-12,9138,群益中港,2000,0,2000,700.0,
2024-03-12,913g,群益三重,8,0,8,703.875,
2024-03-12,9186,群益新竹,1470,0,1470,707.7687,
2024-03-12,918W,群益忠孝,19010,0,19010,709.6276,
2024-03-12,918e,群益大安,14000,1000,13000,699.3571,703.0
2024-03-12,920A,凱基板橋,3000,0,3000,703.3333,
2024-03-12,920F,凱基站前,6050,1000,5050,701.0165,714.0
2024-03-12,9216,凱基信義,1000,0,1000,700.0,
2024-03-12,9217,凱基松山,10,0,10,717.0,
2024-03-12,9227,凱基城中,7,74,-67,703.1429,719.0
2024-03-12,9229,凱基中山,1000,0,1000,700.0,
2024-03-12,9231,凱基員林,10000,0,10000,706.0,
2024-03-12,9239,凱基市政,3000,2000,1000,706.3333,700.0
2024-03-12,9268,凱基台北,38100,10000,28100,701.4856,701.5
2024-03-12,9600,富邦,10,500,-490,703.0,701.0
2024-03-12,9604,富邦陽明,1020,23,997,700.0392,712.7826
2024-03-12,9623,富邦台北,13,0,13,705.2308,
2024-03-12,9647,富邦新竹,1230,0,1230,697.6585,
2024-03-12,9658,富邦建國,1038,2005,-967,707.8661,709.5062
2024-03-12,9666,富邦南屯,1000,0,1000,701.0,
2024-03-12,966F,富邦左營,15,37,-22,708.8667,720.4595
2024-03-12,9676,富邦仁愛,3015,1200,1815,700.3317,699.5
2024-03-12,9692,富邦嘉義,36,1000,-964,708.4444,711.0
2024-03-12,9697,富邦虎尾,1005,1000,5,718.9403,700.0
2024-03-12,9800,元大,32040,29204,2836,704.1916,706.4884
2024-03-12,980K,元大竹科,0,48,-48,,714.3333
2024-03-12,9812,元大台中,1,0,1,698.0,
2024-03-12,981M,元大苗栗,50,7000,-6950,707.0,700.0
2024-03-12,981j,元大士林,1000,0,1000,700.0,
2024-03-12,982B,元大博愛,7522,0,7522,706.0803,
2024-03-12,9833,元大敦化,100,0,100,703.0,
2024-03-12,983B,元大林森,65,15,50,704.5385,714.0
2024-03-12,983U,元大頭份,5,8000,-7995,702.0,700.625
2024-03-12,9859,元大經國,2300,0,2300,708.6957,
2024-03-12,9863,元大和平,1020,0,1020,710.8431,
2024-03-12,988B,元大桃園,1050,0,1050,699.0476,
2024-03-12,9A00,永豐金,5345,35056,-29711,711.7098,702.4865
2024-03-12,9A69,永豐屏東,1100,7000,-5900,704.0909,698.0
2024-03-12,9A9X,永豐竹科,3055,0,3055,699.3552,
2024-03-12,9A9g,永豐內湖,2000,1000,1000,708.5,714.0
2024-03-12,9A9h,永豐台南,3220,3060,160,709.4161,698.1895
2024-03-12,9A9x,永豐桃園,100,0,100,705.7,
2024-03-13,1260,宏遠,43000,0,43000,722.1395,
2024-03-13,1470,台灣摩根,0,50000,-50000,,707.22
2024-03-13,1560,港商野村,5000,10000,-5000,720.0,716.2
2024-03-13,1650,瑞銀,40000,114100,-74100,713.425,714.5723
2024-03-13,5850,統一,13100,9201,3899,712.687,709.3264
2024-03-13,5854,統一城中,0,1000,-1000,,711.0
2024-03-13,5857,統一新竹,2015,1019,996,715.9479,708.2493
2024-03-13,585D,統一新台中,3000,10000,-7000,709.3333,719.1
2024-03-13,585b,統一內湖,10000,15000,-5000,718.5,708.2
2024-03-13,585c,統一仁愛,1000,2000,-1000,705.0,712.5
2024-03-13,5920,元富,5000,8005,-3005,711.0,718.8747
2024-03-13,5925,元富台中,1000,0,1000,705.0,
2024-03-13,592H,元富信義,1000,1002,-2,705.0,719.989
