date,broker_id,broker_name,buy_shares,sell_shares,net_shares,avg_buy_price,avg_sell_price
2024-01-16,1021,合庫台中,0,12000,-12000,,37.3
2024-01-16,1440,美林,17000,44000,-27000,37.3647,37.4023
2024-01-16,1560,港商野村,60000,21000,39000,37.4317,37.3714
2024-01-16,1590,花旗環球,0,120000,-120000,,37.2612
2024-01-16,1650,瑞銀,70000,90000,-20000,37.3829,37.3639
2024-01-16,5850,統一,1000,0,1000,37.25,
2024-01-16,5920,元富,3000,0,3000,37.3,
2024-01-16,592a,元富松德,418,87,331,37.15,37.5833
2024-01-16,6160,中國信託,1000,77000,-76000,37.2,37.4201
2024-01-16,616A,中信中壢,38049,0,38049,37.5121,
2024-01-16,6451,永全南崁,23000,0,23000,37.3783,
2024-01-16,8440,摩根大通,8000,104000,-96000,37.325,37.3327
2024-01-16,8560,新光,1000,16000,-15000,37.25,37.4625
2024-01-16,8561,新光台中,0,11222,-11222,,37.3634
2024-01-16,8711,陽信石牌,25000,0,25000,37.33,
2024-01-16,8842,玉山新莊,1000,15000,-14000,37.5,37.3967
2024-01-16,8882,國泰台中,0,3000,-3000,,37.3667
2024-01-16,8886,國泰新莊,0,50000,-50000,,37.5
2024-01-16,8888,國泰敦南,6204,2000,4204,37.3951,37.5
2024-01-16,888K,國泰板橋,95010,9,95001,37.3705,37.3
2024-01-16,9100,群益,39000,0,39000,37.3769,
2024-01-16,9137,群益士林,24000,0,24000,37.1688,
2024-01-16,918E,群益南京,34000,0,34000,37.4103,
2024-01-16,9217,凱基松山,18161,0,18161,37.2531,
2024-01-16,9226,凱基汐止,0,30000,-30000,,37.2833
2024-01-16,9229,凱基中山,1000,0,1000,37.3,
2024-01-16,9268,凱基台北,135000,155000,-20000,37.2915,37.4052
2024-01-16,9600,富邦,0,2000,-2000,,37.35
2024-01-16,9604,富邦陽明,0,1000,-1000,,37.6
2024-01-16,961M,富邦木柵,20000,5000,15000,37.425,37.25
2024-01-16,9623,富邦台北,20000,0,20000,37.4475,
2024-01-16,9658,富邦建國,12000,5000,7000,37.4875,37.01
2024-01-16,9663,富邦敦南,0,87000,-87000,,37.2753
2024-01-16,9666,富邦南屯,10000,0,10000,37.3,
2024-01-16,966F,富邦左營,1000,0,1000,37.25,
2024-01-16,9800,元大,13088,16000,-2912,37.3764,37.3125
2024-01-16,9863,元大和平,1000,0,1000,37.35,
2024-01-16,9872,元大復北,20000,0,20000,37.3,
2024-01-16,988B,元大桃園,9000,0,9000,37.4056,
2024-01-16,989N,元大內湖,26000,1000,25000,37.3058,37.25
2024-01-16,9A9X,永豐竹科,0,1000,-1000,,37.45
2024-01-16,9A9x,永豐桃園,6000,0,6000,37.375,
2024-01-17,1470,台灣摩根,81000,12000,69000,36.9802,36.8583
2024-01-17,1480,美商高盛,56000,19000,37000,37.0616,36.9763
2024-01-17,1650,瑞銀,109000,219000,-110000,36.9917,36.8751
2024-01-17,5850,統一,1000,0,1000,36.7,
2024-01-17,5925,元富台中,0,200,-200,,38.0
2024-01-17,592D,元富大昌,7000,0,7000,36.8571,
2024-01-17,592a,元富松德,49,439,-390,36.8,38.0
2024-01-17,7003,兆豐台中,65000,1000,64000,36.55,37.35
2024-01-17,700N,兆豐埔墘,0,2000,-2000,,36.85
2024-01-17,700a,兆豐忠孝,0,2000,-2000,,36.575
2024-01-17,779Z,國票安和,0,20000,-20000,,36.6
2024-01-17,8150,台新,10000,11400,-1400,36.7,36.7175
2024-01-17,8440,摩根大通,69694,196000,-126306,37.1019,36.8431
2024-01-17,8560,新光,69004,2000,67004,36.8029,36.75
2024-01-17,8561,新光台中,0,22000,-22000,,36.8773
2024-01-17,8711,陽信石牌,30000,0,30000,36.7917,
2024-01-17,8847,玉山台南,2020,64000,-61980,36.8272,36.9125
2024-01-17,8849,玉山景美,0,20000,-20000,,36.81
2024-01-17,8882,國泰台中,5000,2000,3000,37.05,37.6
2024-01-17,8888,國泰敦南,16803,12374,4429,36.8075,37.0062
2024-01-17,888K,國泰板橋,41000,6000,35000,36.9159,36.6167
2024-01-17,9100,群益,11000,0,11000,36.6773,
2024-01-17,9137,群益士林,102000,0,102000,37.0667,
2024-01-17,918K,群益東湖,19000,0,19000,36.6579,
2024-01-17,9205,凱基三重,0,3000,-3000,,37.1
2024-01-17,920H,凱基基隆,30000,0,30000,36.9,
2024-01-17,9217,凱基松山,15054,0,15054,37.0498,
2024-01-17,9226,凱基汐止,0,90000,-90000,,36.9556
2024-01-17,9229,凱基中山,0,1000,-1000,,36.95
2024-01-17,9257,凱基林口,3000,0,3000,36.8,
2024-01-17,9268,凱基台北,252000,126000,126000,36.924,36.879
2024-01-17,9377,華南虎尾,20000,0,20000,37.235,
2024-01-17,9623,富邦台北,0,21000,-21000,,37.1762
2024-01-17,962D,富邦新莊,0,2000,-2000,,37.2
2024-01-17,9663,富邦敦南,0,70000,-70000,,36.9714
2024-01-17,9666,富邦南屯,7000,1000,6000,37.0,37.2
2024-01-17,966F,富邦左營,1000,0,1000,36.75,
2024-01-17,9800,元大,49000,43000,6000,36.9959,36.9686
2024-01-17,980K,元大竹科,11000,3000,8000,37.0409,37.25
2024-01-17,980Q,元大南崁,2000,106000,-104000,37.025,37.1151
