date,broker_id,broker_name,buy_shares,sell_shares,net_shares,avg_buy_price,avg_sell_price
2025-08-05,1260,宏遠,2000,0,2000,45.125,
2025-08-05,1440,美林證券,65000,122000,-57000,44.7238,45.5848
2025-08-05,1560,港商野村,50000,421000,-371000,44.484,45.2779
2025-08-05,5850,統一,2202,22453,-20251,44.3296,44.4258
2025-08-05,5854,統一城中,3000,0,3000,45.6333,
2025-08-05,5857,統一新竹,50,0,50,44.75,
2025-08-05,585A,統一基隆,0,14000,-14000,,45.8214
2025-08-05,585U,統一南京,0,178208,-178208,,45.4034
2025-08-05,585c,統一仁愛,0,10000,-10000,,45.9
2025-08-05,5920,元富,7000,0,7000,45.0429,
2025-08-05,592B,元富永和,50,119000,-118950,44.9,45.755
2025-08-05,592D,元富大昌,3000,0,3000,45.7667,
2025-08-05,592H,元富信義,2000,0,2000,45.775,
2025-08-05,592a,元富松德,5892,9315,-3423,44.8882,45.4572
2025-08-05,6160,中國信託證,64000,2000,62000,45.1984,44.5
2025-08-05,6460,大昌,8000,60000,-52000,45.375,45.95
2025-08-05,7005,兆豐台中港,5000,0,5000,45.1,
2025-08-05,700X,兆豐永和,2000,4000,-2000,44.675,45.275
2025-08-05,700a,兆豐忠孝,2000,1100,900,45.1,45.1091
2025-08-05,7790,國票,12000,228000,-216000,44.8417,45.8746
2025-08-05,779J,國票北高雄,6000,6000,0,44.4333,46.1
2025-08-05,779X,國票中和,16000,22000,-6000,45.3156,45.7705
2025-08-05,779Z,國票安和,9000,0,9000,45.1,
2025-08-05,779c,國票敦北,3000,10899,-7899,45.3,45.6293
2025-08-05,779u,國票長城,5000,0,5000,46.01,
2025-08-05,8150,台新,39100,24611,14489,44.8248,45.0177
2025-08-05,815H,台新屏東,1000,4000,-3000,44.6,45.85
2025-08-05,8440,摩根大通,259000,194000,65000,45.6207,45.3474
2025-08-05,8450,康和,5000,0,5000,45.0,
2025-08-05,845B,康和永和,0,2000,-2000,,45.75
2025-08-05,845U,康和台北,0,1000,-1000,,45.25
2025-08-05,8560,新光,51557,19020,32537,45.4908,45.1259
2025-08-05,8561,新光台中,22000,8000,14000,45.0068,44.8125
2025-08-05,8840,玉山證券,48000,1018,46982,45.3458,46.462
2025-08-05,8881,國泰高雄,12000,2030,9970,45.4208,43.9608
2025-08-05,8882,國泰台中,18612,5465,13147,45.0602,44.8388
2025-08-05,8888,國泰敦南,105155,27798,77357,45.3482,45.0872
2025-08-05,9100,群益,70000,24000,46000,45.7071,45.9
2025-08-05,9131,群益民權,2000,1000,1000,44.95,45.0
2025-08-05,913g,群益三重,0,4150,-4150,,44.7307
2025-08-05,918A,群益中壢,5000,59000,-54000,45.62,45.0797
2025-08-05,918M,群益嘉義,1000,0,1000,44.15,
2025-08-05,918X,群益台北,1000,1000,0,44.0,45.9
2025-08-05,918e,群益大安,10000,0,10000,46.0,
2025-08-05,9205,凱基三重,4033,7000,-2967,45.5785,45.9571
2025-08-05,920A,凱基板橋,1000,0,1000,44.2,
2025-08-05,920F,凱基站前,59000,5500,53500,45.0729,44.7672
2025-08-05,9216,凱基信義,50000,0,50000,45.985,
2025-08-05,9227,凱基城中,1000,0,1000,45.2,
2025-08-05,9229,凱基中山,24000,0,24000,46.0458,
2025-08-05,9236,凱基虎尾,0,1000,-1000,,45.8
2025-08-05,9239,凱基市政,1000,6000,-5000,45.6,45.3833
2025-08-05,9257,凱基林口,0,3000,-3000,,44.6
2025-08-05,9268,凱基台北,139050,497000,-357950,45.4967,45.4425
2025-08-05,9600,富邦,4000,209250,-205250,45.725,45.8698
2025-08-05,9604,富邦陽明,10145,65000,-54855,45.1204,44.9638
2025-08-05,961R,富邦南員林,0,62000,-62000,,44.1653
2025-08-05,9623,富邦台北,29432,11230,18202,45.2884,44.684
2025-08-05,9625,富邦竹東,47000,0,47000,46.2511,
2025-08-05,9647,富邦新竹,17000,1000,16000,45.1941,46.0
2025-08-05,9658,富邦建國,10084,3002,7082,44.6161,45.0001
2025-08-05,9666,富邦南屯,1000,1050,-50,45.2,44.8286
2025-08-05,966F,富邦左營,5020,0,5020,45.4273,
2025-08-05,9676,富邦仁愛,14619,5000,9619,45.4959,45.54
2025-08-05,9692,富邦嘉義,10250,65000,-54750,44.5863,45.2654
2025-08-05,9697,富邦虎尾,2000,0,2000,46.0,
2025-08-05,969C,富邦北港,9000,4000,5000,45.75,45.4125
2025-08-05,9800,元大,19000,16895,2105,44.7263,44.8527
2025-08-05,980C,元大斗六,1250,65020,-63770,44.9799,44.0295
2025-08-05,980K,元大竹科,10000,117000,-107000,45.0,45.6077
2025-08-05,9812,元大台中,1000,5000,-4000,45.15,44.61
2025-08-05,981i,元大西螺,54000,0,54000,45.8667,
2025-08-05,981j,元大士林,1000,5000,-4000,46.25,44.88
2025-08-05,984H,元大景美,94000,12000,82000,45.5638,44.7083
2025-08-05,9854,元大文心興,52001,0,52001,44.7587,
2025-08-05,9863,元大和平,6000,0,6000,44.55,
2025-08-05,988B,元大桃園,5000,2000,3000,45.9,45.625
2025-08-05,989B,元大台中港,0,2000,-2000,,45.3
2025-08-05,9A9X,永豐金竹科,2000,2000,0,45.7,44.7
2025-08-05,9A9g,永豐金內湖,28338,1000,27338,45.4635,44.55
