date,broker_id,broker_name,buy_shares,sell_shares,net_shares,avg_buy_price,avg_sell_price
2026-04-24,1020,合庫,2000,0,2000,48.35,
2026-04-24,1022,合庫台南,0,1000,-1000,,48.25
2026-04-24,1033,土銀高雄,7000,0,7000,48.2857,
2026-04-24,1037,土銀花蓮,200,0,200,48.2,
2026-04-24,1040,臺銀,0,500,-500,,48.25
2026-04-24,1042,臺銀臺南,5000,0,5000,48.37,
2026-04-24,1045,臺銀新竹,82,0,82,48.5,
2026-04-24,104C,臺銀高雄,20,650,-630,48.25,48.4077
2026-04-24,104D,臺銀金山,4000,0,4000,48.2375,
2026-04-24,1117,企銀竹北,2050,0,2050,48.1524,
2026-04-24,1118,企銀豐原,0,171,-171,,48.25
2026-04-24,111E,企銀桃園,1000,0,1000,48.2,
2026-04-24,1230,彰銀,0,4000,-4000,,48.225
2026-04-24,126L,宏遠台中,0,1000,-1000,,48.25
2026-04-24,126i,宏遠光隆,1000,0,1000,48.4,
2026-04-24,1440,美林,36000,25000,11000,48.3264,48.268
2026-04-24,1470,台灣摩根,5102,65000,-59898,48.4362,48.2215
2026-04-24,1480,美商高盛,23000,86000,-63000,48.2783,48.3174
2026-04-24,1560,港商野村,4000,652,3348,48.4,48.6
2026-04-24,1590,花旗環球,0,31000,-31000,,48.2839
2026-04-24,1650,瑞銀,24000,28000,-4000,48.3208,48.375
2026-04-24,2180,亞東,1000,0,1000,48.8,
2026-04-24,5263,美好泰山,200,0,200,48.0,
2026-04-24,5265,美好苗栗,3000,0,3000,48.4,
2026-04-24,5381,第一員林,1,0,1,48.0,
2026-04-24,5383,第一高雄,12,0,12,48.0,
2026-04-24,5384,第一台南,20,0,20,48.35,
2026-04-24,5385,第一桃園,4000,0,4000,48.3,
2026-04-24,538E,第一自由,0,50,-50,,48.05
2026-04-24,538M,第一嘉義,7000,0,7000,48.2357,
2026-04-24,538N,第一豐原,2000,0,2000,48.3,
2026-04-24,538P,第一路竹,1000,0,1000,48.25,
2026-04-24,5850,統一,1000,0,1000,48.25,
2026-04-24,5856,統一台中,1000,0,1000,48.2,
2026-04-24,585F,統一彰化,1000,0,1000,48.4,
2026-04-24,585J,統一三重,29000,0,29000,48.2759,
2026-04-24,585M,統一士林,0,5000,-5000,,48.25
2026-04-24,585W,統一金門,0,2000,-2000,,48.15
2026-04-24,585c,統一仁愛,100,0,100,48.2,
2026-04-24,5861,盈溢籬子內,1000,0,1000,48.15,
2026-04-24,6012,?亞網路,0,500,-500,,48.2
2026-04-24,6110,台中銀,2000,0,2000,48.2,
2026-04-24,6114,中銀員林,1000,8000,-7000,48.35,48.2312
2026-04-24,6115,中銀台北,2000,0,2000,48.45,
2026-04-24,6160,中國信託,0,2500,-2500,,48.3
2026-04-24,6165,中信託新,0,2000,-2000,,48.2
2026-04-24,616K,中信託高,2000,0,2000,48.2,
2026-04-24,6452,永全八德,1000,0,1000,48.45,
2026-04-24,6463,大昌新竹,950,0,950,48.0,
2026-04-24,6480,福邦,5000,0,5000,48.3,
2026-04-24,6620,口袋,600,0,600,48.2583,
2026-04-24,700G,兆豐麻豆,114,0,114,48.3167,
2026-04-24,700I,兆豐北高,0,12000,-12000,,48.4
2026-04-24,700J,兆豐公益,3000,0,3000,48.4,
2026-04-24,700K,兆豐新營,1000,0,1000,48.5,
2026-04-24,700Z,兆豐高雄,0,3500,-3500,,48.1469
2026-04-24,700a,兆豐忠孝,2000,0,2000,48.4,
2026-04-24,700d,兆豐彰化,20,0,20,48.35,
2026-04-24,700g,兆豐南門,180,0,180,48.2667,
2026-04-24,700i,兆豐松德,2000,0,2000,48.25,
2026-04-24,703B,致和崇德,0,500,-500,,48.25
2026-04-24,7790,國票綜合,1000,3623,-2623,48.25,48.3215
2026-04-24,7795,國票南港,0,100,-100,,48.5
2026-04-24,7797,國票中正,6000,0,6000,48.3833,
2026-04-24,779P,國票九鼎,1000,0,1000,48.2,
2026-04-24,779V,國票天祥,1000,0,1000,48.2,
2026-04-24,779Z,國票安和,2000,0,2000,48.4,
2026-04-24,779j,國票和平,1,0,1,48.25,
2026-04-24,8380,安泰,3000,0,3000,48.2,
2026-04-24,8440,摩根大通,6000,63000,-57000,48.475,48.3405
2026-04-24,8450,康和,250,0,250,48.15,
2026-04-24,8456,康和新竹,43,0,43,48.0,
2026-04-24,8458,康和台南,1000,0,1000,48.2,
2026-04-24,845E,康和澎湖,100,1000,-900,48.2,48.1
2026-04-24,8560,新光,3160,0,3160,48.2554,
2026-04-24,8561,新光台中,4,0,4,48.25,
2026-04-24,8562,新光高雄,1285,0,1285,48.25,
2026-04-24,8563,新光新竹,7,0,7,48.25,
2026-04-24,8564,新光台南,1,0,1,48.25,
2026-04-24,8565,新光桃園,15000,0,15000,48.2,
2026-04-24,8585,聯邦三重,9,0,9,48.2,
2026-04-24,8840,玉山,1026,6000,-4974,48.25,48.4333
2026-04-24,8842,玉山新莊,10000,13000,-3000,48.54,48.2192
2026-04-24,8843,玉山高雄,1000,0,1000,48.1,
2026-04-24,8846,玉山板橋,10,0,10,48.15,
2026-04-24,8847,玉山台南,500,0,500,48.25,
2026-04-24,8848,玉山嘉義,1000,0,1000,48.25,
2026-04-24,8849,玉山景美,2000,0,2000,48.2,
2026-04-24,884B,玉山台中,1000,500,500,48.5,48.2
2026-04-24,884D,玉山左營,1500,0,1500,48.25,
2026-04-24,884E,玉山城中,0,4000,-4000,,48.425
2026-04-24,884F,玉山桃園,2029,500,1529,48.3479,48.25
2026-04-24,884M,玉山數位,15,431,-416,48.2,48.25
2026-04-24,8881,國泰高雄,100,0,100,48.6,
2026-04-24,8882,國泰台中,2622,57,2565,48.1844,48.6
2026-04-24,8883,國泰松江,2107,0,2107,48.2435,
2026-04-24,8884,國泰台南,3528,0,3528,48.3276,
2026-04-24,8885,國泰桃園,9000,2000,7000,48.4778,48.2
2026-04-24,8886,國泰新莊,1070,0,1070,48.2967,
2026-04-24,8887,國泰忠孝,1000,0,1000,48.25,
2026-04-24,8888,國泰敦南,17857,10528,7329,48.284,48.3189
2026-04-24,888A,國泰館前,12,1,11,48.6,48.2
2026-04-24,888K,國泰板橋,1131,1000,131,48.4656,48.2
2026-04-24,9100,群益,3000,3000,0,48.3,48.55
2026-04-24,9101,群益敦南,0,5000,-5000,,48.22
2026-04-24,9105,群益高盛,100,0,100,48.25,
2026-04-24,9108,群益海山,0,2,-2,,48.35
2026-04-24,9135,群益東大,40,0,40,48.35,
2026-04-24,9136,群益西松,100,0,100,48.5,
2026-04-24,913D,群益潭子,40,0,40,48.2,
2026-04-24,913E,群益基隆,1000,0,1000,48.15,
2026-04-24,913R,群益北高,127,1000,-873,48.2043,48.3
2026-04-24,913U,群益崇德,60,0,60,48.2917,
