date,broker_id,broker_name,buy_shares,sell_shares,net_shares,avg_buy_price,avg_sell_price
2025-07-15,1040,臺銀證券,0,36,-36,,147.0
2025-07-15,1110,台灣企銀,0,13,-13,,147.0
2025-07-15,592H,元富-信義,2000,0,2000,146.5,
2025-07-15,592T,元富自營,4210,2000,2210,,
2025-07-15,592X,元富-草屯,87,0,87,147.0,
2025-07-15,8158,台新-松江,0,6,-6,,146.0
2025-07-15,8560,新光,0,56,-56,,148.0
2025-07-15,8843,玉山-高雄,0,1,-1,,145.0
2025-07-15,9105,群益金鼎-高盛,0,124,-124,,145.0
2025-07-15,920T,凱基自營,1908,2000,-92,,
2025-07-15,920W,凱基-大里,0,79,-79,,145.0
2025-07-15,9215,凱基-高美館,0,21,-21,,145.0
2025-07-15,9234,凱基-竹北,0,67,-67,,147.0
2025-07-15,9268,凱基-台北,2000,0,2000,145.5,
2025-07-15,961P,富邦-和美,0,13,-13,,146.5
2025-07-15,9624,富邦-竹北,0,1000,-1000,,145.0
2025-07-15,9676,富邦-仁愛,0,1861,-1861,,145.0
2025-07-15,980T,元大自營,152,87,65,,
2025-07-15,9852,元大-永春,0,9,-9,,145.0
2025-07-15,9871,元大-忠孝,0,2902,-2902,,146.0
2025-07-15,9A91,永豐金-松山,0,72,-72,,147.0
2025-07-15,9A9J,永豐金-板新,0,10,-10,,148.0
2025-07-16,592H,元富-信義,0,2000,-2000,,147.5
2025-07-16,592I,元富-嘉義,3000,0,3000,147.0,
2025-07-16,592T,元富自營,4058,0,4058,,
2025-07-16,700d,兆豐-彰化,0,35,-35,,147.5
2025-07-16,815A,台新-高雄,0,1000,-1000,,147.5
2025-07-16,815B,台新-台中,0,42,-42,,146.5
2025-07-16,884T,玉山自營,80,500,-420,,
2025-07-16,8888,國泰-敦南,0,1000,-1000,,147.5
2025-07-16,913g,群益金鼎-三重,0,80,-80,,147.0
2025-07-16,920T,凱基自營,0,200,-200,,
2025-07-16,9211,凱基-台南,2000,0,2000,147.0,
2025-07-16,9231,凱基-員林,700,0,700,147.0,
2025-07-16,9268,凱基-台北,6000,0,6000,147.0,
2025-07-16,9319,華南永昌-鶯歌,0,12,-12,,145.5
2025-07-16,9623,富邦-台北,0,250,-250,,146.5
2025-07-16,9659,富邦-高雄,0,12,-12,,146.5
2025-07-16,980T,元大自營,316,13000,-12684,,
2025-07-16,9817,元大-東泰,2000,0,2000,147.0,
2025-07-16,9A97,永豐金-新竹,0,23,-23,,147.5
2025-07-17,111E,臺灣企銀-桃園,0,100,-100,,145.5
2025-07-17,5857,統一-新竹,0,19,-19,,145.5
2025-07-17,592D,元富-大昌,3,0,3,147.5,
2025-07-17,592T,元富自營,0,2000,-2000,,
2025-07-17,779W,國票-彰化,0,21,-21,,145.5
2025-07-17,8888,國泰-敦南,0,6,-6,,145.5
2025-07-17,920T,凱基自營,0,3,-3,,
2025-07-17,9268,凱基-台北,2000,0,2000,146.0,
2025-07-17,980T,元大自營,146,0,146,,
2025-07-18,538N,第一金-豐原,0,413,-413,,146.0
2025-07-18,5852,統一-敦南,0,189,-189,,145.5
2025-07-18,592D,元富-大昌,5,0,5,146.5,
2025-07-18,592P,元富-同大,0,201,-201,,147.0
2025-07-18,592T,元富自營,511,4000,-3489,,
2025-07-18,592W,元富-吉利,0,2000,-2000,,146.5
2025-07-18,815A,台新-高雄,75,2000,-1925,149.0,147.5
2025-07-18,8560,新光,0,256,-256,,149.0
2025-07-18,8848,玉山-嘉義,2000,0,2000,147.0,
2025-07-18,888K,國泰-板橋,0,5,-5,,148.0
2025-07-18,9207,凱基-永和,0,35,-35,,146.0
2025-07-18,920T,凱基自營,2005,4395,-2390,,
2025-07-18,9215,凱基-高美館,0,5,-5,,146.5
2025-07-18,9231,凱基-員林,300,0,300,149.0,
2025-07-18,9234,凱基-竹北,0,13,-13,,147.5
2025-07-18,9268,凱基-台北,22000,0,22000,147.8636,
2025-07-18,9281,凱基-斗六,0,6,-6,,146.0
2025-07-18,9323,華南永昌-小港,0,1000,-1000,,147.5
2025-07-18,960T,富邦自營,2555,2005,550,,
