date,broker_id,broker_name,buy_shares,sell_shares,net_shares,avg_buy_price,avg_sell_price
2026-05-08,5381,第一金員林,1000,0,1000,10.7,
2026-05-08,5859,統一屏東,10,0,10,10.75,
2026-05-08,6464,大昌新店,0,1000,-1000,,10.7
2026-05-08,6620,口袋證券,0,26,-26,,10.6
2026-05-08,700M,兆豐桃園,1000,0,1000,10.8,
2026-05-08,845D,康和板橋,0,73,-73,,11.0
2026-05-08,8560,新光,20,0,20,11.0,
2026-05-08,8562,新光高雄,2000,8000,-6000,10.825,10.6188
2026-05-08,884B,玉山台中,4000,0,4000,10.7,
2026-05-08,884C,玉山信義,0,8000,-8000,,10.6688
2026-05-08,884E,玉山城中,10,0,10,11.0,
2026-05-08,884M,玉山數位,0,1000,-1000,,10.65
2026-05-08,8881,國泰高雄,1000,0,1000,10.75,
2026-05-08,8883,國泰松江,5000,0,5000,10.82,
2026-05-08,8885,國泰桃園,1056,0,1056,10.6,
2026-05-08,8888,國泰敦南,13000,0,13000,10.9154,
2026-05-08,920G,凱基彰化,0,30,-30,,11.0
2026-05-08,9227,凱基城中,0,10,-10,,10.75
2026-05-08,9239,凱基市政,5000,0,5000,10.6,
2026-05-08,9268,凱基台北,0,4000,-4000,,10.7875
2026-05-08,9303,永昌高雄,4000,4000,0,10.625,10.85
2026-05-08,9339,永昌竹北,0,27,-27,,11.0
2026-05-08,9359,永昌中正,2000,11000,-9000,10.65,10.9227
2026-05-08,9801,元大松江,0,1000,-1000,,10.95
2026-05-08,980K,元大竹科,0,2000,-2000,,10.6
2026-05-08,980w,元大西屯,1000,0,1000,10.65,
2026-05-08,981p,元大松山,1000,0,1000,10.7,
2026-05-08,989U,元大大甲,0,1000,-1000,,10.95
2026-05-08,9A00,永豐金,100,0,100,11.0,
2026-05-08,9B2N,台新虎尾,0,30,-30,,10.6
2026-05-11,1020,合庫,2000,0,2000,10.55,
2026-05-11,5268,美好台南,0,1000,-1000,,11.1
2026-05-11,538B,第一金新竹,63000,0,63000,10.7,
2026-05-11,5859,統一屏東,10,0,10,10.6,
2026-05-11,6165,中信託新竹,0,1000,-1000,,10.8
2026-05-11,845D,康和板橋,60,0,60,10.8,
2026-05-11,8561,新光台中,1000,0,1000,10.55,
2026-05-11,8562,新光高雄,0,59000,-59000,,10.7
2026-05-11,884B,玉山台中,1000,0,1000,10.55,
2026-05-11,884E,玉山城中,40,0,40,10.95,
2026-05-11,8885,國泰桃園,300,0,300,10.4845,
2026-05-11,8888,國泰敦南,0,5000,-5000,,10.55
2026-05-11,920G,凱基彰化,0,28,-28,,10.25
2026-05-11,9227,凱基城中,0,482,-482,,10.507
2026-05-11,9268,凱基台北,8000,4000,4000,10.9,10.5
2026-05-11,9285,凱基中壢,4000,11000,-7000,11.125,10.8091
2026-05-11,9303,永昌高雄,2000,4000,-2000,10.5,10.725
2026-05-11,9359,永昌中正,12000,9000,3000,10.7208,10.9722
2026-05-11,961H,富邦新板,0,2000,-2000,,10.55
2026-05-11,961R,富邦南員林,0,10,-10,,10.95
2026-05-11,9623,富邦台北,2000,0,2000,10.925,
2026-05-11,9816,元大新竹,80,0,80,10.5,
2026-05-11,9825,元大新營,5000,0,5000,10.7,
2026-05-11,9835,元大員林中,4000,0,4000,10.975,
2026-05-11,989I,元大蘆洲中,0,1000,-1000,,10.55
2026-05-11,989L,元大成功,0,4000,-4000,,11.0
2026-05-11,989f,元大東港,1000,0,1000,11.05,
2026-05-11,9A00,永豐金,100,0,100,10.5,
2026-05-11,9A89,永豐金敦北,0,60,-60,,10.8
