date,broker_id,broker_name,buy_shares,sell_shares,net_shares,avg_buy_price,avg_sell_price
2026-05-11,1021,合庫台中,1000,0,1000,14.9,
2026-05-11,1032,土銀台南,2000,0,2000,14.8,
2026-05-11,1042,臺銀臺南,10000,0,10000,15.05,
2026-05-11,5260,美好,1000,1,999,15.05,15.05
2026-05-11,526M,美好市政,1000,0,1000,15.0,
2026-05-11,5383,第一金高雄,93000,0,93000,14.9237,
2026-05-11,538N,第一金豐原,1000,0,1000,14.8,
2026-05-11,5857,統一新竹,93,0,93,14.9,
2026-05-11,5859,統一屏東,10,0,10,15.1,
2026-05-11,585g,統一平鎮,1000,0,1000,14.8,
2026-05-11,6114,台中銀員林,4000,0,4000,14.925,
2026-05-11,6160,中國信託證,2000,0,2000,14.85,
2026-05-11,6168,中信託嘉義,0,1000,-1000,,14.85
2026-05-11,616K,中信託高雄,0,14000,-14000,,14.9464
2026-05-11,6464,大昌新店,1000,0,1000,14.9,
2026-05-11,6620,口袋證券,1000,0,1000,14.85,
2026-05-11,7006,兆豐台南,0,191000,-191000,,14.934
2026-05-11,7007,兆豐竹北,0,2000,-2000,,14.75
2026-05-11,700a,兆豐忠孝,0,144000,-144000,,14.908
2026-05-11,700c,兆豐民生,6000,0,6000,14.925,
2026-05-11,7795,國票南港,3,0,3,16.2,
2026-05-11,8440,摩根大通,0,2000,-2000,,14.925
2026-05-11,8455,康和臺中,0,3000,-3000,,15.0
2026-05-11,8458,康和台南,100,0,100,15.552,
2026-05-11,845D,康和板橋,0,1,-1,,14.85
2026-05-11,8560,新光,2000,2000,0,14.9,14.75
2026-05-11,8561,新光台中,0,1,-1,,15.05
2026-05-11,8565,新光桃園,1000,0,1000,14.9,
2026-05-11,8843,玉山高雄,1000,0,1000,15.0,
2026-05-11,8849,玉山景美,0,497,-497,,14.941
2026-05-11,884J,玉山大里,1000,0,1000,15.0,
2026-05-11,884M,玉山數位,0,3000,-3000,,14.85
2026-05-11,8881,國泰高雄,18000,0,18000,14.8667,
2026-05-11,8884,國泰台南,1,0,1,15.3,
2026-05-11,8885,國泰桃園,34,0,34,14.9,
2026-05-11,8886,國泰新莊,70,0,70,14.96,
2026-05-11,8888,國泰敦南,10002,0,10002,14.9002,
2026-05-11,888A,國泰館前,1000,0,1000,15.0,
2026-05-11,888K,國泰板橋,13,0,13,14.95,
2026-05-11,9100,群益,1000,1000,0,14.75,14.9
