date,broker_id,broker_name,buy_shares,sell_shares,net_shares,avg_buy_price,avg_sell_price
2026-05-19,5321,高橋龍潭,0,1000,-1000,,29.35
2026-05-19,538D,第一忠孝,3000,0,3000,29.1,
2026-05-19,5857,統一新竹,1000,0,1000,29.25,
2026-05-19,6160,中國信託,6000,0,6000,29.0583,
2026-05-19,6460,大昌,3000,0,3000,29.5,
2026-05-19,7008,兆豐三重,1000,0,1000,29.4,
2026-05-19,845D,康和板橋,289,0,289,29.1171,
2026-05-19,8560,新光,0,1000,-1000,,28.85
2026-05-19,8713,陽信高雄,2000,0,2000,29.3,
2026-05-19,884J,玉山大里,0,10,-10,,28.5
2026-05-19,8881,國泰高雄,3000,1,2999,29.1,28.5
2026-05-19,8886,國泰新莊,68,0,68,28.85,
2026-05-19,8888,國泰敦南,3363,16000,-12637,29.3368,29.275
2026-05-19,9183,群益高雄,0,68,-68,,28.85
2026-05-19,9186,群益新竹,5000,0,5000,29.5,
2026-05-19,918D,群益東門,1000,0,1000,28.8,
2026-05-19,9268,凱基台北,7000,0,7000,29.3429,
2026-05-19,961C,富邦南京,100,0,100,28.5,
2026-05-19,9658,富邦建國,1000,0,1000,29.4,
2026-05-19,980Q,元大南崁,0,18000,-18000,,29.1889
2026-05-19,980u,元大府城,1000,0,1000,29.0,
2026-05-19,981A,元大三峽,1000,0,1000,29.2,
2026-05-19,981g,元大大里,62,331,-269,31.0,29.3512
2026-05-19,981m,元大前金,0,10,-10,,28.6
2026-05-19,983f,元大竹東,1000,1000,0,29.35,29.5
2026-05-19,983i,元大大雅,1000,0,1000,29.3,
2026-05-19,9859,元大經國,1000,0,1000,29.1,
2026-05-19,989U,元大大甲,0,352,-352,,29.25
2026-05-19,989e,元大中和,0,1000,-1000,,28.8
2026-05-19,989f,元大東港,0,110,-110,,28.96
2026-05-19,9A9S,永豐南京,5000,0,5000,29.1,
2026-05-19,9A9h,永豐台南,1000,0,1000,29.35,
2026-05-19,9B00,台新證券,0,1000,-1000,,29.2
2026-05-19,9B1y,台新中壢,1000,0,1000,29.5,
2026-05-19,9B2L,台新北壢,0,9000,-9000,,29.4056
2026-05-20,5050,大展,0,1000,-1000,,27.2
2026-05-20,5320,高橋,0,157,-157,,26.75
2026-05-20,5384,第一台南,2000,0,2000,27.25,
2026-05-20,5386,第一彰化,1000,0,1000,27.2,
2026-05-20,538D,第一忠孝,1000,0,1000,27.3,
2026-05-20,845D,康和板橋,50,0,50,26.75,
2026-05-20,8583,聯邦忠孝,0,1000,-1000,,26.95
2026-05-20,8713,陽信高雄,1000,0,1000,26.95,
2026-05-20,8840,玉山,5000,0,5000,27.0,
2026-05-20,8886,國泰新莊,28,0,28,26.75,
2026-05-20,9268,凱基台北,1000,0,1000,27.3,
2026-05-20,9288,凱基埔墘,4000,0,4000,27.3625,
2026-05-20,9300,華南永昌,1000,0,1000,27.2,
2026-05-20,9324,華南岡山,1000,0,1000,27.0,
2026-05-20,961C,富邦南京,13,0,13,27.0,
2026-05-20,961K,富邦七賢,1000,0,1000,27.25,
2026-05-20,962J,富邦三峽,0,2000,-2000,,27.3
2026-05-20,963A,富邦八德,150,0,150,27.15,
2026-05-20,9663,富邦敦南,0,11000,-11000,,27.0955
2026-05-20,9666,富邦南屯,1000,0,1000,26.95,
2026-05-20,980Q,元大南崁,0,3000,-3000,,27.5
2026-05-20,981A,元大三峽,0,1000,-1000,,26.95
2026-05-20,981g,元大大里,0,43,-43,,27.0
2026-05-20,989G,元大大同,0,70,-70,,27.5
2026-05-20,9A9J,永豐板新,24,0,24,26.75,
2026-05-20,9A9S,永豐南京,1005,0,1005,27.1978,
2026-05-20,9B1d,台新左楠,2000,0,2000,27.3,
2026-05-20,9B2L,台新北壢,0,3000,-3000,,27.2167
2026-05-21,5386,第一彰化,1000,0,1000,26.7,
2026-05-21,538D,第一忠孝,1000,0,1000,26.1,
2026-05-21,6160,中國信託,3000,0,3000,26.1,
2026-05-21,700Z,兆豐高雄,2000,0,2000,26.1,
2026-05-21,845D,康和板橋,680,0,680,24.6831,
2026-05-21,8560,新光,6000,2000,4000,26.5,25.5
2026-05-21,8713,陽信高雄,2000,0,2000,26.475,
2026-05-21,8883,國泰松江,0,1000,-1000,,26.5
2026-05-21,8886,國泰新莊,99,99,0,24.35,24.85
