date,broker_id,broker_name,buy_shares,sell_shares,net_shares,avg_buy_price,avg_sell_price
2026-05-14,1020,合庫,5000,6000,-1000,234.0,230.4167
2026-05-14,1021,合庫台中,1100,0,1100,230.0,
2026-05-14,1022,合庫台南,2000,0,2000,232.75,
2026-05-14,1024,合庫嘉義,0,150,-150,,230.0
2026-05-14,1029,合庫鳳山,0,1000,-1000,,238.0
2026-05-14,102A,合庫新竹,1000,2000,-1000,231.5,232.25
2026-05-14,102E,合庫桃園,3050,2100,950,232.9262,232.619
2026-05-14,1030,土銀,1000,0,1000,229.5,
2026-05-14,1032,土銀台南,2000,0,2000,234.0,
2026-05-14,1033,土銀高雄,1000,2000,-1000,231.0,234.25
2026-05-14,1035,土銀新竹,0,88,-88,,232.0
2026-05-14,103B,土銀彰化,0,250,-250,,232.0
2026-05-14,1040,臺銀,5000,0,5000,234.0,
2026-05-14,1042,臺銀臺南,9000,9000,0,234.0,230.0556
2026-05-14,1043,臺銀民權,7000,1000,6000,235.6429,234.0
2026-05-14,1045,臺銀新竹,0,4200,-4200,,232.8095
2026-05-14,104A,臺銀臺中,2251,2200,51,231.3676,235.9091
2026-05-14,104C,臺銀高雄,300,2001,-1701,230.3333,233.5
2026-05-14,104D,臺銀金山,100,0,100,229.0,
2026-05-14,1110,企銀,200,0,200,232.5,
2026-05-14,1111,企銀台中,0,1000,-1000,,230.5
2026-05-14,1117,企銀竹北,200,0,200,232.5,
2026-05-14,111A,企銀民雄,1000,0,1000,229.0,
2026-05-14,1260,宏遠,2000,2000,0,233.5,234.25
2026-05-14,1262,宏遠桃園,0,100,-100,,232.0
2026-05-14,126U,宏遠館前,2000,2000,0,235.25,233.5
2026-05-14,126i,宏遠光隆,0,1000,-1000,,231.0
2026-05-14,1440,美林,46000,10000,36000,233.0435,236.6
2026-05-14,1470,台灣摩根,9000,22000,-13000,233.1111,232.2045
2026-05-14,1480,美商高盛,90000,33000,57000,233.2889,231.9697
2026-05-14,1560,港商野村,28000,3000,25000,231.375,234.0
2026-05-14,1590,花旗環球,0,2000,-2000,,234.25
2026-05-14,1650,瑞銀,48000,196000,-148000,233.8229,232.5332
2026-05-14,2181,亞東板橋,0,2000,-2000,,231.25
2026-05-14,2184,亞東新竹,0,25,-25,,234.0
2026-05-14,2185,亞東台南,0,1000,-1000,,231.5
2026-05-14,5260,美好,1000,0,1000,231.5,
2026-05-14,5261,美好蘆洲,13000,5000,8000,231.4615,235.0
2026-05-14,5262,美好楊梅,1000,1000,0,231.0,234.5
2026-05-14,5263,美好泰山,1000,1000,0,233.5,234.5
2026-05-14,5265,美好苗栗,3000,3000,0,234.5,236.5
2026-05-14,5267,美好基隆,100,0,100,230.0,
2026-05-14,526A,美好中和,1000,1000,0,231.0,234.0
2026-05-14,526K,美好富順,3000,2020,980,230.0,237.9604
2026-05-14,5320,高橋,350,0,350,231.1429,
2026-05-14,5321,高橋龍潭,2000,2000,0,228.0,234.0
2026-05-14,5380,第一金證,1000,0,1000,228.5,
2026-05-14,5381,第一員林,0,500,-500,,230.0
2026-05-14,5383,第一高雄,1000,1000,0,228.0,233.5
2026-05-14,5384,第一台南,2,0,2,232.0,
2026-05-14,5385,第一桃園,1000,1100,-100,236.0,233.5455
2026-05-14,5387,第一澎湖,0,1000,-1000,,233.5
2026-05-14,5389,第一中山,1000,0,1000,229.5,
2026-05-14,538A,第一新興,100,5000,-4900,228.5,230.7
2026-05-14,538B,第一新竹,300,0,300,234.0,
2026-05-14,538I,第一頭份,1000,1000,0,227.0,229.5
2026-05-14,538N,第一豐原,2000,0,2000,231.0,
2026-05-14,538P,第一路竹,20,5000,-4980,237.5,235.4
2026-05-14,538j,第一安和,100,0,100,234.0,
2026-05-14,5660,日進,1000,1000,0,236.0,233.5
2026-05-14,5850,統一,1000,6100,-5100,234.0,230.8566
2026-05-14,5852,統一敦南,0,1000,-1000,,236.0
2026-05-14,5853,統一中壢,100,0,100,233.5,
2026-05-14,5854,統一城中,1000,0,1000,227.0,
2026-05-14,5855,統一台南,0,1225,-1225,,231.449
2026-05-14,5856,統一台中,1000,0,1000,232.0,
2026-05-14,5857,統一新竹,1000,1000,0,230.0,234.5
2026-05-14,5858,統一嘉義,10,0,10,238.5,
2026-05-14,585D,統一新台中,40,0,40,234.375,
2026-05-14,585E,統一新營,10,0,10,232.25,
2026-05-14,585F,統一彰化,2000,0,2000,229.5,
2026-05-14,585H,統一桃園,3000,3000,0,231.0,233.8333
2026-05-14,585J,統一三重,5150,0,5150,229.3301,
2026-05-14,585M,統一士林,0,1000,-1000,,233.5
2026-05-14,585S,統一宜蘭,80,0,80,234.0,
2026-05-14,585U,統一南京,1000,3000,-2000,230.0,235.1667
2026-05-14,585W,統一金門,100,0,100,231.5,
2026-05-14,585b,統一內湖,3,0,3,230.0,
2026-05-14,585c,統一仁愛,1250,1000,250,231.7,233.5
2026-05-14,585g,統一平鎮,1000,0,1000,232.5,
2026-05-14,585m,統一竹南,1000,0,1000,232.5,
2026-05-14,601d,?亞鑫豐,1000,91,909,230.0,234.7802
2026-05-14,6110,台中銀,0,1000,-1000,,231.0
2026-05-14,6114,中銀員林,0,500,-500,,231.5
2026-05-14,611A,中銀豐原,500,0,500,229.5,
2026-05-14,6160,中國信託,1052,1050,2,230.4125,233.7143
2026-05-14,6162,中信託忠,1000,0,1000,235.0,
2026-05-14,6163,中信託永,5380,0,5380,231.9006,
2026-05-14,6164,中信託文,200,1000,-800,228.5,237.5
2026-05-14,6165,中信託新,0,1000,-1000,,233.5
2026-05-14,6167,中信松江,0,4000,-4000,,232.5
2026-05-14,6168,中信嘉義,0,2000,-2000,,232.75
2026-05-14,616A,中信中壢,0,1000,-1000,,234.5
2026-05-14,616K,中信託高,2000,1000,1000,235.75,234.0
2026-05-14,6210,新百王,4000,1000,3000,232.375,233.0
2026-05-14,6381,光和溪湖,1000,1000,0,229.0,233.5
2026-05-14,6382,光和田中,1000,1000,0,234.0,233.5
2026-05-14,638D,光和高雄,1000,500,500,237.0,238.0
2026-05-14,6460,大昌,2000,6000,-4000,229.0,236.75
2026-05-14,6463,大昌新竹,1000,5000,-4000,234.0,230.3
2026-05-14,6464,大昌新店,1150,0,1150,230.2174,
2026-05-14,6465,大昌桃園,1000,1000,0,233.5,232.0
2026-05-14,6620,口袋,2000,1011,989,233.75,234.9238
2026-05-14,6950,福勝,100,0,100,229.0,
2026-05-14,7000,兆豐,1000,2000,-1000,234.0,232.0
2026-05-14,7007,兆豐竹北,5061,4000,1061,233.6048,230.875
2026-05-14,7008,兆豐三重,0,1000,-1000,,227.5
2026-05-14,700C,兆豐來福,1000,1000,0,230.0,234.5
2026-05-14,700D,兆豐西螺,1000,0,1000,230.0,
2026-05-14,700K,兆豐新營,0,1000,-1000,,228.0
2026-05-14,700L,兆豐天母,30,0,30,232.5,
2026-05-14,700U,兆豐桃鶯,1000,495,505,229.5,229.4394
2026-05-14,700V,兆豐新竹,1000,0,1000,234.0,
2026-05-14,700W,兆豐城中,1000,1000,0,233.0,235.5
2026-05-14,700a,兆豐忠孝,0,3000,-3000,,234.1667
2026-05-14,700c,兆豐民生,100,0,100,228.0,
2026-05-14,700f,兆豐鹿港,11000,13000,-2000,233.0455,234.3462
2026-05-14,700g,兆豐南門,130,0,130,230.6923,
2026-05-14,700i,兆豐松德,0,1000,-1000,,229.0
2026-05-14,700r,兆豐寶成,100,0,100,234.0,
2026-05-14,700w,兆豐新莊,0,1000,-1000,,233.5
2026-05-14,7030,致和,2000,2000,0,228.5,235.75
2026-05-14,7750,北城,3000,1000,2000,232.1667,235.0
2026-05-14,7790,國票綜合,2782,3140,-358,234.0492,230.9745
2026-05-14,7792,國票北投,5,0,5,232.0,
2026-05-14,7797,國票中正,0,100,-100,,232.575
2026-05-14,779P,國票九鼎,0,75,-75,,230.0
2026-05-14,779Z,國票安和,1000,0,1000,234.0,
2026-05-14,779c,國票敦北,0,1000,-1000,,231.0
