date,broker_id,broker_name,buy_shares,sell_shares,net_shares,avg_buy_price,avg_sell_price
2026-05-12,1020,合庫,100,2000,-1900,68.9,69.9
2026-05-12,1021,合庫台中,0,1000,-1000,,69.6
2026-05-12,1022,合庫台南,1000,2100,-1100,68.8,69.9714
2026-05-12,1024,合庫嘉義,0,1000,-1000,,69.9
2026-05-12,1028,合庫彰化,5000,0,5000,69.4,
2026-05-12,1029,合庫鳳山,11000,19000,-8000,69.5,69.2316
2026-05-12,102C,合庫自強,0,9000,-9000,,69.5
2026-05-12,102E,合庫桃園,2000,7000,-5000,69.7,69.0571
2026-05-12,1034,土銀嘉義,1000,0,1000,69.2,
2026-05-12,103C,土銀白河,2000,0,2000,69.4,
2026-05-12,103F,土銀南港,0,1000,-1000,,70.0
2026-05-12,1040,臺銀,1050,3010,-1960,69.6857,68.8688
2026-05-12,1043,臺銀民權,1000,67,933,69.4,68.4
2026-05-12,104C,臺銀高雄,1200,0,1200,69.5825,
2026-05-12,1114,企銀嘉義,1000,0,1000,69.7,
2026-05-12,1115,企銀太平,0,4000,-4000,,69.375
2026-05-12,1233,彰銀台中,1000,0,1000,68.6,
2026-05-12,1261,宏遠民生,0,216,-216,,69.9
2026-05-12,1440,美林,18000,6000,12000,69.4611,68.7333
2026-05-12,1470,台灣摩根,36000,5852,30148,69.4472,69.4
2026-05-12,1480,美商高盛,68000,31000,37000,69.5059,69.2839
2026-05-12,1560,港商野村,10000,3000,7000,69.5,68.9
2026-05-12,1650,瑞銀,40000,46000,-6000,69.2525,69.4087
2026-05-12,2180,亞東,0,12000,-12000,,69.6
2026-05-12,2181,亞東板橋,0,100,-100,,69.722
2026-05-12,2184,亞東新竹,35,15,20,69.6714,69.9
2026-05-12,2185,亞東台南,10000,0,10000,69.68,
2026-05-12,5260,美好,0,2000,-2000,,70.0
2026-05-12,5261,美好蘆洲,1000,3000,-2000,69.6,69.9333
2026-05-12,5263,美好泰山,50,1000,-950,68.4,69.6
2026-05-12,526K,美好富順,2000,0,2000,68.95,
2026-05-12,5323,高橋內壢,0,1000,-1000,,69.6
2026-05-12,5383,第一高雄,0,7000,-7000,,69.6714
2026-05-12,5385,第一桃園,0,4000,-4000,,69.4
2026-05-12,5386,第一彰化,0,180,-180,,69.4333
2026-05-12,538B,第一新竹,1000,0,1000,69.9,
2026-05-12,538E,第一自由,2000,0,2000,69.9,
2026-05-12,538F,第一稻埕,2000,0,2000,69.6,
2026-05-12,538N,第一豐原,0,2000,-2000,,69.05
2026-05-12,538P,第一路竹,1030,0,1030,69.7,
2026-05-12,5604,永興大墩,1000,1000,0,68.4,69.9
2026-05-12,5852,統一敦南,3010,1019,1991,69.4997,69.3968
2026-05-12,5855,統一台南,7000,0,7000,69.6714,
2026-05-12,5858,統一嘉義,0,1000,-1000,,69.6
2026-05-12,585F,統一彰化,4000,0,4000,69.9,
2026-05-12,585J,統一三重,0,1000,-1000,,68.5
2026-05-12,585M,統一士林,1000,1000,0,68.8,69.2
2026-05-12,585P,統一板橋,1000,0,1000,69.0,
2026-05-12,585U,統一南京,0,1000,-1000,,69.4
2026-05-12,585W,統一金門,6000,0,6000,68.7,
2026-05-12,585c,統一仁愛,2000,2000,0,68.9,69.85
2026-05-12,585g,統一平鎮,0,40,-40,,69.4
2026-05-12,6012,?亞網路,0,2000,-2000,,69.0
2026-05-12,601d,?亞鑫豐,165,2000,-1835,69.0273,69.4
2026-05-12,6110,台中銀,0,1000,-1000,,69.8
2026-05-12,6160,中國信託,3000,3000,0,69.7333,69.4
2026-05-12,6162,中信託忠,2000,0,2000,69.05,
2026-05-12,6164,中信託文,1010,0,1010,69.501,
2026-05-12,6210,新百王,1000,3000,-2000,69.3,69.2667
2026-05-12,6380,光和,0,2000,-2000,,69.8
2026-05-12,6381,光和溪湖,1000,0,1000,68.4,
2026-05-12,6464,大昌新店,1000,0,1000,69.2,
2026-05-12,6620,口袋,80,5085,-5005,69.5,68.851
2026-05-12,6950,福勝,2000,0,2000,69.7,
2026-05-12,7003,兆豐台中,1000,0,1000,69.2,
2026-05-12,7005,兆豐中港,0,1020,-1020,,69.1098
2026-05-12,7007,兆豐竹北,30,1000,-970,69.8,69.6
2026-05-12,7008,兆豐三重,0,2000,-2000,,69.9
2026-05-12,700C,兆豐來福,0,5000,-5000,,69.62
2026-05-12,700G,兆豐麻豆,2016,68,1948,69.8913,69.5191
2026-05-12,700N,兆豐埔墘,50,0,50,69.5,
2026-05-12,700P,兆豐南京,0,2000,-2000,,69.7
2026-05-12,700Z,兆豐高雄,6000,4000,2000,69.4333,69.0
2026-05-12,700d,兆豐彰化,0,1000,-1000,,68.4
2026-05-12,700f,兆豐鹿港,1000,0,1000,68.4,
2026-05-12,700g,兆豐南門,560,0,560,69.6286,
2026-05-12,700i,兆豐松德,0,14000,-14000,,69.3571
2026-05-12,700w,兆豐新莊,0,1000,-1000,,69.9
2026-05-12,7030,致和,2000,0,2000,68.7,
2026-05-12,703B,致和崇德,0,1000,-1000,,69.8
2026-05-12,7750,北城,1000,3000,-2000,69.3,69.3
2026-05-12,7790,國票綜合,5215,5550,-335,69.5551,69.2192
2026-05-12,779J,國票北高,0,1000,-1000,,69.1
2026-05-12,779P,國票九鼎,0,5000,-5000,,69.0
2026-05-12,779c,國票敦北,2000,7000,-5000,69.4,69.4571
2026-05-12,779r,國票桃園,0,205,-205,,69.5
2026-05-12,779v,國票台中,1,0,1,69.4,
2026-05-12,8380,安泰,0,1000,-1000,,69.6
2026-05-12,8440,摩根大通,116000,82000,34000,69.469,69.3915
2026-05-12,8456,康和新竹,0,1000,-1000,,68.5
2026-05-12,8458,康和台南,18000,1000,17000,69.5,69.5
2026-05-12,845D,康和板橋,1398,1000,398,69.4715,69.9
2026-05-12,845F,康和仁愛,0,162,-162,,69.5
2026-05-12,845J,康和高雄,1000,1000,0,69.5,68.5
2026-05-12,845S,康和南崁,0,4000,-4000,,68.3
2026-05-12,8560,新光,4126,12100,-7974,69.269,68.995
2026-05-12,8561,新光台中,4000,0,4000,69.5,
2026-05-12,8562,新光高雄,15,0,15,69.9,
2026-05-12,8564,新光台南,0,3425,-3425,,69.354
2026-05-12,8565,新光桃園,2118,1020,1098,69.3056,69.902
2026-05-12,8582,聯邦嘉義,0,1000,-1000,,69.6
2026-05-12,8584,聯邦雙和,11000,0,11000,69.0636,
2026-05-12,8840,玉山,300,6000,-5700,69.9,69.6667
2026-05-12,8842,玉山新莊,0,2000,-2000,,69.15
2026-05-12,8843,玉山高雄,1000,0,1000,69.3,
2026-05-12,8846,玉山板橋,1000,0,1000,69.5,
2026-05-12,8848,玉山嘉義,2000,0,2000,69.5,
2026-05-12,884F,玉山桃園,0,1000,-1000,,69.8
2026-05-12,884J,玉山大里,0,12,-12,,70.0
2026-05-12,8880,國泰綜合,1000,0,1000,70.0,
2026-05-12,8881,國泰高雄,0,100,-100,,69.9
2026-05-12,8882,國泰台中,1000,1000,0,69.0,69.0
2026-05-12,8883,國泰松江,0,1710,-1710,,69.6082
2026-05-12,8884,國泰台南,1000,3000,-2000,69.5,69.3
2026-05-12,8885,國泰桃園,180,0,180,69.5778,
2026-05-12,8888,國泰敦南,8005,5200,2805,69.509,69.4082
2026-05-12,888A,國泰館前,0,1000,-1000,,69.6
2026-05-12,888K,國泰板橋,3000,0,3000,69.5333,
2026-05-12,9100,群益,3000,3000,0,69.7,69.2667
2026-05-12,9101,群益敦南,2632,0,2632,69.3076,
2026-05-12,9105,群益高盛,200,0,200,69.6,
2026-05-12,9108,群益海山,1000,1000,0,68.6,69.2
2026-05-12,9131,群益民權,12,15000,-14988,69.6,69.1
2026-05-12,9135,群益東大,100,0,100,68.5,
2026-05-12,913D,群益潭子,17,0,17,68.9,
2026-05-12,913R,群益北高,0,1000,-1000,,69.6
2026-05-12,913U,群益崇德,50,0,50,69.7,
2026-05-12,913Y,群益館前,1000,0,1000,69.6,
2026-05-12,913g,群益三重,1000,0,1000,69.6,
2026-05-12,9185,群益台南,0,2000,-2000,,69.5
2026-05-12,9187,群益彰化,100,2000,-1900,69.4,69.0
2026-05-12,9188,群益三民,0,1000,-1000,,70.0
2026-05-12,918A,群益中壢,10,1010,-1000,68.6,69.5
2026-05-12,918B,群益板橋,0,50,-50,,69.8
2026-05-12,918E,群益南京,0,7,-7,,69.9
2026-05-12,918F,群益新店,0,1000,-1000,,69.4
2026-05-12,918H,群益中山,1000,0,1000,69.7,
2026-05-12,918J,群益永和,1000,0,1000,69.5,
2026-05-12,918K,群益東湖,0,1000,-1000,,70.0
2026-05-12,918P,群益天母,0,24000,-24000,,69.6458
2026-05-12,918c,群益鳳山,0,64,-64,,69.4
2026-05-12,918g,群益大甲,4000,0,4000,69.65,
2026-05-12,918i,群益竹南,2000,2000,0,68.6,69.9
2026-05-12,918u,群益瑞豐,0,2000,-2000,,69.4
2026-05-12,918x,群益延平,25,0,25,68.8,
2026-05-12,9205,凱基三重,789,0,789,69.7,
2026-05-12,9206,凱基高雄,11,0,11,69.7,
2026-05-12,9207,凱基永和,0,1000,-1000,,69.5
2026-05-12,9208,凱基桃園,5000,0,5000,69.68,
2026-05-12,920A,凱基板橋,1050,0,1050,69.9476,
2026-05-12,920C,凱基雙和,7000,0,7000,68.9714,
2026-05-12,920D,凱基市府,1000,0,1000,68.7,
2026-05-12,920G,凱基彰化,0,1041,-1041,,68.4394
2026-05-12,920M,凱基宜蘭,0,5000,-5000,,68.86
2026-05-12,920N,凱基湖口,0,250,-250,,69.4364
2026-05-12,9211,凱基台南,0,1000,-1000,,68.3
2026-05-12,9217,凱基松山,0,7000,-7000,,69.4
2026-05-12,921C,凱基民權,1000,0,1000,69.6,
2026-05-12,921E,凱基三峽,150,25000,-24850,69.5,69.612
2026-05-12,921S,凱基新莊,2000,1000,1000,69.5,69.5
2026-05-12,921Y,凱基東勢,0,11000,-11000,,68.4
2026-05-12,9223,凱基豐中,1000,0,1000,68.3,
2026-05-12,9227,凱基城中,0,2000,-2000,,69.65
2026-05-12,922C,凱基屏東,50,0,50,69.9,
2026-05-12,9234,凱基竹北,3000,4000,-1000,68.3333,69.45
2026-05-12,9235,凱基永華,0,1000,-1000,,69.7
2026-05-12,9237,凱基敦北,2000,0,2000,69.2,
2026-05-12,9238,凱基士林,0,1070,-1070,,68.8967
2026-05-12,9239,凱基市政,3000,0,3000,69.7,
2026-05-12,9252,凱基嘉義,0,1000,-1000,,69.2
2026-05-12,9254,凱基科園,0,8020,-8020,,68.4651
2026-05-12,9258,凱基羅東,2000,6000,-4000,69.5,69.8
2026-05-12,9268,凱基台北,179000,75000,104000,69.3291,69.2893
2026-05-12,9274,凱基鳳山,0,2000,-2000,,68.6
2026-05-12,9276,凱基苗栗,0,4000,-4000,,69.65
2026-05-12,9289,凱基興隆,0,7000,-7000,,69.2
2026-05-12,9300,華南永昌,9000,3000,6000,68.7556,69.5333
2026-05-12,9306,華南台南,0,5000,-5000,,68.5
2026-05-12,9307,華南大安,2000,4000,-2000,68.9,69.175
2026-05-12,9308,華南麻豆,0,1030,-1030,,69.6058
2026-05-12,9316,華南淡水,1000,3000,-2000,69.5,69.6333
2026-05-12,9317,華南林口,0,10000,-10000,,69.0
2026-05-12,9323,華南小港,16,1000,-984,69.4,69.6
2026-05-12,9328,華南潮州,0,2000,-2000,,69.0
2026-05-12,9329,華南朴子,20,0,20,68.995,
2026-05-12,9331,華南鳳山,1000,0,1000,69.7,
2026-05-12,9332,華南楠梓,0,1000,-1000,,69.4
2026-05-12,9333,華南長虹,1000,0,1000,69.5,
2026-05-12,9339,華南竹北,1000,123,877,68.3,69.4
2026-05-12,9347,華南敦南,0,1000,-1000,,70.0
2026-05-12,9352,華南桃園,1000,2000,-1000,69.2,68.6
2026-05-12,9358,華南東勢,0,1000,-1000,,69.3
2026-05-12,9359,華南中正,0,1000,-1000,,69.5
2026-05-12,9363,華南彰化,1000,1000,0,69.0,69.6
2026-05-12,9366,華南豐原,0,8000,-8000,,69.0
2026-05-12,9369,華南三重,0,1000,-1000,,69.7
2026-05-12,9377,華南虎尾,2020,1000,1020,69.5525,69.0
2026-05-12,9600,富邦,1000,0,1000,68.5,
2026-05-12,9604,富邦陽明,6000,0,6000,69.0833,
2026-05-12,961F,富邦公益,0,10000,-10000,,68.7
2026-05-12,961H,富邦新板,1000,0,1000,69.7,
2026-05-12,961N,富邦青埔,0,1000,-1000,,68.8
2026-05-12,961R,富邦南員,0,1000,-1000,,69.7
2026-05-12,9621,富邦花蓮,1000,0,1000,68.5,
2026-05-12,9623,富邦台北,107000,0,107000,69.3813,
2026-05-12,9625,富邦竹東,0,1000,-1000,,69.5
2026-05-12,962C,富邦竹科,1000,38280,-37280,68.7,69.3586
2026-05-12,962E,富邦樹林,1050,1283,-233,70.0,69.4779
2026-05-12,962J,富邦三峽,1000,0,1000,69.7,
2026-05-12,9634,富邦羅東,0,5000,-5000,,69.6
2026-05-12,9636,富邦中壢,0,2000,-2000,,69.4
2026-05-12,963A,富邦八德,0,2000,-2000,,69.45
2026-05-12,9647,富邦新竹,4000,2000,2000,68.65,69.15
2026-05-12,9654,富邦永和,0,6000,-6000,,69.3833
2026-05-12,9658,富邦建國,1020,1000,20,69.0098,69.5
2026-05-12,9659,富邦高雄,3086,1000,2086,68.9132,69.4
2026-05-12,965K,富邦台中,100,2000,-1900,69.2,69.55
