date,broker_id,broker_name,buy_shares,sell_shares,net_shares,avg_buy_price,avg_sell_price
2026-05-15,1020,合庫,2000,1000,1000,77.65,77.2
2026-05-15,1021,合庫台中,5000,2000,3000,78.52,76.8
2026-05-15,1022,合庫台南,200,0,200,81.7,
2026-05-15,1023,合庫高雄,1000,5000,-4000,83.3,78.2
2026-05-15,1024,合庫嘉義,7000,0,7000,78.2857,
2026-05-15,1025,合庫基隆,0,2000,-2000,,77.9
2026-05-15,1028,合庫彰化,1000,8000,-7000,78.2,78.7375
2026-05-15,1029,合庫鳳山,1000,0,1000,78.7,
2026-05-15,102C,合庫自強,10000,6810,3190,79.93,80.9423
2026-05-15,102E,合庫桃園,1200,0,1200,80.4759,
2026-05-15,102F,合庫西台,0,1000,-1000,,82.7
2026-05-15,102G,合庫三重,10000,1000,9000,83.0,78.6
2026-05-15,1030,土銀,2000,0,2000,77.95,
2026-05-15,1031,土銀台中,1000,0,1000,77.3,
2026-05-15,1034,土銀嘉義,1000,0,1000,77.8,
2026-05-15,1037,土銀花蓮,3000,0,3000,79.5333,
2026-05-15,1040,臺銀,2049,1,2048,79.6096,79.3
2026-05-15,1042,臺銀臺南,20,5000,-4980,77.6,79.44
2026-05-15,1043,臺銀民權,1000,0,1000,80.0,
2026-05-15,1045,臺銀新竹,1000,0,1000,77.0,
2026-05-15,104A,臺銀臺中,10302,10000,302,78.1203,76.7
2026-05-15,104C,臺銀高雄,21000,2000,19000,80.2571,82.6
2026-05-15,104D,臺銀金山,3000,1000,2000,78.0,77.5
2026-05-15,1110,企銀,20000,24089,-4089,80.6,77.3672
2026-05-15,1111,企銀台中,10000,1000,9000,82.26,77.3
2026-05-15,1117,企銀竹北,1000,0,1000,77.5,
2026-05-15,1233,彰銀台中,1000,0,1000,78.0,
2026-05-15,126L,宏遠台中,0,3000,-3000,,77.3
2026-05-15,126Q,宏遠高雄,6000,9000,-3000,80.1667,81.7
2026-05-15,126U,宏遠館前,1060,1110,-50,83.1726,82.2342
2026-05-15,126X,宏遠新化,351,0,351,82.5003,
2026-05-15,1440,美林,17000,11000,6000,78.2471,82.0455
2026-05-15,1470,台灣摩根,41000,124000,-83000,79.7512,80.1726
2026-05-15,1480,美商高盛,67000,192018,-125018,79.2194,80.5894
2026-05-15,1560,港商野村,20000,40000,-20000,78.84,81.775
2026-05-15,1590,花旗環球,0,2000,-2000,,77.25
2026-05-15,1650,瑞銀,15000,63000,-48000,77.7,79.9571
2026-05-15,2180,亞東,3140,0,3140,79.4232,
2026-05-15,2181,亞東板橋,4000,4000,0,81.325,78.725
2026-05-15,2185,亞東台南,0,2000,-2000,,77.4
2026-05-15,5261,美好蘆洲,2000,1000,1000,80.85,77.7
2026-05-15,5262,美好楊梅,6000,1050,4950,78.2,78.7005
2026-05-15,5265,美好苗栗,1000,0,1000,78.8,
2026-05-15,5266,美好中壢,2000,0,2000,79.65,
2026-05-15,526A,美好中和,2000,20000,-18000,80.25,77.26
2026-05-15,526K,美好富順,80,0,80,80.7,
2026-05-15,5320,高橋,2000,2000,0,78.0,77.1
2026-05-15,5321,高橋龍潭,0,194,-194,,82.3
2026-05-15,5323,高橋內壢,2000,0,2000,77.0,
2026-05-15,5381,第一員林,1000,0,1000,77.3,
2026-05-15,5382,第一台中,1000,1000,0,77.7,77.0
2026-05-15,5383,第一高雄,3000,0,3000,77.6,
2026-05-15,5384,第一台南,3000,213,2787,79.4,79.8
2026-05-15,5385,第一桃園,4000,3000,1000,80.275,78.4
2026-05-15,5386,第一彰化,36,0,36,82.5,
2026-05-15,5387,第一澎湖,1000,0,1000,81.2,
2026-05-15,538A,第一新興,4000,2000,2000,78.05,77.7
2026-05-15,538B,第一新竹,1200,0,1200,77.525,
2026-05-15,538C,第一光復,9000,5730,3270,78.6889,79.1981
2026-05-15,538D,第一忠孝,3000,0,3000,78.8667,
2026-05-15,538E,第一自由,2000,1000,1000,80.15,78.0
2026-05-15,538I,第一頭份,10,0,10,82.5,
2026-05-15,538W,第一華江,1030,1000,30,78.8058,77.5
2026-05-15,538Y,第一中壢,1000,400,600,77.0,78.9
2026-05-15,538j,第一安和,54,0,54,80.363,
2026-05-15,5600,永興,0,20000,-20000,,82.16
2026-05-15,5602,永興水湳,2000,0,2000,76.7,
2026-05-15,5850,統一,1000,0,1000,80.4,
2026-05-15,5853,統一中壢,9000,4000,5000,83.2333,81.575
2026-05-15,5854,統一城中,7000,1000,6000,78.7,77.3
2026-05-15,5857,統一新竹,10035,0,10035,81.9176,
2026-05-15,585B,統一永和,1000,0,1000,79.0,
2026-05-15,585D,統一新台中,3000,600,2400,79.4333,79.15
2026-05-15,585E,統一新營,5000,0,5000,81.76,
2026-05-15,585F,統一彰化,1000,0,1000,78.0,
2026-05-15,585H,統一桃園,3000,9000,-6000,77.6,81.1667
2026-05-15,585I,統一員林,2000,0,2000,79.0,
2026-05-15,585J,統一三重,0,1,-1,,83.0
2026-05-15,585M,統一士林,2000,23000,-21000,81.35,81.2261
2026-05-15,585P,統一板橋,9000,4000,5000,79.0222,82.3
2026-05-15,585Q,統一三多,0,18000,-18000,,79.45
2026-05-15,585R,統一東湖,3000,24000,-21000,78.4,83.4208
2026-05-15,585U,統一南京,11000,2000,9000,77.3,83.2
2026-05-15,585Z,統一松江,1000,0,1000,81.9,
2026-05-15,585b,統一內湖,0,1000,-1000,,78.0
2026-05-15,585c,統一仁愛,4000,11000,-7000,79.325,77.1636
2026-05-15,6012,?亞網路,10096,4,10092,80.4725,78.0
2026-05-15,601d,?亞鑫豐,6000,18000,-12000,80.2333,79.9
2026-05-15,6110,台中銀,6000,1089,4911,78.7333,81.2654
2026-05-15,6114,中銀員林,1000,1000,0,78.5,78.0
2026-05-15,611A,中銀豐原,21000,0,21000,77.1762,
2026-05-15,6160,中國信託,5040,25200,-20160,81.373,79.977
2026-05-15,6161,中信三重,12000,11250,750,79.6,77.5778
2026-05-15,6162,中信託忠,2600,0,2600,77.5,
2026-05-15,6163,中信託永,5000,2000,3000,80.7,76.9
2026-05-15,6164,中信託文,2000,2000,0,80.5,79.45
2026-05-15,6165,中信託新,0,1000,-1000,,77.6
2026-05-15,6167,中信松江,0,2178,-2178,,82.9591
2026-05-15,6168,中信嘉義,1000,27,973,78.8,80.0
2026-05-15,616A,中信中壢,2000,2000,0,84.3,83.0
2026-05-15,616K,中信託高,2000,0,2000,77.4,
2026-05-15,6210,新百王,6000,0,6000,79.7667,
2026-05-15,6380,光和,3150,500,2650,78.0841,77.5
2026-05-15,6382,光和田中,2000,16041,-14041,78.0,79.1533
2026-05-15,638A,光和嘉義,67000,0,67000,77.1746,
2026-05-15,638D,光和高雄,2000,0,2000,79.95,
2026-05-15,6452,永全八德,1000,1000,0,79.1,76.7
2026-05-15,6460,大昌,7000,0,7000,80.3429,
2026-05-15,6461,大昌樹林,7000,0,7000,79.1571,
2026-05-15,6464,大昌新店,12000,4000,8000,78.725,79.4
2026-05-15,6480,福邦,10000,0,10000,80.85,
2026-05-15,6620,口袋,101,300,-199,78.5396,82.2
2026-05-15,6913,德信新營,1000,0,1000,77.3,
2026-05-15,6950,福勝,0,2000,-2000,,80.3
2026-05-15,7001,兆豐嘉義,99000,110000,-11000,79.2929,77.6518
2026-05-15,7005,兆豐中港,4000,0,4000,77.4,
2026-05-15,7006,兆豐台南,200,0,200,79.25,
2026-05-15,7008,兆豐三重,1000,0,1000,82.7,
2026-05-15,700B,兆豐板橋,4000,11000,-7000,77.65,80.9909
2026-05-15,700C,兆豐來福,3000,1000,2000,78.2667,78.7
2026-05-15,700D,兆豐西螺,7000,0,7000,78.3,
2026-05-15,700I,兆豐北高,2000,0,2000,79.0,
2026-05-15,700J,兆豐公益,1000,0,1000,78.8,
2026-05-15,700K,兆豐新營,1000,0,1000,84.5,
2026-05-15,700M,兆豐桃園,3100,2000,1100,80.8065,82.35
2026-05-15,700P,兆豐南京,1000,0,1000,79.3,
2026-05-15,700R,兆豐小港,1000,1730,-730,82.8,78.0253
2026-05-15,700U,兆豐桃鶯,8000,5030,2970,79.8625,79.9973
2026-05-15,700W,兆豐城中,1000,0,1000,76.6,
2026-05-15,700X,兆豐永和,5000,5000,0,78.98,79.98
2026-05-15,700Z,兆豐高雄,3000,5000,-2000,78.7667,78.98
2026-05-15,700c,兆豐民生,4000,0,4000,79.6,
2026-05-15,700d,兆豐彰化,2000,0,2000,77.4,
2026-05-15,700f,兆豐鹿港,1100,0,1100,79.8453,
2026-05-15,700g,兆豐南門,2000,0,2000,78.5,
2026-05-15,700h,兆豐三民,733,0,733,79.5,
2026-05-15,700p,兆豐復興,2000,1000,1000,78.5,80.3
2026-05-15,700r,兆豐寶成,3000,2250,750,79.1667,76.9133
2026-05-15,700s,兆豐岡山,0,5000,-5000,,78.2
2026-05-15,700w,兆豐新莊,1000,1000,0,78.6,82.0
2026-05-15,7038,致和南京,1000,0,1000,78.5,
2026-05-15,7750,北城,6000,4000,2000,80.0333,77.075
2026-05-15,7790,國票綜合,5071,6858,-1787,77.3322,80.32
2026-05-15,7791,國票台東,2000,2000,0,77.7,77.3
2026-05-15,7795,國票南港,1000,0,1000,76.8,
2026-05-15,7797,國票中正,2000,500,1500,78.075,79.0
2026-05-15,779D,國票台南,27000,0,27000,80.9667,
2026-05-15,779G,國票新莊,1060,100,960,77.1462,79.1
2026-05-15,779P,國票九鼎,5000,17000,-12000,80.58,77.6059
2026-05-15,779V,國票天祥,0,2000,-2000,,81.8
2026-05-15,779e,國票南科,0,500,-500,,78.8
2026-05-15,779j,國票和平,1000,0,1000,78.6,
2026-05-15,779n,國票南京,1000,5000,-4000,76.7,77.0
2026-05-15,779v,國票台中,2000,0,2000,79.0,
2026-05-15,8380,安泰,1000,0,1000,78.5,
2026-05-15,8440,摩根大通,53000,59000,-6000,79.9132,79.6492
2026-05-15,8450,康和,2000,0,2000,78.4,
2026-05-15,8451,康和延平,3000,2000,1000,82.8667,82.75
2026-05-15,8455,康和台中,1000,0,1000,78.2,
2026-05-15,8458,康和台南,1000,0,1000,76.8,
2026-05-15,8459,康和嘉義,4070,0,4070,80.6314,
2026-05-15,845B,康和永和,1000,2000,-1000,82.2,81.25
2026-05-15,845J,康和高雄,50,0,50,80.7,
2026-05-15,8490,京城,6054,2000,4054,81.2045,84.5
2026-05-15,8492,京城嘉義,3000,0,3000,80.5333,
2026-05-15,8560,新光,16000,7516,8484,78.7125,78.1004
2026-05-15,8561,新光台中,4000,7,3993,77.225,78.4
2026-05-15,8562,新光高雄,8000,3051,4949,79.65,77.3694
2026-05-15,8563,新光新竹,21300,24600,-3300,80.0653,78.4045
2026-05-15,8564,新光台南,1400,1710,-310,78.0361,77.4246
2026-05-15,8565,新光桃園,3030,2000,1030,79.6152,79.05
2026-05-15,8580,聯邦,100,100,0,79.4,81.846
2026-05-15,8582,聯邦嘉義,0,1000,-1000,,79.3
2026-05-15,8583,聯邦忠孝,10,0,10,81.5,
2026-05-15,8587,聯邦興中,1000,1000,0,83.7,77.3
2026-05-15,8588,聯邦台南,1000,0,1000,77.5,
2026-05-15,8711,陽信石牌,1000,0,1000,78.7,
