date,broker_id,broker_name,buy_shares,sell_shares,net_shares,avg_buy_price,avg_sell_price
2026-04-27,538A,第一金新興,2000,0,2000,19.4,
2026-04-27,538W,第一金華江,1000,1000,0,19.5,19.95
2026-04-27,6162,中信託忠孝,1000,0,1000,19.5,
2026-04-27,6163,中信託永康,7000,0,7000,19.4786,
2026-04-27,6463,大昌新竹,0,6000,-6000,,19.5
2026-04-27,779H,國票嘉義,0,762,-762,,19.2505
2026-04-27,845D,康和板橋,905,28,877,19.2827,19.95
2026-04-27,8565,新光桃園,51,0,51,19.9088,
2026-04-27,884B,玉山台中,0,159,-159,,19.5
2026-04-27,8882,國泰台中,0,12000,-12000,,19.5
2026-04-27,8888,國泰敦南,0,3000,-3000,,19.45
2026-04-27,918K,群益東湖,0,20,-20,,19.95
2026-04-27,920M,凱基宜蘭,2000,0,2000,19.5,
2026-04-27,9268,凱基台北,0,5000,-5000,,19.47
2026-04-27,961H,富邦新板,2813,0,2813,19.8012,
2026-04-27,9661,富邦新店,0,200,-200,,19.45
2026-04-27,981I,元大天母,0,1000,-1000,,19.5
2026-04-27,983U,元大頭份,0,1000,-1000,,19.9
2026-04-27,9854,元大文心興,0,600,-600,,19.5
2026-04-27,9A00,永豐金,4000,0,4000,19.5,
2026-04-27,9A9B,永豐金中和,21000,0,21000,19.4929,
2026-04-27,9B1h,台新台中,0,10000,-10000,,19.48
2026-04-27,9B2m,台新成功,0,1000,-1000,,19.5
2026-04-28,538A,第一金新興,3000,0,3000,18.8667,
2026-04-28,538D,第一金忠孝,1000,0,1000,18.85,
2026-04-28,5850,統一,1000,0,1000,18.35,
2026-04-28,6163,中信託永康,1000,0,1000,19.25,
2026-04-28,6167,中信託松江,1000,1000,0,18.35,18.95
2026-04-28,779P,國票九鼎,0,1,-1,,19.5
2026-04-28,8840,玉山證券,1000,0,1000,18.95,
2026-04-28,884F,玉山桃園,0,6000,-6000,,18.8417
2026-04-28,9268,凱基台北,2000,0,2000,18.8,
2026-04-28,9327,永昌斗六,0,3000,-3000,,19.0833
2026-04-28,980u,元大府城,2000,0,2000,19.0,
2026-04-28,989N,元大內湖,0,3000,-3000,,18.35
2026-04-28,9A00,永豐金,1000,0,1000,18.35,
2026-04-28,9A9L,永豐金台中,1,0,1,19.5,
2026-04-29,538A,第一金新興,1000,0,1000,18.8,
2026-04-29,538P,第一金路竹,0,576,-576,,19.25
2026-04-29,5850,統一,0,1000,-1000,,18.8
2026-04-29,845D,康和板橋,887,1000,-113,19.0922,19.35
2026-04-29,8888,國泰敦南,2000,0,2000,19.35,
2026-04-29,9205,凱基三重,0,1000,-1000,,19.0
2026-04-29,9268,凱基台北,0,4000,-4000,,19.35
2026-04-29,981g,元大大里,0,311,-311,,18.8
2026-04-29,9872,元大復北,0,4000,-4000,,19.35
2026-04-29,9A9N,永豐金桃盛,5000,0,5000,19.28,
2026-04-29,9B2Z,台新安南,3000,0,3000,19.35,
2026-04-30,538P,第一金路竹,0,600,-600,,18.8
2026-04-30,538W,第一金華江,1000,1000,0,18.1,18.95
2026-04-30,845D,康和板橋,2600,0,2600,18.83,
2026-04-30,8580,聯邦銀,0,1000,-1000,,18.1
2026-04-30,8846,玉山板橋,0,1000,-1000,,19.2
2026-04-30,8849,玉山景美,0,420,-420,,18.9938
2026-04-30,8883,國泰松江,2000,0,2000,18.925,
2026-04-30,8886,國泰新莊,20,0,20,18.9,
2026-04-30,8888,國泰敦南,2000,0,2000,18.975,
2026-04-30,9366,永昌豐原,0,1200,-1200,,18.8869
2026-04-30,965K,富邦台中,0,600,-600,,18.9467
2026-04-30,9665,富邦桃園,0,3000,-3000,,18.95
2026-04-30,9874,元大雙和,1000,0,1000,19.2,
2026-04-30,9A9B,永豐金中和,0,480,-480,,18.9
2026-04-30,9B16,台新台南,0,1000,-1000,,19.0
2026-04-30,9B2X,台新草屯,0,120,-120,,18.9
2026-04-30,9B2Z,台新安南,2000,0,2000,18.95,
2026-04-30,9B2b,台新板橋,0,200,-200,,18.032
2026-05-04,538A,第一金新興,1000,0,1000,18.6,
2026-05-04,538W,第一金華江,0,1000,-1000,,19.9
2026-05-04,538Y,第一金中壢,0,18,-18,,18.55
2026-05-04,585c,統一仁愛,0,1000,-1000,,19.2
2026-05-04,611A,台中銀豐原,0,5000,-5000,,19.0
2026-05-04,6160,中國信託證,1000,0,1000,18.55,
2026-05-04,779P,國票九鼎,0,799,-799,,18.6013
2026-05-04,845A,康和內湖,0,600,-600,,19.0
2026-05-04,845D,康和板橋,3047,2000,1047,18.7553,19.225
2026-05-04,8560,新光,3000,0,3000,19.2167,
2026-05-04,884D,玉山左營,0,2000,-2000,,20.0
2026-05-04,8883,國泰松江,2000,0,2000,19.95,
2026-05-04,8886,國泰新莊,998,0,998,19.0,
2026-05-04,8888,國泰敦南,2000,0,2000,19.275,
2026-05-04,921J,凱基土城,1000,0,1000,18.6,
2026-05-04,9223,凱基豐中,0,600,-600,,19.0
2026-05-04,9647,富邦新竹,0,1200,-1200,,19.0
