date,broker_id,broker_name,buy_shares,sell_shares,net_shares,avg_buy_price,avg_sell_price
2026-05-15,1020,合庫,3000,2000,1000,78.4667,78.45
2026-05-15,1021,合庫台中,1000,2000,-1000,79.0,79.1
2026-05-15,1022,合庫台南,1200,0,1200,78.7833,
2026-05-15,1023,合庫高雄,300,3000,-2700,78.1,78.0333
2026-05-15,1024,合庫嘉義,0,2000,-2000,,79.1
2026-05-15,1028,合庫彰化,6100,10000,-3900,78.2311,78.81
2026-05-15,102C,合庫自強,1000,1000,0,77.6,78.8
2026-05-15,102E,合庫桃園,150,0,150,78.3,
2026-05-15,1030,土銀,5,0,5,77.6,
2026-05-15,1033,土銀高雄,5000,200,4800,78.0,78.9
2026-05-15,1034,土銀嘉義,0,2000,-2000,,77.7
2026-05-15,1035,土銀新竹,18000,6000,12000,78.2389,78.1
2026-05-15,1039,土銀士林,0,7000,-7000,,78.7429
2026-05-15,103C,土銀白河,0,1000,-1000,,78.9
2026-05-15,1040,臺銀,5100,4000,1100,78.5098,78.2
2026-05-15,1042,臺銀臺南,550,3000,-2450,78.0455,78.9333
2026-05-15,1043,臺銀民權,0,11000,-11000,,78.3636
2026-05-15,1045,臺銀新竹,4000,3000,1000,78.45,77.9333
2026-05-15,104A,臺銀臺中,20,17079,-17059,78.1,78.6937
2026-05-15,104C,臺銀高雄,16016,6000,10016,78.6494,78.3667
2026-05-15,104D,臺銀金山,1000,20000,-19000,77.6,78.61
2026-05-15,1111,企銀台中,0,6000,-6000,,79.0833
2026-05-15,1114,企銀嘉義,5000,0,5000,78.0,
2026-05-15,1115,企銀太平,380,0,380,78.1,
2026-05-15,1116,企銀屏東,0,3000,-3000,,78.9
2026-05-15,1117,企銀竹北,3000,0,3000,77.6,
2026-05-15,1118,企銀豐原,3,0,3,78.1,
2026-05-15,1119,企銀岡山,2000,0,2000,78.7,
2026-05-15,111A,企銀民雄,1000,0,1000,78.3,
2026-05-15,1232,彰銀七賢,5000,0,5000,78.5,
2026-05-15,126H,宏遠中和,2000,0,2000,79.1,
2026-05-15,126L,宏遠台中,0,700,-700,,79.0563
2026-05-15,126U,宏遠館前,0,1000,-1000,,78.9
2026-05-15,1360,港麥格理,16000,0,16000,77.6,
2026-05-15,1440,美林,45000,68000,-23000,78.68,78.3721
2026-05-15,1470,台灣摩根,342000,297000,45000,78.7588,78.3936
2026-05-15,1480,美商高盛,225000,241000,-16000,78.4933,78.1776
2026-05-15,1560,港商野村,858000,200000,658000,78.5052,78.372
2026-05-15,1590,花旗環球,26000,67000,-41000,78.3115,78.5761
2026-05-15,1650,瑞銀,311000,344000,-33000,78.4048,78.2802
2026-05-15,2180,亞東,2000,3000,-1000,79.1,78.9
2026-05-15,2181,亞東板橋,9000,5025,3975,78.3111,78.598
2026-05-15,2184,亞東新竹,0,155,-155,,78.9142
2026-05-15,5050,大展,3000,1200,1800,77.6,79.1333
2026-05-15,5058,大展台南,0,10000,-10000,,77.6
2026-05-15,5261,美好蘆洲,0,50000,-50000,,78.656
2026-05-15,5262,美好楊梅,0,1000,-1000,,78.1
2026-05-15,5263,美好泰山,1000,0,1000,78.7,
2026-05-15,5265,美好苗栗,50,0,50,77.7,
2026-05-15,5267,美好基隆,13000,3300,9700,77.6,78.5853
2026-05-15,5320,高橋,0,200,-200,,78.8
2026-05-15,5321,高橋龍潭,1000,21000,-20000,77.6,78.719
2026-05-15,5323,高橋內壢,2000,1000,1000,77.6,78.8
2026-05-15,5380,第一金證,1000,0,1000,78.4,
2026-05-15,5382,第一台中,10,1052,-1042,77.8,78.6779
2026-05-15,5383,第一高雄,5000,0,5000,78.5,
2026-05-15,5384,第一台南,1000,5250,-4250,77.6,78.8888
2026-05-15,5385,第一桃園,17,1018,-1001,77.9,77.6248
