date,broker_id,broker_name,buy_shares,sell_shares,net_shares,avg_buy_price,avg_sell_price
2026-04-23,1021,合庫台中,100,0,100,156.5,
2026-04-23,1440,美林證券,0,2000,-2000,,156.25
2026-04-23,5858,統一嘉義,0,40,-40,,156.5
2026-04-23,6461,大昌樹林,1000,0,1000,156.5,
2026-04-23,700I,兆豐北高雄,1000,0,1000,156.0,
2026-04-23,700V,兆豐新竹,42,0,42,156.5,
2026-04-23,7790,國票,89,0,89,156.5,
2026-04-23,779J,國票北高雄,1000,0,1000,157.0,
2026-04-23,779Z,國票安和,4000,0,4000,156.25,
2026-04-23,8564,新光台南,1000,1000,0,156.5,157.0
2026-04-23,8580,聯邦銀,0,199,-199,,157.0176
2026-04-23,8881,國泰高雄,1100,0,1100,156.5,
2026-04-23,8883,國泰松江,6,0,6,156.5,
2026-04-23,8888,國泰敦南,15,2137,-2122,156.5,156.9679
2026-04-23,9137,群益士林,10,0,10,158.0,
2026-04-23,9205,凱基三重,100,0,100,156.5,
2026-04-23,9226,凱基汐止,0,1000,-1000,,156.5
2026-04-23,9268,凱基台北,0,2000,-2000,,156.75
2026-04-23,9272,凱基竹科,10,0,10,156.5,
2026-04-23,9274,凱基鳳山,3,0,3,156.5,
2026-04-23,9296,凱基頭份,21,0,21,156.5,
2026-04-23,9300,華南永昌,2000,0,2000,157.0,
2026-04-23,9337,永昌內壢,50,0,50,156.5,
2026-04-23,961K,富邦七賢,100,0,100,157.0,
2026-04-23,9623,富邦台北,0,1000,-1000,,156.5
2026-04-23,9647,富邦新竹,14,0,14,157.0,
2026-04-23,9654,富邦永和,4,0,4,156.5,
2026-04-23,9658,富邦建國,0,553,-553,,156.5
2026-04-23,9659,富邦高雄,0,1000,-1000,,157.0
2026-04-23,9667,富邦台南,0,10,-10,,158.0
2026-04-23,9693,富邦新營,1,0,1,157.0,
2026-04-23,9801,元大松江,2000,0,2000,157.0,
2026-04-23,980D,元大北府,64,0,64,157.0,
2026-04-23,981g,元大大里,0,3,-3,,156.5
2026-04-23,981p,元大松山,30,0,30,156.6667,
2026-04-23,984C,元大新店,0,1000,-1000,,156.5
2026-04-23,9854,元大文心興,1,0,1,157.0,
2026-04-23,989D,元大左營,60,0,60,156.5,
2026-04-23,989E,元大草屯,0,41,-41,,157.0
2026-04-23,989N,元大內湖,5,0,5,157.0,
2026-04-23,989d,元大北屯,50,0,50,157.0,
2026-04-23,989m,元大信義,6,0,6,156.5,
2026-04-23,9A00,永豐金,102,0,102,156.5098,
2026-04-23,9B2P,台新同大,0,3000,-3000,,156.0
2026-04-23,9B2X,台新草屯,1000,0,1000,156.0,
2026-04-24,1045,臺銀新竹,48,0,48,157.0,
2026-04-24,104C,臺銀高雄,5,0,5,156.5,
2026-04-24,104D,臺銀金山,0,1000,-1000,,156.0
2026-04-24,1112,台企銀台南,1000,0,1000,156.5,
2026-04-24,7006,兆豐台南,0,10,-10,,156.5
2026-04-24,700I,兆豐北高雄,2000,0,2000,156.0,
2026-04-24,7790,國票,0,138,-138,,156.6775
2026-04-24,779Z,國票安和,2000,0,2000,156.0,
2026-04-24,845D,康和板橋,0,60,-60,,156.5
2026-04-24,8562,新光高雄,2000,0,2000,155.75,
2026-04-24,8581,聯邦銀高雄,1000,0,1000,155.5,
2026-04-24,8843,玉山高雄,68,0,68,156.5,
2026-04-24,884A,玉山士林,0,1000,-1000,,156.5
2026-04-24,884D,玉山左營,5,1000,-995,156.5,156.0
2026-04-24,8881,國泰高雄,1000,0,1000,155.5,
