date,open,high,low,close,volume_shares,value_twd,transactions,limit_up,limit_down,foreign_net_shares,trust_net_shares,dealer_net_shares,margin_balance_shares,short_balance_shares,daytrade_ratio,source,fetched_at
2015-01-05,41.5,41.6,40.85,41.3,518609,21392698,396,,,-161000.0,0.0,-1000.0,10954.0,79.0,,finmind,2026-07-17T15:19:26.742643+08:00
2015-01-06,40.95,41.55,40.85,40.9,1067430,43829956,652,,,-324000.0,0.0,-13000.0,11134.0,81.0,,finmind,2026-07-17T15:19:26.742643+08:00
2015-01-07,40.9,41.1,40.65,40.7,968030,39530373,642,,,-514000.0,0.0,21000.0,11233.0,83.0,,finmind,2026-07-17T15:19:26.742643+08:00
2015-01-08,40.8,42.05,40.8,41.85,4815524,200507696,2459,,,-2711885.0,0.0,657000.0,12344.0,84.0,,finmind,2026-07-17T15:19:26.742643+08:00
2015-01-09,41.9,41.9,41.0,41.0,2580539,106586609,1426,,,-1090000.0,0.0,-47000.0,12507.0,91.0,,finmind,2026-07-17T15:19:26.742643+08:00
2015-01-12,41.0,41.15,40.65,40.65,1202240,49111603,803,,,60000.0,0.0,-100000.0,12600.0,101.0,,finmind,2026-07-17T15:19:26.742643+08:00
2015-01-13,40.65,41.25,40.65,41.25,803870,33002234,437,,,12000.0,0.0,209000.0,12651.0,98.0,,finmind,2026-07-17T15:19:26.742643+08:00
2015-01-14,41.45,41.75,40.9,41.7,1364483,56388986,639,,,-133000.0,0.0,-5000.0,12382.0,97.0,,finmind,2026-07-17T15:19:26.742643+08:00
2015-01-15,42.3,44.5,42.15,43.65,11970947,519034675,5294,,,-20000.0,0.0,1216000.0,12698.0,214.0,,finmind,2026-07-17T15:19:26.742643+08:00
2015-01-16,44.0,44.05,41.9,41.9,4867331,208221312,2631,,,-506110.0,0.0,-1222180.0,13094.0,137.0,,finmind,2026-07-17T15:19:26.742643+08:00
2015-01-19,42.9,42.9,41.2,41.4,1868632,78437413,1133,,,-194000.0,-1000.0,-172000.0,13226.0,143.0,,finmind,2026-07-17T15:19:26.742643+08:00
2015-01-20,41.7,42.6,41.7,42.2,1491813,63092288,1035,,,-111000.0,0.0,-29000.0,13342.0,134.0,,finmind,2026-07-17T15:19:26.742643+08:00
2015-01-21,42.4,43.1,42.3,42.65,1620036,69205633,957,,,-106000.0,0.0,-29108.0,13460.0,130.0,,finmind,2026-07-17T15:19:26.742643+08:00
2015-01-22,42.7,43.1,42.55,42.55,1160859,49667493,695,,,24000.0,-1000.0,-22000.0,13347.0,119.0,,finmind,2026-07-17T15:19:26.742643+08:00
2015-01-23,43.5,44.2,42.9,44.1,6086970,266039620,2730,,,-95000.0,0.0,225000.0,14576.0,133.0,,finmind,2026-07-17T15:19:26.742643+08:00
2015-01-26,44.0,44.05,43.15,43.3,3984304,173791208,1841,,,-571000.0,0.0,45000.0,15032.0,126.0,,finmind,2026-07-17T15:19:26.742643+08:00
2015-01-27,43.85,45.9,43.55,45.2,8127508,363917479,3986,,,297000.0,82000.0,798000.0,15299.0,217.0,,finmind,2026-07-17T15:19:26.742643+08:00
2015-01-28,44.9,45.9,44.6,44.95,6779604,307049155,3310,,,-122000.0,0.0,-298000.0,15707.0,285.0,,finmind,2026-07-17T15:19:26.742643+08:00
2015-01-29,45.3,45.5,44.45,44.55,3116628,139729021,1664,,,-196000.0,0.0,30000.0,15837.0,273.0,,finmind,2026-07-17T15:19:26.742643+08:00
2015-01-30,44.8,45.4,44.5,44.6,2487450,111470807,1463,,,63000.0,0.0,-10000.0,16066.0,234.0,,finmind,2026-07-17T15:19:26.742643+08:00
2015-02-02,45.0,45.15,43.9,43.95,2048931,90638956,1260,,,-306000.0,0.0,55000.0,16101.0,142.0,,finmind,2026-07-17T15:19:26.742643+08:00
2015-02-03,44.2,44.65,44.1,44.2,1678125,74469950,1245,,,177000.0,0.0,-5000.0,15868.0,145.0,,finmind,2026-07-17T15:19:26.742643+08:00
2015-02-04,44.8,46.0,44.4,45.2,5426345,246025075,2891,,,-728000.0,0.0,568891.0,15870.0,153.0,,finmind,2026-07-17T15:19:26.742643+08:00
2015-02-05,45.2,45.2,44.65,45.0,1428909,64076455,932,,,-118000.0,0.0,-361108.0,16070.0,146.0,,finmind,2026-07-17T15:19:26.742643+08:00
2015-02-06,45.2,45.2,44.4,44.4,1105549,49381555,655,,,-132000.0,0.0,-94000.0,16033.0,145.0,,finmind,2026-07-17T15:19:26.742643+08:00
2015-02-09,44.6,44.6,43.9,43.9,946375,41777015,605,,,-214000.0,0.0,-52000.0,16011.0,104.0,,finmind,2026-07-17T15:19:26.742643+08:00
2015-02-10,44.0,44.4,42.7,42.85,2440889,105580763,1358,,,-136000.0,0.0,-116000.0,15943.0,118.0,,finmind,2026-07-17T15:19:26.742643+08:00
2015-02-11,43.05,43.35,42.6,42.6,1729058,74032217,1106,,,-267000.0,0.0,5000.0,15914.0,123.0,,finmind,2026-07-17T15:19:26.742643+08:00
2015-02-12,42.8,43.1,42.7,43.1,999300,42858538,679,,,92000.0,-142000.0,-26000.0,15843.0,122.0,,finmind,2026-07-17T15:19:26.742643+08:00
2015-02-13,43.3,43.35,43.0,43.15,857231,37005233,558,,,207000.0,0.0,-58000.0,15691.0,98.0,,finmind,2026-07-17T15:19:26.742643+08:00
2015-02-24,43.5,43.75,43.15,43.2,1908481,82947401,1071,,,1051000.0,0.0,-86000.0,15683.0,98.0,,finmind,2026-07-17T15:19:26.742643+08:00
2015-02-25,43.6,45.25,43.55,44.6,3315334,147705025,1751,,,684000.0,0.0,332928.0,15626.0,113.0,,finmind,2026-07-17T15:19:26.742643+08:00
2015-02-26,44.7,45.0,44.2,44.3,1169821,51968576,694,,,-232000.0,0.0,-170000.0,15707.0,106.0,,finmind,2026-07-17T15:19:26.742643+08:00
2015-03-02,44.5,44.6,44.1,44.1,1374196,60830163,598,,,68000.0,0.0,12000.0,15516.0,105.0,,finmind,2026-07-17T15:19:26.742643+08:00
2015-03-03,44.5,44.6,44.15,44.15,1109425,49143810,548,,,-53000.0,0.0,-4000.0,15426.0,103.0,,finmind,2026-07-17T15:19:26.742643+08:00
2015-03-04,44.2,45.1,44.2,45.0,2181639,97646905,1188,,,-79000.0,2000.0,23000.0,15574.0,106.0,,finmind,2026-07-17T15:19:26.742643+08:00
2015-03-05,45.2,45.6,44.75,44.8,2997549,135444792,1395,,,-187000.0,412000.0,29928.0,15550.0,122.0,,finmind,2026-07-17T15:19:26.742643+08:00
2015-03-06,45.0,45.9,44.85,45.45,3944522,179545868,1629,,,180000.0,177000.0,112000.0,15663.0,127.0,,finmind,2026-07-17T15:19:26.742643+08:00
2015-03-09,45.4,48.3,45.35,48.3,10341742,485609075,4731,,,257000.0,0.0,1512000.0,15689.0,210.0,,finmind,2026-07-17T15:19:26.742643+08:00
2015-03-10,48.3,48.3,46.9,46.95,5812572,275334438,2952,,,-269038.0,0.0,-924000.0,15857.0,167.0,,finmind,2026-07-17T15:19:26.742643+08:00
2015-03-11,46.5,47.4,46.3,47.1,2462324,115718790,1329,,,-165000.0,0.0,55000.0,15987.0,178.0,,finmind,2026-07-17T15:19:26.742643+08:00
2015-03-12,47.5,48.8,47.45,47.6,5484160,263998412,2681,,,-151000.0,39959.0,155000.0,16508.0,253.0,,finmind,2026-07-17T15:19:26.742643+08:00
2015-03-13,47.8,48.75,47.7,47.9,3991955,192752582,1754,,,-42000.0,217000.0,-230000.0,16536.0,280.0,,finmind,2026-07-17T15:19:26.742643+08:00
2015-03-16,48.0,48.85,47.55,48.8,4578658,221303760,1895,,,138656.0,0.0,-142000.0,16669.0,321.0,,finmind,2026-07-17T15:19:26.742643+08:00
2015-03-17,49.0,49.35,48.4,48.4,4574132,223665032,1749,,,-222000.0,452000.0,-550072.0,16354.0,291.0,,finmind,2026-07-17T15:19:26.742643+08:00
2015-03-18,48.85,49.1,48.7,48.8,3568600,174571164,1321,,,-460040.0,278000.0,-11000.0,15870.0,299.0,,finmind,2026-07-17T15:19:26.742643+08:00
2015-03-19,49.3,51.2,49.3,50.7,6337885,319999400,2531,,,-403000.0,355000.0,460000.0,16003.0,358.0,,finmind,2026-07-17T15:19:26.742643+08:00
2015-03-20,50.7,51.4,50.1,51.0,3407340,173414531,1409,,,-699184.0,-1000.0,-69000.0,16001.0,389.0,,finmind,2026-07-17T15:19:26.742643+08:00
2015-03-23,51.0,51.2,49.5,49.9,4013590,202938716,1577,,,28000.0,80000.0,-80000.0,15572.0,348.0,,finmind,2026-07-17T15:19:26.742643+08:00
2015-03-24,50.4,51.5,49.6,51.5,3031551,153797762,1450,,,663000.0,18000.0,162000.0,15418.0,362.0,,finmind,2026-07-17T15:19:26.742643+08:00
2015-03-25,52.0,52.0,50.2,50.7,3075190,156616193,1636,,,191000.0,158000.0,-222000.0,15530.0,339.0,,finmind,2026-07-17T15:19:26.742643+08:00
2015-03-26,49.8,51.0,49.8,50.3,2746699,138652474,1540,,,526000.0,-24000.0,-82000.0,15463.0,360.0,,finmind,2026-07-17T15:19:26.742643+08:00
2015-03-27,50.6,52.0,50.5,51.7,3848909,198333911,2180,,,1460000.0,297000.0,-211000.0,14519.0,461.0,,finmind,2026-07-17T15:19:26.742643+08:00
2015-03-30,51.6,52.1,51.1,51.3,3046836,156740335,1707,,,-618000.0,383000.0,26000.0,14490.0,481.0,,finmind,2026-07-17T15:19:26.742643+08:00
