date,open,high,low,close,volume_shares,value_twd,transactions,limit_up,limit_down,foreign_net_shares,trust_net_shares,dealer_net_shares,margin_balance_shares,short_balance_shares,daytrade_ratio,source,fetched_at
2015-02-04,18.9,19.25,18.8,18.8,6163829,117084935,1704,,,-1000.0,0.0,610000.0,33408,2634,,finmind,2026-07-17T14:39:44.888924+08:00
2015-02-05,18.85,18.95,18.7,18.8,3006608,56583961,868,,,-8000.0,0.0,-163000.0,33333,2632,,finmind,2026-07-17T14:39:44.888924+08:00
2015-02-06,18.9,18.9,18.3,18.4,5009384,93078105,1395,,,6000.0,0.0,-226000.0,33102,2516,,finmind,2026-07-17T14:39:44.888924+08:00
2015-02-09,18.4,18.65,18.3,18.35,4142322,76664419,1102,,,242000.0,0.0,78000.0,32529,2404,,finmind,2026-07-17T14:39:44.888924+08:00
2015-02-10,18.35,18.6,18.3,18.35,2817661,51804504,943,,,74000.0,0.0,-187000.0,31999,2232,,finmind,2026-07-17T14:39:44.888924+08:00
2015-02-11,18.6,18.65,18.3,18.3,2636550,48731496,876,,,-22999.0,0.0,-4000.0,31627,2146,,finmind,2026-07-17T14:39:44.888924+08:00
2015-02-12,18.4,18.5,18.15,18.2,2465646,45010435,847,,,-69000.0,0.0,3000.0,31327,2013,,finmind,2026-07-17T14:39:44.888924+08:00
2015-02-13,18.35,18.4,18.15,18.2,3018257,55092158,849,,,-27000.0,0.0,-245000.0,31106,1769,,finmind,2026-07-17T14:39:44.888924+08:00
2015-02-24,18.5,19.1,18.35,19.0,6681984,125235122,2278,,,-20000.0,0.0,1128000.0,31060,2173,,finmind,2026-07-17T14:39:44.888924+08:00
2015-02-25,19.0,19.15,18.75,18.95,5174495,97998653,1459,,,-248000.0,0.0,-816000.0,31820,1689,,finmind,2026-07-17T14:39:44.888924+08:00
2015-02-26,19.0,19.25,19.0,19.05,6745909,128894021,1999,,,-179000.0,0.0,-278000.0,32496,1714,,finmind,2026-07-17T14:39:44.888924+08:00
2015-03-02,19.05,19.55,18.95,19.0,6903257,133068211,2061,,,-349000.0,0.0,317000.0,32710,1741,,finmind,2026-07-17T14:39:44.888924+08:00
2015-03-03,19.1,19.2,18.7,18.9,3838769,72480848,1173,,,9000.0,0.0,335000.0,32749,1956,,finmind,2026-07-17T14:39:44.888924+08:00
2015-03-04,19.05,19.2,18.75,18.9,6334609,120582553,1830,,,-16000.0,0.0,181000.0,32840,2158,,finmind,2026-07-17T14:39:44.888924+08:00
2015-03-05,19.05,19.3,18.95,19.1,6617498,126641962,1781,,,-7000.0,0.0,557000.0,33482,2346,,finmind,2026-07-17T14:39:44.888924+08:00
2015-03-06,19.3,19.3,19.0,19.0,5712748,109381794,1469,,,-92000.0,0.0,-1338000.0,33775,1622,,finmind,2026-07-17T14:39:44.888924+08:00
2015-03-09,18.9,19.0,18.65,18.75,4484505,84317542,1228,,,68000.0,0.0,-82000.0,32893,1534,,finmind,2026-07-17T14:39:44.888924+08:00
2015-03-10,19.0,19.95,18.9,19.85,19319266,377552141,5557,,,193000.0,0.0,3851000.0,33798,2872,,finmind,2026-07-17T14:39:44.888924+08:00
2015-03-11,19.5,19.75,19.2,19.35,10419148,202962685,2845,,,-116000.0,0.0,-2538000.0,34937,1610,,finmind,2026-07-17T14:39:44.888924+08:00
2015-03-12,19.5,19.5,19.15,19.2,5146464,99293994,1785,,,235000.0,0.0,-350000.0,34618,1576,,finmind,2026-07-17T14:39:44.888924+08:00
2015-03-13,19.4,19.6,19.2,19.2,3989098,77245208,1399,,,-6000.0,0.0,288000.0,34178,1542,,finmind,2026-07-17T14:39:44.888924+08:00
2015-03-16,19.2,19.45,19.15,19.2,3380164,65091828,1138,,,60000.0,0.0,518000.0,33949,1495,,finmind,2026-07-17T14:39:44.888924+08:00
2015-03-17,19.4,19.5,19.0,19.2,6794161,130587908,1787,,,-187000.0,0.0,1033000.0,33822,2055,,finmind,2026-07-17T14:39:44.888924+08:00
2015-03-18,19.45,20.5,19.45,20.5,41617983,841386534,10880,,,487000.0,0.0,1783000.0,40659,2980,,finmind,2026-07-17T14:39:44.888924+08:00
2015-03-19,20.85,21.9,20.6,21.85,37389265,795884837,11051,,,52000.0,0.0,-459000.0,43089,3308,,finmind,2026-07-17T14:39:44.888924+08:00
2015-03-20,21.8,22.35,21.3,21.55,20561493,448174769,6676,,,364000.0,0.0,-952000.0,45062,2872,,finmind,2026-07-17T14:39:44.888924+08:00
2015-03-23,21.7,22.0,21.15,21.15,9460232,204064072,3301,,,184000.0,0.0,-687000.0,45157,2608,,finmind,2026-07-17T14:39:44.888924+08:00
2015-03-24,21.15,22.25,21.15,21.9,15001614,327877647,4912,,,-18000.0,0.0,1412000.0,43783,2686,,finmind,2026-07-17T14:39:44.888924+08:00
2015-03-25,22.1,22.6,21.6,21.7,22005014,487747413,6713,,,-199000.0,0.0,39000.0,43874,2374,,finmind,2026-07-17T14:39:44.888924+08:00
2015-03-26,21.3,21.75,21.2,21.3,9299854,199511816,3092,,,-184000.0,0.0,-1123000.0,43664,1830,,finmind,2026-07-17T14:39:44.888924+08:00
2015-03-27,21.3,21.75,20.15,20.35,13895750,288628518,4664,,,289038.0,0.0,-740000.0,43941,1337,,finmind,2026-07-17T14:39:44.888924+08:00
2015-03-30,20.5,20.8,19.5,19.7,12543124,250300246,3899,,,220000.0,0.0,539000.0,41806,996,,finmind,2026-07-17T14:39:44.888924+08:00
2015-03-31,20.05,20.6,20.0,20.25,9889277,200736246,3214,,,169000.0,0.0,487000.0,41340,1121,,finmind,2026-07-17T14:39:44.888924+08:00
2015-04-01,20.1,20.45,19.95,20.3,8455700,171115135,2292,,,43000.0,0.0,-865000.0,41555,1146,,finmind,2026-07-17T14:39:44.888924+08:00
2015-04-02,21.6,21.7,21.3,21.7,18617079,403440522,4788,,,629000.0,0.0,755000.0,42602,1360,,finmind,2026-07-17T14:39:44.888924+08:00
2015-04-07,21.9,22.25,21.5,21.5,14243980,310814801,5154,,,-186000.0,0.0,321000.0,41479,1245,,finmind,2026-07-17T14:39:44.888924+08:00
2015-04-08,21.5,21.85,21.35,21.4,7316887,157822246,2448,,,-215000.0,0.0,15000.0,41246,1229,,finmind,2026-07-17T14:39:44.888924+08:00
2015-04-09,21.8,21.8,20.1,20.2,12115264,251584295,3956,,,723000.0,0.0,-770000.0,39023,1022,,finmind,2026-07-17T14:39:44.888924+08:00
2015-04-10,20.5,20.8,19.75,20.6,8177213,165844166,3274,,,641000.0,0.0,-608000.0,37331,909,,finmind,2026-07-17T14:39:44.888924+08:00
2015-04-13,21.0,21.2,20.6,20.95,6016347,125621066,2325,,,-170000.0,0.0,1189000.0,37414,1243,,finmind,2026-07-17T14:39:44.888924+08:00
2015-04-14,20.95,21.4,20.8,21.15,7188717,152287427,2333,,,-134000.0,0.0,-343000.0,37678,1125,,finmind,2026-07-17T14:39:44.888924+08:00
2015-04-15,21.0,21.4,20.5,20.6,5290294,109915525,2014,,,-297000.0,0.0,-579000.0,37760,690,,finmind,2026-07-17T14:39:44.888924+08:00
2015-04-16,20.8,20.8,20.35,20.5,5006283,103030465,1597,,,-15000.0,0.0,336000.0,37779,955,,finmind,2026-07-17T14:39:44.888924+08:00
2015-04-17,20.5,20.65,20.2,20.35,3912707,79766793,1200,,,-509000.0,0.0,-435000.0,37731,0,,finmind,2026-07-17T14:39:44.888924+08:00
2015-04-20,20.1,20.3,19.85,20.3,3127992,62791850,1299,,,-229000.0,0.0,-159000.0,37537,0,,finmind,2026-07-17T14:39:44.888924+08:00
2015-04-21,20.35,20.5,18.9,19.0,10909785,209749065,3033,,,-33000.0,0.0,-675000.0,34701,0,,finmind,2026-07-17T14:39:44.888924+08:00
2015-04-22,19.3,19.35,18.85,19.25,5293444,101338179,1662,,,469000.0,0.0,-226000.0,33998,0,,finmind,2026-07-17T14:39:44.888924+08:00
2015-04-23,19.3,19.65,19.25,19.4,3819009,74318113,1478,,,-265000.0,0.0,24000.0,33860,127,,finmind,2026-07-17T14:39:44.888924+08:00
2015-04-24,19.7,19.75,19.05,19.1,4016541,77435620,1384,,,-83000.0,0.0,31000.0,34154,377,,finmind,2026-07-17T14:39:44.888924+08:00
2015-04-27,19.2,19.4,19.1,19.25,3114354,59885917,991,,,18000.0,0.0,174000.0,34404,270,,finmind,2026-07-17T14:39:44.888924+08:00
2015-04-28,19.15,19.35,19.0,19.0,3442976,65774228,1064,,,-159000.0,0.0,52000.0,34353,260,,finmind,2026-07-17T14:39:44.888924+08:00
2015-04-29,19.0,19.1,17.7,17.85,9733191,176501428,3134,,,89000.0,0.0,-870000.0,33839,340,,finmind,2026-07-17T14:39:44.888924+08:00
2015-04-30,17.65,17.95,17.55,17.9,3030415,53969215,1225,,,172667.0,0.0,-154000.0,33491,343,,finmind,2026-07-17T14:39:44.888924+08:00
2015-05-04,17.85,18.1,17.45,17.45,3140281,55597811,1091,,,-209000.0,0.0,4000.0,32799,294,,finmind,2026-07-17T14:39:44.888924+08:00
2015-05-05,17.4,17.4,16.25,16.5,9919711,165288623,3034,,,402000.0,0.0,-495000.0,29815,311,,finmind,2026-07-17T14:39:44.888924+08:00
2015-05-06,16.4,17.4,16.3,17.4,6184935,104932864,2344,,,213000.0,0.0,392000.0,29320,330,,finmind,2026-07-17T14:39:44.888924+08:00
2015-05-07,17.3,17.45,17.0,17.0,1868895,32070116,852,,,-159000.0,0.0,-147000.0,29080,273,,finmind,2026-07-17T14:39:44.888924+08:00
2015-05-08,17.1,17.6,17.05,17.05,2852917,49376726,1131,,,-214000.0,0.0,-56000.0,29189,206,,finmind,2026-07-17T14:39:44.888924+08:00
2015-05-11,17.45,17.5,16.35,16.55,5214341,87513667,1610,,,-52000.0,0.0,-169000.0,28239,275,,finmind,2026-07-17T14:39:44.888924+08:00
2015-05-12,16.0,16.9,15.95,16.9,4014685,65482295,1476,,,93000.0,0.0,-30000.0,27944,219,,finmind,2026-07-17T14:39:44.888924+08:00
2015-05-13,16.8,17.1,16.55,16.6,3658789,61454852,1211,,,-264000.0,0.0,-141000.0,27531,178,,finmind,2026-07-17T14:39:44.888924+08:00
2015-05-14,16.6,16.9,16.35,16.35,2724254,44972791,989,,,-349000.0,0.0,-311000.0,27409,181,,finmind,2026-07-17T14:39:44.888924+08:00
2015-05-15,16.4,16.65,15.9,16.0,3251287,52597592,1150,,,32000.0,0.0,-27000.0,27295,180,,finmind,2026-07-17T14:39:44.888924+08:00
2015-05-18,16.0,16.25,15.3,15.4,2864381,44660988,1117,,,37000.0,0.0,-266000.0,26948,203,,finmind,2026-07-17T14:39:44.888924+08:00
2015-05-19,15.3,16.45,15.2,16.45,4688587,75074550,1623,,,375000.0,0.0,291000.0,26217,206,,finmind,2026-07-17T14:39:44.888924+08:00
2015-05-20,16.65,17.45,16.55,17.05,7409987,126313229,2810,,,-381000.0,0.0,527000.0,26646,316,,finmind,2026-07-17T14:39:44.888924+08:00
2015-05-21,16.9,17.05,16.5,16.7,2633368,44185492,1038,,,-50000.0,0.0,-74000.0,26597,241,,finmind,2026-07-17T14:39:44.888924+08:00
2015-05-22,16.8,17.3,16.7,16.7,3576562,60894374,1295,,,-392000.0,0.0,-46000.0,26592,183,,finmind,2026-07-17T14:39:44.888924+08:00
2015-05-25,16.8,17.0,16.5,17.0,2190087,36896464,738,,,27000.0,0.0,35493.0,26632,242,,finmind,2026-07-17T14:39:44.888924+08:00
2015-05-26,17.15,17.75,17.1,17.45,7691235,134444622,2721,,,-249000.0,0.0,1118000.0,26447,357,,finmind,2026-07-17T14:39:44.888924+08:00
2015-05-27,17.3,17.4,17.1,17.15,3470393,59743460,1211,,,-167000.0,0.0,-609000.0,26559,342,,finmind,2026-07-17T14:39:44.888924+08:00
2015-05-28,17.5,17.65,17.2,17.2,3725549,64727464,1247,,,-230000.0,0.0,-47000.0,26674,337,,finmind,2026-07-17T14:39:44.888924+08:00
2015-05-29,17.25,18.0,17.25,17.55,7368833,129961326,2185,,,-133000.0,0.0,330000.0,27573,419,,finmind,2026-07-17T14:39:44.888924+08:00
2015-06-01,17.9,18.05,17.55,17.75,4634188,82475014,1627,,,-172000.0,0.0,-311000.0,27187,466,,finmind,2026-07-17T14:39:44.888924+08:00
2015-06-02,17.75,18.55,17.75,17.8,8360286,152430623,2937,,,-579000.0,0.0,691000.0,26936,510,,finmind,2026-07-17T14:39:44.888924+08:00
2015-06-03,18.0,18.2,17.3,17.9,7196312,127621648,2441,,,18000.0,0.0,-961000.0,26961,609,,finmind,2026-07-17T14:39:44.888924+08:00
2015-06-04,18.25,18.5,17.3,17.4,10935852,196526670,3552,,,-487000.0,0.0,-106000.0,26880,626,,finmind,2026-07-17T14:39:44.888924+08:00
2015-06-05,17.45,17.85,17.1,17.3,5380177,93571855,1713,,,35000.0,0.0,-102000.0,26762,583,,finmind,2026-07-17T14:39:44.888924+08:00
2015-06-08,17.45,17.6,17.1,17.5,2765083,48184441,1045,,,63000.0,0.0,130000.0,26726,528,,finmind,2026-07-17T14:39:44.888924+08:00
2015-06-09,17.35,17.6,15.75,16.0,6401101,105456807,2230,,,48000.0,0.0,-318000.0,25854,594,,finmind,2026-07-17T14:39:44.888924+08:00
2015-06-10,16.1,17.15,16.1,17.1,3898771,65154507,1471,,,446000.0,0.0,750000.0,25512,909,,finmind,2026-07-17T14:39:44.888924+08:00
2015-06-11,17.35,18.15,17.35,17.55,9093623,160594926,3101,,,-506000.0,0.0,1227000.0,25602,844,,finmind,2026-07-17T14:39:44.888924+08:00
2015-06-12,17.65,17.7,17.05,17.15,3958584,68465301,1425,,,135000.0,0.0,-893000.0,25546,805,,finmind,2026-07-17T14:39:44.888924+08:00
2015-06-15,17.25,17.45,17.05,17.15,2242932,38595686,816,,,-148000.0,0.0,-107000.0,25436,809,,finmind,2026-07-17T14:39:44.888924+08:00
2015-06-16,17.2,17.2,16.7,16.8,2328779,39293202,921,,,-27000.0,0.0,-75000.0,25309,671,,finmind,2026-07-17T14:39:44.888924+08:00
2015-06-17,16.9,17.0,16.75,16.85,1416733,23915495,506,,,0.0,0.0,-80000.0,25137,682,,finmind,2026-07-17T14:39:44.888924+08:00
2015-06-18,17.3,17.7,17.3,17.45,4490993,78623422,1636,,,23000.0,0.0,121000.0,25592,725,,finmind,2026-07-17T14:39:44.888924+08:00
2015-06-22,17.5,18.1,17.45,17.6,4224522,75075081,1502,,,-184040.0,0.0,596000.0,25896,712,,finmind,2026-07-17T14:39:44.888924+08:00
2015-06-23,17.75,17.9,17.35,17.4,2733405,48092539,1014,,,23000.0,0.0,-105000.0,25913,800,,finmind,2026-07-17T14:39:44.888924+08:00
2015-06-24,17.45,17.75,17.3,17.6,3097394,54256944,903,,,-40000.0,0.0,-18000.0,26152,968,,finmind,2026-07-17T14:39:44.888924+08:00
2015-06-25,17.8,17.8,17.15,17.15,4223678,73616903,1363,,,-87000.0,0.0,-319000.0,26330,810,,finmind,2026-07-17T14:39:44.888924+08:00
2015-06-26,17.05,17.55,17.05,17.2,2969137,51453052,1027,,,101000.0,0.0,212000.0,26430,759,,finmind,2026-07-17T14:39:44.888924+08:00
2015-06-29,16.8,17.4,16.75,16.95,2954350,50481044,1159,,,-98058.0,0.0,-137000.0,26340,748,,finmind,2026-07-17T14:39:44.888924+08:00
2015-06-30,17.2,18.25,17.1,18.05,13933398,249007099,4632,,,-169000.0,0.0,1372000.0,26509,885,,finmind,2026-07-17T14:39:44.888924+08:00
2015-07-01,17.95,18.3,17.7,17.8,7605440,137049831,2738,,,155000.0,0.0,-1151000.0,27171,790,,finmind,2026-07-17T14:39:44.888924+08:00
2015-07-02,18.1,18.5,17.85,17.85,5038809,91483508,1926,,,61000.0,0.0,114000.0,27515,787,,finmind,2026-07-17T14:39:44.888924+08:00
2015-07-03,17.95,18.1,17.7,17.85,3075817,55095849,1169,,,158000.0,0.0,-208000.0,27780,784,,finmind,2026-07-17T14:39:44.888924+08:00
2015-07-06,17.85,17.95,16.8,17.3,4718273,82084168,1637,,,-6000.0,0.0,-230000.0,27443,1065,,finmind,2026-07-17T14:39:44.888924+08:00
2015-07-07,17.5,17.95,17.3,17.45,4624593,81371736,1500,,,-113000.0,0.0,810000.0,27274,1098,,finmind,2026-07-17T14:39:44.888924+08:00
2015-07-08,17.5,17.5,15.8,16.1,9204336,150685606,2990,,,23000.0,0.0,-767000.0,26379,890,,finmind,2026-07-17T14:39:44.888924+08:00
2015-07-09,15.9,16.3,15.2,16.3,4128302,65843869,1534,,,35000.0,0.0,-83000.0,25798,587,,finmind,2026-07-17T14:39:44.888924+08:00
2015-07-13,16.6,16.7,16.35,16.4,2566348,42313271,861,,,-13000.0,0.0,-23000.0,25526,640,,finmind,2026-07-17T14:39:44.888924+08:00
2015-07-14,16.6,17.1,16.55,16.6,3784117,63589790,1374,,,103000.0,0.0,397000.0,25269,638,,finmind,2026-07-17T14:39:44.888924+08:00
2015-07-15,16.8,16.9,16.35,16.35,1689101,27932998,657,,,-43000.0,0.0,-149000.0,25257,660,,finmind,2026-07-17T14:39:44.888924+08:00
2015-07-16,16.6,16.6,16.25,16.25,1360772,22275790,493,,,12000.0,0.0,84000.0,25379,601,,finmind,2026-07-17T14:39:44.888924+08:00
2015-07-17,16.35,16.6,16.2,16.5,3810506,62710869,974,,,-364000.0,0.0,246000.0,25876,639,,finmind,2026-07-17T14:39:44.888924+08:00
2015-07-20,16.65,16.8,16.0,16.0,4198055,69092580,1279,,,-1000.0,0.0,-262000.0,25409,557,,finmind,2026-07-17T14:39:44.888924+08:00
2015-07-21,16.1,16.35,16.05,16.1,1911364,30904924,774,,,405000.0,0.0,-153000.0,25145,531,,finmind,2026-07-17T14:39:44.888924+08:00
2015-07-22,16.1,16.25,15.95,15.95,1812163,29099408,594,,,210000.0,0.0,-128000.0,25040,583,,finmind,2026-07-17T14:39:44.888924+08:00
2015-07-23,15.95,16.2,15.1,15.4,3216967,49849942,1207,,,299000.0,0.0,-281000.0,24582,647,,finmind,2026-07-17T14:39:44.888924+08:00
2015-07-24,15.4,15.6,15.15,15.25,1439775,22099293,573,,,0.0,0.0,-26000.0,24571,642,,finmind,2026-07-17T14:39:44.888924+08:00
2015-07-27,15.25,15.3,13.75,13.75,6540222,92473397,1998,,,74000.0,0.0,-323000.0,23308,493,,finmind,2026-07-17T14:39:44.888924+08:00
2015-07-28,13.6,14.0,13.1,13.95,4359429,59448431,1497,,,380000.0,0.0,-114000.0,22608,351,,finmind,2026-07-17T14:39:44.888924+08:00
2015-07-29,14.2,14.2,13.7,13.7,2176211,30273640,824,,,-360000.0,0.0,-6000.0,22792,367,,finmind,2026-07-17T14:39:44.888924+08:00
2015-07-30,13.75,14.3,13.75,13.85,2506765,35223928,848,,,-3000.0,0.0,234000.0,22937,369,,finmind,2026-07-17T14:39:44.888924+08:00
2015-07-31,13.95,14.05,13.6,13.6,1358201,18671292,490,,,25000.0,0.0,-137000.0,22836,413,,finmind,2026-07-17T14:39:44.888924+08:00
2015-08-03,13.65,13.9,13.35,13.65,2540122,34767960,1001,,,74000.0,0.0,-132000.0,22728,441,,finmind,2026-07-17T14:39:44.888924+08:00
2015-08-04,13.8,13.9,13.0,13.0,2899620,38862238,953,,,105000.0,0.0,-20000.0,21959,454,,finmind,2026-07-17T14:39:44.888924+08:00
2015-08-05,13.05,13.35,13.05,13.15,1967643,25881786,709,,,130000.0,0.0,-111000.0,21721,420,,finmind,2026-07-17T14:39:44.888924+08:00
2015-08-06,13.2,13.35,12.2,12.3,4512537,56597023,1452,,,94000.0,0.0,-228000.0,20999,502,,finmind,2026-07-17T14:39:44.888924+08:00
2015-08-07,12.0,12.55,11.7,12.35,3126876,38340116,1014,,,462000.0,0.0,-240000.0,21054,485,,finmind,2026-07-17T14:39:44.888924+08:00
2015-08-10,12.1,12.55,11.85,12.45,2844808,34715604,1000,,,296000.0,0.0,-2000.0,21050,397,,finmind,2026-07-17T14:39:44.888924+08:00
2015-08-11,12.7,12.8,12.3,12.3,1934257,24275071,681,,,-19000.0,0.0,-62000.0,20995,362,,finmind,2026-07-17T14:39:44.888924+08:00
2015-08-12,12.2,12.25,11.95,12.0,2218029,26762555,720,,,187000.0,0.0,-139000.0,20752,473,,finmind,2026-07-17T14:39:44.888924+08:00
2015-08-13,12.1,12.35,12.0,12.2,1522320,18467749,615,,,186000.0,0.0,-55000.0,20816,416,,finmind,2026-07-17T14:39:44.888924+08:00
2015-08-14,12.2,12.25,11.0,11.0,6814056,77694766,2007,,,334000.0,0.0,-380000.0,21136,1727,,finmind,2026-07-17T14:39:44.888924+08:00
2015-08-17,10.9,11.0,10.45,10.55,5766912,61447144,1647,,,818000.0,0.0,141555.0,19914,806,,finmind,2026-07-17T14:39:44.888924+08:00
2015-08-18,10.75,11.1,10.75,10.9,3543718,38825070,1146,,,668000.0,0.0,62000.0,19757,837,,finmind,2026-07-17T14:39:44.888924+08:00
2015-08-19,11.0,11.1,10.5,10.65,3129079,33828038,1091,,,20000.0,0.0,-8000.0,19618,360,,finmind,2026-07-17T14:39:44.888924+08:00
2015-08-20,10.75,11.0,10.6,10.7,2283410,24590262,859,,,125000.0,0.0,1000.0,19612,346,,finmind,2026-07-17T14:39:44.888924+08:00
2015-08-21,10.7,11.0,10.4,10.7,5467428,58572958,1919,,,-123000.0,0.0,-354401.0,19389,331,,finmind,2026-07-17T14:39:44.888924+08:00
2015-08-24,10.4,10.4,9.63,9.63,5253490,51175676,1616,,,-140000.0,0.0,-209000.0,17705,273,,finmind,2026-07-17T14:39:44.888924+08:00
2015-08-25,8.73,9.88,8.73,9.8,3363720,32129038,1121,,,545000.0,0.0,-195000.0,17415,287,,finmind,2026-07-17T14:39:44.888924+08:00
2015-08-26,9.89,10.45,9.86,10.3,4531669,46203464,1507,,,141000.0,0.0,95000.0,17301,412,,finmind,2026-07-17T14:39:44.888924+08:00
2015-08-27,10.6,11.2,10.5,11.0,4702385,51244589,1713,,,514000.0,0.0,316000.0,16576,312,,finmind,2026-07-17T14:39:44.888924+08:00
2015-08-28,11.4,11.85,11.2,11.7,5350571,61891251,1621,,,-115000.0,0.0,994000.0,16507,629,,finmind,2026-07-17T14:39:44.888924+08:00
2015-08-31,11.6,11.9,11.4,11.9,3239124,37570277,1089,,,-176000.0,0.0,643000.0,16424,615,,finmind,2026-07-17T14:39:44.888924+08:00
2015-09-01,11.9,13.05,11.9,12.4,8706220,109008999,2770,,,2390374.0,0.0,1307000.0,15837,1194,,finmind,2026-07-17T14:39:44.888924+08:00
2015-09-02,12.65,13.05,12.4,12.95,7620184,97743316,2794,,,-119999.0,0.0,318000.0,15629,1698,,finmind,2026-07-17T14:39:44.888924+08:00
2015-09-03,13.0,13.2,12.8,12.85,5932505,77065936,2096,,,560000.0,0.0,15000.0,15647,1763,,finmind,2026-07-17T14:39:44.888924+08:00
2015-09-04,12.9,13.05,12.1,12.15,4887137,61164819,1711,,,274000.0,0.0,-898000.0,15810,1465,,finmind,2026-07-17T14:39:44.888924+08:00
2015-09-07,12.2,12.5,12.15,12.4,2000629,24662013,874,,,256626.0,0.0,26000.0,15770,1573,,finmind,2026-07-17T14:39:44.888924+08:00
2015-09-08,12.4,12.9,12.4,12.6,3281547,41797987,1173,,,177000.0,0.0,128000.0,16052,1617,,finmind,2026-07-17T14:39:44.888924+08:00
2015-09-09,12.95,13.1,12.8,12.9,3629020,46893949,1084,,,54000.0,0.0,-28000.0,15942,1528,,finmind,2026-07-17T14:39:44.888924+08:00
2015-09-10,12.6,12.7,12.45,12.6,2596350,32662028,917,,,168000.0,0.0,-46000.0,15784,1398,,finmind,2026-07-17T14:39:44.888924+08:00
2015-09-11,12.8,13.4,12.65,13.3,8121779,106839506,2547,,,181000.0,0.0,1008000.0,16783,1634,,finmind,2026-07-17T14:39:44.888924+08:00
2015-09-14,13.6,13.85,13.4,13.6,8023363,109306397,2528,,,-354000.0,0.0,-280000.0,17211,1789,,finmind,2026-07-17T14:39:44.888924+08:00
