date,open,high,low,close,volume_shares,value_twd,transactions,limit_up,limit_down,foreign_net_shares,trust_net_shares,dealer_net_shares,margin_balance_shares,short_balance_shares,daytrade_ratio,source,fetched_at
2015-01-22,16.6,17.0,16.6,17.0,104488,1735174,6,,,,,,1601000,1000,,finmind,2026-07-17T14:42:53.954576+08:00
2015-01-23,17.0,17.0,16.65,16.7,107016,1782865,9,,,,,,1602000,1000,,finmind,2026-07-17T14:42:53.954576+08:00
2015-01-26,16.8,17.0,16.65,17.0,10000,167600,6,,,,,,1600000,1000,,finmind,2026-07-17T14:42:53.954576+08:00
2015-01-27,16.95,16.95,16.95,16.95,1760,29604,2,,,,,,1600000,1000,,finmind,2026-07-17T14:42:53.954576+08:00
2015-01-28,16.7,16.8,16.7,16.8,2118,35447,3,,,,,,1600000,1000,,finmind,2026-07-17T14:42:53.954576+08:00
2015-01-29,16.7,16.7,16.6,16.6,7000,116700,3,,,,,,1601000,1000,,finmind,2026-07-17T14:42:53.954576+08:00
2015-01-30,16.5,16.65,16.2,16.4,13000,214000,12,,,,,,1599000,1000,,finmind,2026-07-17T14:42:53.954576+08:00
2015-02-02,16.55,16.55,16.3,16.55,13000,213300,6,,,,,,1599000,1000,,finmind,2026-07-17T14:42:53.954576+08:00
2015-02-03,16.6,16.85,16.55,16.8,116000,1921000,12,,,,,,1597000,1000,,finmind,2026-07-17T14:42:53.954576+08:00
2015-02-04,16.95,16.95,16.2,16.75,27001,445416,20,,,,,,1599000,1000,,finmind,2026-07-17T14:42:53.954576+08:00
2015-02-05,16.8,16.8,16.5,16.5,21000,346800,2,,,,,,1598000,1000,,finmind,2026-07-17T14:42:53.954576+08:00
2015-02-06,16.5,16.5,16.3,16.3,24000,395200,3,,,,,,1599000,1000,,finmind,2026-07-17T14:42:53.954576+08:00
2015-02-09,16.7,16.7,16.2,16.2,16000,260900,9,,,,,,1596000,1000,,finmind,2026-07-17T14:42:53.954576+08:00
2015-02-10,0.0,0.0,0.0,0.0,0,0,0,,,,,,1596000,1000,,finmind,2026-07-17T14:42:53.954576+08:00
2015-02-11,16.3,16.65,16.0,16.45,55006,883296,13,,,,,,1547000,1000,,finmind,2026-07-17T14:42:53.954576+08:00
2015-02-12,16.45,16.55,16.45,16.55,23000,378500,8,,,,,,1537000,1000,,finmind,2026-07-17T14:42:53.954576+08:00
2015-02-13,0.0,0.0,0.0,0.0,0,0,0,,,,,,1537000,1000,,finmind,2026-07-17T14:42:53.954576+08:00
2015-02-24,16.5,16.5,16.5,16.5,1000,16500,1,,,,,,1537000,1000,,finmind,2026-07-17T14:42:53.954576+08:00
2015-02-25,16.2,16.5,16.2,16.5,4000,65100,4,,,,,,1537000,1000,,finmind,2026-07-17T14:42:53.954576+08:00
2015-02-26,16.5,16.85,16.3,16.3,10000,165150,6,,,,,,1540000,1000,,finmind,2026-07-17T14:42:53.954576+08:00
2015-03-02,16.15,16.2,16.15,16.2,2252,36355,5,,,,,,1541000,1000,,finmind,2026-07-17T14:42:53.954576+08:00
2015-03-03,16.3,16.3,15.85,15.85,7000,111550,6,,,,,,1544000,1000,,finmind,2026-07-17T14:42:53.954576+08:00
2015-03-04,15.85,15.9,15.85,15.9,5000,79400,5,,,,,,1543000,1000,,finmind,2026-07-17T14:42:53.954576+08:00
2015-03-05,16.0,16.35,16.0,16.35,4000,65050,4,,,,,,1542000,1000,,finmind,2026-07-17T14:42:53.954576+08:00
2015-03-06,16.2,16.2,16.2,16.2,1000,16200,1,,,,,,1542000,1000,,finmind,2026-07-17T14:42:53.954576+08:00
2015-03-09,16.2,16.3,16.1,16.1,12000,194750,9,,,,,,1547000,1000,,finmind,2026-07-17T14:42:53.954576+08:00
2015-03-10,16.3,16.3,15.85,15.85,11032,176312,9,,,,,,1551000,1000,,finmind,2026-07-17T14:42:53.954576+08:00
2015-03-11,16.0,16.0,15.65,15.9,24501,388065,15,,,,,,1564000,1000,,finmind,2026-07-17T14:42:53.954576+08:00
2015-03-12,15.85,16.05,15.85,15.9,21016,333749,11,,,,,,1574000,1000,,finmind,2026-07-17T14:42:53.954576+08:00
2015-03-13,15.9,15.9,15.75,15.75,15002,238080,10,,,,,,1577000,1000,,finmind,2026-07-17T14:42:53.954576+08:00
2015-03-16,15.8,15.85,15.5,15.85,38001,597266,14,,,,,,1555000,1000,,finmind,2026-07-17T14:42:53.954576+08:00
2015-03-17,16.95,16.95,15.5,16.15,82000,1327800,58,,,,,,1567000,1000,,finmind,2026-07-17T14:42:53.954576+08:00
2015-03-18,15.85,15.85,15.8,15.8,8000,126700,6,,,,,,1566000,1000,,finmind,2026-07-17T14:42:53.954576+08:00
2015-03-19,15.8,16.0,15.8,16.0,7000,111550,7,,,,,,1567000,1000,,finmind,2026-07-17T14:42:53.954576+08:00
2015-03-20,16.0,16.0,15.95,15.95,9046,144517,7,,,,,,1566000,1000,,finmind,2026-07-17T14:42:53.954576+08:00
2015-03-23,15.5,15.6,15.5,15.5,19023,295304,18,,,,,,1566000,1000,,finmind,2026-07-17T14:42:53.954576+08:00
2015-03-24,15.65,15.75,15.4,15.5,42000,653900,27,,,,,,1576000,1000,,finmind,2026-07-17T14:42:53.954576+08:00
2015-03-25,15.5,15.6,15.4,15.4,31001,481415,12,,,,,,1574000,1000,,finmind,2026-07-17T14:42:53.954576+08:00
2015-03-26,16.2,16.2,15.6,15.75,37000,593350,21,,,,,,1568000,1000,,finmind,2026-07-17T14:42:53.954576+08:00
2015-03-27,15.8,16.0,15.5,15.5,18000,281700,15,,,,,,1565000,1000,,finmind,2026-07-17T14:42:53.954576+08:00
2015-03-30,15.45,15.6,15.2,15.2,60000,923600,21,,,,,,1530000,1000,,finmind,2026-07-17T14:42:53.954576+08:00
2015-03-31,15.4,15.4,15.1,15.1,25000,380500,19,,,,,,1529000,1000,,finmind,2026-07-17T14:42:53.954576+08:00
2015-04-01,15.3,15.5,15.1,15.2,13000,198850,12,,,,,,1524000,1000,,finmind,2026-07-17T14:42:53.954576+08:00
2015-04-02,15.8,16.2,15.6,16.0,477797,7676421,91,,,,,,1857000,2000,,finmind,2026-07-17T14:42:53.954576+08:00
2015-04-07,16.0,16.4,15.5,16.0,76209,1210074,30,,,,,,1833000,1000,,finmind,2026-07-17T14:42:53.954576+08:00
2015-04-08,16.3,16.3,15.75,16.0,27003,429748,18,,,,,,1830000,1000,,finmind,2026-07-17T14:42:53.954576+08:00
2015-04-09,15.9,15.9,15.55,15.9,32003,503048,31,,,,,,1832000,1000,,finmind,2026-07-17T14:42:53.954576+08:00
2015-04-10,16.2,16.2,15.5,15.5,18001,285865,15,,,,,,1827000,1000,,finmind,2026-07-17T14:42:53.954576+08:00
2015-04-13,15.55,15.75,15.5,15.5,25000,389150,11,,,,,,1817000,1000,,finmind,2026-07-17T14:42:53.954576+08:00
2015-04-14,15.5,15.7,15.25,15.45,27004,417910,24,,,,,,1815000,1000,,finmind,2026-07-17T14:42:53.954576+08:00
2015-04-15,15.25,15.45,15.25,15.45,10005,153225,12,,,,,,1803000,0,,finmind,2026-07-17T14:42:53.954576+08:00
2015-04-16,15.45,15.5,15.4,15.4,5000,77250,5,,,,,,1803000,0,,finmind,2026-07-17T14:42:53.954576+08:00
2015-04-17,15.4,15.5,15.15,15.4,23004,353110,13,,,,,,1801000,0,,finmind,2026-07-17T14:42:53.954576+08:00
2015-04-20,15.0,15.4,15.0,15.4,32000,487100,15,,,,,,1805000,0,,finmind,2026-07-17T14:42:53.954576+08:00
2015-04-21,15.3,15.85,15.05,15.1,21000,321200,16,,,,,,1814000,0,,finmind,2026-07-17T14:42:53.954576+08:00
2015-04-22,15.2,15.3,15.05,15.3,17000,258900,13,,,,,,1814000,0,,finmind,2026-07-17T14:42:53.954576+08:00
2015-04-23,15.2,15.5,15.2,15.45,17000,262550,7,,,,,,1815000,0,,finmind,2026-07-17T14:42:53.954576+08:00
2015-04-24,15.45,15.45,15.4,15.4,2530,38508,4,,,,,,1814000,0,,finmind,2026-07-17T14:42:53.954576+08:00
2015-04-27,15.4,15.4,15.1,15.1,5030,76894,6,,,,,,1814000,0,,finmind,2026-07-17T14:42:53.954576+08:00
2015-04-28,15.3,15.3,15.25,15.25,2000,30550,2,,,,,,1813000,0,,finmind,2026-07-17T14:42:53.954576+08:00
2015-04-29,15.15,15.2,14.8,15.2,15000,224100,13,,,,,,1815000,0,,finmind,2026-07-17T14:42:53.954576+08:00
2015-04-30,15.8,15.8,15.0,15.25,6000,91650,6,,,,,,1816000,0,,finmind,2026-07-17T14:42:53.954576+08:00
2015-05-04,15.2,15.25,15.0,15.2,14558,220601,10,,,,,,1482000,0,,finmind,2026-07-17T14:42:53.954576+08:00
2015-05-05,15.0,15.15,14.95,15.15,9884,147802,10,,,,,,1485000,0,,finmind,2026-07-17T14:42:53.954576+08:00
2015-05-06,15.0,15.25,14.95,15.25,13442,202935,13,,,,,,1487000,0,,finmind,2026-07-17T14:42:53.954576+08:00
2015-05-07,15.5,15.5,15.05,15.05,12000,183200,10,,,,,,1488000,0,,finmind,2026-07-17T14:42:53.954576+08:00
2015-05-08,15.0,15.1,14.9,15.1,9000,134950,7,,,,,,1490000,0,,finmind,2026-07-17T14:42:53.954576+08:00
2015-05-11,14.9,15.1,14.75,14.75,26000,386000,21,,,,,,1491000,0,,finmind,2026-07-17T14:42:53.954576+08:00
2015-05-12,15.0,15.0,14.5,14.8,16001,237314,7,,,,,,1500000,0,,finmind,2026-07-17T14:42:53.954576+08:00
2015-05-13,14.6,15.0,14.6,15.0,5000,74450,5,,,,,,1499000,1000,,finmind,2026-07-17T14:42:53.954576+08:00
2015-05-14,14.8,14.8,14.65,14.65,13001,191564,10,,,,,,1503000,0,,finmind,2026-07-17T14:42:53.954576+08:00
2015-05-15,14.65,14.9,14.6,14.65,16202,237608,11,,,,,,1510000,0,,finmind,2026-07-17T14:42:53.954576+08:00
2015-05-18,14.7,14.75,14.55,14.55,21003,306542,17,,,,,,1509000,0,,finmind,2026-07-17T14:42:53.954576+08:00
2015-05-19,15.45,15.45,14.6,14.6,15001,229614,8,,,,,,1510000,0,,finmind,2026-07-17T14:42:53.954576+08:00
2015-05-20,14.75,14.75,14.25,14.6,16500,237300,15,,,,,,1514000,0,,finmind,2026-07-17T14:42:53.954576+08:00
2015-05-21,15.0,15.0,14.8,14.8,3026,45027,4,,,,,,1514000,0,,finmind,2026-07-17T14:42:53.954576+08:00
2015-05-22,14.65,14.85,14.4,14.65,19000,277100,11,,,,,,1517000,0,,finmind,2026-07-17T14:42:53.954576+08:00
2015-05-25,14.7,14.7,14.55,14.55,4000,58500,3,,,,,,1516000,0,,finmind,2026-07-17T14:42:53.954576+08:00
2015-05-26,14.5,14.5,14.35,14.35,14000,201200,4,,,,,,1526000,0,,finmind,2026-07-17T14:42:53.954576+08:00
2015-05-27,14.4,14.45,14.0,14.0,11000,155200,8,,,,,,1527000,0,,finmind,2026-07-17T14:42:53.954576+08:00
2015-05-28,14.0,14.3,13.9,14.25,22000,311350,14,,,,,,1531000,0,,finmind,2026-07-17T14:42:53.954576+08:00
2015-05-29,14.05,14.4,14.0,14.4,8000,114050,7,,,,,,1535000,0,,finmind,2026-07-17T14:42:53.954576+08:00
2015-06-01,14.4,14.4,14.0,14.4,8000,113800,7,,,,,,1540000,0,,finmind,2026-07-17T14:42:53.954576+08:00
2015-06-02,14.25,15.1,14.2,15.1,27293,401136,18,,,,,,1533000,1000,,finmind,2026-07-17T14:42:53.954576+08:00
2015-06-03,15.4,15.4,15.0,15.4,55117,841716,37,,,,,,1514000,1000,,finmind,2026-07-17T14:42:53.954576+08:00
2015-06-04,15.5,15.5,14.7,14.7,17470,263709,15,,,,,,1514000,1000,,finmind,2026-07-17T14:42:53.954576+08:00
2015-06-05,14.85,14.85,14.0,14.3,26240,377510,26,,,,,,1516000,0,,finmind,2026-07-17T14:42:53.954576+08:00
2015-06-08,14.2,14.2,13.5,13.8,30000,411050,21,,,,,,1516000,0,,finmind,2026-07-17T14:42:53.954576+08:00
2015-06-09,13.65,13.75,13.1,13.1,65000,869300,30,,,,,,1487000,0,,finmind,2026-07-17T14:42:53.954576+08:00
2015-06-10,14.0,14.4,13.6,13.9,55000,767550,43,,,,,,1489000,1000,,finmind,2026-07-17T14:42:53.954576+08:00
2015-06-11,14.15,14.15,13.5,14.05,24000,329350,14,,,,,,1488000,2000,,finmind,2026-07-17T14:42:53.954576+08:00
2015-06-12,14.05,14.05,14.05,14.05,1000,14050,1,,,,,,1487000,2000,,finmind,2026-07-17T14:42:53.954576+08:00
2015-06-15,14.05,15.45,14.05,15.15,101000,1537750,61,,,,,,1502000,6000,,finmind,2026-07-17T14:42:53.954576+08:00
2015-06-16,14.6,15.6,14.6,15.25,39000,591800,34,,,,,,1505000,7000,,finmind,2026-07-17T14:42:53.954576+08:00
2015-06-17,15.3,15.5,15.0,15.3,15406,234890,14,,,,,,1503000,6000,,finmind,2026-07-17T14:42:53.954576+08:00
2015-06-18,15.15,15.15,14.35,14.45,57758,853065,32,,,,,,1508000,3000,,finmind,2026-07-17T14:42:53.954576+08:00
2015-06-22,13.75,14.1,13.7,13.7,113356,1569223,49,,,,,,1510000,1000,,finmind,2026-07-17T14:42:53.954576+08:00
2015-06-23,13.9,14.0,13.7,13.7,39000,538750,21,,,,,,1509000,0,,finmind,2026-07-17T14:42:53.954576+08:00
2015-06-24,13.9,13.95,13.75,13.75,10000,138050,10,,,,,,1509000,0,,finmind,2026-07-17T14:42:53.954576+08:00
2015-06-25,13.9,13.9,13.5,13.65,7000,95350,6,,,,,,1509000,0,,finmind,2026-07-17T14:42:53.954576+08:00
2015-06-26,13.75,14.2,13.75,13.75,6000,83150,6,,,,,,1510000,0,,finmind,2026-07-17T14:42:53.954576+08:00
2015-06-29,13.3,13.7,13.3,13.55,4000,54250,4,,,,,,1510000,0,,finmind,2026-07-17T14:42:53.954576+08:00
2015-06-30,13.65,13.7,13.65,13.7,2000,27350,2,,,,,,1508000,0,,finmind,2026-07-17T14:42:53.954576+08:00
2015-07-01,13.6,13.65,13.6,13.65,14000,191050,5,,,,,,1509000,0,,finmind,2026-07-17T14:42:53.954576+08:00
2015-07-02,13.9,13.9,13.75,13.75,2558,35294,3,,,,,,1508000,0,,finmind,2026-07-17T14:42:53.954576+08:00
2015-07-03,14.55,14.55,13.7,13.7,3176,44643,4,,,,,,1507000,0,,finmind,2026-07-17T14:42:53.954576+08:00
2015-07-06,13.9,14.0,13.9,14.0,7000,97600,7,,,,,,1504000,0,,finmind,2026-07-17T14:42:53.954576+08:00
2015-07-07,14.5,14.6,13.7,14.05,49000,685600,34,,,,,,1506000,0,,finmind,2026-07-17T14:42:53.954576+08:00
2015-07-08,13.7,13.85,13.55,13.85,11000,150150,7,,,,,,1497000,0,,finmind,2026-07-17T14:42:53.954576+08:00
2015-07-09,13.5,13.75,13.0,13.75,15000,201600,12,,,,,,1486000,0,,finmind,2026-07-17T14:42:53.954576+08:00
2015-07-13,14.5,14.5,13.6,13.6,9000,124100,6,,,,,,1491000,0,,finmind,2026-07-17T14:42:53.954576+08:00
2015-07-14,13.6,13.6,13.6,13.6,1000,13600,1,,,,,,1490000,0,,finmind,2026-07-17T14:42:53.954576+08:00
2015-07-15,13.8,13.8,13.3,13.4,10000,135000,10,,,,,,1487000,0,,finmind,2026-07-17T14:42:53.954576+08:00
2015-07-16,13.35,13.45,13.35,13.45,10000,134150,6,,,,,,1487000,0,,finmind,2026-07-17T14:42:53.954576+08:00
2015-07-17,0.0,0.0,0.0,0.0,0,0,0,,,,,,1487000,0,,finmind,2026-07-17T14:42:53.954576+08:00
2015-07-20,13.55,13.65,13.2,13.45,10000,133400,8,,,,,,1488000,0,,finmind,2026-07-17T14:42:53.954576+08:00
2015-07-21,13.5,13.5,13.5,13.5,2016,27211,3,,,,,,1486000,0,,finmind,2026-07-17T14:42:53.954576+08:00
2015-07-22,13.45,13.45,13.3,13.3,7000,93350,5,,,,,,1486000,0,,finmind,2026-07-17T14:42:53.954576+08:00
2015-07-23,13.45,13.45,13.45,13.45,1001,13463,2,,,,,,1486000,0,,finmind,2026-07-17T14:42:53.954576+08:00
2015-07-24,13.5,13.8,13.5,13.8,2426,33051,4,,,,,,1484000,0,,finmind,2026-07-17T14:42:53.954576+08:00
2015-07-27,14.2,14.7,13.15,13.15,29000,399800,18,,,,,,1482000,0,,finmind,2026-07-17T14:42:53.954576+08:00
2015-07-28,13.0,13.7,13.0,13.7,82000,1066950,3,,,-80000.0,0.0,0.0,1482000,0,,finmind,2026-07-17T14:42:53.954576+08:00
2015-07-29,13.15,13.4,13.15,13.4,3001,39713,3,,,,,,1479000,0,,finmind,2026-07-17T14:42:53.954576+08:00
2015-07-30,13.1,13.45,13.1,13.45,7000,92550,6,,,,,,1480000,0,,finmind,2026-07-17T14:42:53.954576+08:00
2015-07-31,13.2,13.25,13.05,13.25,10000,131500,9,,,,,,1482000,0,,finmind,2026-07-17T14:42:53.954576+08:00
2015-08-03,13.1,13.2,13.0,13.0,13000,169350,10,,,,,,1485000,0,,finmind,2026-07-17T14:42:53.954576+08:00
2015-08-04,13.1,14.25,12.95,12.95,57000,760100,29,,,,,,1446000,0,,finmind,2026-07-17T14:42:53.954576+08:00
2015-08-05,13.0,13.2,12.6,12.6,15000,192950,12,,,,,,1448000,0,,finmind,2026-07-17T14:42:53.954576+08:00
2015-08-06,12.3,13.3,12.3,12.6,29303,374622,21,,,,,,1425000,0,,finmind,2026-07-17T14:42:53.954576+08:00
2015-08-07,12.7,13.1,12.7,13.1,2000,25800,2,,,,,,1425000,0,,finmind,2026-07-17T14:42:53.954576+08:00
2015-08-10,12.9,13.0,12.9,13.0,3000,38800,2,,,,,,1423000,0,,finmind,2026-07-17T14:42:53.954576+08:00
2015-08-11,12.9,13.3,12.9,13.3,2000,26200,2,,,,,,1421000,0,,finmind,2026-07-17T14:42:53.954576+08:00
2015-08-12,13.1,13.1,13.1,13.1,1000,13100,1,,,,,,1421000,0,,finmind,2026-07-17T14:42:53.954576+08:00
2015-08-13,0.0,0.0,0.0,0.0,0,0,0,,,,,,1421000,0,,finmind,2026-07-17T14:42:53.954576+08:00
2015-08-14,13.5,13.5,13.5,13.5,2000,27000,1,,,,,,1419000,0,,finmind,2026-07-17T14:42:53.954576+08:00
2015-08-17,0.0,0.0,0.0,0.0,23,279,1,,,,,,1419000,0,,finmind,2026-07-17T14:42:53.954576+08:00
2015-08-18,13.25,13.45,13.25,13.4,4000,53500,4,,,,,,1417000,0,,finmind,2026-07-17T14:42:53.954576+08:00
2015-08-19,13.4,14.4,12.9,13.35,22118,300045,17,,,,,,1410000,0,,finmind,2026-07-17T14:42:53.954576+08:00
2015-08-20,13.35,13.35,13.35,13.35,4000,53400,1,,,,,,1410000,0,,finmind,2026-07-17T14:42:53.954576+08:00
2015-08-21,12.65,13.3,12.45,13.3,19000,238700,7,,,,,,1411000,0,,finmind,2026-07-17T14:42:53.954576+08:00
2015-08-24,12.35,13.5,12.0,12.9,46000,572600,29,,,,,,1389000,0,,finmind,2026-07-17T14:42:53.954576+08:00
2015-08-25,11.9,12.85,11.85,12.85,83000,1015500,27,,,,,,1339000,0,,finmind,2026-07-17T14:42:53.954576+08:00
2015-08-26,0.0,0.0,0.0,0.0,0,0,0,,,,,,1338000,0,,finmind,2026-07-17T14:42:53.954576+08:00
2015-08-27,12.7,13.05,12.7,13.05,2035,26206,3,,,,,,1337000,0,,finmind,2026-07-17T14:42:53.954576+08:00
2015-08-28,13.55,13.55,13.55,13.55,4000,54200,2,,,,,,1333000,0,,finmind,2026-07-17T14:42:53.954576+08:00
2015-08-31,13.8,13.8,13.8,13.8,2000,27600,1,,,,,,1331000,0,,finmind,2026-07-17T14:42:53.954576+08:00
2015-09-01,0.0,0.0,0.0,0.0,0,0,0,,,,,,1331000,0,,finmind,2026-07-17T14:42:53.954576+08:00
2015-09-02,13.85,13.85,12.55,13.7,11000,144100,8,,,,,,1329000,0,,finmind,2026-07-17T14:42:53.954576+08:00
2015-09-03,13.05,14.9,13.05,14.3,54000,768350,30,,,,,,1299000,4000,,finmind,2026-07-17T14:42:53.954576+08:00
2015-09-04,14.4,14.4,13.6,13.95,25000,355000,13,,,,,,1282000,0,,finmind,2026-07-17T14:42:53.954576+08:00
2015-09-07,14.0,14.45,13.7,14.05,43000,595500,10,,,,,,1242000,1000,,finmind,2026-07-17T14:42:53.954576+08:00
2015-09-08,13.5,14.1,13.5,13.75,70000,964200,17,,,,,,1196000,0,,finmind,2026-07-17T14:42:53.954576+08:00
2015-09-09,13.6,13.95,13.6,13.95,52000,711050,6,,,,,,1160000,0,,finmind,2026-07-17T14:42:53.954576+08:00
2015-09-10,0.0,0.0,0.0,0.0,0,0,0,,,,,,1160000,0,,finmind,2026-07-17T14:42:53.954576+08:00
2015-09-11,14.25,14.25,13.8,13.8,3000,42300,2,,,,,,1159000,0,,finmind,2026-07-17T14:42:53.954576+08:00
2015-09-14,13.95,13.95,13.95,13.95,2000,27900,1,,,,,,1157000,0,,finmind,2026-07-17T14:42:53.954576+08:00
2015-09-15,14.2,14.2,14.2,14.2,1000,14200,1,,,,,,1156000,0,,finmind,2026-07-17T14:42:53.954576+08:00
2015-09-16,14.25,14.25,14.25,14.25,1000,14250,1,,,,,,1155000,0,,finmind,2026-07-17T14:42:53.954576+08:00
2015-09-17,13.0,13.85,13.0,13.85,3000,39850,3,,,,,,1156000,0,,finmind,2026-07-17T14:42:53.954576+08:00
2015-09-18,13.5,13.5,13.3,13.45,15000,200200,11,,,,,,1159000,0,,finmind,2026-07-17T14:42:53.954576+08:00
2015-09-21,12.75,13.1,12.35,13.1,52000,655350,20,,,,,,1157000,0,,finmind,2026-07-17T14:42:53.954576+08:00
2015-09-22,13.65,13.65,13.65,13.65,1000,13650,1,,,,,,1156000,0,,finmind,2026-07-17T14:42:53.954576+08:00
2015-09-23,12.65,12.65,12.65,12.65,1001,12662,2,,,,,,1156000,0,,finmind,2026-07-17T14:42:53.954576+08:00
2015-09-24,12.6,13.25,12.6,13.25,5000,63650,3,,,,,,1158000,0,,finmind,2026-07-17T14:42:53.954576+08:00
2015-09-25,0.0,0.0,0.0,0.0,1,14,1,,,,,,1158000,0,,finmind,2026-07-17T14:42:53.954576+08:00
2015-09-30,13.15,13.15,13.15,13.15,3000,39450,3,,,,,,1158000,0,,finmind,2026-07-17T14:42:53.954576+08:00
2015-10-01,13.0,13.35,13.0,13.35,2016,26562,4,,,,,,1157000,0,,finmind,2026-07-17T14:42:53.954576+08:00
2015-10-02,12.35,13.55,12.35,13.55,8000,104650,6,,,,,,1155000,0,,finmind,2026-07-17T14:42:53.954576+08:00
2015-10-05,13.2,13.8,13.2,13.8,6000,82200,5,,,,,,1155000,0,,finmind,2026-07-17T14:42:53.954576+08:00
2015-10-06,13.45,13.45,13.45,13.45,2000,26900,2,,,,,,1156000,0,,finmind,2026-07-17T14:42:53.954576+08:00
2015-10-07,13.3,13.3,13.3,13.3,1000,13300,1,,,,,,1156000,0,,finmind,2026-07-17T14:42:53.954576+08:00
2015-10-08,13.1,13.45,13.1,13.45,2000,26550,2,,,,,,1157000,0,,finmind,2026-07-17T14:42:53.954576+08:00
2015-10-12,13.4,14.05,13.4,14.05,31000,421500,11,,,,,,1186000,0,,finmind,2026-07-17T14:42:53.954576+08:00
2015-10-13,13.75,13.95,13.2,13.2,4000,54650,3,,,,,,1187000,0,,finmind,2026-07-17T14:42:53.954576+08:00
2015-10-14,13.2,13.35,12.9,13.35,3005,39516,4,,,,,,1187000,0,,finmind,2026-07-17T14:42:53.954576+08:00
2015-10-15,13.75,13.75,13.75,13.75,1000,13750,1,,,,,,1186000,0,,finmind,2026-07-17T14:42:53.954576+08:00
2015-10-16,14.05,14.05,14.05,14.05,7000,98350,2,,,,,,1179000,0,,finmind,2026-07-17T14:42:53.954576+08:00
2015-10-19,0.0,0.0,0.0,0.0,0,0,0,,,,,,1179000,0,,finmind,2026-07-17T14:42:53.954576+08:00
2015-10-20,0.0,0.0,0.0,0.0,0,0,0,,,,,,1179000,0,,finmind,2026-07-17T14:42:53.954576+08:00
2015-10-21,0.0,0.0,0.0,0.0,8,110,1,,,,,,1179000,0,,finmind,2026-07-17T14:42:53.954576+08:00
2015-10-22,14.05,14.05,14.0,14.0,2010,28191,3,,,,,,1178000,0,,finmind,2026-07-17T14:42:53.954576+08:00
2015-10-23,14.05,14.05,14.05,14.05,2208,31042,3,,,,,,1176000,0,,finmind,2026-07-17T14:42:53.954576+08:00
2015-10-26,13.6,13.95,13.6,13.8,25000,343750,18,,,,,,1187000,0,,finmind,2026-07-17T14:42:53.954576+08:00
2015-10-27,13.75,13.75,13.75,13.75,1000,13750,1,,,,,,1186000,0,,finmind,2026-07-17T14:42:53.954576+08:00
2015-10-28,13.65,13.95,13.65,13.95,12000,166350,4,,,,,,1186000,0,,finmind,2026-07-17T14:42:53.954576+08:00
2015-10-29,13.85,13.95,13.65,13.85,17000,235200,12,,,,,,1143000,0,,finmind,2026-07-17T14:42:53.954576+08:00
2015-10-30,13.6,14.0,13.4,14.0,26000,354500,11,,,,,,1131000,0,,finmind,2026-07-17T14:42:53.954576+08:00
2015-11-02,14.7,14.75,13.7,13.7,7000,101900,5,,,,,,1129000,0,,finmind,2026-07-17T14:42:53.954576+08:00
2015-11-03,0.0,0.0,0.0,0.0,530,6545,1,,,,,,1129000,0,,finmind,2026-07-17T14:42:53.954576+08:00
2015-11-04,0.0,0.0,0.0,0.0,0,0,0,,,,,,1129000,0,,finmind,2026-07-17T14:42:53.954576+08:00
2015-11-05,13.95,13.95,13.95,13.95,1000,13950,1,,,,,,1129000,0,,finmind,2026-07-17T14:42:53.954576+08:00
2015-11-06,13.45,13.45,13.2,13.2,9000,120650,7,,,,,,1132000,0,,finmind,2026-07-17T14:42:53.954576+08:00
