date,open,high,low,close,volume_shares,value_twd,transactions,limit_up,limit_down,foreign_net_shares,trust_net_shares,dealer_net_shares,margin_balance_shares,short_balance_shares,daytrade_ratio,source,fetched_at
2025-08-12,142.0,151.0,139.5,147.0,64611509,9392162758,39261,,,1747308,4595000,1030765,17575.0,303.0,,finmind,2026-07-15T18:33:18.905827+08:00
2025-08-13,156.5,161.5,154.5,161.0,112293775,17918488761,54100,,,9807026,3323927,1255653,18394.0,590.0,,finmind,2026-07-15T18:33:18.905827+08:00
2025-08-14,159.0,162.0,153.0,154.5,46786440,7345731139,25190,,,8177894,400963,-485601,16675.0,412.0,,finmind,2026-07-15T18:33:18.905827+08:00
2025-08-15,157.0,162.0,155.0,161.0,32950923,5230163518,25529,,,-1301100,-1104037,771615,18175.0,422.0,,finmind,2026-07-15T18:33:18.905827+08:00
2025-08-18,161.0,172.5,160.5,170.0,51759669,8658320886,34773,,,-10025995,3515963,2396135,20278.0,497.0,,finmind,2026-07-15T18:33:18.905827+08:00
2025-08-19,172.0,173.0,164.0,165.5,36411533,6105878414,24675,,,3360221,2163000,-1701798,19329.0,566.0,,finmind,2026-07-15T18:33:18.905827+08:00
2025-08-20,164.0,167.0,156.5,161.5,25734728,4171290028,22087,,,3707029,988000,-552014,18647.0,397.0,,finmind,2026-07-15T18:33:18.905827+08:00
2025-08-21,164.0,170.0,162.0,168.0,29793351,4968297640,20788,,,-8015907,1597000,147429,20563.0,446.0,,finmind,2026-07-15T18:33:18.905827+08:00
2025-08-22,168.5,175.0,167.0,171.0,29109370,4989025169,21616,,,-595005,3681963,114521,20750.0,534.0,,finmind,2026-07-15T18:33:18.905827+08:00
2025-08-25,182.0,187.5,180.0,180.5,38902430,7120284230,32652,,,-6566534,2749927,1303271,22348.0,532.0,,finmind,2026-07-15T18:33:18.905827+08:00
2025-08-26,181.0,194.5,181.0,192.5,50516272,9556960483,33920,,,59919,2448030,787661,21003.0,771.0,,finmind,2026-07-15T18:33:18.905827+08:00
2025-08-27,194.5,201.0,190.5,192.0,42252114,8271208389,37487,,,-3994512,2398000,79773,20475.0,758.0,,finmind,2026-07-15T18:33:18.905827+08:00
2025-08-28,190.5,196.5,190.0,194.0,20280496,3930852009,15928,,,5946321,-1656077,-789041,18692.0,766.0,,finmind,2026-07-15T18:33:18.905827+08:00
2025-08-29,198.5,198.5,190.5,196.5,24669723,4822559444,18767,,,646618,2312000,-25625,18443.0,783.0,,finmind,2026-07-15T18:33:18.905827+08:00
2025-09-01,197.0,201.5,185.0,191.0,39080092,7493072461,25292,,,10569168,-632000,-995208,16943.0,799.0,,finmind,2026-07-15T18:33:18.905827+08:00
2025-09-02,194.5,194.5,180.5,184.5,29019091,5383281333,32617,,,7128147,-1351000,-399443,16802.0,636.0,,finmind,2026-07-15T18:33:18.905827+08:00
2025-09-03,186.5,191.0,180.5,183.5,26399041,4890435432,39853,,,1649734,-39000,-370228,17077.0,643.0,,finmind,2026-07-15T18:33:18.905827+08:00
2025-09-04,185.5,186.5,172.0,174.0,28462333,5029298128,31760,,,7151018,-2440038,-671780,15981.0,525.0,,finmind,2026-07-15T18:33:18.905827+08:00
2025-09-05,177.5,178.5,170.0,174.0,25540571,4439732494,22591,,,6021726,-3293038,191330,16771.0,488.0,,finmind,2026-07-15T18:33:18.905827+08:00
2025-09-08,174.0,174.0,166.5,168.0,25600459,4313805464,25577,,,5168929,-1482115,-309549,16708.0,353.0,,finmind,2026-07-15T18:33:18.905827+08:00
2025-09-09,169.0,173.0,166.0,167.0,20305200,3422413300,19487,,,2089660,-711038,-145183,16998.0,333.0,,finmind,2026-07-15T18:33:18.905827+08:00
2025-09-10,169.0,173.0,166.5,168.5,19869551,3367219939,17336,,,2222424,-2633000,251750,16401.0,309.0,,finmind,2026-07-15T18:33:18.905827+08:00
2025-09-11,178.0,179.5,167.5,169.0,34339347,5892292938,21981,,,1838976,-3994000,-39172,16924.0,318.0,,finmind,2026-07-15T18:33:18.905827+08:00
2025-09-12,173.0,173.5,168.5,169.0,17783887,3033666756,12092,,,-3168580,-588077,14571,16965.0,309.0,,finmind,2026-07-15T18:33:18.905827+08:00
2025-09-15,171.0,171.0,163.5,166.0,12030872,2017498054,9659,,,2372553,-12000,-700604,16598.0,303.0,,finmind,2026-07-15T18:33:18.905827+08:00
2025-09-16,167.0,178.0,165.5,172.5,27863983,4818918416,20249,,,-2202631,35004,507408,17445.0,302.0,,finmind,2026-07-15T18:33:18.905827+08:00
2025-09-17,172.5,175.0,170.0,171.0,19856929,3420306935,13156,,,3193207,-1701153,-608673,17123.0,294.0,,finmind,2026-07-15T18:33:18.905827+08:00
2025-09-18,172.0,173.0,166.0,169.5,26008557,4369908815,17108,,,7585600,-3044000,-106432,13350.0,294.0,,finmind,2026-07-15T18:33:18.905827+08:00
2025-09-19,169.0,175.0,168.0,169.5,27376993,4652260972,15827,,,-1206334,-2962181,295626,13502.0,275.0,,finmind,2026-07-15T18:33:18.905827+08:00
2025-09-22,170.0,177.0,168.0,175.0,19092684,3316180590,13214,,,2774015,-702002,1113839,13368.0,281.0,,finmind,2026-07-15T18:33:18.905827+08:00
2025-09-23,176.5,178.0,169.5,171.5,22962397,3989056343,15364,,,-289597,91000,-1102732,12977.0,292.0,,finmind,2026-07-15T18:33:18.905827+08:00
2025-09-24,172.0,172.0,167.5,169.0,11226247,1896164642,10266,,,126950,-649950,65329,12745.0,286.0,,finmind,2026-07-15T18:33:18.905827+08:00
2025-09-25,170.5,172.5,168.5,172.5,10448112,1788841608,7631,,,3570793,-603000,-218943,12127.0,289.0,,finmind,2026-07-15T18:33:18.905827+08:00
2025-09-26,171.0,171.5,162.5,165.0,17719326,2920769709,12243,,,-2127810,-94000,-627735,12125.0,252.0,,finmind,2026-07-15T18:33:18.905827+08:00
2025-09-30,169.0,170.0,163.5,166.0,11296991,1880172667,8177,,,645307,-493000,50632,11770.0,251.0,,finmind,2026-07-15T18:33:18.905827+08:00
2025-10-01,165.5,167.0,161.5,162.0,9587080,1566618528,8518,,,-547924,-366000,137661,11524.0,260.0,,finmind,2026-07-15T18:33:18.905827+08:00
2025-10-02,162.5,164.0,158.0,160.0,17880121,2850776643,11554,,,4468456,-2787000,-82395,10795.0,277.0,,finmind,2026-07-15T18:33:18.905827+08:00
2025-10-03,160.0,164.0,160.0,164.0,11641482,1890085082,6637,,,-594158,-80000,-613538,9960.0,276.0,,finmind,2026-07-15T18:33:18.905827+08:00
2025-10-07,165.0,167.0,162.5,165.5,7418570,1226822700,5471,,,138000,-151000,-64530,9954.0,368.0,,finmind,2026-07-15T18:33:18.905827+08:00
2025-10-08,165.5,168.0,163.5,167.0,14483083,2406028936,5341,,,-1725582,-43000,6960,9811.0,355.0,,finmind,2026-07-15T18:33:18.905827+08:00
2025-10-09,168.0,169.5,164.0,166.0,10944138,1821964800,7240,,,-4133338,260523,-253173,9791.0,340.0,,finmind,2026-07-15T18:33:18.905827+08:00
2025-10-13,156.0,161.0,156.0,159.5,19199845,3049782282,10436,,,-4364882,-139000,13927,9743.0,223.0,,finmind,2026-07-15T18:33:18.905827+08:00
2025-10-14,160.0,160.5,144.5,145.5,29003225,4348226702,21703,,,-1385560,-1960988,-349027,9553.0,280.0,,finmind,2026-07-15T18:33:18.905827+08:00
2025-10-15,148.0,149.5,145.0,146.0,13325251,1952277979,8647,,,-704257,-338000,493591,9569.0,227.0,,finmind,2026-07-15T18:33:18.905827+08:00
2025-10-16,147.5,153.5,147.5,151.5,16800879,2494256859,7884,,,-2349598,-429000,206729,9443.0,204.0,,finmind,2026-07-15T18:33:18.905827+08:00
2025-10-17,151.5,152.0,147.0,148.0,10873778,1601952145,6886,,,-13534,-281000,-308400,9416.0,185.0,,finmind,2026-07-15T18:33:18.905827+08:00
2025-10-20,149.5,150.0,147.0,150.0,4627503,688976587,3900,,,-661465,322000,94321,9476.0,188.0,,finmind,2026-07-15T18:33:18.905827+08:00
2025-10-21,152.0,165.0,151.5,165.0,25351878,4085629117,16931,,,-959800,619000,271060,10173.0,265.0,,finmind,2026-07-15T18:33:18.905827+08:00
2025-10-22,165.0,165.0,160.0,162.0,16554563,2686204823,11210,,,-3640523,-139000,-58338,10514.0,230.0,,finmind,2026-07-15T18:33:18.905827+08:00
2025-10-23,161.0,164.0,160.0,163.0,12267632,1992694825,8963,,,-1585733,951000,230144,10240.0,246.0,,finmind,2026-07-15T18:33:18.905827+08:00
2025-10-27,167.0,171.5,164.5,170.5,25806817,4362776941,16656,,,904820,1426998,604961,10525.0,266.0,,finmind,2026-07-15T18:33:18.905827+08:00
2025-10-28,171.5,172.0,166.5,166.5,9446938,1589574065,10086,,,-2574576,595000,10571,10534.0,260.0,,finmind,2026-07-15T18:33:18.905827+08:00
2025-10-29,169.5,170.5,167.5,169.0,8415546,1423362473,6979,,,-21000,-83000,-123896,10447.0,270.0,,finmind,2026-07-15T18:33:18.905827+08:00
2025-10-30,169.0,169.0,163.5,166.0,8566706,1421681305,7374,,,2332784,-183000,-114111,10201.0,256.0,,finmind,2026-07-15T18:33:18.905827+08:00
2025-10-31,167.5,168.5,163.0,163.0,8769584,1449102608,6329,,,-574572,-118439,-151223,10457.0,242.0,,finmind,2026-07-15T18:33:18.905827+08:00
2025-11-03,162.0,166.0,160.0,165.0,11878514,1947267485,8116,,,2268350,-1307878,305656,10438.0,241.0,,finmind,2026-07-15T18:33:18.905827+08:00
2025-11-04,165.5,168.0,160.0,160.5,7738898,1263136558,6459,,,1702995,-990000,-239466,10433.0,230.0,,finmind,2026-07-15T18:33:18.905827+08:00
2025-11-05,157.0,157.5,153.0,157.5,9414684,1468269088,7443,,,588959,-891878,-408412,10606.0,197.0,,finmind,2026-07-15T18:33:18.905827+08:00
2025-11-06,158.0,160.0,155.0,157.0,11084031,1737746483,7670,,,4113007,-1287000,216080,10888.0,196.0,,finmind,2026-07-15T18:33:18.905827+08:00
2025-11-07,155.5,156.5,153.0,154.5,5089792,786097389,4528,,,890700,8000,-137944,10576.0,189.0,,finmind,2026-07-15T18:33:18.905827+08:00
2025-11-10,157.5,157.5,155.0,155.5,3960374,618254848,2804,,,-372802,-184000,27877,10517.0,180.0,,finmind,2026-07-15T18:33:18.905827+08:00
2025-11-11,157.5,159.0,155.0,155.0,6323565,994404269,4372,,,-1054018,40000,-23779,10527.0,179.0,,finmind,2026-07-15T18:33:18.905827+08:00
2025-11-12,156.0,156.0,143.0,144.5,28205699,4120242332,24299,,,-5618992,-214000,-237487,10394.0,215.0,,finmind,2026-07-15T18:33:18.905827+08:00
2025-11-13,144.5,154.0,144.0,151.0,26165147,3909496562,16544,,,2797129,-232001,-38037,10208.0,201.0,,finmind,2026-07-15T18:33:18.905827+08:00
2025-11-14,147.5,149.0,140.5,141.5,15491015,2224086139,13310,,,-2514899,158000,-121398,10871.0,264.0,,finmind,2026-07-15T18:33:18.905827+08:00
2025-11-17,142.5,145.0,140.0,142.0,14040466,2005541028,8118,,,-4730335,5555806,-60241,10764.0,300.0,,finmind,2026-07-15T18:33:18.905827+08:00
2025-11-18,140.5,145.0,138.5,138.5,19057849,2681467550,10086,,,-7452741,6061000,329036,10928.0,339.0,,finmind,2026-07-15T18:33:18.905827+08:00
2025-11-19,138.5,139.0,135.5,136.0,20363331,2788184221,10873,,,-8940038,8042300,379650,10954.0,296.0,,finmind,2026-07-15T18:33:18.905827+08:00
2025-11-20,140.0,143.5,139.0,141.0,20544140,2905558456,10642,,,-8710721,7921000,41404,11176.0,509.0,,finmind,2026-07-15T18:33:18.905827+08:00
2025-11-21,136.0,144.0,135.5,141.0,20267120,2868545556,11281,,,-6431115,8038000,-301082,10788.0,657.0,,finmind,2026-07-15T18:33:18.905827+08:00
2025-11-24,141.0,141.0,135.0,140.5,27164822,3741220634,14240,,,-9496441,6391717,-90558,11134.0,952.0,,finmind,2026-07-15T18:33:18.905827+08:00
2025-11-25,141.0,142.0,138.0,138.5,12580784,1752620585,8547,,,-4947610,1670000,-16458,11540.0,483.0,,finmind,2026-07-15T18:33:18.905827+08:00
2025-11-26,138.5,141.0,137.0,140.0,9224418,1283209446,6351,,,-808481,337000,153044,11480.0,445.0,,finmind,2026-07-15T18:33:18.905827+08:00
2025-11-27,141.5,144.5,140.5,143.0,7695250,1099026060,5834,,,133293,-204000,52460,11354.0,415.0,,finmind,2026-07-15T18:33:18.905827+08:00
2025-11-28,144.0,146.5,141.5,145.5,6263471,903640447,4825,,,632413,-297000,-74522,11226.0,375.0,,finmind,2026-07-15T18:33:18.905827+08:00
2025-12-01,147.0,151.5,145.0,147.5,9615583,1423359664,7127,,,-1168567,215000,303841,11326.0,377.0,,finmind,2026-07-15T18:33:18.905827+08:00
2025-12-02,148.5,149.0,145.0,146.0,5069790,744989771,4638,,,-364951,-17000,-129227,11660.0,396.0,,finmind,2026-07-15T18:33:18.905827+08:00
2025-12-03,145.0,147.0,144.0,144.5,4843628,702843978,3484,,,-747145,71000,-47993,11737.0,389.0,,finmind,2026-07-15T18:33:18.905827+08:00
2025-12-04,146.0,147.5,143.5,145.5,4509189,656526773,3167,,,652539,3000,-38334,11518.0,386.0,,finmind,2026-07-15T18:33:18.905827+08:00
2025-12-05,145.0,149.0,143.5,147.5,7291142,1066579672,5512,,,-196521,17000,67806,11817.0,379.0,,finmind,2026-07-15T18:33:18.905827+08:00
2025-12-08,145.5,148.5,144.5,147.0,7500394,1097163194,5408,,,166964,67561,9988,11744.0,362.0,,finmind,2026-07-15T18:33:18.905827+08:00
2025-12-09,146.0,150.0,145.0,147.5,9060645,1337685753,6021,,,453571,8000,-21429,11505.0,359.0,,finmind,2026-07-15T18:33:18.905827+08:00
2025-12-10,147.0,147.0,145.0,146.5,7492428,1093709544,4948,,,-1258867,69008,152508,11791.0,345.0,,finmind,2026-07-15T18:33:18.905827+08:00
2025-12-11,147.5,149.5,145.0,146.0,8123919,1194578227,6030,,,482374,-245000,-30316,11515.0,344.0,,finmind,2026-07-15T18:33:18.905827+08:00
2025-12-12,147.5,147.5,142.0,143.0,5593990,804137009,5306,,,-947508,-513878,-173874,11733.0,325.0,,finmind,2026-07-15T18:33:18.905827+08:00
2025-12-15,139.0,141.0,138.0,141.0,6725513,936301758,6402,,,911187,-148000,-33697,11463.0,311.0,,finmind,2026-07-15T18:33:18.905827+08:00
2025-12-16,139.5,140.0,135.0,137.5,7017328,962222034,5898,,,-783881,-445000,127580,11500.0,291.0,,finmind,2026-07-15T18:33:18.905827+08:00
2025-12-17,138.0,141.0,137.0,140.0,5980645,832959003,4597,,,974448,-1103000,487586,11358.0,297.0,,finmind,2026-07-15T18:33:18.905827+08:00
2025-12-18,139.0,139.0,137.5,138.5,4007634,554664718,3166,,,481354,-732000,115227,11445.0,102.0,,finmind,2026-07-15T18:33:18.905827+08:00
2025-12-19,140.0,140.5,137.5,139.0,14933336,2074631536,5775,,,7924476,-7338000,-114351,11347.0,104.0,,finmind,2026-07-15T18:33:18.905827+08:00
2025-12-22,141.5,147.0,141.5,144.0,14708526,2121843027,7551,,,7684827,-6992000,427936,11201.0,112.0,,finmind,2026-07-15T18:33:18.905827+08:00
2025-12-23,145.5,147.5,143.5,144.0,11627424,1683213655,5160,,,6500611,-6450000,-109300,11055.0,110.0,,finmind,2026-07-15T18:33:18.905827+08:00
2025-12-24,144.5,146.5,144.0,145.5,10535969,1529282153,4884,,,6116501,-6454000,-93789,11030.0,110.0,,finmind,2026-07-15T18:33:18.905827+08:00
2025-12-26,145.5,146.5,143.0,144.5,10926165,1575651793,4865,,,5208093,-6429000,-30851,11210.0,111.0,,finmind,2026-07-15T18:33:18.905827+08:00
2025-12-29,145.5,145.5,142.5,143.0,4298689,615493801,3689,,,514686,-1241878,13554,11301.0,104.0,,finmind,2026-07-15T18:33:18.905827+08:00
2025-12-30,143.0,143.0,140.0,141.0,6587941,928647104,4443,,,2570000,-3781035,87105,11434.0,313.0,,finmind,2026-07-15T18:33:18.905827+08:00
2025-12-31,142.0,143.5,141.0,142.0,3541925,503199212,2598,,,1720134,-1319439,2451,11231.0,312.0,,finmind,2026-07-15T18:33:18.905827+08:00
2026-01-02,142.5,142.5,138.5,140.5,7556164,1061740580,4547,,,1713788,-2963000,324505,11464.0,309.0,,finmind,2026-07-15T18:33:18.905827+08:00
2026-01-05,142.0,144.0,138.0,140.5,11987581,1678484097,6710,,,2644710,-5539000,173712,11752.0,110.0,,finmind,2026-07-15T18:33:18.905827+08:00
2026-01-06,141.5,145.5,141.5,145.5,6591247,949330033,4607,,,323242,-20000,356114,11509.0,101.0,,finmind,2026-07-15T18:33:18.905827+08:00
2026-01-07,148.0,149.5,146.0,148.5,12709161,1877578762,6693,,,-1061851,36122,173309,11802.0,117.0,,finmind,2026-07-15T18:33:18.905827+08:00
2026-01-08,149.5,150.0,142.5,143.0,6010325,871797615,4985,,,-2679947,45000,-165163,12103.0,102.0,,finmind,2026-07-15T18:33:18.905827+08:00
2026-01-09,143.5,145.5,140.5,144.5,5323242,764084271,3477,,,-500635,11245,-107005,12087.0,105.0,,finmind,2026-07-15T18:33:18.905827+08:00
2026-01-12,145.5,158.5,145.5,158.5,20185651,3154316825,14080,,,1667258,-800000,340745,16777.0,130.0,,finmind,2026-07-15T18:33:18.905827+08:00
2026-01-13,165.0,174.0,162.5,164.0,47473023,7968104609,30987,,,-373072,664000,1633940,20786.0,144.0,,finmind,2026-07-15T18:33:18.905827+08:00
2026-01-14,172.0,176.5,167.0,168.5,33927050,5814356877,48824,,,-701156,1779000,1169353,21835.0,153.0,,finmind,2026-07-15T18:33:18.905827+08:00
2026-01-15,169.0,174.0,163.0,167.5,26861720,4531901681,17467,,,-3493782,184000,-659125,23396.0,158.0,,finmind,2026-07-15T18:33:18.905827+08:00
2026-01-16,170.0,179.5,167.0,174.0,42887105,7512783716,30110,,,1844332,1625000,371025,23944.0,220.0,,finmind,2026-07-15T18:33:18.905827+08:00
2026-01-19,180.0,181.5,169.5,170.5,28838033,5008607257,25572,,,-8996763,319000,-358245,24999.0,163.0,,finmind,2026-07-15T18:33:18.905827+08:00
2026-01-20,170.0,170.0,163.0,164.5,23134241,3836316727,16577,,,-430280,-8927,-171352,22783.0,131.0,,finmind,2026-07-15T18:33:18.905827+08:00
2026-01-21,162.5,164.5,158.5,159.5,16380025,2633175811,12377,,,1009752,-66000,-293463,21550.0,131.0,,finmind,2026-07-15T18:33:18.905827+08:00
2026-01-22,163.0,168.0,163.0,164.5,10523030,1738964903,8100,,,-446880,42000,197667,20998.0,124.0,,finmind,2026-07-15T18:33:18.905827+08:00
2026-01-23,167.0,176.0,166.5,170.5,23899194,4115229558,15832,,,6126147,25595,227033,19669.0,131.0,,finmind,2026-07-15T18:33:18.905827+08:00
2026-01-26,170.0,170.0,164.5,164.5,8266005,1369261578,21798,,,-3615789,-119000,-191650,19888.0,108.0,,finmind,2026-07-15T18:33:18.905827+08:00
2026-01-27,165.0,170.5,163.5,165.0,9668655,1611999338,7704,,,-195787,-837620,232973,19977.0,106.0,,finmind,2026-07-15T18:33:18.905827+08:00
2026-01-28,168.5,181.0,166.5,176.5,32429198,5679018816,20323,,,2833519,-230000,1026186,26254.0,178.0,,finmind,2026-07-15T18:33:18.905827+08:00
2026-01-29,177.0,188.0,172.5,178.0,39138368,7020256735,37071,,,-569039,115000,-530323,31044.0,166.0,,finmind,2026-07-15T18:33:18.905827+08:00
2026-01-30,176.0,195.5,173.5,195.5,59065618,11103583834,48595,,,-1286621,1301000,2040034,35397.0,501.0,,finmind,2026-07-15T18:33:18.905827+08:00
2026-02-02,195.5,197.5,176.5,183.5,63369486,11758703720,55390,,,2365113,346595,-1045056,31036.0,271.0,,finmind,2026-07-15T18:33:18.905827+08:00
2026-02-03,191.5,195.0,173.0,181.0,58070225,10630694587,40689,,,-7402485,213595,-522852,30883.0,170.0,,finmind,2026-07-15T18:33:18.905827+08:00
2026-02-04,181.5,199.0,181.5,199.0,59496824,11526385867,39394,,,19025810,66000,478076,28536.0,437.0,,finmind,2026-07-15T18:33:18.905827+08:00
2026-02-05,198.5,204.0,189.0,190.0,50739545,9904508660,55044,,,-10551282,-83000,-767329,28495.0,254.0,,finmind,2026-07-15T18:33:18.905827+08:00
2026-02-06,184.5,187.0,176.0,182.0,31674046,5748927868,24970,,,-1962216,-60000,-745448,27926.0,204.0,,finmind,2026-07-15T18:33:18.905827+08:00
2026-02-09,188.0,190.0,181.0,182.0,31886179,5892208450,20591,,,-1912564,-11000,-101451,26526.0,183.0,,finmind,2026-07-15T18:33:18.905827+08:00
2026-02-10,182.0,183.0,177.0,180.0,18117378,3254756335,15113,,,-287054,-19000,-82140,25454.0,162.0,,finmind,2026-07-15T18:33:18.905827+08:00
2026-02-11,180.0,182.0,177.0,178.0,9544112,1706018859,9209,,,-1106538,-83000,-62506,24970.0,143.0,,finmind,2026-07-15T18:33:18.905827+08:00
2026-02-23,185.0,195.5,183.5,195.5,31638225,6083987028,23281,,,4524446,1530000,387151,24133.0,243.0,,finmind,2026-07-15T18:33:18.905827+08:00
2026-02-24,200.5,214.0,200.0,211.5,42932499,8979189517,36204,,,-5612678,962595,714672,24191.0,363.0,,finmind,2026-07-15T18:33:18.905827+08:00
2026-02-25,212.0,212.0,201.0,205.5,37070283,7596152626,34808,,,-5807070,2249000,-395656,23101.0,284.0,,finmind,2026-07-15T18:33:18.905827+08:00
2026-02-26,207.5,213.5,204.0,209.0,35951750,7503534375,26342,,,-1759000,-87912,-161717,23015.0,289.0,,finmind,2026-07-15T18:33:18.905827+08:00
2026-03-02,198.5,206.5,196.0,197.5,26583916,5313163043,31083,,,-4743496,33000,-230939,22324.0,219.0,,finmind,2026-07-15T18:33:18.905827+08:00
2026-03-03,198.0,205.0,191.5,193.0,22233801,4376543195,19028,,,2248890,-9000,-264913,19650.0,217.0,,finmind,2026-07-15T18:33:18.905827+08:00
2026-03-04,187.0,189.0,177.0,179.0,19019294,3460756018,16519,,,2955497,7000,-544872,17902.0,152.0,,finmind,2026-07-15T18:33:18.905827+08:00
2026-03-05,188.5,189.0,174.0,177.5,27638032,4979843691,21259,,,-5330438,-797000,-73682,17474.0,143.0,,finmind,2026-07-15T18:33:18.905827+08:00
2026-03-06,175.5,179.0,172.5,175.0,10414277,1825172350,10110,,,242240,-534000,110624,17056.0,145.0,,finmind,2026-07-15T18:33:18.905827+08:00
2026-03-09,157.5,163.0,157.5,162.5,20587818,3274075402,14492,,,6269038,-4081000,-588792,15366.0,160.0,,finmind,2026-07-15T18:33:18.905827+08:00
2026-03-10,168.5,170.5,164.0,168.0,14431837,2417690791,11461,,,-2408655,96000,135691,15718.0,179.0,,finmind,2026-07-15T18:33:18.905827+08:00
2026-03-11,170.0,175.5,170.0,174.5,11193008,1944846513,9412,,,-2527017,-2000,204904,15904.0,174.0,,finmind,2026-07-15T18:33:18.905827+08:00
2026-03-12,172.5,178.0,170.5,171.5,7439938,1289874892,7604,,,-1300631,492000,-153806,15968.0,162.0,,finmind,2026-07-15T18:33:18.905827+08:00
2026-03-13,169.5,188.5,168.5,188.5,24900754,4584258540,17955,,,3984465,-6000,71818,17525.0,286.0,,finmind,2026-07-15T18:33:18.905827+08:00
2026-03-16,195.0,202.0,184.5,196.5,46555920,9017897208,36280,,,-7003360,82004,872085,16894.0,252.0,,finmind,2026-07-15T18:33:18.905827+08:00
2026-03-17,200.0,205.0,195.0,198.0,31973322,6387363410,25151,,,-222277,7000,-103265,16208.0,293.0,,finmind,2026-07-15T18:33:18.905827+08:00
2026-03-18,202.5,209.0,198.0,207.0,33481165,6866015846,29440,,,7915219,-28000,524437,16019.0,298.0,,finmind,2026-07-15T18:33:18.905827+08:00
2026-03-19,203.5,219.5,203.0,209.5,37872383,7998113341,37785,,,-105756,106000,147313,17280.0,230.0,,finmind,2026-07-15T18:33:18.905827+08:00
2026-03-20,216.0,218.0,203.5,209.5,31568001,6628903073,24568,,,1836004,89271,7118,17693.0,201.0,,finmind,2026-07-15T18:33:18.905827+08:00
2026-03-23,200.5,207.5,197.5,201.0,21316249,4309179131,19770,,,3469244,-950187,-394645,17343.0,2.0,,finmind,2026-07-15T18:33:18.905827+08:00
2026-03-24,207.0,208.5,190.0,197.0,21483318,4291421534,17934,,,565279,69000,-100767,17482.0,0.0,,finmind,2026-07-15T18:33:18.905827+08:00
