cb_id,stock_id,cb_name,InitialDateOfConversion,DueDateOfConversion,IssuanceAmount
31222,3122,笙泉二,2024-08-04,2027-05-03,200000000
31261,3126,信億一,2010-04-11,2013-02-28,50000000
31281,3128,昇銳一,2014-04-05,2017-02-22,100000000
31282,3128,昇銳二,2023-10-04,2026-07-03,300000000
31311,3131,弘塑一,2025-10-31,2030-07-30,1000000000
31312,3131,弘塑二,2025-11-06,2030-08-05,1000000000
31351,3135,凌航一,2026-03-05,2028-12-04,1000000000
31352,3135,凌航二,2026-08-06,2029-05-05,1500000000
31381,3138,耀登一,2022-04-19,2025-01-18,400000000
31382,3138,耀登二,2025-04-11,2028-01-10,700000000
31411,3141,晶宏一,2021-02-26,2023-11-25,350000000
31412,3141,晶宏二,2022-03-28,2024-12-27,800000000
31413,3141,晶宏三,2024-08-21,2027-05-20,800000000
31491,3149,正達一,2014-09-26,2019-08-25,480000000
31492,3149,正達二,2014-09-27,2017-08-26,500000000
31493,3149,正達三,2021-06-27,2024-03-26,500000000
31622,3162,精確二,2010-01-05,2014-11-24,50000000
31631,3163,波若威一,2013-08-09,2018-06-28,200000000
31632,3163,波若威二,2021-01-09,2023-10-08,300000000
31641,3164,景岳一,2011-02-04,2013-12-24,250000000
31642,3164,景岳二,2011-02-04,2013-12-24,250000000
31671,3167,大量一,2022-02-09,2024-11-08,400000000
31672,3167,大量二,2025-11-07,2028-08-06,500000000
31711,3171,新洲一,2014-12-01,2017-10-31,200000000
31712,3171,新洲二,2021-01-16,2023-10-15,200000000
31881,3188,鑫龍騰一,2020-02-26,2022-11-25,300000000
31882,3188,鑫龍騰二,2025-09-21,2028-06-20,600000000
32021,3202,樺晟一,2007-11-04,2012-09-23,600000000
32022,3202,樺晟二,2010-08-29,2013-07-18,100000000
32023,3202,樺晟三,2016-10-09,2019-09-08,300000000
32024,3202,樺晟四,2020-12-24,2023-09-23,300000000
32051,3205,佰研一,2014-02-01,2016-12-21,100000000
32052,3205,佰研二,2015-07-19,2018-06-18,100000000
32071,3207,耀勝一,2024-06-26,2027-03-25,500000000
32092,3209,全科二,2011-01-14,2015-12-03,300000000
32093,3209,全科三,2018-01-25,2020-10-24,300000000
32094,3209,全科四,2022-10-22,2025-07-21,600000000
32171,3217,優群一,2010-03-03,2013-01-24,300000000
32181,3218,大學一,2008-03-28,2013-02-17,500000000
32241,3224,三顧一,2006-11-02,2011-09-21,120000000
32242,3224,三顧二,2014-08-25,2017-07-14,150000000
32243,3224,三顧三,2019-04-10,2022-01-09,150000000
32301,3230,錦明一,2007-01-05,2011-11-24,600000000
32302,3230,錦明二,2009-09-25,2012-08-14,250000000
32341,3234,光環一,2015-12-13,2018-11-12,500000000
32342,3234,光環二,2015-12-14,2018-11-13,500000000
32361,3236,千如一,2012-01-29,2016-12-18,100000000
32521,3252,海灣一,2007-02-27,2012-01-16,100000000
32522,3252,海灣二,2013-12-05,2016-10-25,200000000
32523,3252,海灣三,2014-06-30,2017-05-19,200000000
32571,3257,虹冠電一,2025-02-02,2029-11-01,500000000
32604,3260,威剛四,2009-08-29,2012-07-19,800000000
32605,3260,威剛五,2010-11-02,2015-09-21,1000000000
32606,3260,威剛六,2019-08-09,2024-05-08,1500000000
32607,3260,威剛七,2020-12-29,2025-09-28,1000000000
32608,3260,威剛八,2026-04-09,2029-01-08,2000000000
32681,3268,海德威一,2022-04-11,2025-01-10,200000000
32721,3272,東碩一,2015-04-06,2018-03-05,400000000
32722,3272,東碩二,2018-05-13,2021-02-12,400000000
32723,3272,東碩三,2024-06-08,2029-03-07,300000000
32841,3284,太普一,2010-07-19,2013-06-08,170000000
32842,3284,太普二,2012-06-08,2015-04-27,210000000
32843,3284,太普高三,2025-12-16,2028-09-15,200000000
32881,3288,點晶一,2014-08-29,2017-07-28,200000000
32892,3289,宜特二,2011-02-11,2013-12-31,300000000
32893,3289,宜特三,2016-01-23,2018-12-22,300000000
32894,3289,宜特四,2017-01-06,2019-12-05,400000000
32895,3289,宜特五,2018-01-31,2020-10-30,1500000000
32901,3290,東浦一,2013-02-26,2016-01-15,150000000
32902,3290,東浦二,2014-01-12,2016-12-01,250000000
32903,3290,東浦三,2023-02-23,2025-11-22,300000000
32941,3294,英濟一,2008-02-24,2012-11-13,300000000
32942,3294,英濟二,2011-08-27,2014-07-16,300000000
32943,3294,英濟三,2026-09-19,2029-06-18,300000000
32961,3296,勝德一,2007-04-12,2012-03-02,400000000
32992,3299,帛漢二,2010-01-26,2012-12-15,200000000
32993,3299,帛漢三,2010-09-13,2013-08-02,300000000
32994,3299,帛漢四,2015-10-19,2018-09-18,300000000
33031,3303,岱稜一,2007-12-29,2012-11-18,600000000
33032,3303,岱稜二,2009-08-09,2012-06-28,255000000
33033,3303,岱稜三,2012-06-08,2015-04-27,150000000
33034,3303,岱稜四,2012-06-08,2015-04-27,100000000
33035,3303,岱稜五,2025-02-27,2029-11-26,500000000
33051,3305,昇貿一,2006-12-28,2011-11-17,600000000
33052,3305,昇貿二,2011-07-08,2014-05-28,400000000
33053,3305,昇貿三,2021-03-19,2023-12-18,200000000
33054,3305,昇貿四,2021-03-22,2023-12-21,300000000
33055,3305,昇貿五,2024-03-26,2026-12-25,800000000
33081,3308,聯德一,2009-10-01,2011-06-21,300000000
33082,3308,聯德二,2010-12-14,2013-09-03,450000000
33101,3310,佳穎一,2020-12-19,2025-09-18,600000000
33121,3312,弘憶股一,2024-09-26,2027-06-25,1000000000
33131,3313,斐成一,2007-10-31,2012-07-21,1200000000
33132,3313,斐成二,2013-10-05,2016-08-25,200000000
33133,3313,斐成三,2025-03-01,2027-11-29,400000000
33221,3322,建舜一,2012-01-07,2014-11-26,200000000
33222,3322,建舜電二,2016-04-26,2019-03-25,200000000
33223,3322,建舜電三,2021-06-18,2024-03-17,170000000
33224,3322,建舜電四,2022-12-07,2025-09-06,400000000
33225,3322,建舜電五,2024-12-03,2027-09-02,150000000
33231,3323,加百一,2008-06-20,2013-05-09,1000000000
33232,3323,加百裕二,2011-08-23,2016-07-12,500000000
33233,3323,加百裕三,2023-09-03,2026-06-02,400000000
33241,3324,雙鴻一,2011-08-20,2014-07-09,150000000
33242,3324,雙鴻二,2016-08-18,2019-05-17,300000000
33243,3324,雙鴻三,2019-08-30,2024-05-29,600000000
33244,3324,雙鴻四,2021-02-13,2025-11-12,1000000000
33245,3324,雙鴻五,2024-11-01,2029-07-31,1500000000
33246,3324,雙鴻六,2026-06-03,2031-03-02,3000000000
33247,3324,雙鴻七,2026-06-17,2031-03-16,2000000000
33251,3325,旭品一,2010-04-02,2013-02-20,200000000
33252,3325,旭品二,2014-09-19,2017-08-18,100000000
33253,3325,旭品三,2023-08-10,2026-05-09,100000000
33381,3338,泰碩一,2015-03-01,2018-01-29,300000000
33382,3338,泰碩二,2019-11-21,2022-08-20,300000000
33391,3339,泰谷一,2007-11-01,2012-07-21,300000000
33392,3339,泰谷二,2014-06-10,2017-04-29,800000000
33393,3339,泰谷三,2014-06-10,2017-04-29,200000000
33394,3339,泰谷四,2021-12-03,2024-09-02,300000000
33461,3346,麗清一,2017-09-29,2020-06-28,700000000
33462,3346,麗清二,2019-05-20,2022-02-19,350000000
33463,3346,麗清三,2021-04-16,2024-01-15,350000000
33464,3346,麗清四,2022-05-18,2025-02-17,200000000
33465,3346,麗清五,2023-03-29,2025-12-28,300000000
33466,3346,麗清六,2025-02-28,2027-11-27,300000000
33561,3356,奇偶一,2009-03-29,2011-12-19,300000000
33571,3357,臺慶科一,2024-02-01,2026-10-31,1100000000
33621,3362,先進光一,2024-10-17,2029-07-16,1200000000
33631,3363,上詮一,2013-07-27,2016-06-16,400000000
33632,3363,上詮二,2018-12-07,2023-09-06,400000000
33761,3376,日興一,2008-05-17,2013-04-06,1500000000
33762,3376,日興二,2011-02-20,2014-01-09,1500000000
33763,3376,新日興三,2024-11-24,2029-08-23,800000000
33801,3380,明泰一,2006-02-05,2010-12-25,1200000000
33802,3380,明泰二,2011-11-15,2016-10-04,1000000000
33831,3383,新世一,2008-07-06,2013-05-26,300000000
33832,3383,新世二,2008-07-06,2013-05-26,200000000
33833,3383,新世三,2009-08-02,2014-06-21,300000000
33834,3383,新世四,2011-04-25,2016-03-14,220000000
33835,3383,新世紀五,2014-09-21,2017-08-20,600000000
33881,3388,崇越電一,2023-02-10,2027-11-09,700000000
33901,3390,旭軟一,2012-08-21,2015-07-10,400000000
33902,3390,旭軟二,2025-05-22,2028-02-21,200000000
34021,3402,漢科一,2007-12-27,2012-11-16,350000000
34131,3413,京鼎一,2018-04-24,2021-01-23,1000000000
34132,3413,京鼎二,2021-02-17,2025-11-16,2000000000
34161,3416,融程一,2010-10-04,2013-08-24,300000000
34162,3416,融程電二,2021-06-23,2024-03-22,500000000
34163,3416,融程電三,2024-04-26,2027-01-25,500000000
34192,3419,譁裕二,2010-12-30,2013-11-19,300000000
34311,3431,長天一,2007-05-14,2012-04-04,240000000
34341,3434,哲固一,2025-05-28,2028-02-27,150000000
34381,3438,類比一,2008-07-25,2010-06-15,150000000
34382,3438,類比科二,2013-12-30,2016-11-17,300000000
34521,3452,益通一,2008-07-17,2013-06-06,1000000000
34522,3452,益通二,2009-09-14,2014-08-04,1000000000
34523,3452,益通三,2010-04-18,2015-03-08,1000000000
34541,3454,晶睿一,2010-02-28,2012-11-17,100000000
34652,3465,祥業二,2014-03-28,2017-02-17,50000000
34653,3465,進泰電子三,2021-07-22,2024-04-21,600000000
34654,3465,進泰電子四,2023-08-12,2026-05-11,400000000
34791,3479,安勤一,2011-01-22,2013-12-11,150000000
34792,3479,安勤二,2011-02-04,2013-12-24,250000000
34793,3479,安勤三,2024-04-23,2027-01-22,650000000
34832,3483,力致二,2020-05-21,2023-02-20,200000000
34833,3483,力致三,2021-12-30,2024-09-29,300000000
34834,3483,力致四,2024-08-23,2027-05-22,200000000
34841,3484,崧騰一,2014-11-24,2017-10-23,200000000
34842,3484,崧騰二,2021-05-06,2024-02-05,300000000
34843,3484,崧騰三,2023-07-25,2028-04-24,400000000
34891,3489,森寶一,2021-03-15,2023-12-14,100000000
34901,3490,單井一,2013-05-24,2016-04-13,300000000
34911,3491,昇科一,2010-12-02,2013-10-22,300000000
34912,3491,昇達科二,2024-11-29,2029-08-28,1000000000
34913,3491,昇達科三,2026-09-10,2031-06-09,1200000000
34941,3494,誠研一,2011-07-21,2016-06-10,500000000
34991,3499,環天一,2007-06-22,2012-05-11,250000000
34992,3499,環天二,2011-02-05,2013-12-25,300000000
35121,3512,皇龍一,2021-08-18,2024-05-17,400000000
35141,3514,昱晶一,2012-10-26,2017-09-15,620000000
35142,3514,昱晶二,2013-10-19,2018-09-08,500000000
35161,3516,亞帝歐一,2025-01-19,2027-10-18,350000000
35181,3518,柏騰一,2024-11-16,2027-08-15,300000000
35191,3519,綠能一,2008-11-25,2013-10-14,1500000000
35211,3521,鴻翊一,2021-03-26,2023-12-25,200000000
35221,3522,御嵿一,2024-03-19,2026-12-18,150000000
35231,3523,迎輝一,2010-06-21,2015-05-10,500000000
35261,3526,凡甲一,2010-03-09,2013-01-29,200000000
35262,3526,凡甲二,2013-12-02,2016-10-21,200000000
35263,3526,凡甲三,2017-04-16,2020-03-15,500000000
35264,3526,凡甲四,2019-12-31,2024-09-30,600000000
35265,3526,凡甲五,2022-05-15,2027-02-14,800000000
35266,3526,凡甲六,2024-04-30,2029-01-29,1000000000
35267,3526,凡甲七,2025-10-25,2030-07-24,1500000000
35271,3527,聚積一,2018-02-03,2022-11-02,300000000
35331,3533,嘉澤一,2021-11-20,2024-08-19,1000000000
35332,3533,嘉澤二,2023-06-10,2026-03-09,1000000000
35351,3535,晶科一,2010-10-03,2013-08-23,200000000
35352,3535,晶彩科二,2014-10-10,2017-08-30,200000000
35361,3536,誠創一,2009-12-17,2014-11-07,400000000
35363,3536,誠創三,2017-12-16,2020-09-15,300000000
35431,3543,州巧一,2026-03-27,2028-12-26,400000000
35451,3545,敦泰一,2013-07-18,2018-06-07,1000000000
35481,3548,兆利一,2022-07-29,2025-04-28,400000000
35482,3548,兆利二,2024-04-09,2027-01-08,800000000
35483,3548,兆利三,2025-05-26,2030-02-25,1500000000
35511,3551,世禾一,2009-08-10,2011-08-22,300000000
35512,3551,世禾二,2010-07-04,2013-04-18,350000000
35513,3551,世禾三,2026-01-29,2028-10-28,500000000
35521,3552,同致一,2010-01-14,2012-12-03,250000000
35522,3552,同致二,2010-11-26,2015-10-14,400000000
35523,3552,同致三,2013-03-01,2018-01-19,300000000
35571,3557,嘉威一,2014-03-27,2017-02-16,150000000
35641,3564,其陽一,2016-01-31,2018-10-30,200000000
35642,3564,其陽二,2024-12-04,2027-09-03,500000000
35761,3576,新日光一,2013-11-02,2016-09-21,501500000
35762,3576,新日光二,2013-11-02,2016-09-21,501500000
35763,3576,聯合再生三,2022-01-26,2024-10-25,3000000000
35791,3579,尚志一,2010-11-05,2013-09-24,1000000000
35801,3580,友威科一,2015-07-10,2018-06-09,100000000
35802,3580,友威科二,2021-08-14,2024-05-13,300000000
35831,3583,辛耘一,2024-09-08,2027-06-07,200000000
35832,3583,辛耘二,2024-09-20,2027-06-19,1000000000
35841,3584,介面一,2011-02-20,2016-01-09,1200000000
35871,3587,閎康一,2023-09-21,2026-06-20,600000000
35872,3587,閎康二,2026-05-05,2031-02-04,700000000
35911,3591,艾笛一,2011-10-07,2016-08-27,850000000
35912,3591,艾笛二,2013-12-16,2018-11-05,1000000000
35913,3591,艾笛森三,2021-04-26,2024-01-25,300000000
35914,3591,艾笛森四,2025-02-23,2027-11-22,300000000
35941,3594,磐儀一,2014-12-12,2019-11-11,300000000
35942,3594,磐儀二,2017-12-07,2020-09-06,200000000
35943,3594,磐儀三,2020-04-21,2023-01-20,300000000
35961,3596,智易一,2019-09-07,2022-06-06,1000000000
35971,3597,映興一,2021-09-23,2024-06-22,100000000
35981,3598,奕力一,2011-12-01,2016-10-21,400000000
36051,3605,宏致一,2010-11-04,2015-07-24,800000000
36052,3605,宏致二,2022-02-23,2024-11-22,600000000
36053,3605,宏致三,2024-11-07,2027-08-06,1000000000
36054,3605,宏致四,2026-10-07,2029-07-06,1000000000
36071,3607,谷崧一,2012-12-06,2017-10-26,600000000
36072,3607,谷崧二,2015-07-30,2020-06-29,800000000
36091,3609,東林一,2014-11-04,2017-10-03,150000000
36111,3611,鼎翰一,2016-02-01,2018-12-31,1200000000
36171,3617,碩天一,2020-04-16,2023-01-15,1200000000
36172,3617,碩天二,2023-09-17,2028-06-16,1200000000
36173,3617,碩天三,2025-09-17,2028-06-16,1500000000
36251,3625,西勝一,2015-03-11,2018-02-10,200000000
36252,3625,西勝二,2018-08-30,2023-05-29,400000000
36253,3625,西勝三,2021-04-13,2026-01-12,400000000
36291,3629,卓韋一,2011-02-12,2014-01-01,100000000
36311,3631,晟楠一,2012-01-09,2016-11-28,300000000
36312,3631,晟楠二,2012-01-09,2014-11-28,200000000
36313,3631,晟楠三,2021-06-13,2024-03-12,300000000
36321,3632,研勤一,2012-08-17,2017-07-16,200000000
36322,3632,研勤二,2017-01-23,2019-12-22,200000000
36451,3645,達邁一,2022-09-22,2025-06-21,600000000
36531,3653,健策一,2010-05-24,2013-04-13,800000000
36532,3653,健策二,2018-09-01,2023-05-31,1000000000
36533,3653,健策三,2021-01-31,2025-10-30,2000000000
36534,3653,健策四,2025-09-04,2030-06-03,3000000000
36535,3653,健策五,2025-09-14,2030-06-13,2000000000
36621,3662,樂陞一,2012-08-20,2015-07-09,250000000
36622,3662,樂陞二,2012-08-21,2015-07-10,50000000
36623,3662,樂陞三,2014-07-28,2017-06-17,400000000
36624,3662,樂陞四,2016-04-02,2019-03-01,500000000
36625,3662,樂陞五,2016-04-02,2019-03-01,500000000
36626,3662,樂陞六,2016-04-03,2019-03-02,1000000000
36631,3663,鑫科一,2013-10-17,2016-09-06,200000000
36632,3663,鑫科二,2013-10-18,2018-09-07,100000000
36633,3663,鑫科三,2023-06-22,2026-03-21,200000000
36651,3665,貿聯一,2012-07-27,2015-06-16,300000000
36652,3665,貿聯二KY,2014-08-31,2017-07-30,200000000
36801,3680,家登一,2013-07-05,2016-05-25,445000000
36802,3680,家登二,2020-02-22,2022-11-21,300000000
36803,3680,家登三,2022-10-08,2025-07-07,1000000000
36804,3680,家登四,2024-01-19,2026-10-18,1000000000
36805,3680,家登五,2026-08-09,2031-05-08,1000000000
36806,3680,家登六,2026-08-22,2031-05-21,1500000000
36841,3684,榮昌一,2026-01-29,2028-10-28,300000000
36871,3687,歐買尬一,2022-08-07,2025-05-06,600000000
36872,3687,歐買尬二,2026-01-03,2028-10-02,400000000
36873,3687,歐買尬三,2026-01-04,2028-10-03,200000000
36891,3689,湧德一,2013-12-30,2016-11-19,300000000
36892,3689,湧德二,2018-05-06,2021-02-05,300000000
36893,3689,湧德三,2021-03-12,2023-12-11,300000000
36894,3689,湧德四,2024-06-06,2027-03-05,500000000
36911,3691,碩禾一,2014-08-26,2019-07-15,1800000000
36912,3691,碩禾二,2018-04-26,2023-01-25,2000000000
36913,3691,碩禾三,2024-12-01,2027-08-30,2000000000
36931,3693,營邦一,2015-08-08,2020-07-07,500000000
36981,3698,隆達一,2012-09-17,2017-08-06,1000000000
36982,3698,隆達二,2014-02-10,2018-12-30,2000000000
37011,3701,大眾控一,2021-12-11,2024-09-10,700000000
37012,3701,大眾控二,2023-09-01,2026-05-31,600000000
370201,3702,大聯大E1,2026-04-15,2029-01-14,3000000000
37021,3702,大聯大一,2014-08-26,2017-07-25,6000000000
37022,3702,大聯大二,2025-02-12,2027-11-11,3500000000
37023,3702,大聯大三,2025-02-22,2027-11-21,2000000000
37071,3707,漢磊一,2016-03-27,2019-02-26,650000000
37072,3707,漢磊二,2019-02-27,2021-11-26,750000000
37073,3707,漢磊三,2021-09-23,2024-06-22,600000000
37074,3707,漢磊四,2022-07-08,2025-04-07,1000000000
37075,3707,漢磊五,2025-11-21,2030-08-20,1000000000
37081,3708,上緯投控一,2013-09-24,2018-08-13,710000000
37082,3708,上緯投控二,2015-08-03,2020-07-02,700000000
37083,3708,上緯投控三,2021-12-28,2026-09-27,1000000000
37084,3708,上緯投控四,2021-12-29,2026-09-28,1000000000
37101,3710,連展投控一,2019-11-01,2022-07-31,300000000
37131,3713,新晶投控一,2021-06-11,2026-03-10,500000000
37151,3715,定穎投控一,2026-04-22,2029-01-21,500000000
37152,3715,定穎投控二,2026-06-25,2029-03-24,1000000000
37171,3717,聯嘉投控一,2026-04-22,2029-01-21,700000000
41042,4104,佳醫二,2009-07-30,2014-06-20,500000000
41043,4104,佳醫三,2011-01-15,2013-12-04,200000000
41044,4104,佳醫四,2011-01-15,2013-12-04,210000000
41045,4104,佳醫五,2015-10-08,2018-09-07,300000000
41061,4106,雃博一,2016-11-20,2019-10-19,300000000
41072,4107,邦特二,2013-10-27,2016-09-16,160000000
41092,4109,加捷二,2011-01-18,2015-12-07,210000000
41093,4109,加捷生醫三,2015-03-12,2020-02-11,250000000
41131,4113,聯上一,2011-02-04,2013-12-24,300000000
41132,4113,聯上二,2012-10-11,2017-08-31,200000000
41133,4113,聯上三,2013-11-22,2018-10-11,500000000
41134,4113,聯上四,2014-09-20,2019-08-09,600000000
41135,4113,聯上五,2026-01-28,2030-10-27,400000000
41136,4113,聯上六,2026-06-21,2031-03-20,200000000
41142,4114,健喬二,2008-01-18,2010-12-07,250000000
41143,4114,健喬三,2011-02-25,2016-01-14,350000000
41144,4114,健喬四,2010-02-04,2014-12-24,180000000
41145,4114,健喬五,2014-12-08,2019-11-07,500000000
41191,4119,旭富一,2013-09-10,2016-07-30,600000000
41201,4120,友華一,2006-10-25,2011-09-15,100000000
41211,4121,優盛一,2007-11-19,2012-10-09,100000000
41212,4121,優盛二,2021-01-24,2023-10-23,110000000
41232,4123,晟德二,2008-02-21,2013-01-11,300000000
41233,4123,晟德三,2015-08-14,2020-07-13,3400000000
41234,4123,晟德四,2020-12-08,2025-09-07,500000000
41235,4123,晟德五,2020-12-09,2025-09-08,1500000000
41236,4123,晟德六,2023-07-27,2028-04-26,700000000
41237,4123,晟德七,2023-07-28,2028-04-27,2500000000
41238,4123,晟德八,2026-08-05,2031-05-04,1500000000
41239,4123,晟德九,2026-08-15,2031-05-14,500000000
41262,4126,太醫二,2008-12-19,2010-06-29,210000000
41291,4129,聯骨一,2013-03-07,2016-01-27,200000000
41292,4129,聯合二,2017-11-12,2020-08-11,400000000
41293,4129,聯合三,2019-12-11,2024-09-10,500000000
41294,4129,聯合四,2023-08-31,2026-05-30,500000000
41295,4129,聯合五,2025-08-30,2030-05-29,700000000
41301,4130,健亞一,2015-01-27,2017-12-26,250000000
41371,4137,麗豐一KY,2015-12-14,2018-11-13,900000000
41372,4137,麗豐二KY,2024-11-13,2027-08-12,1100000000
41381,4138,曜亞一,2011-09-13,2014-08-02,320000000
41382,4138,曜亞二,2015-03-01,2018-01-29,300000000
41411,4141,龍燈一KY,2013-06-16,2018-05-05,400000000
41412,4141,龍燈二KY,2016-12-12,2021-11-11,300000000
41413,4141,龍燈三KY,2016-12-15,2019-11-14,500000000
41414,4141,龍燈四KY,2020-03-07,2024-12-06,300000000
41415,4141,龍燈五KY,2020-03-10,2022-12-09,300000000
41421,4142,國光生一,2016-11-21,2021-10-20,600000000
41422,4142,國光生二,2016-11-21,2021-10-20,900000000
41481,4148,全宇生技一KY,2022-12-22,2025-09-21,500000000
41531,4153,鈺緯一,2014-01-27,2016-12-16,200000000
41532,4153,鈺緯二,2015-05-23,2018-04-22,300000000
41551,4155,訊映一,2019-10-24,2022-07-23,250000000
41552,4155,訊映二,2021-09-05,2024-06-04,300000000
41553,4155,訊映三,2022-12-29,2025-09-28,300000000
41611,4161,聿新科一,2014-02-18,2017-01-07,250000000
41631,4163,鐿鈦一,2014-09-21,2019-08-20,500000000
41641,4164,承業一,2013-09-01,2016-07-21,1000000000
41642,4164,承業醫二,2015-12-11,2018-11-10,1000000000
41643,4164,承業醫三,2018-02-03,2020-11-02,1200000000
41644,4164,承業醫四,2020-11-05,2025-08-04,1500000000
41645,4164,承業醫五,2025-09-21,2030-06-20,900000000
41671,4167,展旺一,2017-09-15,2020-06-14,700000000
41672,4167,松瑞藥二,2020-08-26,2023-05-25,700000000
41681,4168,醣聯一,2013-09-06,2016-07-26,300000000
41682,4168,醣聯二,2020-05-19,2023-02-18,300000000
41683,4168,醣聯三,2022-09-28,2025-06-27,400000000
41684,4168,醣聯四,2025-12-19,2028-09-18,500000000
41711,4171,瑞基一,2016-09-06,2019-08-05,200000000
41712,4171,瑞基二,2021-10-13,2024-07-12,200000000
41751,4175,杏一一,2017-03-24,2020-02-23,300000000
41752,4175,杏一二,2020-06-03,2025-03-02,300000000
41901,4190,佐登一KY,2019-03-29,2021-12-28,750000000
41902,4190,佐登二KY,2022-02-23,2024-11-22,1000000000
41903,4190,佐登三KY,2024-10-12,2027-07-11,700000000
41904,4190,佐登四KY,2026-10-01,2029-06-30,500000000
42072,4207,環泰二,2011-12-24,2014-09-13,300000000
43031,4303,信立一,2022-08-28,2025-05-27,300000000
43064,4306,炎洲四,2008-10-19,2013-09-09,1000000000
43065,4306,炎洲五,2010-07-17,2015-04-06,500000000
43066,4306,炎洲六,2011-04-15,2016-03-04,1000000000
43067,4306,炎洲七,2013-04-14,2018-03-03,300000000
43068,4306,炎洲八,2019-09-15,2024-06-14,500000000
43069,4306,炎洲九,2019-09-15,2024-06-14,500000000
44021,4402,福大一,2013-04-29,2016-03-18,300000000
44143,4414,如興三,2011-10-06,2014-08-26,200000000
44144,4414,如興四,2015-02-24,2018-01-23,990000000
44161,4416,三圓一,2013-11-19,2018-10-08,1000000000
44162,4416,三圓二,2017-12-19,2022-09-18,1000000000
44163,4416,三圓三,2022-12-31,2027-09-30,1000000000
44301,4430,耀億一,2012-08-30,2015-07-20,300000000
44331,4433,興采一,2019-04-18,2024-01-17,250000000
44332,4433,興采二,2021-01-23,2023-10-22,500000000
44381,4438,廣越一,2020-01-30,2022-10-29,1500000000
44382,4438,廣越二,2023-01-04,2025-10-03,1500000000
44383,4438,廣越三,2025-12-31,2028-09-30,800000000
44391,4439,冠星一KY,2025-06-04,2028-03-03,500000000
44421,4442,竣邦一KY,2025-10-29,2028-07-28,150000000
45031,4503,金雨一,2026-08-14,2029-05-13,500000000
45102,4510,高鋒二,2025-05-27,2028-02-26,900000000
45231,4523,永彰一,2013-02-26,2018-01-15,200000000
45272,4527,方霖二,2010-09-06,2013-07-26,300000000
45322,4532,瑞智二,2015-08-10,2018-07-09,1000000000
45342,4534,慶騰二,2013-11-02,2016-09-21,200000000
45343,4534,慶騰三,2016-05-23,2019-04-22,250000000
45381,4538,大詠城一,2023-01-04,2025-10-03,150000000
45401,4540,全球傳動一,2023-01-25,2025-10-24,500000000
45402,4540,全球傳動二,2023-03-13,2025-12-12,300000000
45411,4541,晟田一,2015-01-27,2017-12-26,300000000
45412,4541,晟田二,2015-01-28,2017-12-27,100000000
45413,4541,晟田三,2016-12-02,2019-11-01,300000000
45414,4541,晟田四,2016-12-03,2021-11-02,200000000
45421,4542,科嶠一,2024-12-07,2027-09-06,300000000
45491,4549,桓達一,2025-02-08,2027-11-07,500000000
45501,4550,長佳一,2016-04-15,2019-03-14,150000000
45511,4551,智伸科一,2018-05-06,2021-02-05,1500000000
45551,4555,氣立一,2018-09-07,2021-06-06,600000000
45552,4555,氣立二,2020-07-29,2023-04-28,600000000
45553,4555,氣立三,2022-12-06,2025-09-05,600000000
45554,4555,氣立四,2025-09-10,2028-06-09,500000000
45561,4556,旭然一,2021-03-23,2023-12-22,100000000
45562,4556,旭然二,2021-03-24,2023-12-23,200000000
45581,4558,寶緯一,2025-11-29,2028-08-28,300000000
45601,4560,強信一KY,2018-05-06,2021-02-05,300000000
45631,4563,百德一,2020-01-10,2022-10-09,200000000
45641,4564,元翎一,2023-12-27,2026-09-26,550000000
45661,4566,時碩工業一,2019-11-28,2024-08-27,600000000
45662,4566,時碩工業二,2022-04-04,2025-01-03,630000000
45663,4566,時碩工業三,2024-02-28,2026-11-27,800000000
45691,4569,六方科一KY,2025-04-16,2028-01-15,500000000
45721,4572,駐龍一,2024-10-17,2027-07-16,500000000
45801,4580,捷流閥業一,2022-07-27,2025-04-26,300000000
45811,4581,光隆精密一KY,2025-11-16,2028-08-15,500000000
47031,4703,揚華一,2015-05-28,2018-04-27,300000000
47141,4714,永捷一,2012-07-23,2015-06-12,150000000
47142,4714,永捷二,2012-07-26,2015-06-15,100000000
47143,4714,永捷三,2015-01-06,2017-12-05,150000000
47144,4714,永捷四,2015-01-09,2017-12-08,100000000
47145,4714,永捷五,2018-10-10,2021-07-09,300000000
47146,4714,永捷六,2022-01-16,2026-10-15,300000000
47147,4714,永捷七,2022-02-06,2024-11-05,200000000
47148,4714,永捷八,2026-08-05,2029-05-04,300000000
47162,4716,大立二,2019-06-06,2022-03-05,200000000
47201,4720,德淵一,2016-12-15,2019-11-14,250000000
47202,4720,德淵二,2020-01-24,2024-10-23,200000000
47203,4720,德淵三,2020-01-25,2022-10-24,100000000
47222,4722,國精二,2010-07-08,2013-05-28,200000000
47223,4722,國精化三,2026-01-02,2028-10-01,500000000
47224,4722,國精化四,2026-08-27,2029-05-26,1000000000
47291,4729,熒茂一,2011-08-06,2014-06-25,200000000
47331,4733,上緯一,2013-09-24,2018-08-13,710000000
47332,4733,上緯二,2015-08-03,2020-07-02,700000000
47351,4735,豪展一,2014-05-30,2016-11-19,100000000
47352,4735,豪展二,2018-06-15,2021-03-14,200000000
47361,4736,泰博一,2013-09-22,2016-08-11,600000000
47362,4736,泰博二,2015-04-17,2020-03-16,600000000
47363,4736,泰博三,2019-11-22,2024-08-21,1500000000
47371,4737,華廣一,2014-01-07,2014-12-27,600000000
