cb_id,stock_id,cb_name,InitialDateOfConversion,DueDateOfConversion,IssuanceAmount
47391,4739,康普一,2012-09-30,2017-08-19,400000000
47392,4739,康普二,2015-07-25,2020-06-24,600000000
47393,4739,康普三,2022-01-29,2026-10-28,700000000
47394,4739,康普四,2026-03-18,2030-12-17,600000000
47441,4744,皇將一,2020-01-18,2022-10-17,300000000
47442,4744,皇將二,2023-03-08,2025-12-07,150000000
47451,4745,合富一KY,2014-03-27,2017-02-16,400000000
47461,4746,台耀一,2013-01-20,2015-12-09,500000000
47462,4746,台耀二,2014-09-01,2017-07-21,500000000
47463,4746,台耀三,2018-10-21,2021-07-20,700000000
47471,4747,強生一,2023-09-13,2026-06-12,400000000
47491,4749,新應材一,2026-08-29,2029-05-28,2000000000
47601,4760,勤凱一,2020-11-26,2023-08-25,150000000
47602,4760,勤凱二,2026-08-23,2029-05-22,400000000
47631,4763,材料一KY,2017-09-10,2022-06-09,500000000
47632,4763,材料二KY,2020-12-26,2025-09-25,600000000
47633,4763,材料三KY,2022-08-12,2027-05-11,500000000
47641,4764,雙鍵一,2018-11-16,2021-08-15,600000000
47721,4772,台特化一,2026-02-28,2028-11-27,2000000000
48031,4803,VHQ一KY,2016-10-24,2019-09-23,700000000
48032,4803,VHQ二KY,2020-01-15,2022-10-14,500000000
48041,4804,大略一KY,2017-09-27,2020-06-26,400000000
48061,4806,昇華一,2017-08-04,2020-05-03,300000000
48062,4806,昇華二,2017-08-05,2020-05-04,150000000
48071,4807,日成一KY,2021-03-03,2023-12-02,250000000
49031,4903,聯光一,2010-12-08,2015-08-28,200000000
49062,4906,正文二,2008-10-14,2011-04-04,1000000000
49063,4906,正文三,2011-10-26,2016-07-15,2000000000
49064,4906,正文四,2016-04-16,2019-03-15,1000000000
49065,4906,正文五,2019-06-16,2022-03-15,1200000000
49066,4906,正文六,2023-09-03,2026-06-02,1500000000
49094,4909,復興四,2010-10-07,2015-08-27,300000000
49121,4912,聯控一,2014-05-16,2017-04-05,400000000
49122,4912,聯德控股二KY,2018-10-31,2021-07-30,600000000
49123,4912,聯德控股三KY,2020-11-05,2023-08-04,700000000
49124,4912,聯德控股四KY,2022-01-27,2024-10-26,1600000000
49161,4916,事欣科一,2014-11-23,2019-10-22,280000000
49162,4916,事欣科二,2020-03-14,2024-12-13,500000000
49163,4916,事欣科三,2022-06-11,2027-03-10,500000000
49164,4916,事欣科四,2023-09-01,2028-05-31,400000000
49165,4916,事欣科五,2025-08-15,2030-05-14,500000000
49191,4919,新唐一,2020-08-21,2027-05-20,2000000000
49231,4923,力士一,2026-04-30,2029-01-29,250000000
49241,4924,欣厚一,2012-04-08,2015-02-24,200000000
49271,4927,泰鼎一,2013-01-01,2017-11-20,600000000
49272,4927,泰鼎二KY,2014-08-22,2019-07-11,650000000
49273,4927,泰鼎三KY,2018-08-08,2021-05-07,600000000
49311,4931,新盛力一,2026-08-30,2029-05-29,700000000
49331,4933,友輝一,2013-03-01,2018-01-21,1000000000
49391,4939,亞電一,2012-09-22,2015-06-11,300000000
49392,4939,亞電二,2014-07-26,2017-04-15,300000000
49431,4943,康控一KY,2019-07-03,2022-04-02,1500000000
49441,4944,兆遠一,2012-04-10,2017-02-27,300000000
49561,4956,光鋐一,2014-07-25,2019-06-14,500000000
49671,4967,十銓一,2020-05-18,2023-02-17,500000000
49672,4967,十銓二,2021-01-08,2023-10-07,800000000
49673,4967,十銓三,2024-04-27,2027-01-26,1200000000
49674,4967,十銓四,2026-04-16,2029-01-15,2000000000
49681,4968,立積一,2022-10-30,2025-07-29,300000000
49711,4971,英特一,2014-08-09,2017-06-29,300000000
49712,4971,IET二KY,2024-02-21,2026-11-20,200000000
49741,4974,亞泰一,2012-08-24,2015-07-13,350000000
49742,4974,亞泰二,2014-05-26,2017-04-15,450000000
49771,4977,眾達一KY,2017-09-29,2020-06-28,400000000
49791,4979,華星光一,2016-01-23,2018-12-22,800000000
49792,4979,華星光二,2018-06-13,2021-03-12,300000000
49793,4979,華星光三,2025-03-10,2027-12-09,600000000
49794,4979,華星光四,2025-03-26,2027-12-25,200000000
49911,4991,環宇一KY,2015-06-14,2018-05-13,300000000
49912,4991,環宇二KY,2015-06-15,2018-05-14,300000000
49951,4995,晶達一,2016-02-05,2019-01-04,320000000
50093,5009,榮剛三,2010-02-27,2013-01-16,600000000
50094,5009,榮剛四,2011-02-27,2014-01-16,800000000
50095,5009,榮剛五,2011-02-28,2014-01-17,400000000
50096,5009,榮剛六,2022-11-16,2025-08-15,3000000000
50097,5009,榮剛七,2023-11-01,2026-07-31,5000000000
50111,5011,久陽一,2011-08-14,2014-07-03,100000000
50112,5011,久陽二,2019-09-18,2022-06-17,100000000
50113,5011,久陽三,2019-09-19,2022-06-18,200000000
50114,5011,久陽四,2022-12-31,2025-09-30,350000000
52011,5201,凱衛一,2026-01-16,2028-10-15,100000000
52091,5209,新鼎一,2024-01-07,2026-10-06,300000000
52121,5212,凌網一,2025-01-16,2029-10-15,400000000
52132,5213,亞昕二,2010-12-26,2013-11-15,500000000
52133,5213,亞昕三,2013-07-21,2016-06-10,400000000
52134,5213,亞昕四,2013-07-22,2016-06-11,100000000
52135,5213,亞昕五,2014-05-08,2017-03-27,400000000
52136,5213,亞昕六,2015-12-21,2018-11-20,500000000
52137,5213,亞昕七,2020-05-25,2025-02-24,1000000000
52151,5215,科嘉一KY,2015-07-10,2018-06-09,150000000
52231,5223,安力一KY,2021-01-31,2023-10-30,400000000
52251,5225,東科一KY,2023-03-01,2025-11-28,350000000
52301,5230,雷笛克光學一,2013-09-02,2016-07-22,230000000
52302,5230,雷笛克光學二,2015-11-28,2018-10-27,200000000
52303,5230,雷笛克光學三,2023-10-25,2026-07-24,300000000
52441,5244,弘凱一,2024-12-26,2029-09-25,500000000
52451,5245,智晶一,2022-11-26,2025-08-25,300000000
52452,5245,智晶二,2025-03-19,2027-12-18,300000000
52551,5255,美桀一,2017-04-03,2020-03-02,150000000
52591,5259,清惠一,2015-07-17,2018-06-16,300000000
52631,5263,智崴一,2013-07-29,2016-06-18,150000000
52632,5263,智崴二,2013-08-02,2018-06-21,150000000
52633,5263,智崴三,2021-01-13,2025-10-12,700000000
52634,5263,智崴四,2021-01-16,2024-10-15,500000000
52635,5263,智崴五,2024-06-05,2027-03-04,800000000
52811,5281,大峽谷一KY,2018-12-19,2021-09-18,300000000
52841,5284,jpp一KY,2015-11-24,2018-10-23,200000000
52842,5284,jpp二KY,2020-02-29,2022-11-28,200000000
52843,5284,jpp三KY,2025-02-05,2027-11-04,300000000
52844,5284,jpp四KY,2026-08-06,2029-05-05,200000000
52845,5284,jpp五KY,2026-08-12,2029-05-11,350000000
52851,5285,界霖一,2014-10-10,2019-09-09,720000000
52852,5285,界霖二,2019-01-18,2023-10-17,600000000
52881,5288,豐祥一KY,2022-09-09,2025-06-08,500000000
52891,5289,宜鼎一,2015-11-16,2018-10-15,500000000
52892,5289,宜鼎二,2026-10-02,2029-07-01,3000000000
52911,5291,邑昇一,2019-11-13,2022-08-12,100000000
53063,5306,桂盟三,2021-01-31,2023-10-30,1000000000
53064,5306,桂盟四,2024-02-09,2026-11-08,1000000000
53091,5309,系統一,2009-10-15,2012-09-05,230000000
53092,5309,系統二,2012-04-07,2015-02-24,400000000
53093,5309,系統電三,2015-02-13,2018-01-12,400000000
53094,5309,系統電四,2021-01-21,2023-10-20,500000000
53095,5309,系統電五,2023-11-09,2026-08-08,500000000
53096,5309,系統電六,2026-03-13,2030-12-12,700000000
53097,5309,系統電七,2026-03-16,2028-12-15,500000000
53153,5315,光聯三,2010-01-29,2012-12-18,200000000
53211,5321,美而快一,2024-06-05,2027-03-04,200000000
53282,5328,華容二,2008-02-11,2010-12-31,500000000
53461,5346,力晶一,2005-07-28,2010-06-17,4000000000
53462,5346,力晶二,2005-07-28,2010-06-17,6000000000
53512,5351,鈺創二,2010-07-18,2015-06-07,500000000
53513,5351,鈺創三,2022-08-25,2027-05-24,800000000
53552,5355,佳總二,2007-02-27,2012-01-16,250000000
53553,5355,佳總三,2012-04-18,2015-01-08,150000000
53813,5381,合正三,2008-07-01,2011-05-20,300000000
53883,5388,中磊三,2010-09-07,2015-07-27,600000000
53884,5388,中磊四,2011-10-01,2016-08-20,600000000
53885,5388,中磊五,2012-10-01,2017-08-21,600000000
53886,5388,中磊六,2022-08-18,2027-05-17,3000000000
53887,5388,中磊七,2024-03-07,2028-12-06,3000000000
53922,5392,應華二,2010-02-09,2014-12-29,700000000
53923,5392,應華三,2013-05-25,2016-04-14,600000000
53924,5392,應華四,2015-11-29,2020-10-28,1500000000
54254,5425,台半四,2007-12-23,2012-11-12,1250000000
54255,5425,台半五,2018-06-03,2021-03-02,1000000000
54342,5434,崇越二,2023-09-30,2026-06-29,1000000000
54391,5439,高技一,2025-12-10,2030-09-09,2000000000
54501,5450,南良一,2023-06-22,2028-03-21,500000000
54521,5452,佶優一,2011-10-23,2014-09-12,700000000
54572,5457,宣德二,2021-06-11,2024-03-10,1000000000
54573,5457,宣德三,2024-06-07,2027-03-06,2000000000
54641,5464,霖宏一,2011-08-26,2014-07-15,200000000
54642,5464,霖宏二,2026-08-26,2029-05-25,290000000
54691,5469,博德一,2010-10-04,2015-08-24,1000000000
54753,5475,德宏三,2010-10-21,2013-09-10,200000000
54754,5475,德宏四,2012-07-02,2016-05-22,200000000
54755,5475,德宏五,2012-07-02,2017-05-22,200000000
54756,5475,德宏六,2012-07-02,2015-05-22,300000000
54757,5475,德宏七,2014-03-25,2017-02-14,200000000
54758,5475,德宏八,2015-03-05,2018-02-04,200000000
54759,5475,德宏九,2015-09-28,2018-08-27,200000000
54901,5490,同亨ㄧ,2008-01-14,2012-07-03,400000000
54912,5491,連展二,2009-09-04,2012-07-26,300000000
54913,5491,連展三,2014-01-27,2016-12-16,300000000
54982,5498,凱崴二,2011-11-25,2014-10-14,350000000
54983,5498,凱崴三,2021-08-11,2024-05-10,200000000
55051,5505,和旺一,2008-07-27,2011-06-16,425000000
55052,5505,和旺二,2010-10-21,2013-10-21,700000000
55122,5512,力麒二,2007-12-06,2012-10-25,600000000
55123,5512,力麒三,2009-10-30,2014-09-19,1000000000
55124,5512,力麒四,2010-11-12,2013-10-01,1000000000
55191,5519,隆大一,2015-10-17,2018-09-16,200000000
55192,5519,隆大二,2015-10-18,2018-09-17,100000000
55193,5519,隆大三,2017-12-19,2022-09-18,200000000
55194,5519,隆大四,2017-12-20,2022-09-19,200000000
55223,5522,遠雄三,2008-07-30,2011-06-20,500000000
55224,5522,遠雄四,2008-07-30,2013-06-20,1000000000
55225,5522,遠雄五,2012-04-09,2015-02-26,800000000
55226,5522,遠雄六,2012-04-10,2017-02-27,1200000000
55231,5523,宏都一,2007-07-24,2012-06-13,300000000
55291,5529,志嘉一,2015-02-24,2018-01-23,400000000
55342,5534,長虹二,2006-03-23,2010-09-12,400000000
55343,5534,長虹三,2011-07-15,2016-06-04,800000000
55344,5534,長虹四,2026-06-12,2031-03-11,1500000000
55361,5536,聖暉一,2021-02-28,2023-11-27,800000000
55381,5538,東明一KY,2018-11-24,2021-08-23,400000000
55431,5543,桓鼎一KY,2021-10-13,2024-07-12,200000000
55432,5543,桓鼎二KY,2021-10-14,2024-07-13,100000000
55433,5543,桓鼎三KY,2023-03-15,2025-12-14,100000000
55434,5543,桓鼎四KY,2023-05-22,2026-02-21,100000000
55461,5546,永固一KY,2021-03-17,2023-12-16,800000000
56031,5603,陸海一,2011-05-30,2014-04-19,200000000
56083,5608,四維三,2010-02-15,2015-01-04,450000000
56084,5608,四維航四,2015-03-12,2018-02-11,400000000
56085,5608,四維航五,2015-03-13,2018-02-12,250000000
56086,5608,四維航六,2023-09-22,2026-06-21,500000000
56087,5608,四維航七,2025-03-18,2027-12-17,600000000
58711,5871,中租一KY,2022-03-17,2024-12-16,6000000000
59053,5905,南仁二,2007-10-22,2011-02-09,1000000000
59054,5905,南仁湖三,2011-10-20,2016-09-09,1000000000
59055,5905,南仁湖四,2021-08-19,2026-05-18,600000000
60151,6015,宏遠證一,2021-09-12,2026-06-11,700000000
60152,6015,宏遠證二,2024-04-06,2029-01-05,600000000
60221,6022,眾證一,2008-02-09,2012-12-28,1000000000
61011,6101,寬魚國際一,2026-04-30,2029-01-29,150000000
61012,6101,寬魚國際二,2026-05-01,2029-01-30,250000000
61041,6104,創惟一,2022-11-27,2027-08-26,500000000
61053,6105,瑞傳三,2014-11-09,2017-10-08,600000000
61071,6107,華美一,2015-06-13,2018-05-12,400000000
61082,6108,競國二,2008-11-14,2013-08-04,350000000
61083,6108,競國三,2010-11-15,2015-10-04,350000000
61112,6111,光聚晶電二,2024-12-11,2027-09-10,300000000
61152,6115,鎰勝二,2007-03-01,2011-11-20,600000000
61153,6115,鎰勝三,2012-07-23,2017-06-12,800000000
61171,6117,迎廣一,2024-08-28,2027-05-27,500000000
61172,6117,迎廣二,2025-08-29,2028-05-28,500000000
61182,6118,建達二,2007-09-09,2012-07-29,300000000
61203,6120,輔祥三,2007-04-16,2012-03-06,900000000
61204,6120,輔祥四,2008-08-30,2013-05-19,300000000
61232,6123,上奇二,2011-04-04,2016-02-22,300000000
61253,6125,廣運三,2007-10-14,2012-07-03,1500000000
61254,6125,廣運四,2009-05-28,2012-04-18,800000000
61255,6125,廣運五,2024-09-22,2027-06-21,600000000
61262,6126,信音二,2016-04-25,2019-03-24,250000000
61263,6126,信音三,2024-03-01,2026-11-30,500000000
61273,6127,九豪三,2010-05-13,2015-04-03,200000000
61274,6127,九豪四,2015-07-11,2018-06-10,400000000
61312,6131,悠克二,2014-08-04,2017-06-23,200000000
61332,6133,金橋二,2010-03-10,2015-01-30,250000000
61341,6134,萬旭一,2014-03-18,2017-03-07,100000000
61342,6134,萬旭二,2022-09-15,2025-06-14,200000000
61343,6134,萬旭三,2026-10-21,2029-07-20,300000000
61392,6139,亞翔二,2012-07-08,2015-05-28,700000000
61393,6139,亞翔三,2015-09-21,2018-08-20,700000000
61394,6139,亞翔四,2024-04-26,2027-01-25,500000000
61421,6142,友勁一,2007-04-26,2012-03-16,800000000
61462,6146,耕興二,2014-11-08,2017-10-07,600000000
61472,6147,頎邦二,2007-05-05,2012-03-24,2000000000
61503,6150,撼訊三,2010-05-22,2015-04-11,400000000
61504,6150,撼訊四,2020-07-30,2023-04-29,400000000
61505,6150,撼訊五,2021-11-05,2024-08-04,700000000
61506,6150,撼訊六,2024-06-08,2027-03-07,400000000
61522,6152,百一二,2007-06-04,2012-04-24,200000000
61533,6153,嘉聯三,2011-09-23,2016-08-12,800000000
61534,6153,嘉聯益四,2014-11-17,2017-10-16,1500000000
61562,6156,松上二,2017-09-17,2020-06-16,150000000
61563,6156,松上三,2017-09-20,2020-06-19,100000000
61564,6156,松上四,2022-04-13,2025-01-12,300000000
61565,6156,松上五,2025-09-26,2028-06-25,350000000
61613,6161,捷波三,2012-02-13,2015-01-02,200000000
61633,6163,華電三,2012-04-14,2015-03-13,250000000
61634,6163,華電網四,2021-08-26,2024-05-25,300000000
61635,6163,華電網五,2026-01-17,2028-10-16,300000000
61642,6164,華興二,2010-03-11,2013-01-31,200000000
61682,6168,宏齊二,2008-01-25,2012-12-14,300000000
61683,6168,宏齊三,2010-07-23,2015-06-12,1000000000
61684,6168,宏齊四,2014-08-30,2017-07-19,600000000
61702,6170,統振二,2010-11-23,2013-10-12,300000000
61703,6170,統振三,2013-03-01,2016-01-21,250000000
61752,6175,立敦二,2011-07-25,2014-06-14,180000000
61753,6175,立敦三,2019-06-05,2022-03-04,200000000
61754,6175,立敦四,2021-10-16,2024-07-15,500000000
61761,6176,瑞儀一,2014-02-25,2019-01-14,3000000000
61772,6177,達麗二,2008-01-14,2010-12-03,300000000
61773,6177,達麗三,2010-04-02,2013-02-19,300000000
61774,6177,達麗四,2012-09-24,2017-08-13,500000000
61775,6177,達麗五,2015-10-08,2020-09-07,500000000
61776,6177,達麗六,2015-10-09,2020-09-08,500000000
61777,6177,達麗七,2025-09-26,2028-06-25,600000000
61791,6179,亞通一,2020-10-22,2023-07-21,400000000
61792,6179,亞通二,2021-09-23,2024-06-22,200000000
61793,6179,亞通三,2023-10-26,2026-07-25,300000000
61794,6179,亞通四,2024-11-29,2027-08-28,600000000
61801,6180,橘子一,2015-08-16,2018-07-15,700000000
61824,6182,合晶四,2007-12-15,2012-11-04,1000000000
61825,6182,合晶五,2015-05-16,2018-04-15,600000000
61826,6182,合晶六,2017-05-01,2020-03-30,430000000
61827,6182,合晶七,2021-10-28,2026-07-27,300000000
61828,6182,合晶八,2024-12-28,2029-09-27,1500000000
61841,6184,大豐一,2013-06-18,2016-05-07,1200000000
61842,6184,大豐電二,2016-02-20,2019-01-19,2000000000
61843,6184,大豐電三,2024-06-07,2027-03-06,1500000000
61862,6186,新潤二,2007-12-05,2012-10-26,350000000
61873,6187,萬潤三,2011-06-24,2014-05-13,500000000
61874,6187,萬潤四,2022-05-23,2025-02-22,1000000000
61875,6187,萬潤五,2024-10-11,2027-07-10,500000000
61876,6187,萬潤六,2026-10-03,2029-07-02,3000000000
61893,6189,豐藝三,2020-09-09,2023-06-08,1000000000
61894,6189,豐藝四,2024-02-11,2028-11-10,500000000
61901,6190,萬泰一,2007-01-05,2011-11-25,500000000
61902,6190,萬泰二,2008-01-09,2012-10-30,600000000
61903,6190,萬泰三,2010-10-01,2015-08-20,300000000
61904,6190,萬泰科四,2014-08-16,2017-07-05,200000000
61905,6190,萬泰科五,2021-12-18,2024-09-17,300000000
61906,6190,萬泰科六,2023-02-01,2025-10-31,800000000
61907,6190,萬泰科七,2026-02-07,2028-11-06,1000000000
61911,6191,精成一,2010-10-28,2015-09-17,600000000
61941,6194,育富一,2007-09-08,2012-07-27,450000000
61952,6195,詩肯二,2017-01-16,2021-12-15,300000000
61963,6196,帆宣三,2016-09-23,2019-08-22,500000000
61964,6196,帆宣四,2021-03-16,2023-12-15,1500000000
61965,6196,帆宣五,2023-09-28,2026-06-27,2500000000
61972,6197,佳必二,2011-08-30,2014-07-19,300000000
61973,6197,佳必琪三,2025-01-16,2027-10-15,1000000000
61993,6199,天品三,2026-04-21,2029-01-20,250000000
61994,6199,天品四,2026-04-22,2029-01-21,350000000
62031,6203,海韻電一,2021-12-10,2024-09-09,600000000
62053,6205,詮欣三,2021-02-05,2023-11-04,350000000
62062,6206,飛捷二,2010-09-10,2015-07-30,800000000
62073,6207,雷科三,2010-08-09,2015-06-27,500000000
62074,6207,雷科四,2011-06-26,2016-05-15,600000000
62075,6207,雷科五,2025-11-27,2028-08-26,600000000
62076,6207,雷科六,2025-12-06,2028-09-05,200000000
62083,6208,日揚三,2020-08-30,2023-05-29,400000000
62092,6209,今國光二,2021-11-14,2024-08-13,350000000
62093,6209,今國光三,2026-01-24,2028-10-23,450000000
62135,6213,聯茂五,2008-12-05,2013-08-26,300000000
62152,6215,和椿二,2010-12-02,2013-10-22,300000000
62171,6217,中探一,2010-02-05,2014-12-25,80000000
62172,6217,中探二,2011-06-21,2014-05-10,200000000
62173,6217,中探三,2012-09-23,2015-08-12,260000000
62174,6217,中探針四,2021-11-28,2026-08-27,500000000
62191,6219,富旺一,2013-11-15,2016-10-04,200000000
62192,6219,富旺二,2013-11-16,2016-10-05,100000000
62193,6219,富旺三,2014-06-13,2017-05-02,400000000
62194,6219,富旺四,2026-01-17,2028-10-16,600000000
622010,6220,岳豐十,2026-09-11,2029-06-10,500000000
62203,6220,岳豐三,2010-01-08,2012-11-27,100000000
62204,6220,岳豐四,2010-01-09,2012-11-28,100000000
62205,6220,岳豐五,2011-02-22,2014-01-11,300000000
62206,6220,岳豐六,2013-08-11,2016-06-30,100000000
62207,6220,岳豐七,2013-12-16,2016-11-05,200000000
62208,6220,岳豐八,2017-09-20,2020-06-19,700000000
62209,6220,岳豐九,2020-05-19,2023-02-18,400000000
62232,6223,旺矽二,2007-03-09,2012-01-27,400000000
62233,6223,旺矽三,2014-12-19,2017-11-18,700000000
62234,6223,旺矽四,2018-11-16,2023-08-15,1000000000
62235,6223,旺矽五,2025-04-09,2030-01-08,3500000000
62236,6223,旺矽六,2026-09-16,2031-06-15,5000000000
62241,6224,聚鼎一,2021-04-19,2024-01-18,360000000
62262,6226,光鼎二,2009-07-31,2012-06-20,100000000
62263,6226,光鼎三,2010-07-26,2013-06-15,200000000
62264,6226,光鼎四,2014-12-29,2017-11-28,200000000
62371,6237,驊訊一,2007-10-11,2012-09-01,800000000
62382,6238,勝麗二,2014-01-21,2016-12-10,100000000
62383,6238,勝麗三,2015-09-28,2018-08-27,200000000
62384,6238,勝麗四,2015-09-29,2018-08-28,100000000
62433,6243,迅杰三,2024-09-26,2027-06-25,300000000
62452,6245,立端二,2013-11-22,2016-10-11,400000000
62482,6248,沛波二,2020-02-09,2022-11-08,150000000
62483,6248,沛波三,2020-02-12,2022-11-11,150000000
62484,6248,沛波四,2023-01-27,2025-10-26,200000000
62511,6251,定穎一,2010-09-28,2013-08-17,900000000
62512,6251,定穎二,2021-08-14,2024-05-13,500000000
62551,6255,奈普一,2008-08-30,2013-05-19,300000000
62571,6257,矽格一,2010-04-26,2015-03-15,1000000000
62572,6257,矽格二,2017-07-25,2020-04-24,1200000000
62573,6257,矽格三,2020-01-16,2022-10-15,1200000000
62574,6257,矽格四,2022-01-14,2024-10-13,1500000000
62592,6259,百徽二,2014-08-25,2017-07-14,250000000
62611,6261,久元一,2008-06-28,2013-05-17,500000000
62612,6261,久元二,2009-11-07,2012-09-26,350000000
62613,6261,久元三,2011-11-20,2014-10-09,1000000000
62641,6264,富裔一,2014-04-26,2017-03-15,500000000
62652,6265,方土昶二,2008-04-14,2013-03-03,300000000
62662,6266,泰詠二,2007-12-17,2012-11-06,200000000
62692,6269,台郡二,2011-02-19,2016-01-08,800000000
62693,6269,台郡三,2014-09-22,2017-08-21,2000000000
62694,6269,台郡四,2016-05-13,2018-12-12,1600000000
62695,6269,台郡五,2024-11-03,2027-08-02,2000000000
62696,6269,台郡六,2024-11-03,2027-08-02,1000000000
62701,6270,倍微一,2005-06-26,2010-05-14,200000000
62711,6271,同欣電一,2014-05-25,2017-04-14,2000000000
62742,6274,台燿二,2018-08-27,2023-05-25,1500000000
62743,6274,台燿三,2020-08-23,2025-05-22,1800000000
62744,6274,台燿四,2024-08-07,2029-05-06,2000000000
62745,6274,台燿五,2026-02-14,2030-11-13,4000000000
62751,6275,元山一,2009-11-30,2012-08-21,120000000
62752,6275,元山二,2010-11-29,2013-10-19,198000000
62753,6275,元山三,2010-11-30,2015-10-20,152000000
62754,6275,元山四,2013-10-19,2016-07-08,220000000
62755,6275,元山五,2016-05-01,2021-03-30,200000000
62756,6275,元山六,2021-12-31,2026-09-30,300000000
62791,6279,胡連一,2023-09-15,2028-06-14,1500000000
62821,6282,康舒一,2022-05-24,2027-02-23,5000000000
62822,6282,康舒二,2023-09-14,2028-06-13,4000000000
62832,6283,淳安二,2022-02-23,2024-11-22,300000000
62842,6284,佳邦二,2013-12-26,2016-11-15,300000000
62843,6284,佳邦三,2024-03-15,2026-12-14,700000000
62851,6285,啟？一,2011-07-15,2014-06-04,1500000000
62852,6285,啟？二,2016-02-06,2019-01-05,1500000000
62853,6285,啟碁三,2022-09-28,2025-06-27,2800000000
62872,6287,元隆二,2010-08-07,2013-06-26,350000000
62873,6287,元隆三,2011-06-21,2014-05-10,350000000
62874,6287,元隆四,2015-03-10,2018-01-31,250000000
62875,6287,元隆五,2018-03-09,2020-12-08,250000000
62881,6288,聯嘉一,2020-03-26,2022-12-25,500000000
62882,6288,聯嘉二,2021-08-20,2024-05-19,500000000
62883,6288,聯嘉三,2023-02-16,2025-11-15,500000000
62884,6288,聯嘉四,2024-03-22,2026-12-21,500000000
62892,6289,華上二,2007-12-21,2011-12-11,2000000000
629010,6290,良維十,2025-08-14,2028-05-13,800000000
62905,6290,良維五,2011-09-05,2016-07-25,200000000
62906,6290,良維六,2011-09-06,2016-07-26,300000000
62907,6290,良維七,2016-08-08,2021-07-07,200000000
62908,6290,良維八,2016-08-09,2021-07-08,300000000
62909,6290,良維九,2022-06-08,2027-03-07,600000000
64141,6414,樺漢一,2015-07-06,2018-05-05,800000000
64142,6414,樺漢二,2016-07-14,2021-05-13,1800000000
64143,6414,樺漢三,2019-05-27,2024-02-26,6000000000
64144,6414,樺漢四,2022-02-17,2026-11-16,1000000000
64145,6414,樺漢五,2023-11-17,2026-08-16,3000000000
64146,6414,樺漢六,2021-12-03,2026-09-02,1500000000
64161,6416,瑞祺電通一,2020-05-11,2023-02-10,700000000
64221,6422,君耀一KY,2017-02-13,2022-01-12,300000000
64251,6425,易發一,2025-01-16,2027-10-15,200000000
64261,6426,統新一,2017-09-13,2020-06-12,150000000
64321,6432,今展科一,2016-04-12,2019-03-11,180000000
64322,6432,今展科二,2019-12-04,2022-09-03,200000000
64323,6432,今展科三,2021-10-03,2024-07-02,230000000
64324,6432,今展科四,2024-11-17,2027-08-16,250000000
64381,6438,迅得一,2020-02-26,2022-11-25,400000000
64382,6438,迅得二,2023-08-06,2026-05-05,300000000
64411,6441,廣錠一,2020-06-06,2023-03-05,275000000
64412,6441,廣錠二,2020-06-06,2023-03-05,225000000
64413,6441,廣錠三,2021-01-27,2023-10-26,400000000
64414,6441,廣錠四,2021-01-27,2023-10-26,200000000
64415,6441,廣錠五,2021-01-28,2023-10-27,200000000
64421,6442,光聖一,2025-02-12,2027-11-11,1000000000
64422,6442,光聖二,2026-03-02,2028-12-01,1000000000
64423,6442,光聖三,2026-03-12,2028-12-11,1500000000
64491,6449,鈺邦一,2017-04-02,2020-03-01,300000000
64492,6449,鈺邦二,2018-07-28,2021-04-27,250000000
64511,6451,訊芯一KY,2018-05-13,2023-02-12,1500000000
64512,6451,訊芯二KY,2025-05-28,2028-02-27,2500000000
64651,6465,威潤一,2021-03-10,2023-12-09,250000000
64691,6469,大樹一,2018-09-13,2021-06-12,300000000
64692,6469,大樹二,2022-12-13,2025-09-12,1000000000
64693,6469,大樹三,2025-10-29,2028-07-28,1000000000
64721,6472,保瑞一,2018-10-07,2021-07-06,100000000
64722,6472,保瑞二,2022-12-29,2027-09-28,800000000
64723,6472,保瑞三,2023-11-05,2028-08-04,1700000000
64724,6472,保瑞四,2026-07-02,2031-04-01,2000000000
64725,6472,保瑞五,2026-07-16,2031-04-15,1000000000
64771,6477,安集一,2020-03-21,2024-12-20,300000000
64772,6477,安集二,2021-01-31,2025-10-30,300000000
64773,6477,安集三,2021-11-05,2026-08-04,500000000
64774,6477,安集四,2022-10-22,2027-07-21,1000000000
64775,6477,安集五,2026-01-10,2028-10-09,600000000
64861,6486,互動一,2020-02-23,2022-11-22,600000000
64862,6486,互動二,2023-04-12,2026-01-11,600000000
64961,6496,科懋一,2020-12-25,2023-09-24,300000000
65092,6509,聚和二,2009-12-24,2012-11-13,150000000
65093,6509,聚和三,2009-12-25,2014-11-14,150000000
65094,6509,聚和四,2014-12-01,2017-10-30,300000000
65095,6509,聚和五,2022-01-30,2024-10-29,300000000
65096,6509,聚和六,2024-10-04,2027-07-03,500000000
65101,6510,精測一,2026-04-06,2029-01-05,2000000000
65151,6515,穎崴一,2024-09-01,2027-05-31,1000000000
65152,6515,穎崴二,2026-05-06,2029-02-05,3000000000
65321,6532,瑞耘一,2020-06-19,2023-03-18,250000000
65331,6533,晶心科一,2025-12-09,2028-09-08,1500000000
65381,6538,倉和一,2025-09-27,2030-06-26,300000000
65461,6546,正基一,2024-09-06,2027-06-05,600000000
65462,6546,正基二,2026-09-10,2029-06-09,500000000
65463,6546,正基三,2026-10-01,2029-06-30,200000000
65471,6547,高端疫苗一,2022-08-10,2025-05-09,1750000000
65472,6547,高端疫苗二,2026-06-20,2029-03-19,750000000
65481,6548,長科一,2021-10-20,2026-07-19,1500000000
