revenue_month,revenue,yoy,mom,cumulative_yoy,source,fetched_at
2014-12,71731000,,,,finmind,2026-07-17T14:16:12.492342+08:00
2015-01,81132000,,0.131059,,finmind,2026-07-17T14:16:12.492342+08:00
2015-02,51593000,,-0.364086,,finmind,2026-07-17T14:16:12.492342+08:00
2015-03,81774000,,0.584982,,finmind,2026-07-17T14:16:12.492342+08:00
2015-04,71333000,,-0.127681,,finmind,2026-07-17T14:16:12.492342+08:00
2015-05,73548000,,0.031052,,finmind,2026-07-17T14:16:12.492342+08:00
2015-06,72146000,,-0.019062,,finmind,2026-07-17T14:16:12.492342+08:00
2015-07,79310000,,0.099299,,finmind,2026-07-17T14:16:12.492342+08:00
2015-08,75008000,,-0.054243,,finmind,2026-07-17T14:16:12.492342+08:00
2015-09,73233000,,-0.023664,,finmind,2026-07-17T14:16:12.492342+08:00
2015-10,71924000,,-0.017874,,finmind,2026-07-17T14:16:12.492342+08:00
2015-11,72624000,,0.009732,,finmind,2026-07-17T14:16:12.492342+08:00
2015-12,71230000,-0.006984,-0.019195,,finmind,2026-07-17T14:16:12.492342+08:00
2016-01,78078000,-0.037642,0.096139,-0.037642,finmind,2026-07-17T14:16:12.492342+08:00
2016-02,52543000,0.018413,-0.327045,-0.015852,finmind,2026-07-17T14:16:12.492342+08:00
2016-03,80139000,-0.019994,0.525208,-0.017431,finmind,2026-07-17T14:16:12.492342+08:00
2016-04,72228000,0.012547,-0.098716,-0.00995,finmind,2026-07-17T14:16:12.492342+08:00
2016-05,79392000,0.079458,0.099186,0.008348,finmind,2026-07-17T14:16:12.492342+08:00
2016-06,78868000,0.093172,-0.0066,0.022529,finmind,2026-07-17T14:16:12.492342+08:00
2016-07,82450000,0.039591,0.045418,0.025178,finmind,2026-07-17T14:16:12.492342+08:00
2016-08,82102000,0.094577,-0.004221,0.034064,finmind,2026-07-17T14:16:12.492342+08:00
2016-09,70037000,-0.043642,-0.146951,0.02543,finmind,2026-07-17T14:16:12.492342+08:00
2016-10,75048000,0.043435,0.071548,0.027201,finmind,2026-07-17T14:16:12.492342+08:00
2016-11,76623000,0.055064,0.020987,0.029719,finmind,2026-07-17T14:16:12.492342+08:00
2016-12,72577000,0.018911,-0.052804,0.028839,finmind,2026-07-17T14:16:12.492342+08:00
2017-01,67933000,-0.129934,-0.063987,-0.129934,finmind,2026-07-17T14:16:12.492342+08:00
