revenue_month,revenue,yoy,mom,cumulative_yoy,source,fetched_at
2023-07,-931084000,,,,finmind,2026-07-17T14:13:19.976999+08:00
2023-08,38029000,,,,finmind,2026-07-17T14:13:19.976999+08:00
2023-09,-362337000,,-10.527913,,finmind,2026-07-17T14:13:19.976999+08:00
2023-10,228438000,,,,finmind,2026-07-17T14:13:19.976999+08:00
2023-11,328629000,,0.438592,,finmind,2026-07-17T14:13:19.976999+08:00
2023-12,-342658000,,-2.042689,,finmind,2026-07-17T14:13:19.976999+08:00
2024-01,-696520000,,,,finmind,2026-07-17T14:13:19.976999+08:00
2024-02,90364000,,,,finmind,2026-07-17T14:13:19.976999+08:00
2024-03,-167545000,,-2.854112,,finmind,2026-07-17T14:13:19.976999+08:00
2024-04,-603487000,,,,finmind,2026-07-17T14:13:19.976999+08:00
2024-05,-189939000,,,,finmind,2026-07-17T14:13:19.976999+08:00
2024-06,702696000,,,,finmind,2026-07-17T14:13:19.976999+08:00
2024-07,-132147000,,-1.188057,,finmind,2026-07-17T14:13:19.976999+08:00
2024-08,98909000,1.600884,,,finmind,2026-07-17T14:13:19.976999+08:00
2024-09,-723448000,,-8.314279,,finmind,2026-07-17T14:13:19.976999+08:00
2024-10,-564557000,-3.47138,,,finmind,2026-07-17T14:13:19.976999+08:00
2024-11,-161094000,-1.4902,,,finmind,2026-07-17T14:13:19.976999+08:00
2024-12,117978000,,,,finmind,2026-07-17T14:13:19.976999+08:00
2025-01,-309244000,,-3.621201,,finmind,2026-07-17T14:13:19.976999+08:00
2025-02,409484000,3.531495,,,finmind,2026-07-17T14:13:19.976999+08:00
2025-03,-646593000,,-2.579043,,finmind,2026-07-17T14:13:19.976999+08:00
2025-04,-245046000,,,,finmind,2026-07-17T14:13:19.976999+08:00
2025-05,-225303000,,,,finmind,2026-07-17T14:13:19.976999+08:00
2025-06,49073000,-0.930165,,,finmind,2026-07-17T14:13:19.976999+08:00
2025-07,-93569000,,-2.906731,,finmind,2026-07-17T14:13:19.976999+08:00
2025-08,11225000,-0.886512,,,finmind,2026-07-17T14:13:19.976999+08:00
2025-09,-39741000,,-4.540401,,finmind,2026-07-17T14:13:19.976999+08:00
2025-10,-125906000,,,,finmind,2026-07-17T14:13:19.976999+08:00
2025-11,34526000,,,,finmind,2026-07-17T14:13:19.976999+08:00
2025-12,107844000,-0.085897,2.123559,,finmind,2026-07-17T14:13:19.976999+08:00
2026-01,-16238000,,-1.150569,,finmind,2026-07-17T14:13:19.976999+08:00
2026-02,-235145000,-1.574247,,-3.507811,finmind,2026-07-17T14:13:19.976999+08:00
2026-03,-84898000,,,,finmind,2026-07-17T14:13:19.976999+08:00
2026-04,566245000,,,,finmind,2026-07-17T14:13:19.976999+08:00
2026-05,692717000,,0.223352,,finmind,2026-07-17T14:13:19.976999+08:00
2026-06,2206633000,43.966336,2.185475,,finmind,2026-07-17T14:13:19.976999+08:00
