revenue_month,revenue,yoy,mom,cumulative_yoy,source,fetched_at
2017-01,58084000,,,,finmind,2026-07-17T14:13:19.976999+08:00
2017-02,26351000,,-0.546329,,finmind,2026-07-17T14:13:19.976999+08:00
2017-03,52596000,,0.995977,,finmind,2026-07-17T14:13:19.976999+08:00
2017-04,73945000,,0.405905,,finmind,2026-07-17T14:13:19.976999+08:00
2017-05,52313000,,-0.292542,,finmind,2026-07-17T14:13:19.976999+08:00
2017-06,66963000,,0.280045,,finmind,2026-07-17T14:13:19.976999+08:00
2017-07,60339000,,-0.09892,,finmind,2026-07-17T14:13:19.976999+08:00
2017-08,82245000,,0.363049,,finmind,2026-07-17T14:13:19.976999+08:00
2017-09,97433000,,0.184668,,finmind,2026-07-17T14:13:19.976999+08:00
2017-10,118130000,,0.212423,,finmind,2026-07-17T14:13:19.976999+08:00
2017-11,162696000,,0.377262,,finmind,2026-07-17T14:13:19.976999+08:00
2017-12,151519000,,-0.068699,,finmind,2026-07-17T14:13:19.976999+08:00
2018-01,192979000,2.322412,0.273629,2.322412,finmind,2026-07-17T14:13:19.976999+08:00
2018-02,105406000,3.000076,-0.453795,2.533902,finmind,2026-07-17T14:13:19.976999+08:00
2018-03,128115000,1.435832,0.215443,2.112434,finmind,2026-07-17T14:13:19.976999+08:00
2018-04,141862000,0.91848,0.107302,1.693965,finmind,2026-07-17T14:13:19.976999+08:00
2018-05,149934000,1.866094,0.0569,1.728166,finmind,2026-07-17T14:13:19.976999+08:00
2018-06,221200000,2.303317,0.475316,1.844785,finmind,2026-07-17T14:13:19.976999+08:00
2018-07,174803000,1.897015,-0.209751,1.852854,finmind,2026-07-17T14:13:19.976999+08:00
2018-08,220808000,1.684759,0.263182,1.823615,finmind,2026-07-17T14:13:19.976999+08:00
2018-09,161532000,0.657878,-0.26845,1.624444,finmind,2026-07-17T14:13:19.976999+08:00
2018-10,134424000,0.137933,-0.167818,1.369357,finmind,2026-07-17T14:13:19.976999+08:00
2018-11,248266000,0.52595,0.846887,1.208131,finmind,2026-07-17T14:13:19.976999+08:00
2018-12,243532000,0.60727,-0.019068,1.117326,finmind,2026-07-17T14:13:19.976999+08:00
2019-01,272852000,0.413895,0.120395,0.413895,finmind,2026-07-17T14:13:19.976999+08:00
2019-02,127868000,0.2131,-0.531365,0.342963,finmind,2026-07-17T14:13:19.976999+08:00
2019-03,151793000,0.184818,0.187107,0.295458,finmind,2026-07-17T14:13:19.976999+08:00
2019-04,245439000,0.730125,0.616932,0.40395,finmind,2026-07-17T14:13:19.976999+08:00
2019-05,213267000,0.422406,-0.131079,0.407803,finmind,2026-07-17T14:13:19.976999+08:00
2019-06,171953000,-0.222636,-0.19372,0.259369,finmind,2026-07-17T14:13:19.976999+08:00
2019-07,172006000,-0.016001,0.000308,0.216171,finmind,2026-07-17T14:13:19.976999+08:00
2019-08,189011000,-0.144003,0.098863,0.156603,finmind,2026-07-17T14:13:19.976999+08:00
2019-09,124913000,-0.226698,-0.339123,0.115234,finmind,2026-07-17T14:13:19.976999+08:00
2019-10,151066000,0.123802,0.20937,0.11594,finmind,2026-07-17T14:13:19.976999+08:00
2019-11,231183000,-0.068809,0.530344,0.091534,finmind,2026-07-17T14:13:19.976999+08:00
2019-12,194105000,-0.202959,-0.160384,0.05775,finmind,2026-07-17T14:13:19.976999+08:00
2020-01,145542000,-0.46659,-0.250189,-0.46659,finmind,2026-07-17T14:13:19.976999+08:00
2020-02,111359000,-0.12911,-0.234867,-0.358901,finmind,2026-07-17T14:13:19.976999+08:00
2020-03,143987000,-0.051425,0.292998,-0.274428,finmind,2026-07-17T14:13:19.976999+08:00
2020-04,244882000,-0.002269,0.700723,-0.190716,finmind,2026-07-17T14:13:19.976999+08:00
2020-05,300151000,0.407395,0.225696,-0.064574,finmind,2026-07-17T14:13:19.976999+08:00
2020-06,205572000,0.195513,-0.315105,-0.026775,finmind,2026-07-17T14:13:19.976999+08:00
2020-07,111108000,-0.354046,-0.459518,-0.068314,finmind,2026-07-17T14:13:19.976999+08:00
2020-08,190102000,0.005772,0.710966,-0.059245,finmind,2026-07-17T14:13:19.976999+08:00
2020-09,214469000,0.716947,0.128179,-0.001156,finmind,2026-07-17T14:13:19.976999+08:00
2020-10,203625000,0.347921,-0.050562,0.027816,finmind,2026-07-17T14:13:19.976999+08:00
2020-11,253094000,0.094778,0.242942,0.035362,finmind,2026-07-17T14:13:19.976999+08:00
2020-12,280872000,0.447011,0.109754,0.070946,finmind,2026-07-17T14:13:19.976999+08:00
2021-01,211040000,0.450028,-0.248626,0.450028,finmind,2026-07-17T14:13:19.976999+08:00
2021-02,195524000,0.755799,-0.073522,0.582571,finmind,2026-07-17T14:13:19.976999+08:00
2021-03,156997000,0.090355,-0.197045,0.405782,finmind,2026-07-17T14:13:19.976999+08:00
2021-04,216759000,-0.114843,0.380657,0.208356,finmind,2026-07-17T14:13:19.976999+08:00
2021-05,106318000,-0.645785,-0.509511,-0.062672,finmind,2026-07-17T14:13:19.976999+08:00
2021-06,167468000,-0.185356,0.575161,-0.084575,finmind,2026-07-17T14:13:19.976999+08:00
2021-07,211115000,0.900088,0.260629,0.002075,finmind,2026-07-17T14:13:19.976999+08:00
2021-08,272452000,0.433188,0.290538,0.058491,finmind,2026-07-17T14:13:19.976999+08:00
2021-09,261705000,0.220246,-0.039445,0.0793,finmind,2026-07-17T14:13:19.976999+08:00
2021-10,236633000,0.162102,-0.095803,0.088312,finmind,2026-07-17T14:13:19.976999+08:00
2021-11,190274000,-0.248208,-0.195911,0.048211,finmind,2026-07-17T14:13:19.976999+08:00
2021-12,249926000,-0.110178,0.313506,0.029711,finmind,2026-07-17T14:13:19.976999+08:00
2022-01,226855000,0.074938,-0.092311,0.074938,finmind,2026-07-17T14:13:19.976999+08:00
2022-02,156536000,-0.199403,-0.309973,-0.056997,finmind,2026-07-17T14:13:19.976999+08:00
2022-03,291585000,0.857265,0.862734,0.197698,finmind,2026-07-17T14:13:19.976999+08:00
2022-04,289828000,0.337098,-0.006026,0.236421,finmind,2026-07-17T14:13:19.976999+08:00
2022-05,291245000,1.739376,0.004889,0.416642,finmind,2026-07-17T14:13:19.976999+08:00
2022-06,329555000,0.967868,0.131539,0.504217,finmind,2026-07-17T14:13:19.976999+08:00
2022-07,294131000,0.393226,-0.10749,0.485697,finmind,2026-07-17T14:13:19.976999+08:00
2022-08,345620000,0.268554,0.175055,0.447223,finmind,2026-07-17T14:13:19.976999+08:00
2022-09,284717000,0.087931,-0.176214,0.394966,finmind,2026-07-17T14:13:19.976999+08:00
2022-10,291577000,0.232191,0.024094,0.376048,finmind,2026-07-17T14:13:19.976999+08:00
2022-11,298008000,0.566205,0.022056,0.3923,finmind,2026-07-17T14:13:19.976999+08:00
2022-12,269531000,0.078443,-0.095558,0.360622,finmind,2026-07-17T14:13:19.976999+08:00
2023-01,173800000,-0.233872,-0.355176,-0.233872,finmind,2026-07-17T14:13:19.976999+08:00
2023-02,240215000,0.534567,0.382135,0.079877,finmind,2026-07-17T14:13:19.976999+08:00
2023-03,255760000,-0.122863,0.064713,-0.007705,finmind,2026-07-17T14:13:19.976999+08:00
2023-04,230952000,-0.203141,-0.096997,-0.066415,finmind,2026-07-17T14:13:19.976999+08:00
2023-05,170972000,-0.412962,-0.259708,-0.14677,finmind,2026-07-17T14:13:19.976999+08:00
2023-06,181290000,-0.449895,0.060349,-0.209772,finmind,2026-07-17T14:13:19.976999+08:00
2023-07,201008000,-0.316604,0.108765,-0.226488,finmind,2026-07-17T14:13:19.976999+08:00
2023-08,216598000,-0.373306,0.077559,-0.249291,finmind,2026-07-17T14:13:19.976999+08:00
2023-09,204781000,-0.280756,-0.054557,-0.25286,finmind,2026-07-17T14:13:19.976999+08:00
