revenue_month,revenue,yoy,mom,cumulative_yoy,source,fetched_at
2024-05,428239000,,,,finmind,2026-07-16T18:00:10.181657+08:00
2024-06,412130000,,-0.037617,,finmind,2026-07-16T18:00:10.181657+08:00
2024-07,356199000,,-0.135712,,finmind,2026-07-16T18:00:10.181657+08:00
2024-08,355935000,,-0.000741,,finmind,2026-07-16T18:00:10.181657+08:00
2024-09,451843000,,0.269454,,finmind,2026-07-16T18:00:10.181657+08:00
2024-10,440365000,,-0.025403,,finmind,2026-07-16T18:00:10.181657+08:00
2024-11,453750000,,0.030395,,finmind,2026-07-16T18:00:10.181657+08:00
2024-12,503089000,,0.108736,,finmind,2026-07-16T18:00:10.181657+08:00
2025-01,451076000,,-0.103387,,finmind,2026-07-16T18:00:10.181657+08:00
2025-02,387589000,,-0.140746,,finmind,2026-07-16T18:00:10.181657+08:00
2025-03,451648000,,0.165276,,finmind,2026-07-16T18:00:10.181657+08:00
2025-04,408670000,,-0.095158,,finmind,2026-07-16T18:00:10.181657+08:00
2025-05,401631000,-0.062134,-0.017224,,finmind,2026-07-16T18:00:10.181657+08:00
2025-06,462259000,0.121634,0.150954,,finmind,2026-07-16T18:00:10.181657+08:00
2025-07,444675000,0.248389,-0.038039,,finmind,2026-07-16T18:00:10.181657+08:00
2025-08,456525000,0.282608,0.026649,,finmind,2026-07-16T18:00:10.181657+08:00
2025-09,492592000,0.090184,0.079003,,finmind,2026-07-16T18:00:10.181657+08:00
2025-10,429504000,-0.024664,-0.128074,,finmind,2026-07-16T18:00:10.181657+08:00
2025-11,470103000,0.03604,0.094525,,finmind,2026-07-16T18:00:10.181657+08:00
2025-12,429562000,-0.146151,-0.086239,,finmind,2026-07-16T18:00:10.181657+08:00
2026-01,416618000,-0.076391,-0.030133,-0.076391,finmind,2026-07-16T18:00:10.181657+08:00
2026-02,284407000,-0.266215,-0.317343,-0.164118,finmind,2026-07-16T18:00:10.181657+08:00
2026-03,454244000,0.005748,0.597162,-0.10466,finmind,2026-07-16T18:00:10.181657+08:00
2026-04,458159000,0.121098,0.008619,-0.050357,finmind,2026-07-16T18:00:10.181657+08:00
2026-05,426707000,0.062435,-0.068649,-0.028791,finmind,2026-07-16T18:00:10.181657+08:00
2026-06,447304000,-0.032352,0.04827,-0.029433,finmind,2026-07-16T18:00:10.181657+08:00
