revenue_month,revenue,yoy,mom,cumulative_yoy,source,fetched_at
2024-01,81420000,,,,finmind,2026-07-17T14:13:19.976999+08:00
2024-02,80598000,,-0.010096,,finmind,2026-07-17T14:13:19.976999+08:00
2024-03,61456000,,-0.2375,,finmind,2026-07-17T14:13:19.976999+08:00
2024-04,88632000,,0.442203,,finmind,2026-07-17T14:13:19.976999+08:00
2024-05,61541000,,-0.305657,,finmind,2026-07-17T14:13:19.976999+08:00
2024-06,77443000,,0.258397,,finmind,2026-07-17T14:13:19.976999+08:00
2024-07,63453000,,-0.180649,,finmind,2026-07-17T14:13:19.976999+08:00
2024-08,112729000,,0.776575,,finmind,2026-07-17T14:13:19.976999+08:00
2024-09,81244000,,-0.279298,,finmind,2026-07-17T14:13:19.976999+08:00
2024-10,69134000,,-0.149057,,finmind,2026-07-17T14:13:19.976999+08:00
2024-11,75086000,,0.086094,,finmind,2026-07-17T14:13:19.976999+08:00
2024-12,87642000,,0.167222,,finmind,2026-07-17T14:13:19.976999+08:00
2025-01,80815000,-0.007431,-0.077896,-0.007431,finmind,2026-07-17T14:13:19.976999+08:00
2025-02,81215000,0.007655,0.00495,7.4e-05,finmind,2026-07-17T14:13:19.976999+08:00
2025-03,112880000,0.836761,0.389891,0.230165,finmind,2026-07-17T14:13:19.976999+08:00
2025-04,107966000,0.218138,-0.043533,0.22675,finmind,2026-07-17T14:13:19.976999+08:00
2025-05,98685000,0.603565,-0.085962,0.288813,finmind,2026-07-17T14:13:19.976999+08:00
2025-06,90728000,0.171546,-0.08063,0.26868,finmind,2026-07-17T14:13:19.976999+08:00
2025-07,90340000,0.423731,-0.004277,0.287801,finmind,2026-07-17T14:13:19.976999+08:00
2025-08,102297000,-0.092541,0.132356,0.219449,finmind,2026-07-17T14:13:19.976999+08:00
2025-09,118545000,0.459123,0.158832,0.246932,finmind,2026-07-17T14:13:19.976999+08:00
2025-10,101344000,0.465907,-0.145101,0.266399,finmind,2026-07-17T14:13:19.976999+08:00
2025-11,102665000,0.367299,0.013035,0.275283,finmind,2026-07-17T14:13:19.976999+08:00
2025-12,107304000,0.224344,0.045186,0.270536,finmind,2026-07-17T14:13:19.976999+08:00
2026-01,90821000,0.123814,-0.15361,0.123814,finmind,2026-07-17T14:13:19.976999+08:00
2026-02,82374000,0.014271,-0.093007,0.068907,finmind,2026-07-17T14:13:19.976999+08:00
2026-03,88090000,-0.219614,0.069391,-0.049562,finmind,2026-07-17T14:13:19.976999+08:00
2026-04,92608000,-0.142248,0.051288,-0.075698,finmind,2026-07-17T14:13:19.976999+08:00
2026-05,96303000,-0.024137,0.039899,-0.065132,finmind,2026-07-17T14:13:19.976999+08:00
2026-06,106128000,0.169738,0.102022,-0.027897,finmind,2026-07-17T14:13:19.976999+08:00
