revenue_month,revenue,yoy,mom,cumulative_yoy,source,fetched_at
2014-10,635007000,,,,finmind,2026-07-22T01:05:03.888571+08:00
2014-11,668790000,,0.053201,,finmind,2026-07-22T01:05:03.888571+08:00
2014-12,618093000,,-0.075804,,finmind,2026-07-22T01:05:03.888571+08:00
2015-01,648856000,,0.049771,,finmind,2026-07-22T01:05:03.888571+08:00
2015-02,415099000,,-0.36026,,finmind,2026-07-22T01:05:03.888571+08:00
2015-03,568440000,,0.369408,,finmind,2026-07-22T01:05:03.888571+08:00
2015-04,614682000,,0.081349,,finmind,2026-07-22T01:05:03.888571+08:00
2015-05,552336000,,-0.101428,,finmind,2026-07-22T01:05:03.888571+08:00
2015-06,579891000,,0.049888,,finmind,2026-07-22T01:05:03.888571+08:00
2015-07,644586000,,0.111564,,finmind,2026-07-22T01:05:03.888571+08:00
2015-08,645773000,,0.001841,,finmind,2026-07-22T01:05:03.888571+08:00
2015-09,619666000,,-0.040428,,finmind,2026-07-22T01:05:03.888571+08:00
2015-10,637208000,0.003466,0.028309,,finmind,2026-07-22T01:05:03.888571+08:00
2015-11,582064000,-0.129676,-0.08654,,finmind,2026-07-22T01:05:03.888571+08:00
2015-12,599153000,-0.030643,0.029359,,finmind,2026-07-22T01:05:03.888571+08:00
2016-01,608187000,-0.062678,0.015078,-0.062678,finmind,2026-07-22T01:05:03.888571+08:00
2016-02,418230000,0.007543,-0.312333,-0.035282,finmind,2026-07-22T01:05:03.888571+08:00
2016-03,570021000,0.002781,0.362937,-0.022027,finmind,2026-07-22T01:05:03.888571+08:00
2016-04,582765000,-0.051924,0.022357,-0.030205,finmind,2026-07-22T01:05:03.888571+08:00
2016-05,556845000,0.008164,-0.044478,-0.022635,finmind,2026-07-22T01:05:03.888571+08:00
2016-06,595817000,0.027464,0.069987,-0.014038,finmind,2026-07-22T01:05:03.888571+08:00
2016-07,614316000,-0.04696,0.031048,-0.019312,finmind,2026-07-22T01:05:03.888571+08:00
2016-08,639828000,-0.009206,0.041529,-0.017914,finmind,2026-07-22T01:05:03.888571+08:00
2016-09,621133000,0.002367,-0.029219,-0.015538,finmind,2026-07-22T01:05:03.888571+08:00
2016-10,622502000,-0.023079,0.002204,-0.016349,finmind,2026-07-22T01:05:03.888571+08:00
2016-11,588552000,0.011147,-0.054538,-0.01389,finmind,2026-07-22T01:05:03.888571+08:00
2016-12,587322000,-0.019746,-0.00209,-0.014384,finmind,2026-07-22T01:05:03.888571+08:00
2017-01,570728000,-0.061591,-0.028254,-0.061591,finmind,2026-07-22T01:05:03.888571+08:00
2017-02,407519000,-0.02561,-0.285966,-0.04693,finmind,2026-07-22T01:05:03.888571+08:00
2017-03,620940000,0.089328,0.523708,0.001722,finmind,2026-07-22T01:05:03.888571+08:00
2017-04,559402000,-0.04009,-0.099105,-0.009459,finmind,2026-07-22T01:05:03.888571+08:00
2017-05,552395000,-0.007991,-0.012526,-0.009161,finmind,2026-07-22T01:05:03.888571+08:00
2017-06,577090000,-0.031431,0.044705,-0.013143,finmind,2026-07-22T01:05:03.888571+08:00
2017-07,591576000,-0.037017,0.025102,-0.01686,finmind,2026-07-22T01:05:03.888571+08:00
2017-08,645648000,0.009096,0.091403,-0.013238,finmind,2026-07-22T01:05:03.888571+08:00
2017-09,669096000,0.077219,0.036317,-0.002448,finmind,2026-07-22T01:05:03.888571+08:00
2017-10,666492000,0.070666,-0.003892,0.005359,finmind,2026-07-22T01:05:03.888571+08:00
2017-11,616728000,0.047873,-0.074666,0.009258,finmind,2026-07-22T01:05:03.888571+08:00
2017-12,575254000,-0.020548,-0.067248,0.006759,finmind,2026-07-22T01:05:03.888571+08:00
2018-01,622750000,0.09115,0.082565,0.09115,finmind,2026-07-22T01:05:03.888571+08:00
2018-02,406879000,-0.00157,-0.346642,0.052525,finmind,2026-07-22T01:05:03.888571+08:00
2018-03,570156000,-0.081786,0.401291,0.000374,finmind,2026-07-22T01:05:03.888571+08:00
2018-04,705436000,0.261054,0.237268,0.06793,finmind,2026-07-22T01:05:03.888571+08:00
2018-05,618724000,0.120075,-0.12292,0.078555,finmind,2026-07-22T01:05:03.888571+08:00
2018-06,542547000,-0.059857,-0.12312,0.054262,finmind,2026-07-22T01:05:03.888571+08:00
2018-07,641643000,0.084633,0.18265,0.058893,finmind,2026-07-22T01:05:03.888571+08:00
2018-08,637836000,-0.012099,-0.005933,0.048764,finmind,2026-07-22T01:05:03.888571+08:00
2018-09,527197000,-0.212076,-0.17346,0.015165,finmind,2026-07-22T01:05:03.888571+08:00
2018-10,560439000,-0.159121,0.063054,-0.004654,finmind,2026-07-22T01:05:03.888571+08:00
2018-11,645435000,0.046547,0.15166,0.00022,finmind,2026-07-22T01:05:03.888571+08:00
