revenue_month,revenue,yoy,mom,cumulative_yoy,source,fetched_at
2014-12,49426000,,,,finmind,2026-07-17T14:16:12.492342+08:00
2015-01,23056000,,-0.533525,,finmind,2026-07-17T14:16:12.492342+08:00
2015-02,13505000,,-0.414252,,finmind,2026-07-17T14:16:12.492342+08:00
2015-03,21190000,,0.569049,,finmind,2026-07-17T14:16:12.492342+08:00
2015-04,28835000,,0.360783,,finmind,2026-07-17T14:16:12.492342+08:00
2015-05,27020000,,-0.062944,,finmind,2026-07-17T14:16:12.492342+08:00
2015-06,36561000,,0.353109,,finmind,2026-07-17T14:16:12.492342+08:00
2015-07,28331000,,-0.225103,,finmind,2026-07-17T14:16:12.492342+08:00
2015-08,24487000,,-0.135682,,finmind,2026-07-17T14:16:12.492342+08:00
2015-09,22722000,,-0.072079,,finmind,2026-07-17T14:16:12.492342+08:00
2015-10,21360000,,-0.059942,,finmind,2026-07-17T14:16:12.492342+08:00
2015-11,22766000,,0.065824,,finmind,2026-07-17T14:16:12.492342+08:00
2015-12,25211000,-0.489924,0.107397,,finmind,2026-07-17T14:16:12.492342+08:00
2016-01,13682000,-0.406575,-0.4573,-0.406575,finmind,2026-07-17T14:16:12.492342+08:00
2016-02,1890000,-0.860052,-0.861862,-0.574082,finmind,2026-07-17T14:16:12.492342+08:00
2016-03,24349000,0.14908,11.883069,-0.308739,finmind,2026-07-17T14:16:12.492342+08:00
2016-04,7309000,-0.746523,-0.699823,-0.454531,finmind,2026-07-17T14:16:12.492342+08:00
2016-05,27609000,0.021799,2.777398,-0.341241,finmind,2026-07-17T14:16:12.492342+08:00
2016-06,22161000,-0.393862,-0.197327,-0.354052,finmind,2026-07-17T14:16:12.492342+08:00
2016-07,22656000,-0.200311,0.022337,-0.329651,finmind,2026-07-17T14:16:12.492342+08:00
2016-08,19553000,-0.201495,-0.136962,-0.314191,finmind,2026-07-17T14:16:12.492342+08:00
2016-09,33502000,0.47443,0.713394,-0.2348,finmind,2026-07-17T14:16:12.492342+08:00
2016-10,27001000,0.264092,-0.194048,-0.191669,finmind,2026-07-17T14:16:12.492342+08:00
2016-11,25773000,0.132083,-0.04548,-0.164354,finmind,2026-07-17T14:16:12.492342+08:00
2016-12,35385000,0.403554,0.372948,-0.115827,finmind,2026-07-17T14:16:12.492342+08:00
2017-01,11698000,-0.145008,-0.669408,-0.145008,finmind,2026-07-17T14:16:12.492342+08:00
2017-02,22072000,10.678307,0.886818,1.168636,finmind,2026-07-17T14:16:12.492342+08:00
2017-03,22996000,-0.055567,0.041863,0.421958,finmind,2026-07-17T14:16:12.492342+08:00
2017-04,21339000,1.919551,-0.072056,0.653716,finmind,2026-07-17T14:16:12.492342+08:00
2017-05,26344000,-0.045818,0.234547,0.395649,finmind,2026-07-17T14:16:12.492342+08:00
2017-06,22168000,0.000316,-0.158518,0.30533,finmind,2026-07-17T14:16:12.492342+08:00
2017-07,22872000,0.009534,0.031757,0.249323,finmind,2026-07-17T14:16:12.492342+08:00
2017-08,20996000,0.073799,-0.082022,0.224669,finmind,2026-07-17T14:16:12.492342+08:00
2017-09,23475000,-0.299296,0.11807,0.123032,finmind,2026-07-17T14:16:12.492342+08:00
2017-10,21407000,-0.207178,-0.088094,0.078388,finmind,2026-07-17T14:16:12.492342+08:00
2017-11,29991000,0.16366,0.40099,0.088134,finmind,2026-07-17T14:16:12.492342+08:00
2017-12,23006000,-0.349838,-0.232903,0.028727,finmind,2026-07-17T14:16:12.492342+08:00
2018-01,23503000,1.009147,0.021603,1.009147,finmind,2026-07-17T14:16:12.492342+08:00
2018-02,6830000,-0.690558,-0.709399,-0.101777,finmind,2026-07-17T14:16:12.492342+08:00
2018-03,16295000,-0.291399,1.385798,-0.178593,finmind,2026-07-17T14:16:12.492342+08:00
2018-04,20108000,-0.057688,0.233998,-0.14556,finmind,2026-07-17T14:16:12.492342+08:00
2018-05,14517000,-0.448945,-0.278049,-0.22208,finmind,2026-07-17T14:16:12.492342+08:00
2018-06,14636000,-0.339769,0.008197,-0.242685,finmind,2026-07-17T14:16:12.492342+08:00
2018-07,15696000,-0.313746,0.072424,-0.253557,finmind,2026-07-17T14:16:12.492342+08:00
2018-08,19719000,-0.060821,0.256307,-0.229821,finmind,2026-07-17T14:16:12.492342+08:00
2018-09,31978000,0.362215,0.621685,-0.158167,finmind,2026-07-17T14:16:12.492342+08:00
2018-10,21151000,-0.011959,-0.338577,-0.143634,finmind,2026-07-17T14:16:12.492342+08:00
2018-11,15324000,-0.489047,-0.275495,-0.185855,finmind,2026-07-17T14:16:12.492342+08:00
2018-12,12967000,-0.436364,-0.153811,-0.20733,finmind,2026-07-17T14:16:12.492342+08:00
2019-01,5251000,-0.776582,-0.595049,-0.776582,finmind,2026-07-17T14:16:12.492342+08:00
2019-02,3212000,-0.529722,-0.388307,-0.720997,finmind,2026-07-17T14:16:12.492342+08:00
2019-03,7531000,-0.537834,1.344645,-0.656987,finmind,2026-07-17T14:16:12.492342+08:00
2019-04,10592000,-0.473244,0.406453,-0.601624,finmind,2026-07-17T14:16:12.492342+08:00
2019-05,13641000,-0.060343,0.287859,-0.504917,finmind,2026-07-17T14:16:12.492342+08:00
2019-06,10574000,-0.277535,-0.224837,-0.47021,finmind,2026-07-17T14:16:12.492342+08:00
2019-07,11735000,-0.252357,0.109798,-0.439566,finmind,2026-07-17T14:16:12.492342+08:00
2019-08,8456000,-0.571175,-0.279421,-0.459331,finmind,2026-07-17T14:16:12.492342+08:00
2019-09,8239000,-0.742354,-0.025662,-0.51476,finmind,2026-07-17T14:16:12.492342+08:00
2019-10,6959000,-0.670985,-0.155359,-0.532676,finmind,2026-07-17T14:16:12.492342+08:00
2019-11,9720000,-0.365701,0.396752,-0.519867,finmind,2026-07-17T14:16:12.492342+08:00
2019-12,15767000,0.215933,0.622119,-0.475015,finmind,2026-07-17T14:16:12.492342+08:00
2020-01,5343000,0.01752,-0.661128,0.01752,finmind,2026-07-17T14:16:12.492342+08:00
2020-02,4869000,0.515878,-0.088714,0.206664,finmind,2026-07-17T14:16:12.492342+08:00
2020-03,3034000,-0.597132,-0.376874,-0.171814,finmind,2026-07-17T14:16:12.492342+08:00
2020-04,4591000,-0.56656,0.513184,-0.329083,finmind,2026-07-17T14:16:12.492342+08:00
2020-05,3953000,-0.710212,-0.138968,-0.458324,finmind,2026-07-17T14:16:12.492342+08:00
2020-06,4742000,-0.551542,0.199595,-0.477727,finmind,2026-07-17T14:16:12.492342+08:00
2020-07,3290000,-0.719642,-0.3062,-0.523123,finmind,2026-07-17T14:16:12.492342+08:00
2020-08,4826000,-0.429281,0.466869,-0.511945,finmind,2026-07-17T14:16:12.492342+08:00
2020-09,11501000,0.395922,1.383133,-0.417539,finmind,2026-07-17T14:16:12.492342+08:00
2020-10,4603000,-0.338554,-0.599774,-0.411161,finmind,2026-07-17T14:16:12.492342+08:00
2020-11,3652000,-0.62428,-0.206604,-0.43276,finmind,2026-07-17T14:16:12.492342+08:00
2020-12,3211000,-0.796347,-0.120756,-0.484093,finmind,2026-07-17T14:16:12.492342+08:00
2021-01,837000,-0.843346,-0.739334,-0.843346,finmind,2026-07-17T14:16:12.492342+08:00
2021-02,159000,-0.967344,-0.810036,-0.902468,finmind,2026-07-17T14:16:12.492342+08:00
2021-03,4416000,0.455504,26.773585,-0.591424,finmind,2026-07-17T14:16:12.492342+08:00
2021-04,4527000,-0.01394,0.025136,-0.442787,finmind,2026-07-17T14:16:12.492342+08:00
2021-05,4578000,0.158108,0.011266,-0.333777,finmind,2026-07-17T14:16:12.492342+08:00
2021-06,6708000,0.414593,0.465269,-0.200023,finmind,2026-07-17T14:16:12.492342+08:00
2021-07,5915000,0.797872,-0.118217,-0.089934,finmind,2026-07-17T14:16:12.492342+08:00
2021-08,5454000,0.130128,-0.077937,-0.059282,finmind,2026-07-17T14:16:12.492342+08:00
2021-09,4929000,-0.571429,-0.09626,-0.186916,finmind,2026-07-17T14:16:12.492342+08:00
2021-10,5543000,0.204215,0.124569,-0.151442,finmind,2026-07-17T14:16:12.492342+08:00
2021-11,4710000,0.289704,-0.15028,-0.121829,finmind,2026-07-17T14:16:12.492342+08:00
2021-12,10376000,2.231392,1.202972,0.00932,finmind,2026-07-17T14:16:12.492342+08:00
2022-01,9191000,9.980884,-0.114206,9.980884,finmind,2026-07-17T14:16:12.492342+08:00
2022-02,2116000,12.308176,-0.769775,10.35241,finmind,2026-07-17T14:16:12.492342+08:00
2022-03,528000,-0.880435,-0.750473,1.186807,finmind,2026-07-17T14:16:12.492342+08:00
2022-04,5227000,0.154628,8.899621,0.716672,finmind,2026-07-17T14:16:12.492342+08:00
2022-05,7668000,0.674967,0.466998,0.70352,finmind,2026-07-17T14:16:12.492342+08:00
2022-06,2410000,-0.640727,-0.685707,0.278681,finmind,2026-07-17T14:16:12.492342+08:00
2022-07,6184000,0.045478,1.565975,0.227856,finmind,2026-07-17T14:16:12.492342+08:00
2022-08,13100000,1.401907,1.11837,0.424311,finmind,2026-07-17T14:16:12.492342+08:00
2022-09,14288000,1.898762,0.090687,0.617994,finmind,2026-07-17T14:16:12.492342+08:00
2022-10,8173000,0.474472,-0.427982,0.599522,finmind,2026-07-17T14:16:12.492342+08:00
2022-11,11817000,1.508917,0.445858,0.689174,finmind,2026-07-17T14:16:12.492342+08:00
2022-12,15809000,0.523612,0.337818,0.659633,finmind,2026-07-17T14:16:12.492342+08:00
2023-01,15495000,0.685888,-0.019862,0.685888,finmind,2026-07-17T14:16:12.492342+08:00
2023-02,3353000,0.584594,-0.783608,0.666932,finmind,2026-07-17T14:16:12.492342+08:00
2023-03,11131000,20.081439,2.319714,1.53308,finmind,2026-07-17T14:16:12.492342+08:00
2023-04,17221000,2.294624,0.547121,1.766381,finmind,2026-07-17T14:16:12.492342+08:00
2023-05,9222000,0.20266,-0.464491,1.28152,finmind,2026-07-17T14:16:12.492342+08:00
2023-06,14390000,4.970954,0.560399,1.609138,finmind,2026-07-17T14:16:12.492342+08:00
2023-07,22342000,2.612872,0.552606,1.795403,finmind,2026-07-17T14:16:12.492342+08:00
2023-08,15658000,0.195267,-0.299167,1.343874,finmind,2026-07-17T14:16:12.492342+08:00
2023-09,11528000,-0.193169,-0.263763,0.982145,finmind,2026-07-17T14:16:12.492342+08:00
2023-10,12112000,0.481953,0.050659,0.922799,finmind,2026-07-17T14:16:12.492342+08:00
2023-11,25126000,1.126259,1.074472,0.952591,finmind,2026-07-17T14:16:12.492342+08:00
2023-12,13378000,-0.153773,-0.467563,0.771363,finmind,2026-07-17T14:16:12.492342+08:00
2024-01,16248000,0.048596,0.214531,0.048596,finmind,2026-07-17T14:16:12.492342+08:00
2024-02,12998000,2.876528,-0.200025,0.551677,finmind,2026-07-17T14:16:12.492342+08:00
2024-03,2943000,-0.735603,-0.773581,0.073718,finmind,2026-07-17T14:16:12.492342+08:00
2024-04,542000,-0.968527,-0.815834,-0.306547,finmind,2026-07-17T14:16:12.492342+08:00
2024-05,1736000,-0.811755,2.202952,-0.389121,finmind,2026-07-17T14:16:12.492342+08:00
2024-06,995000,-0.930855,-0.426843,-0.499209,finmind,2026-07-17T14:16:12.492342+08:00
2024-07,456000,-0.97959,-0.541709,-0.614423,finmind,2026-07-17T14:16:12.492342+08:00
2024-08,778000,-0.950313,0.70614,-0.662758,finmind,2026-07-17T14:16:12.492342+08:00
2024-09,442000,-0.961659,-0.431877,-0.691391,finmind,2026-07-17T14:16:12.492342+08:00
2024-10,829000,-0.931555,0.875566,-0.713353,finmind,2026-07-17T14:16:12.492342+08:00
2024-11,2169000,-0.913675,1.616405,-0.745294,finmind,2026-07-17T14:16:12.492342+08:00
2024-12,3476000,-0.74017,0.602582,-0.744893,finmind,2026-07-17T14:16:12.492342+08:00
2025-01,7400000,-0.544559,1.128884,-0.544559,finmind,2026-07-17T14:16:12.492342+08:00
2025-02,3540000,-0.72765,-0.521622,-0.625932,finmind,2026-07-17T14:16:12.492342+08:00
2025-03,3442000,0.169555,-0.027684,-0.553201,finmind,2026-07-17T14:16:12.492342+08:00
2025-04,3494000,5.446494,0.015107,-0.453851,finmind,2026-07-17T14:16:12.492342+08:00
2025-05,5548000,2.195853,0.587865,-0.320393,finmind,2026-07-17T14:16:12.492342+08:00
2025-06,3375000,2.39196,-0.391673,-0.24429,finmind,2026-07-17T14:16:12.492342+08:00
2025-07,5897000,11.932018,0.747259,-0.089704,finmind,2026-07-17T14:16:12.492342+08:00
2025-08,2446000,2.143959,-0.585213,-0.042348,finmind,2026-07-17T14:16:12.492342+08:00
2025-09,8570000,18.38914,2.503679,0.177015,finmind,2026-07-17T14:16:12.492342+08:00
2025-10,5469000,5.597105,-0.361844,0.295362,finmind,2026-07-17T14:16:12.492342+08:00
2025-11,3598000,0.658829,-0.34211,0.315004,finmind,2026-07-17T14:16:12.492342+08:00
2025-12,5647000,0.624568,0.569483,0.339677,finmind,2026-07-17T14:16:12.492342+08:00
2026-01,6512000,-0.12,0.153179,-0.12,finmind,2026-07-17T14:16:12.492342+08:00
2026-02,1915000,-0.45904,-0.705928,-0.229707,finmind,2026-07-17T14:16:12.492342+08:00
2026-03,17689000,4.139163,8.237076,0.815881,finmind,2026-07-17T14:16:12.492342+08:00
2026-04,3246000,-0.070979,-0.816496,0.642537,finmind,2026-07-17T14:16:12.492342+08:00
2026-05,2032000,-0.633742,-0.373999,0.340249,finmind,2026-07-17T14:16:12.492342+08:00
2026-06,1365000,-0.595556,-0.328248,0.222396,finmind,2026-07-17T14:16:12.492342+08:00
