date,Trading_Volume,Trading_money,open,max,min,close,spread,Trading_turnover
2015-01-05,2163027,44713173,12.326344,12.598249,12.265921,12.507614,0.241693,947
2015-01-06,1049208,21468327,12.386767,12.447191,12.296133,12.326344,-0.18127,425
2015-01-07,691405,14216704,12.326344,12.507614,12.326344,12.356556,0.030212,378
2015-01-08,1021142,21020482,12.507614,12.507614,12.356556,12.386767,0.030211,405
2015-01-09,610272,12532210,12.477402,12.477402,12.386767,12.386767,0.0,257
2015-01-12,744102,15309428,12.386767,12.477402,12.386767,12.386767,0.0,267
2015-01-13,568717,11651587,12.326344,12.416979,12.326344,12.416979,0.030212,235
2015-01-14,418614,8567519,12.416979,12.447191,12.326344,12.386767,-0.030212,227
2015-01-15,963942,19856023,12.416979,12.537826,12.356556,12.507614,0.120847,509
2015-01-16,736563,15104391,12.507614,12.507614,12.326344,12.356556,-0.151058,356
2015-01-19,603829,12464998,12.356556,12.62846,12.356556,12.386767,0.030211,312
2015-01-20,309188,6337069,12.386767,12.416979,12.356556,12.386767,0.0,221
2015-01-21,552043,11262552,12.356556,12.386767,12.296133,12.296133,-0.090634,278
2015-01-22,696336,14196003,12.416979,12.416979,12.265921,12.296133,0.0,323
2015-01-23,816318,16693788,12.356556,12.416979,12.296133,12.296133,0.0,328
2015-01-26,583804,11904815,12.326344,12.386767,12.265921,12.296133,0.0,263
2015-01-27,863353,17682097,12.326344,12.477402,12.296133,12.296133,0.0,367
2015-01-28,508067,10382540,12.296133,12.386767,12.265921,12.296133,0.0,247
2015-01-29,537189,10945365,12.296133,12.356556,12.265921,12.296133,0.0,265
2015-01-30,733372,14986980,12.326344,12.386767,12.296133,12.386767,0.090634,470
2015-02-02,346903,7086816,12.326344,12.386767,12.296133,12.296133,-0.090634,179
2015-02-03,717195,14669989,12.296133,12.416979,12.296133,12.296133,0.0,366
2015-02-04,679003,13829543,12.386767,12.386767,12.265921,12.296133,0.0,284
2015-02-05,479354,9735794,12.296133,12.326344,12.235709,12.235709,-0.060424,258
2015-02-06,239636,4867844,12.235709,12.356556,12.235709,12.265921,0.030212,145
2015-02-09,331612,6725854,12.265921,12.296133,12.235709,12.235709,-0.030212,169
2015-02-10,414453,8405982,12.235709,12.326344,12.205498,12.205498,-0.030211,257
2015-02-11,424795,8599664,12.175286,12.326344,12.175286,12.235709,0.030211,215
2015-02-12,1248215,25567068,12.205498,12.447191,12.205498,12.416979,0.18127,572
2015-02-13,466419,9509570,12.416979,12.416979,12.265921,12.296133,-0.120846,262
2015-02-24,350146,7138640,12.296133,12.386767,12.265921,12.296133,0.0,242
2015-02-25,368120,7506816,12.296133,12.386767,12.296133,12.296133,0.0,213
2015-02-26,2292941,47625550,12.326344,12.658672,12.326344,12.568037,0.271904,921
2015-03-02,644508,13382846,12.598249,12.598249,12.477402,12.507614,-0.060423,281
2015-03-03,665415,13741564,12.507614,12.537826,12.416979,12.416979,-0.090635,328
2015-03-04,542081,11150382,12.416979,12.477402,12.386767,12.386767,-0.030212,379
2015-03-05,451209,9275295,12.386767,12.477402,12.386767,12.386767,0.0,291
2015-03-06,356983,7336634,12.386767,12.477402,12.386767,12.447191,0.060424,251
2015-03-09,567119,11671807,12.447191,12.477402,12.386767,12.416979,-0.030212,323
2015-03-10,1089448,22554942,12.386767,12.62846,12.386767,12.416979,0.0,541
